Time [s], V, RESP, II, AVR, PLETH
186.85,0.50978,-0.00048864,0.22998,0.59531,1.9834
186.86,0.53519,-0.00048864,0.25488,0.58016,2.1799
186.86,0.56012,-0.00048864,0.29492,0.56012,2.3636
186.87,0.58993,-0.00048864,0.33496,0.52981,2.5269
186.88,0.61486,-0.00048864,0.36523,0.50978,2.65
186.89,0.62512,-0.00048864,0.39502,0.48485,2.7429
186.9,0.60508,-0.00048864,0.40479,0.47507,2.825
186.9,0.6002,-0.00048864,0.43506,0.45015,2.8915
186.91,0.57527,-0.00048864,0.43994,0.45992,2.9413
186.92,0.54985,-0.00048864,0.3501,0.5,2.9746
186.93,0.52004,-0.00048864,0.30029,0.54497,2.9932
186.94,0.5,-0.00048864,0.24023,0.58993,2.999
186.94,0.49511,-0.00048864,0.19531,0.62023,2.9951
186.95,0.49022,-0.00048864,0.17529,0.6349,2.9824
186.96,0.48485,-0.00048864,0.18018,0.63001,2.9619
186.97,0.48485,-0.00048864,0.18018,0.63001,2.9355
186.98,0.48485,-0.00048864,0.18018,0.62512,2.9042
186.98,0.49022,-0.00048864,0.18506,0.62512,2.869
186.99,0.49511,-0.00048864,0.18506,0.62023,2.8309
187,0.50489,-0.00048864,0.18994,0.62023,2.7879
187.01,0.50978,-0.00048864,0.18506,0.62023,2.7419
187.02,0.5,-0.00048864,0.10986,0.67498,2.6931
187.02,0.58504,-0.00048864,0.024902,0.71994,2.6403
187.03,0.7654,-0.00048864,0.43018,0.41007,2.5846
187.04,0.95015,-0.00048864,1.3398,-0.1955,2.5259
187.05,1.1256,-0.00048864,1.5,-0.50049,2.4624
187.06,0.74536,-0.00048864,1.5,-0.32551,2.3763
187.06,0.41007,-0.00048864,0.88477,0.17986,2.2962
187.07,0.5,-0.00048864,0.52979,0.41007,2.2366
187.08,0.58016,-0.00048864,0.33496,0.54008,2.175
187.09,0.58504,-0.00048864,0.23486,0.60508,2.1114
187.1,0.57527,-0.00048864,0.18018,0.6349,2.0391
187.1,0.57527,-0.00048864,0.1499,0.65494,1.9619
187.11,0.58016,-0.00048864,0.14014,0.6652,1.8856
187.12,0.58016,-0.00048864,0.13525,0.6652,1.8133
187.13,0.58016,-0.00048864,0.13525,0.6652,1.7468
187.14,0.59531,-0.00048864,0.14502,0.6652,1.6872
187.14,0.6002,-0.00048864,0.1499,0.66031,1.6354
187.15,0.60508,-0.00048864,0.15527,0.64516,1.5914
187.16,0.61486,-0.00048864,0.16016,0.64027,1.5543
187.17,0.63001,-0.00048864,0.17529,0.6349,1.523
187.18,0.63001,-0.00048864,0.19531,0.62512,1.4966
187.18,0.65005,-0.00048864,0.20508,0.62023,1.478
187.19,0.66031,-0.00048864,0.22021,0.60997,1.4633
187.2,0.67498,-0.00048864,0.23486,0.6002,1.4477
187.21,0.67498,-0.00048864,0.24512,0.59531,1.4311
187.22,0.68524,-0.00048864,0.26025,0.58993,1.4154
187.22,0.69501,-0.00048864,0.2749,0.57527,1.3998
187.23,0.70039,-0.00048864,0.29004,0.56989,1.3842
187.24,0.71505,-0.00048864,0.30029,0.55523,1.3695
187.25,0.71994,-0.00048864,0.31494,0.54985,1.3548
187.26,0.73509,-0.00048864,0.33984,0.53519,1.3392
187.26,0.74536,-0.00048864,0.35986,0.52004,1.3236
187.27,0.76002,-0.00048864,0.375,0.50978,1.3089
187.28,0.77028,-0.00048864,0.3999,0.49511,1.2972
187.29,0.77517,-0.00048864,0.43018,0.48485,1.2874
187.3,0.79032,-0.00048864,0.4502,0.47019,1.2757
187.3,0.8001,-0.00048864,0.47998,0.45503,1.263
187.31,0.80499,-0.00048864,0.51514,0.43011,1.2493
187.32,0.81525,-0.00048864,0.5498,0.41007,1.2356
187.33,0.8001,-0.00048864,0.58008,0.39492,1.2229
187.34,0.78543,-0.00048864,0.6001,0.37488,1.2102
187.34,0.76002,-0.00048864,0.60986,0.37488,1.1984
187.35,0.72532,-0.00048864,0.56494,0.39492,1.1877
187.36,0.68035,-0.00048864,0.5,0.42473,1.1779
187.37,0.62512,-0.00048864,0.41992,0.47507,1.1691
187.38,0.58016,-0.00048864,0.3501,0.52004,1.1613
187.38,0.54985,-0.00048864,0.29004,0.55523,1.1574
187.39,0.53519,-0.00048864,0.25,0.58016,1.1554
187.4,0.51515,-0.00048864,0.22021,0.59531,1.1515
187.41,0.50489,-0.00048864,0.20508,0.60997,1.1476
187.42,0.5,-0.00048864,0.2002,0.61486,1.1437
187.42,0.5,-0.00048864,0.19531,0.62023,1.1388
187.43,0.50489,-0.00048864,0.18994,0.62023,1.1349
187.44,0.50978,-0.00048864,0.19531,0.62023,1.131
187.45,0.50978,-0.00048864,0.2002,0.62023,1.1271
187.46,0.50978,-0.00048864,0.20508,0.60997,1.1212
187.46,0.50978,-0.00048864,0.20508,0.61486,1.1134
187.47,0.51515,-0.00048864,0.21484,0.60508,1.1046
187.48,0.50978,-0.00048864,0.22021,0.60508,1.0987
187.49,0.51515,-0.00048864,0.21484,0.6002,1.0987
187.5,0.51515,-0.00048864,0.22021,0.60508,1.1046
187.5,0.51515,-0.00048864,0.22021,0.6002,1.1281
187.51,0.51515,-0.00048864,0.22021,0.60508,1.1769
187.52,0.51515,-0.00048864,0.22021,0.6002,1.259
187.53,0.50978,-0.00048864,0.22021,0.60508,1.3783
187.54,0.50978,-0.00048864,0.22021,0.60508,1.5318
187.54,0.50978,-0.00048864,0.22021,0.6002,1.7116
187.55,0.51515,-0.00048864,0.2251,0.6002,1.9062
187.56,0.52493,-0.00048864,0.22998,0.59531,2.1036
187.57,0.54008,-0.00048864,0.26025,0.58016,2.2913
187.58,0.56989,-0.00048864,0.30518,0.54985,2.4594
187.58,0.6002,-0.00048864,0.34521,0.52493,2.5875
187.59,0.62023,-0.00048864,0.37012,0.50978,2.6843
187.6,0.63001,-0.00048864,0.40479,0.48485,2.7722
187.61,0.60997,-0.00048864,0.41504,0.47507,2.8436
187.62,0.60997,-0.00048864,0.4502,0.45015,2.8974
187.62,0.58504,-0.00048864,0.4248,0.45503,2.9335
187.63,0.54985,-0.00048864,0.35986,0.49511,2.955
187.64,0.52493,-0.00048864,0.30518,0.54008,2.9638
187.65,0.50489,-0.00048864,0.25,0.58993,2.9619
187.66,0.5,-0.00048864,0.20508,0.62023,2.9511
187.66,0.49511,-0.00048864,0.18506,0.63001,2.9316
187.67,0.49511,-0.00048864,0.18994,0.63001,2.9062
187.68,0.49511,-0.00048864,0.18994,0.62512,2.8759
187.69,0.49511,-0.00048864,0.18506,0.63001,2.8426
187.7,0.5,-0.00048864,0.18994,0.62512,2.8055
187.7,0.50978,-0.00048864,0.19531,0.62512,2.7634
187.71,0.50978,-0.00048864,0.2002,0.62023,2.7185
187.72,0.50978,-0.00048864,0.18994,0.62023,2.6706
187.73,0.52493,-0.00048864,0.12012,0.67009,2.6197
187.74,0.60508,-0.00048864,0.050293,0.71017,2.566
187.74,0.78006,-0.00048864,0.46484,0.39003,2.5083
187.75,0.95015,-0.00048864,1.3647,-0.21554,2.4467
187.76,1.0753,-0.00048864,1.5,-0.50049,2.3803
187.77,0.69013,-0.00048864,1.5,-0.28055,2.3099
187.78,0.41496,-0.00048864,0.83984,0.20479,2.2346
187.78,0.51515,-0.00048864,0.51514,0.41984,2.1642
187.79,0.58504,0.0026875,0.33008,0.54497,2.0968
187.8,0.58016,0.006108,0.24023,0.60508,2.0205
187.81,0.58016,0.012216,0.19531,0.63001,1.9423
187.82,0.58016,0.018568,0.16992,0.64027,1.8661
187.82,0.58016,0.025165,0.1499,0.66031,1.7937
187.83,0.58504,0.031762,0.1499,0.6652,1.7273
187.84,0.58993,0.038602,0.1499,0.66031,1.6686
187.85,0.59531,0.045443,0.15527,0.65494,1.6178
187.86,0.60508,0.052284,0.16504,0.65005,1.5738
187.86,0.60997,0.05937,0.17529,0.64027,1.5376
187.87,0.62023,0.066699,0.18018,0.64027,1.5073
187.88,0.63001,0.074273,0.18994,0.6349,1.4858
187.89,0.64516,0.082091,0.20508,0.62023,1.4692
187.9,0.65005,0.090154,0.22021,0.60997,1.4526
187.9,0.66031,0.098216,0.23486,0.60508,1.436
187.91,0.67009,0.10628,0.24512,0.59531,1.4194
187.92,0.67498,0.11434,0.26025,0.58504,1.4037
187.93,0.68035,0.12265,0.2749,0.57527,1.3881
187.94,0.69013,0.13022,0.29004,0.56989,1.3724
187.94,0.70039,0.13804,0.29492,0.56012,1.3578
187.95,0.71017,0.14537,0.31494,0.54985,1.3431
187.96,0.71994,0.15294,0.33008,0.54008,1.3284
187.97,0.73021,0.16125,0.34521,0.52981,1.3138
187.98,0.73998,0.16956,0.36523,0.52493,1.2981
187.98,0.75024,0.1786,0.37988,0.50978,1.2874
187.99,0.76002,0.18764,0.40479,0.49511,1.2776
188,0.77028,0.19521,0.43018,0.47507,1.2659
188.01,0.77517,0.20303,0.45508,0.45992,1.2532
188.02,0.78543,0.20963,0.49023,0.43988,1.2405
188.02,0.79032,0.21647,0.52002,0.41984,1.2268
188.03,0.79032,0.22306,0.55518,0.3998,1.2131
188.04,0.78543,0.2299,0.58008,0.38514,1.1994
188.05,0.77028,0.2365,0.6001,0.36999,1.1838
188.06,0.74536,0.24334,0.60498,0.3651,1.1701
188.06,0.71017,0.24896,0.56494,0.38514,1.1603
188.07,0.67009,0.25483,0.5,0.41984,1.1505
188.08,0.62512,0.25947,0.41992,0.47996,1.1427
188.09,0.58504,0.26435,0.35498,0.52004,1.1388
188.1,0.54985,0.26753,0.30029,0.55523,1.1349
188.1,0.53519,0.27095,0.25488,0.57527,1.13
188.11,0.51515,0.27266,0.2251,0.59531,1.1241
188.12,0.50978,0.27462,0.20508,0.61486,1.1183
188.13,0.50978,0.27535,0.2002,0.62023,1.1134
188.14,0.50978,0.27633,0.2002,0.62023,1.087
188.14,0.50489,0.27633,0.2002,0.62512,1.0508
188.15,0.50978,0.27657,0.2002,0.62023,1.0323
188.16,0.50978,0.27657,0.2002,0.62023,1.0215
188.17,0.50978,0.27657,0.20508,0.61486,1.0127
188.18,0.50978,0.27657,0.20996,0.62023,1.0039
188.18,0.50978,0.27681,0.20996,0.60997,0.99804
188.19,0.50978,0.27779,0.2251,0.6002,0.99413
188.2,0.50978,0.27901,0.22021,0.60997,0.98925
188.21,0.50978,0.28097,0.22021,0.60508,0.99218
188.22,0.50978,0.28317,0.22021,0.6002,1.0117
188.22,0.50978,0.28683,0.2251,0.6002,1.0567
188.23,0.50489,0.29074,0.2251,0.59531,1.1359
188.24,0.50978,0.29587,0.24023,0.58993,1.2522
188.25,0.5,0.301,0.22998,0.6002,1.4037
188.26,0.50489,0.30662,0.24023,0.58993,1.5826
188.26,0.5,0.31248,0.23486,0.59531,1.7771
188.27,0.50978,0.31859,0.24023,0.59531,1.9756
188.28,0.51515,0.3247,0.26025,0.58016,2.1427
188.29,0.54497,0.33203,0.28516,0.56012,2.2845
188.3,0.57527,0.3396,0.31982,0.54497,2.4242
188.3,0.59531,0.34791,0.36523,0.51515,2.5494
188.31,0.60508,0.35622,0.38525,0.5,2.652
188.32,0.62023,0.36379,0.41016,0.47996,2.7312
188.33,0.60997,0.37137,0.43994,0.45503,2.7898
188.34,0.60508,0.37845,0.4751,0.435,2.8289
188.34,0.565,0.38578,0.41504,0.47019,2.8524
188.35,0.53519,0.39384,0.35986,0.50978,2.8622
188.36,0.50978,0.40191,0.28516,0.565,2.8602
188.37,0.48485,0.41095,0.23486,0.59531,2.8485
188.38,0.48485,0.41999,0.2002,0.62023,2.8289
188.38,0.48485,0.43025,0.18506,0.62512,2.8025
188.39,0.48485,0.44051,0.18018,0.63001,2.7713
188.4,0.48485,0.4515,0.18506,0.62512,2.7361
188.41,0.48485,0.46274,0.18994,0.62023,2.697
188.42,0.48485,0.47349,0.19531,0.62512,2.6549
188.42,0.49022,0.48449,0.2002,0.62023,2.5973
188.43,0.49511,0.49524,0.20508,0.61486,2.5435
188.44,0.48485,0.50599,0.16016,0.63001,2.5024
188.45,0.54497,0.51893,0.055176,0.71017,2.4536
188.46,0.68035,0.53213,0.040039,0.59531,2.3803
188.46,0.94037,0.54679,0.87012,0.10459,2.3099
188.47,1.0806,0.56169,1.5,-0.44575,2.2561
188.48,0.90029,0.57586,1.5,-0.50049,2.1789
188.49,0.43988,0.59003,1.145,0.014663,2.087
188.5,0.37977,0.60396,0.625,0.34506,2.0196
188.5,0.54008,0.61788,0.39014,0.5,1.9648
188.51,0.565,0.63376,0.27002,0.58016,1.8749
188.52,0.56012,0.64989,0.21484,0.61486,1.7713
188.53,0.55523,0.66773,0.17529,0.64027,1.6862
188.54,0.56012,0.68556,0.15527,0.65005,1.6139
188.54,0.565,0.70462,0.15527,0.65005,1.5523
188.55,0.57527,0.72392,0.14502,0.65494,1.5005
188.56,0.57527,0.74371,0.1499,0.65494,1.4643
188.57,0.58016,0.76374,0.16016,0.64516,1.436
188.58,0.58504,0.78182,0.16504,0.64027,1.4057
188.58,0.59531,0.7999,0.16504,0.64027,1.3793
188.59,0.60508,0.81676,0.18018,0.63001,1.3558
188.6,0.60997,0.83362,0.19531,0.62512,1.3343
188.61,0.61486,0.85145,0.20508,0.61486,1.3157
188.62,0.62512,0.86953,0.21484,0.60508,1.2981
188.62,0.63001,0.88835,0.23486,0.59531,1.2805
188.63,0.64516,0.90716,0.24512,0.59531,1.2639
188.64,0.65494,0.92402,0.25,0.58016,1.2473
188.65,0.67009,0.94087,0.26514,0.56989,1.2317
188.66,0.67498,0.95602,0.28516,0.56012,1.216
188.66,0.68035,0.97141,0.30029,0.54985,1.2004
188.67,0.69013,0.98559,0.31006,0.54985,1.1896
188.68,0.70039,1,0.3252,0.54008,1.1808
188.69,0.71017,1,0.3501,0.52493,1.1691
188.7,0.71505,1,0.375,0.50489,1.1544
188.7,0.72532,1,0.39502,0.49022,1.1398
188.71,0.73509,1,0.41504,0.47507,1.1241
188.72,0.74536,1,0.44482,0.45992,1.1095
188.73,0.75513,1,0.47021,0.44477,1.0948
188.74,0.77028,1,0.5,0.43011,1.0811
188.74,0.7654,1,0.5249,0.41007,1.0684
188.75,0.77028,1,0.5752,0.37977,1.0567
188.76,0.7654,1,0.59521,0.3651,1.0459
188.77,0.74536,1,0.60986,0.35484,1.0401
188.78,0.71994,1,0.58984,0.35973,1.0362
188.78,0.69013,1,0.54004,0.39492,1.0283
188.79,0.64516,1,0.46484,0.435,1.0205
188.8,0.6002,1,0.39014,0.48485,1.0117
188.81,0.56989,1,0.33496,0.52004,1.0039
188.82,0.54497,1,0.2749,0.565,0.99707
188.82,0.52004,1,0.23486,0.58993,0.9912
188.83,0.50978,1,0.21484,0.60508,0.98534
188.84,0.50489,1,0.2002,0.62023,0.97947
188.85,0.50489,1,0.18994,0.62512,0.97361
188.86,0.5,1,0.18506,0.62023,0.96872
188.86,0.5,1,0.2002,0.62023,0.96579
188.87,0.50489,1,0.20996,0.60997,0.96579
188.88,0.50489,1,0.21484,0.60997,0.96676
188.89,0.50489,1,0.21484,0.60997,0.96285
188.9,0.50978,1,0.21484,0.60997,0.95601
188.9,0.50978,1,0.22021,0.60508,0.94721
188.91,0.50978,1,0.2251,0.60508,0.94135
188.92,0.50978,1,0.22021,0.6002,0.94624
188.93,0.50978,1,0.22998,0.6002,0.9697
188.94,0.50978,1,0.23486,0.6002,1.0215
188.94,0.50978,1,0.22998,0.6002,1.1095
188.95,0.50978,1,0.2251,0.59531,1.2346
188.96,0.50978,1,0.22998,0.59531,1.393
188.97,0.50978,1,0.24023,0.58993,1.5503
188.98,0.50978,1,0.24023,0.59531,1.7087
188.98,0.50978,1,0.24512,0.58993,1.8925
188.99,0.52004,1,0.24512,0.58504,2.0802
189,0.52981,1,0.26514,0.56989,2.2561
189.01,0.56012,1,0.30029,0.55523,2.4106
189.02,0.58993,1,0.33984,0.52981,2.5396
189.02,0.61486,1,0.375,0.50978,2.6422
189.03,0.62512,1,0.40479,0.49022,2.7204
189.04,0.63001,1,0.43018,0.46481,2.7761
189.05,0.62512,1,0.45996,0.45015,2.8123
189.06,0.63001,1,0.47998,0.43011,2.8328
189.06,0.58016,1,0.41016,0.46481,2.8407
189.07,0.56012,1,0.35986,0.50489,2.8348
189.08,0.53519,1,0.29004,0.56012,2.8192
189.09,0.52493,1,0.23486,0.58993,2.7977
189.1,0.51515,1,0.20996,0.60508,2.7713
189.1,0.51515,1,0.20508,0.61486,2.739
189.11,0.51515,1,0.20508,0.60997,2.7019
189.12,0.51515,1,0.20508,0.61486,2.6598
189.13,0.52004,1,0.20508,0.61486,2.6149
189.14,0.52493,1,0.20996,0.60508,2.565
189.14,0.52981,1,0.21484,0.60508,2.5112
189.15,0.53519,1,0.22021,0.60508,2.4545
189.16,0.52981,1,0.1499,0.64516,2.3939
189.17,0.61486,1,0.044922,0.71505,2.3353
189.18,0.80499,1,0.33008,0.48485,2.2757
189.18,1.0406,1,1.21,-0.10557,2.2072
189.19,1.1706,1,1.5,-0.50049,2.131
189.2,0.81525,1,1.5,-0.40567,2.0508
189.21,0.41496,1,0.9751,0.12463,1.9668
189.22,0.49022,1,0.56006,0.38514,1.8817
189.22,0.59531,1,0.36523,0.51515,1.7986
189.23,0.60508,1,0.25488,0.58504,1.7195
189.24,0.59531,1,0.19531,0.62023,1.6461
189.25,0.58993,1,0.16016,0.64027,1.5797
189.26,0.6002,1,0.14502,0.65005,1.522
189.26,0.60508,1,0.13525,0.65494,1.4721
189.27,0.60508,1,0.12988,0.6652,1.436
189.28,0.60508,1,0.125,0.6652,1.4076
189.29,0.60997,1,0.12988,0.6652,1.3812
189.3,0.62023,1,0.13525,0.66031,1.3578
189.3,0.62512,1,0.1499,0.64516,1.3372
189.31,0.63001,1,0.16016,0.64027,1.3187
189.32,0.64516,1,0.17529,0.63001,1.3021
189.33,0.65005,1,0.18994,0.62023,1.2874
189.34,0.66031,1,0.20508,0.61486,1.2727
189.34,0.67009,1,0.22021,0.60508,1.259
189.35,0.68035,1,0.24023,0.59531,1.2463
189.36,0.68524,1,0.24512,0.58993,1.2336
189.37,0.70039,1,0.26025,0.58504,1.2248
189.38,0.70528,1,0.27002,0.57527,1.217
189.38,0.71994,1,0.28516,0.56989,1.2072
189.39,0.73021,0.98901,0.30029,0.56012,1.1965
189.4,0.73998,0.97801,0.31982,0.54985,1.1848
189.41,0.75024,0.95553,0.33984,0.53519,1.174
189.42,0.76002,0.9333,0.35986,0.52493,1.1623
189.42,0.77028,0.90936,0.38525,0.50978,1.1505
189.43,0.78006,0.88566,0.41016,0.49511,1.1388
189.44,0.79032,0.86318,0.44482,0.47507,1.1271
189.45,0.79032,0.84095,0.4751,0.45503,1.1153
189.46,0.79521,0.81969,0.50488,0.435,1.1026
189.46,0.79521,0.79844,0.54492,0.41007,1.0899
189.47,0.8001,0.77571,0.58008,0.38514,1.0811
189.48,0.78543,0.75324,0.60498,0.36999,1.0753
189.49,0.7654,0.72929,0.61475,0.3651,1.0665
189.5,0.73509,0.70559,0.58008,0.38514,1.0577
189.5,0.69501,0.68092,0.51514,0.41496,1.0479
189.51,0.64516,0.65624,0.43994,0.45992,1.0391
189.52,0.60508,0.63108,0.35986,0.51515,1.0313
189.53,0.57527,0.60616,0.29492,0.54497,1.0235
189.54,0.54985,0.58417,0.25,0.58016,1.0166
189.54,0.53519,0.56218,0.22021,0.59531,1.0108
189.55,0.52493,0.54263,0.2002,0.60997,1.0059
189.56,0.51515,0.52309,0.19531,0.62023,1.002
189.57,0.52004,0.50305,0.18506,0.62512,1.002
189.58,0.52004,0.48302,0.18506,0.62023,1.0049
189.58,0.52493,0.46274,0.18506,0.62512,1.0068
189.59,0.52981,0.44246,0.18994,0.62023,1.0068
189.6,0.53519,0.42414,0.18994,0.62023,1.0049
189.61,0.53519,0.40606,0.19531,0.62023,1
189.62,0.53519,0.38969,0.2002,0.62023,0.99413
189.62,0.53519,0.37356,0.20508,0.61486,0.99022
189.63,0.53519,0.35866,0.20508,0.60508,0.99413
189.64,0.53519,0.344,0.20508,0.60997,1.0147
189.65,0.53519,0.33056,0.2002,0.60997,1.0596
189.66,0.53519,0.31713,0.20508,0.60508,1.1388
189.66,0.52981,0.30564,0.20508,0.60997,1.2551
189.67,0.52981,0.29416,0.20996,0.60508,1.3822
189.68,0.52981,0.28463,0.20508,0.60997,1.5249
189.69,0.52981,0.2751,0.20996,0.60508,1.7058
189.7,0.52981,0.26777,0.20996,0.60997,1.9052
189.7,0.53519,0.26044,0.22021,0.59531,2.1065
189.71,0.55523,0.25483,0.25,0.58504,2.2981
189.72,0.58504,0.24921,0.29004,0.56012,2.4682
189.73,0.61486,0.24408,0.33008,0.53519,2.6129
189.74,0.64027,0.23894,0.35986,0.51515,2.7302
189.74,0.64027,0.23406,0.38525,0.5,2.8211
189.75,0.62512,0.22942,0.3999,0.47996,2.8876
189.76,0.61486,0.22526,0.43018,0.45503,2.9335
189.77,0.6002,0.22111,0.43506,0.46481,2.956
189.78,0.56012,0.21744,0.34521,0.50978,2.9629
189.78,0.52981,0.21402,0.29492,0.54985,2.9638
189.79,0.50978,0.21036,0.23486,0.58993,2.957
189.8,0.50489,0.20694,0.18506,0.62023,2.9423
189.81,0.5,0.20327,0.17529,0.63001,2.9198
189.82,0.5,0.19961,0.17529,0.63001,2.8915
189.82,0.50489,0.19594,0.17529,0.63001,2.8583
189.83,0.50489,0.19252,0.17529,0.63001,2.8192
189.84,0.50978,0.1891,0.18018,0.62512,2.7761
189.85,0.51515,0.18568,0.18506,0.62512,2.7292
189.86,0.52493,0.18275,0.19531,0.62023,2.6794
189.86,0.52004,0.18006,0.18018,0.62512,2.6246
189.87,0.54497,0.17738,0.090332,0.68524,2.5718
189.88,0.63001,0.17493,0.030273,0.72532,2.5181
189.89,0.83529,0.17225,0.60498,0.28983,2.4575
189.9,1.0205,0.16956,1.5,-0.30059,2.392
189.9,1.1457,0.16687,1.5,-0.50049,2.3206
189.91,0.67009,0.16418,1.5,-0.24047,2.2444
189.92,0.43011,0.16174,0.81982,0.21457,2.1642
189.93,0.54008,0.15954,0.49023,0.435,2.0802
189.94,0.6002,0.15759,0.31006,0.54985,1.9961
189.94,0.59531,0.15588,0.2251,0.60508,1.914
189.95,0.58993,0.15417,0.18018,0.6349,1.8358
189.96,0.59531,0.1527,0.15527,0.64516,1.7625
189.97,0.59531,0.15123,0.14502,0.65494,1.7028
189.98,0.6002,0.15001,0.14014,0.66031,1.653
189.98,0.6002,0.14879,0.14502,0.66031,1.6051
189.99,0.60508,0.14757,0.1499,0.65494,1.5611
190,0.61486,0.14635,0.1499,0.65005,1.523
190.01,0.62512,0.14537,0.16016,0.64027,1.4897
190.02,0.63001,0.1439,0.16992,0.64027,1.4614
190.02,0.6349,0.14244,0.18018,0.62512,1.4379
190.03,0.65005,0.14048,0.2002,0.62023,1.4174
190.04,0.65494,0.13877,0.21484,0.60997,1.3998
190.05,0.67009,0.13682,0.22998,0.6002,1.3832
190.06,0.68035,0.13486,0.24512,0.59531,1.3666
190.06,0.69013,0.13267,0.25488,0.58504,1.35
190.07,0.70528,0.13071,0.27002,0.57527,1.3363
190.08,0.70528,0.129,0.28516,0.565,1.3245
190.09,0.71994,0.12729,0.30029,0.56012,1.3109
190.1,0.72532,0.12582,0.31982,0.54985,1.2952
190.1,0.74536,0.12436,0.33496,0.53519,1.2786
190.11,0.74536,0.12216,0.3501,0.52493,1.262
190.12,0.76002,0.11996,0.37012,0.51515,1.2463
190.13,0.77028,0.11703,0.39502,0.5,1.2307
190.14,0.78006,0.11434,0.41504,0.48485,1.2151
190.14,0.79032,0.11092,0.44482,0.47019,1.2004
190.15,0.80499,0.10774,0.47021,0.45503,1.1867
190.16,0.81525,0.10408,0.5,0.435,1.173
190.17,0.82014,0.10066,0.52979,0.41984,1.1642
190.18,0.82014,0.096995,0.56982,0.3998,1.172
190.18,0.81525,0.09333,0.6001,0.37977,1.1848
190.19,0.79521,0.089177,0.62012,0.35973,1.1848
190.2,0.77028,0.085023,0.61475,0.35973,1.1799
190.21,0.72532,0.078915,0.56982,0.38514,1.172
190.22,0.68035,0.072807,0.5,0.42473,1.1632
190.22,0.6349,0.065233,0.41992,0.47019,1.1554
190.23,0.58993,0.057904,0.3501,0.50978,1.1466
190.24,0.56012,0.050574,0.29492,0.54985,1.1388
190.25,0.53519,0.043489,0.25488,0.57527,1.132
190.26,0.52493,0.036159,0.2251,0.59531,1.1261
190.26,0.51515,0.02883,0.21484,0.6002,1.1232
190.27,0.50978,0.019546,0.2002,0.60508,1.1232
190.28,0.50978,0.010261,0.2002,0.60997,1.1222
190.29,0.50978,0.0048864,0.2002,0.60508,1.1202
190.3,0.50978,-0.00048864,0.2002,0.60997,1.1183
190.3,0.51515,-0.00048864,0.2002,0.60997,1.1153
190.31,0.52004,-0.00048864,0.2002,0.60997,1.1105
190.32,0.52004,-0.00048864,0.20996,0.60508,1.1036
190.33,0.52004,-0.00048864,0.21484,0.6002,1.0958
190.34,0.52004,-0.00048864,0.22021,0.6002,1.0929
190.34,0.51515,-0.00048864,0.22021,0.59531,1.1017
190.35,0.51515,-0.00048864,0.2251,0.59531,1.131
190.36,0.51515,-0.00048864,0.22021,0.59531,1.1896
190.37,0.51515,-0.00048864,0.22021,0.59531,1.2659
190.38,0.50978,-0.00048864,0.22021,0.59531,1.3646
190.38,0.51515,-0.00048864,0.22021,0.59531,1.5064
190.39,0.51515,-0.00048864,0.2251,0.59531,1.6794
190.4,0.51515,-0.00048864,0.2251,0.58993,1.87
190.41,0.52004,-0.00048864,0.22998,0.58993,2.0665
190.42,0.53519,-0.00048864,0.25488,0.57527,2.2551
190.42,0.56012,-0.00048864,0.29492,0.55523,2.4272
190.43,0.58993,-0.00048864,0.33496,0.52981,2.5767
190.44,0.62023,-0.00048864,0.36523,0.50978,2.7009
190.45,0.62512,-0.00048864,0.39502,0.48485,2.7996
190.46,0.60997,-0.00048864,0.41016,0.47507,2.8739
190.46,0.6002,-0.00048864,0.43018,0.45015,2.9189
190.47,0.58993,-0.00048864,0.44482,0.44477,2.9433
190.48,0.55523,-0.00048864,0.37012,0.48485,2.9619
190.49,0.52981,-0.00048864,0.31494,0.52981,2.9707
190.5,0.5,-0.00048864,0.25,0.58016,2.9717
190.5,0.49511,-0.00048864,0.20508,0.61486,2.9638
190.51,0.48485,-0.00048864,0.18506,0.63001,2.9482
190.52,0.48485,-0.00048864,0.18018,0.62512,2.9257
190.53,0.48485,-0.00048864,0.18018,0.63001,2.8974
190.54,0.48485,-0.00048864,0.18018,0.63001,2.8631
190.54,0.48485,-0.00048864,0.18506,0.62512,2.825
190.55,0.49511,-0.00048864,0.18994,0.62023,2.784
190.56,0.5,-0.00048864,0.19531,0.62023,2.738
190.57,0.50489,-0.00048864,0.18994,0.62512,2.6921
190.58,0.49511,-0.00048864,0.12988,0.66031,2.6452
190.58,0.565,-0.00048864,0.030273,0.72532,2.5943
190.59,0.73021,-0.00048864,0.34521,0.47507,2.5396
190.6,0.93011,-0.00048864,1.2197,-0.12023,2.4809
190.61,1.1354,-0.00048864,1.5,-0.50049,2.4164
190.62,0.83529,-0.00048864,1.5,-0.41544,2.347
190.62,0.41496,-0.00048864,0.96973,0.12463,2.2737
190.63,0.47996,-0.00048864,0.56982,0.37977,2.1975
190.64,0.56989,-0.00048864,0.35986,0.52493,2.1173
190.65,0.58016,-0.00048864,0.24512,0.59531,2.0362
190.66,0.56989,-0.00048864,0.19531,0.62512,1.956
190.66,0.56989,-0.00048864,0.16504,0.64516,1.8876
190.67,0.57527,-0.00048864,0.1499,0.65494,1.826
190.68,0.58016,-0.00048864,0.14502,0.6652,1.7634
190.69,0.58016,-0.00048864,0.1499,0.66031,1.7038
190.7,0.58016,-0.00048864,0.14502,0.66031,1.65
190.7,0.59531,-0.00048864,0.1499,0.65005,1.6041
