Time [s], PLETH, ABP, RESP, II, V, AVR
315.3,0.27175,56.91,0.36461,0.4902,0.3902,0.47451
315.3,0.26882,65.515,0.36559,0.5,0.39412,0.46078
315.31,0.26588,74.511,0.36755,0.51569,0.3902,0.46078
315.32,0.26393,83.116,0.36755,0.52549,0.40392,0.4549
315.33,0.26197,89.961,0.36755,0.53529,0.4,0.44902
315.34,0.261,95.046,0.36657,0.53922,0.3902,0.44902
315.34,0.25904,97.979,0.36559,0.52941,0.3902,0.44902
315.35,0.25709,99.153,0.36266,0.51569,0.38431,0.46078
315.36,0.25513,98.957,0.35973,0.49412,0.37451,0.47059
315.37,0.25318,97.588,0.35484,0.47451,0.37059,0.48039
315.38,0.2522,95.632,0.35093,0.46078,0.36471,0.48039
315.38,0.25122,93.872,0.34506,0.43922,0.36471,0.5
315.39,0.25024,92.112,0.3392,0.42549,0.36471,0.50588
315.4,0.24927,90.548,0.33333,0.40392,0.36471,0.51569
315.41,0.24731,89.179,0.32747,0.39412,0.35882,0.52549
315.42,0.24731,87.81,0.3216,0.38431,0.35882,0.52941
315.42,0.24633,86.441,0.31672,0.38039,0.3549,0.52941
315.43,0.24731,84.876,0.3089,0.37451,0.35882,0.53922
315.44,0.24927,83.507,0.30205,0.35882,0.3549,0.55098
315.45,0.25122,82.138,0.29423,0.35882,0.35882,0.5549
315.46,0.2522,80.965,0.28543,0.36471,0.35882,0.55098
315.46,0.25415,79.791,0.27761,0.37059,0.35882,0.55098
315.47,0.25513,78.618,0.26979,0.36471,0.35882,0.53922
315.48,0.25611,77.445,0.26197,0.36471,0.36471,0.5451
315.49,0.25806,76.467,0.25513,0.35882,0.35882,0.53922
315.5,0.25904,75.489,0.24829,0.36471,0.36471,0.53529
315.5,0.26002,74.902,0.24145,0.37059,0.36471,0.52941
315.51,0.26197,74.12,0.2346,0.37059,0.35882,0.52941
315.52,0.26491,73.338,0.22874,0.37059,0.36471,0.52941
315.53,0.26882,72.555,0.22385,0.37451,0.36471,0.52549
315.54,0.27664,71.578,0.21896,0.37451,0.37059,0.51961
315.54,0.28837,70.6,0.21505,0.37451,0.37059,0.51961
315.55,0.30694,69.426,0.21114,0.37451,0.37059,0.51961
315.56,0.33333,68.253,0.20821,0.37451,0.37059,0.51961
315.57,0.36657,66.884,0.20626,0.37451,0.37059,0.51961
315.58,0.40665,65.319,0.20528,0.38039,0.37451,0.51961
315.58,0.45259,63.755,0.2043,0.38039,0.38039,0.51961
315.59,0.50049,62.19,0.20626,0.38039,0.38039,0.51569
315.6,0.54936,60.626,0.20821,0.37451,0.38431,0.52549
315.61,0.59629,59.257,0.21114,0.37451,0.38039,0.52549
315.62,0.63832,58.083,0.21505,0.37059,0.3902,0.52549
315.62,0.67449,57.106,0.21799,0.36471,0.38431,0.52549
315.63,0.6999,56.323,0.2219,0.37059,0.3902,0.52549
315.64,0.71848,55.737,0.22678,0.37059,0.38431,0.52549
315.65,0.73314,55.15,0.23069,0.37059,0.3902,0.52941
315.66,0.74194,54.759,0.23656,0.37059,0.38431,0.52549
315.66,0.74682,54.368,0.24242,0.36471,0.3902,0.52941
315.67,0.74585,53.977,0.25024,0.36471,0.38039,0.52941
315.68,0.74096,53.781,0.25806,0.36471,0.38431,0.52941
315.69,0.73314,53.585,0.26588,0.36471,0.38039,0.52941
315.7,0.72239,53.585,0.27468,0.36471,0.38431,0.52941
315.7,0.70968,53.781,0.28348,0.35882,0.38039,0.52941
315.71,0.69501,53.781,0.29326,0.35882,0.38431,0.52941
315.72,0.67937,54.172,0.30108,0.34902,0.38039,0.52941
315.73,0.66373,54.368,0.30987,0.35882,0.38431,0.52941
315.74,0.64809,54.759,0.31672,0.37059,0.3902,0.52941
315.74,0.63245,55.15,0.32454,0.38431,0.4,0.51569
315.75,0.61681,55.346,0.33138,0.39412,0.41569,0.51569
315.76,0.6002,55.346,0.33822,0.40392,0.42941,0.5098
315.77,0.58553,55.541,0.34409,0.41569,0.43529,0.50588
315.78,0.56989,55.541,0.35093,0.41569,0.43529,0.50588
315.78,0.55621,55.737,0.35679,0.41961,0.42941,0.5098
315.79,0.54154,55.737,0.36266,0.40392,0.40392,0.50588
315.8,0.52786,55.541,0.36852,0.3902,0.3902,0.51569
315.81,0.51417,55.346,0.37439,0.37451,0.37059,0.51961
315.82,0.49951,54.954,0.37928,0.36471,0.37451,0.52941
315.82,0.48583,54.759,0.38514,0.3549,0.37451,0.53922
315.83,0.47312,54.368,0.39003,0.33922,0.37451,0.55098
315.84,0.46139,54.172,0.39492,0.33529,0.37059,0.5549
315.85,0.4477,53.977,0.40078,0.32941,0.37059,0.56078
315.86,0.43402,53.781,0.40665,0.32941,0.36471,0.5549
315.86,0.42033,53.39,0.41153,0.32353,0.36471,0.5549
315.87,0.40567,52.999,0.4174,0.32353,0.36471,0.5549
315.88,0.39296,52.412,0.42326,0.33529,0.36471,0.5549
315.89,0.38221,52.021,0.42815,0.31373,0.35882,0.5549
315.9,0.37048,51.63,0.43206,0.3098,0.34902,0.53922
315.9,0.35875,51.434,0.43695,0.52941,0.31373,0.42941
315.91,0.34702,51.239,0.44282,0.85686,0.31373,0.2549
315.92,0.33724,50.847,0.4477,0.93137,0.33529,0.21373
315.93,0.32845,50.456,0.45455,0.78039,0.43922,0.31961
315.94,0.3216,50.065,0.46041,0.33922,0.56471,0.58431
315.94,0.31476,49.674,0.46628,0.22353,0.53529,0.65098
315.95,0.3089,49.283,0.47312,0.2902,0.44902,0.60588
315.96,0.30401,49.087,0.47801,0.3098,0.3902,0.57451
315.97,0.3001,48.892,0.48387,0.31373,0.36471,0.57451
315.98,0.29717,48.696,0.49071,0.3098,0.35882,0.57451
315.98,0.29619,48.305,0.49853,0.3098,0.3549,0.57059
315.99,0.29521,48.11,0.50635,0.3098,0.34902,0.56471
316,0.29619,47.718,0.51515,0.30392,0.3549,0.57451
316.01,0.29717,47.327,0.52493,0.30392,0.34902,0.57451
316.02,0.29912,46.936,0.5347,0.30392,0.3549,0.57451
316.02,0.30205,46.741,0.54643,0.30392,0.34902,0.57451
316.03,0.30499,46.741,0.55816,0.30392,0.35882,0.57451
316.04,0.30792,46.349,0.56794,0.30392,0.3549,0.57451
316.05,0.31085,46.154,0.57869,0.3098,0.35882,0.57059
316.06,0.31476,45.958,0.58847,0.31373,0.3549,0.57059
316.06,0.31672,45.567,0.59824,0.31961,0.35882,0.57059
316.07,0.31965,45.372,0.60997,0.31373,0.3549,0.56471
316.08,0.3216,45.176,0.62072,0.31961,0.35882,0.56471
316.09,0.32356,44.98,0.63245,0.31373,0.35882,0.56078
316.1,0.32454,44.98,0.64516,0.32353,0.36471,0.56078
316.1,0.32454,44.785,0.65591,0.32353,0.35882,0.56471
316.11,0.32454,44.589,0.66764,0.32353,0.35882,0.56078
316.12,0.32356,44.394,0.67742,0.31961,0.3549,0.57059
316.13,0.32258,44.198,0.68719,0.31961,0.3549,0.57451
316.14,0.3216,44.003,0.69795,0.3098,0.35882,0.57451
316.14,0.32063,43.807,0.70772,0.3098,0.34902,0.58039
316.15,0.31867,43.612,0.71848,0.31373,0.3549,0.58039
316.16,0.31672,43.416,0.72923,0.31961,0.35882,0.57451
316.17,0.31378,43.22,0.73998,0.32353,0.36471,0.57059
316.18,0.31183,43.025,0.75073,0.33922,0.36471,0.56078
316.18,0.3089,43.025,0.76149,0.34902,0.36471,0.5549
316.19,0.30596,43.025,0.77126,0.35882,0.36471,0.5451
316.2,0.30401,43.22,0.78104,0.37451,0.37451,0.53922
316.21,0.30108,44.394,0.78983,0.3902,0.37451,0.52941
316.22,0.29814,47.327,0.79765,0.4,0.38431,0.52941
316.22,0.29521,52.608,0.80547,0.41961,0.38431,0.51569
316.23,0.29228,60.43,0.81232,0.42549,0.3902,0.51569
316.24,0.2913,69.622,0.81818,0.4451,0.3902,0.50588
316.25,0.28837,79.205,0.82307,0.46078,0.39412,0.5
316.26,0.28641,87.81,0.82893,0.47059,0.39412,0.4902
316.26,0.28446,94.459,0.83187,0.48431,0.4,0.4902
316.27,0.28152,98.761,0.83578,0.4902,0.38431,0.48039
316.28,0.27957,101.11,0.83773,0.48039,0.3902,0.48431
316.29,0.27761,101.69,0.84066,0.47059,0.37451,0.49412
316.3,0.27566,100.72,0.84066,0.44902,0.37451,0.50588
316.3,0.27468,98.761,0.84164,0.43529,0.36471,0.50588
316.31,0.27273,96.61,0.84066,0.41569,0.36471,0.51569
316.32,0.27175,94.263,0.83871,0.4,0.36471,0.52941
316.33,0.27077,92.308,0.83578,0.38039,0.35882,0.53922
316.34,0.27175,90.548,0.83187,0.35882,0.36471,0.55098
316.34,0.27175,88.983,0.82698,0.34902,0.3549,0.5549
316.35,0.27175,87.614,0.82209,0.33922,0.35882,0.56078
316.36,0.27273,86.441,0.81623,0.33529,0.34902,0.57059
316.37,0.2737,85.072,0.81036,0.32353,0.3549,0.57451
316.38,0.2737,83.898,0.80352,0.32353,0.3451,0.57059
316.38,0.27468,82.725,0.79668,0.31961,0.3549,0.57451
316.39,0.27566,81.552,0.78788,0.32353,0.3549,0.57451
316.4,0.27664,80.378,0.77908,0.31961,0.3549,0.58431
316.41,0.27859,79.4,0.76931,0.31373,0.34902,0.58431
316.42,0.27957,78.422,0.75953,0.31373,0.3549,0.58431
316.42,0.28152,77.64,0.74878,0.31961,0.34902,0.58431
316.43,0.2825,76.662,0.739,0.31373,0.3549,0.58431
316.44,0.28446,75.88,0.73021,0.31961,0.34902,0.57451
316.45,0.28641,75.098,0.72043,0.32353,0.3549,0.57451
316.46,0.28837,74.12,0.71065,0.32353,0.34902,0.57451
316.46,0.29423,73.338,0.70088,0.32353,0.3549,0.57451
316.47,0.30303,72.555,0.6911,0.32353,0.3549,0.56471
316.48,0.31672,71.382,0.68035,0.32941,0.36471,0.56471
316.49,0.33724,70.013,0.67058,0.33529,0.35882,0.56078
316.5,0.36461,68.644,0.66178,0.33529,0.36471,0.56078
316.5,0.3998,67.275,0.652,0.32941,0.35882,0.56471
316.51,0.44086,65.711,0.64321,0.33529,0.36471,0.56078
316.52,0.4868,64.146,0.63636,0.33529,0.36471,0.56078
316.53,0.52786,62.777,0.62854,0.33529,0.36471,0.56078
316.54,0.565,61.213,0.62268,0.33529,0.36471,0.5549
316.54,0.60606,59.844,0.61681,0.33529,0.36471,0.5549
316.55,0.64418,58.475,0.61193,0.33529,0.36471,0.5549
316.56,0.67937,57.497,0.60704,0.33529,0.36471,0.5549
316.57,0.70772,56.715,0.60215,0.32941,0.37059,0.56078
316.58,0.72825,56.128,0.59824,0.32941,0.36471,0.56078
316.58,0.74291,55.737,0.59433,0.32941,0.37059,0.56471
316.59,0.75073,55.15,0.59042,0.32941,0.36471,0.56471
316.6,0.75367,54.759,0.58749,0.32941,0.37059,0.56471
316.61,0.75171,54.172,0.58456,0.32941,0.37059,0.5549
316.62,0.74487,53.977,0.58162,0.33529,0.37059,0.56471
316.62,0.73607,53.781,0.57869,0.32941,0.37059,0.56078
316.63,0.72532,53.781,0.57576,0.32941,0.37059,0.56471
316.64,0.71359,53.781,0.57283,0.32353,0.36471,0.56471
316.65,0.6999,54.172,0.56891,0.32941,0.37059,0.57059
316.66,0.68524,54.368,0.565,0.33529,0.37059,0.56471
316.66,0.6696,54.759,0.56109,0.33529,0.37451,0.56078
316.67,0.65396,54.954,0.55718,0.33922,0.37451,0.5549
316.68,0.6393,54.954,0.55425,0.3549,0.3902,0.5451
316.69,0.62366,55.15,0.55132,0.37059,0.39412,0.53922
316.7,0.60899,55.346,0.54839,0.37451,0.41569,0.53529
316.7,0.59335,55.541,0.54545,0.3902,0.41961,0.52941
316.71,0.57869,55.541,0.54154,0.39412,0.42549,0.52941
316.72,0.565,55.541,0.53861,0.39412,0.41569,0.52941
316.73,0.55132,55.346,0.5347,0.38431,0.40392,0.53529
316.74,0.53959,55.346,0.53079,0.37451,0.37059,0.53529
316.74,0.52786,54.954,0.52688,0.3549,0.35882,0.53922
316.75,0.51515,54.759,0.52199,0.34902,0.35882,0.55098
316.76,0.50244,54.563,0.51808,0.34902,0.36471,0.5549
316.77,0.48876,54.172,0.5132,0.33529,0.35882,0.56471
316.78,0.47507,53.977,0.50929,0.32353,0.34902,0.57059
316.78,0.46139,53.585,0.50538,0.31961,0.3549,0.57451
316.79,0.4477,53.194,0.50147,0.31961,0.34902,0.57059
316.8,0.43304,52.803,0.49756,0.32353,0.3549,0.57059
316.81,0.41838,52.412,0.49365,0.32353,0.3549,0.57059
316.82,0.40469,52.216,0.49071,0.32353,0.35882,0.57059
316.82,0.39296,51.825,0.4868,0.31373,0.3451,0.57059
316.83,0.38221,51.434,0.48387,0.3098,0.33529,0.56078
316.84,0.37048,51.043,0.47996,0.5,0.30392,0.4549
316.85,0.35973,50.652,0.47703,0.83137,0.3098,0.27843
316.86,0.34897,50.261,0.4741,0.93725,0.30392,0.21373
316.86,0.3392,49.87,0.47116,0.81569,0.41961,0.30392
316.87,0.32942,49.674,0.46823,0.38431,0.53922,0.57059
316.88,0.3216,49.283,0.4653,0.23333,0.5549,0.66078
316.89,0.31378,49.087,0.46334,0.29412,0.4451,0.6098
316.9,0.30792,48.696,0.46139,0.31961,0.38039,0.58039
316.9,0.30303,48.501,0.45943,0.31961,0.34902,0.57451
316.91,0.29912,48.11,0.45846,0.31961,0.3451,0.57451
316.92,0.29619,47.718,0.4565,0.31373,0.33922,0.57451
316.93,0.29423,47.523,0.45552,0.31373,0.33922,0.57451
316.94,0.29521,47.132,0.45455,0.3098,0.33529,0.57451
316.94,0.29521,46.936,0.45455,0.3098,0.33529,0.57451
316.95,0.29717,46.741,0.45455,0.3098,0.33529,0.58039
316.96,0.29912,46.545,0.45455,0.3098,0.32941,0.58039
316.97,0.30108,46.154,0.45455,0.3098,0.33529,0.58431
316.98,0.30401,45.958,0.45552,0.3098,0.32941,0.58039
316.98,0.30596,45.567,0.45552,0.3098,0.33529,0.57451
316.99,0.3089,45.372,0.4565,0.31373,0.32941,0.57451
317,0.31085,45.176,0.45748,0.31373,0.33922,0.57451
317.01,0.31281,44.98,0.45943,0.32353,0.33529,0.56078
317.02,0.31378,44.785,0.46041,0.32353,0.33922,0.5549
317.02,0.31574,44.589,0.46139,0.32941,0.33922,0.5549
317.03,0.31672,44.394,0.46334,0.33529,0.34902,0.5549
317.04,0.31769,44.198,0.46432,0.33529,0.3451,0.5549
317.05,0.31769,44.003,0.46628,0.33922,0.34902,0.5549
317.06,0.31769,43.807,0.46823,0.3451,0.3451,0.5549
317.06,0.31672,43.612,0.46921,0.34902,0.3549,0.5549
317.07,0.31574,43.416,0.47116,0.34902,0.3451,0.5451
317.08,0.31476,43.025,0.47312,0.35882,0.34902,0.53922
317.09,0.31281,42.829,0.4741,0.37059,0.3549,0.53529
317.1,0.31085,42.634,0.47605,0.37451,0.35882,0.53529
317.1,0.30792,42.438,0.47703,0.38039,0.3549,0.52941
317.11,0.30499,42.243,0.47801,0.39412,0.36471,0.52549
317.12,0.30303,42.047,0.47898,0.4,0.36471,0.51569
317.13,0.3001,42.047,0.47898,0.4098,0.37059,0.5098
317.14,0.29912,42.047,0.47996,0.42549,0.37451,0.50588
317.14,0.29619,42.829,0.47996,0.43922,0.38039,0.4902
317.15,0.29326,44.785,0.47996,0.44902,0.38039,0.48039
317.16,0.2913,48.696,0.47898,0.47059,0.38431,0.47451
317.17,0.28837,55.346,0.47801,0.4902,0.3902,0.47059
317.18,0.28543,63.755,0.47605,0.5,0.3902,0.46078
317.18,0.2825,73.142,0.47312,0.51569,0.4,0.46078
317.19,0.27957,81.943,0.47019,0.52941,0.3902,0.44902
317.2,0.27664,89.374,0.46628,0.53529,0.4,0.44902
317.21,0.27468,95.046,0.46237,0.53922,0.3902,0.4451
317.22,0.27175,98.37,0.45748,0.52941,0.3902,0.4549
317.22,0.27077,99.739,0.45161,0.51569,0.38039,0.44902
317.23,0.26979,99.544,0.44575,0.5,0.37451,0.46078
317.24,0.26784,98.175,0.43891,0.48039,0.36471,0.47059
317.25,0.26686,96.415,0.43206,0.46078,0.36471,0.48039
317.26,0.26491,94.459,0.42326,0.43922,0.36471,0.4902
317.26,0.26393,92.699,0.41447,0.41961,0.35882,0.50588
317.27,0.26295,91.134,0.40469,0.4,0.35882,0.51569
317.28,0.26197,89.57,0.39394,0.3902,0.36471,0.52941
317.29,0.261,88.005,0.38221,0.37451,0.35882,0.52941
317.3,0.261,86.441,0.37146,0.37059,0.3549,0.53529
317.3,0.261,84.876,0.35875,0.36471,0.35882,0.5451
317.31,0.261,83.507,0.34702,0.35882,0.3549,0.55098
317.32,0.261,82.138,0.33627,0.34902,0.3451,0.5549
317.33,0.26197,80.965,0.32454,0.34902,0.34902,0.55098
317.34,0.26295,79.791,0.31476,0.34902,0.3549,0.5549
317.34,0.26393,78.814,0.30401,0.34902,0.34902,0.55098
317.35,0.26491,77.836,0.29423,0.34902,0.35882,0.55098
317.36,0.26588,76.662,0.28446,0.34902,0.3549,0.5451
317.37,0.26686,75.88,0.27468,0.34902,0.35882,0.55098
317.38,0.26784,75.098,0.26491,0.3549,0.34902,0.5451
317.38,0.26882,74.12,0.25611,0.3549,0.3549,0.5451
317.39,0.27077,73.338,0.24829,0.35882,0.35882,0.53922
317.4,0.27468,72.555,0.24047,0.36471,0.36471,0.53922
317.41,0.28152,71.578,0.23363,0.36471,0.35882,0.53922
317.42,0.29326,70.6,0.22776,0.36471,0.36471,0.53922
317.42,0.3089,69.622,0.2219,0.35882,0.35882,0.53922
317.43,0.32845,68.253,0.21701,0.36471,0.36471,0.53922
317.44,0.35582,66.884,0.21212,0.35882,0.36471,0.53922
317.45,0.39198,65.515,0.20919,0.36471,0.37059,0.53922
317.46,0.435,63.95,0.20528,0.36471,0.36471,0.53529
317.46,0.48192,62.386,0.20332,0.36471,0.37059,0.53922
317.47,0.53079,61.017,0.20039,0.35882,0.37059,0.53922
317.48,0.57869,59.648,0.19941,0.36471,0.37451,0.53922
317.49,0.62268,58.279,0.19844,0.36471,0.37451,0.53529
317.5,0.6608,57.301,0.19844,0.36471,0.38039,0.53529
317.5,0.69306,56.715,0.19844,0.36471,0.37451,0.53922
317.51,0.7175,55.932,0.19941,0.3549,0.38039,0.53922
317.52,0.73412,55.346,0.20137,0.3549,0.37451,0.5451
317.53,0.74389,54.954,0.20332,0.35882,0.38039,0.53922
317.54,0.74682,54.368,0.20528,0.3549,0.38431,0.5451
317.54,0.74682,53.977,0.20723,0.3549,0.38039,0.53922
317.55,0.74291,53.781,0.21017,0.34902,0.38039,0.55098
317.56,0.73509,53.585,0.21212,0.34902,0.38039,0.5451
317.57,0.72532,53.585,0.21505,0.3451,0.37451,0.5549
317.58,0.71359,53.585,0.21701,0.3451,0.37451,0.55098
317.58,0.69892,53.781,0.21994,0.3451,0.37451,0.5549
317.59,0.68426,53.781,0.2219,0.3451,0.37059,0.5549
317.6,0.66862,53.977,0.22483,0.34902,0.37451,0.55098
317.61,0.652,54.172,0.22678,0.3549,0.37451,0.53922
317.62,0.63539,54.563,0.22874,0.37059,0.38431,0.53529
317.62,0.61975,54.759,0.23069,0.38039,0.4,0.52941
317.63,0.60606,54.954,0.23167,0.3902,0.41961,0.52941
317.64,0.5914,54.954,0.23265,0.4,0.42549,0.51569
317.65,0.57674,55.15,0.23363,0.4098,0.42941,0.51569
317.66,0.56207,54.954,0.23363,0.40392,0.41961,0.51961
317.66,0.54839,54.954,0.23363,0.39412,0.4098,0.52941
317.67,0.5347,54.759,0.23363,0.38431,0.38039,0.52549
317.68,0.52199,54.563,0.23363,0.37059,0.36471,0.52941
317.69,0.50831,54.368,0.23363,0.35882,0.35882,0.53529
317.7,0.49462,53.977,0.23363,0.3549,0.36471,0.5451
317.7,0.48094,53.781,0.23265,0.3451,0.35882,0.55098
317.71,0.46725,53.585,0.23265,0.32941,0.35882,0.5549
317.72,0.45259,53.194,0.23167,0.32353,0.34902,0.56078
317.73,0.43988,52.999,0.23167,0.31961,0.3549,0.56078
317.74,0.42815,52.608,0.23069,0.32353,0.34902,0.56471
317.74,0.41544,52.216,0.22972,0.32353,0.34902,0.56078
317.75,0.40274,52.021,0.22776,0.32353,0.3549,0.56471
317.76,0.39003,51.63,0.22678,0.3098,0.33922,0.56078
317.77,0.37732,51.239,0.22581,0.30392,0.3451,0.56471
317.78,0.36461,50.847,0.22385,0.47059,0.3098,0.46078
317.78,0.35288,50.652,0.22287,0.80588,0.31373,0.2902
317.79,0.34213,50.261,0.22092,0.92549,0.3098,0.21373
317.8,0.33236,49.87,0.21994,0.83529,0.40392,0.2902
317.81,0.32258,49.479,0.21896,0.41569,0.53529,0.5451
317.82,0.31476,49.283,0.21799,0.21961,0.5549,0.66471
317.82,0.3089,48.892,0.21799,0.28431,0.4451,0.6098
317.83,0.30499,48.696,0.21799,0.3098,0.38039,0.58039
317.84,0.30108,48.305,0.21799,0.3098,0.33922,0.57451
317.85,0.29814,47.914,0.21896,0.3098,0.33529,0.57451
317.86,0.29619,47.718,0.21994,0.30392,0.33922,0.57451
317.86,0.29423,47.327,0.22092,0.30392,0.33529,0.57451
317.87,0.29423,47.132,0.22287,0.30392,0.33529,0.57059
317.88,0.29423,46.741,0.22483,0.30392,0.33922,0.57059
317.89,0.29619,46.545,0.22581,0.30392,0.32941,0.57451
317.9,0.29717,46.154,0.22874,0.30392,0.33529,0.57451
317.9,0.29912,45.958,0.23167,0.30392,0.32941,0.57451
317.91,0.30205,45.567,0.23558,0.30392,0.33529,0.57451
317.92,0.30401,45.372,0.23949,0.30392,0.33922,0.57451
317.93,0.30401,45.176,0.24536,0.3098,0.33922,0.57059
317.94,0.30205,44.98,0.25024,0.31961,0.33922,0.56471
317.94,0.30205,44.589,0.25611,0.32353,0.3451,0.56078
317.95,0.30205,44.394,0.26295,0.32353,0.34902,0.56471
317.96,0.30303,44.198,0.26784,0.32353,0.33922,0.5549
317.97,0.30401,44.003,0.2737,0.32941,0.34902,0.5549
317.98,0.30499,43.807,0.27761,0.33529,0.3451,0.5549
317.98,0.30499,43.612,0.2825,0.33922,0.34902,0.5549
317.99,0.30499,43.416,0.28739,0.3451,0.3451,0.5451
318,0.30499,43.22,0.29228,0.34902,0.35882,0.55098
318.01,0.30303,43.025,0.29717,0.34902,0.3549,0.53922
318.02,0.30108,43.025,0.30108,0.34902,0.35882,0.5451
318.02,0.3001,42.829,0.30596,0.35882,0.3549,0.53922
318.03,0.29814,42.634,0.30987,0.37059,0.36471,0.53529
318.04,0.29619,42.438,0.31378,0.37451,0.35882,0.52941
318.05,0.29423,42.243,0.31769,0.38039,0.37059,0.52941
318.06,0.2913,42.047,0.32063,0.3902,0.36471,0.51961
318.06,0.28935,42.047,0.32356,0.40392,0.37059,0.51569
318.07,0.28641,42.047,0.32649,0.4098,0.37451,0.50588
318.08,0.28348,42.634,0.3304,0.42941,0.38039,0.49412
318.09,0.28055,44.198,0.33236,0.4451,0.38431,0.4902
318.1,0.27761,47.914,0.33431,0.46471,0.3902,0.48039
318.1,0.27566,53.781,0.33627,0.47059,0.3902,0.47451
318.11,0.27273,61.799,0.33724,0.4902,0.3902,0.46471
318.12,0.27077,70.991,0.33724,0.50588,0.39412,0.46078
318.13,0.26882,79.791,0.33822,0.51569,0.39412,0.4549
318.14,0.26686,87.419,0.33627,0.52549,0.4,0.44902
318.14,0.26491,93.286,0.33529,0.52941,0.3902,0.44902
318.15,0.26295,97.001,0.33333,0.51961,0.3902,0.4549
318.16,0.261,98.761,0.3304,0.51569,0.38431,0.46078
318.17,0.25806,99.153,0.32649,0.49412,0.38039,0.46078
318.18,0.25709,97.979,0.32258,0.48039,0.37059,0.47059
318.18,0.25513,96.219,0.31867,0.4549,0.37451,0.4902
318.19,0.25318,93.872,0.31378,0.43922,0.36471,0.5
318.2,0.2522,91.917,0.30792,0.41569,0.36471,0.5098
318.21,0.25122,90.157,0.30303,0.39412,0.35882,0.51961
318.22,0.25024,88.788,0.29521,0.38431,0.36471,0.52941
318.22,0.24927,87.419,0.28837,0.37451,0.35882,0.52941
318.23,0.25024,86.05,0.28055,0.36471,0.35882,0.53922
318.24,0.25024,84.876,0.27175,0.35882,0.3549,0.5451
318.25,0.25024,83.507,0.26295,0.34902,0.3549,0.5549
318.26,0.25122,82.334,0.25415,0.3451,0.3451,0.5549
318.26,0.2522,81.16,0.24536,0.33922,0.35882,0.56078
318.27,0.25318,79.987,0.23558,0.33922,0.3549,0.5549
318.28,0.25513,79.009,0.22776,0.33922,0.35882,0.5549
318.29,0.25611,78.031,0.21994,0.33922,0.34902,0.5549
318.3,0.25709,77.054,0.2131,0.33529,0.3549,0.5549
318.3,0.25806,76.271,0.20528,0.33922,0.34902,0.5549
318.31,0.25904,75.489,0.19941,0.33922,0.3549,0.5549
318.32,0.26002,74.707,0.19355,0.33922,0.3549,0.5549
318.33,0.26197,73.729,0.18768,0.34902,0.36471,0.5549
318.34,0.26393,72.751,0.1828,0.34902,0.36471,0.55098
318.34,0.26979,71.773,0.17791,0.3451,0.35882,0.5451
318.35,0.27859,70.795,0.174,0.3451,0.36471,0.55098
318.36,0.29326,69.622,0.17107,0.34902,0.36471,0.55098
318.37,0.31574,68.253,0.16716,0.34902,0.37059,0.55098
318.38,0.34604,66.688,0.1652,0.34902,0.36471,0.55098
318.38,0.38319,65.319,0.16422,0.34902,0.37059,0.5451
318.39,0.4262,63.755,0.16325,0.34902,0.37059,0.53922
318.4,0.4741,62.19,0.16325,0.3451,0.37451,0.5451
318.41,0.52297,60.821,0.1652,0.3451,0.38039,0.53922
318.42,0.57087,59.452,0.16716,0.34902,0.38039,0.5451
318.42,0.60899,58.279,0.17009,0.34902,0.38039,0.53529
318.43,0.64125,57.301,0.17302,0.34902,0.38039,0.53922
318.44,0.67155,56.519,0.17595,0.34902,0.38039,0.53529
318.45,0.69795,55.932,0.17889,0.3451,0.38431,0.5451
318.46,0.7175,55.346,0.1828,0.3451,0.37451,0.53922
318.46,0.73118,54.759,0.18573,0.33922,0.38039,0.55098
318.47,0.739,54.368,0.18964,0.33922,0.37451,0.5451
318.48,0.74096,53.977,0.19453,0.33922,0.38039,0.55098
318.49,0.73803,53.585,0.19941,0.3451,0.38039,0.5451
318.5,0.73216,53.585,0.2043,0.3451,0.38039,0.5451
318.5,0.72239,53.39,0.20821,0.34902,0.37451,0.5451
318.51,0.71065,53.585,0.2131,0.3451,0.38431,0.55098
318.52,0.69892,53.585,0.21701,0.3451,0.38039,0.5451
318.53,0.68524,53.781,0.22092,0.3451,0.37451,0.55098
318.54,0.67155,53.977,0.22483,0.34902,0.3902,0.55098
318.54,0.65591,54.172,0.22874,0.34902,0.38039,0.5451
318.55,0.64027,54.563,0.23167,0.3549,0.38431,0.53529
318.56,0.62463,54.759,0.2346,0.37451,0.39412,0.52941
318.57,0.60997,54.954,0.23656,0.38039,0.4098,0.52941
318.58,0.59433,55.15,0.23851,0.39412,0.41961,0.52941
318.58,0.57967,55.15,0.23949,0.4,0.43529,0.52549
318.59,0.56403,55.15,0.24047,0.4098,0.42941,0.51961
318.6,0.55034,55.15,0.24145,0.4,0.43529,0.52941
318.61,0.53568,54.954,0.24242,0.3902,0.4,0.52549
318.62,0.52199,54.759,0.24242,0.37451,0.37451,0.52941
318.62,0.50929,54.563,0.2434,0.36471,0.36471,0.52941
318.63,0.49658,54.368,0.24242,0.3549,0.36471,0.53922
318.64,0.48387,53.977,0.24242,0.34902,0.36471,0.5451
318.65,0.47019,53.781,0.24047,0.33529,0.36471,0.56078
318.66,0.45552,53.39,0.23949,0.32353,0.35882,0.56078
318.66,0.44086,52.999,0.23754,0.31961,0.36471,0.57451
318.67,0.4262,52.803,0.23656,0.32353,0.35882,0.56471
318.68,0.41153,52.412,0.23656,0.32353,0.35882,0.57059
