Time [s], RESP, ABP, PLETH, II, III, V
235.04,-0.26451,68.235,2.0283,0.56494,0.41016,0.77517
235.05,-0.26023,67.796,1.9834,0.55518,0.33008,0.77517
235.06,-0.25596,67.258,1.9384,0.68994,0.30029,0.75024
235.06,-0.25229,66.672,1.8935,1.0249,0.43018,0.62512
235.07,-0.24863,66.037,1.8495,1.2349,0.51514,0.435
235.08,-0.24557,65.353,1.8055,1.1348,0.58984,0.41496
235.09,-0.24252,64.718,1.7664,0.98975,0.79004,0.40469
235.1,-0.23946,64.132,1.7331,0.86475,0.7251,0.41496
235.1,-0.2358,63.546,1.696,0.73975,0.58008,0.53519
235.11,-0.23274,63.009,1.6588,0.6748,0.50488,0.65005
235.12,-0.22908,62.423,1.6246,0.63477,0.47021,0.70528
235.13,-0.22663,61.934,1.5943,0.62012,0.4502,0.71505
235.14,-0.22419,61.446,1.5689,0.60498,0.43506,0.71994
235.14,-0.22236,61.006,1.5464,0.6001,0.43018,0.72532
235.15,-0.22053,60.567,1.5279,0.60986,0.4248,0.73021
235.16,-0.2193,60.176,1.5152,0.60498,0.41992,0.73509
235.17,-0.21808,59.736,1.5083,0.60986,0.41016,0.73509
235.18,-0.21686,59.346,1.5073,0.60498,0.40479,0.73509
235.18,-0.21503,59.004,1.5112,0.60986,0.3999,0.73509
235.19,-0.21381,58.662,1.5191,0.60498,0.39014,0.73509
235.2,-0.21258,58.32,1.5308,0.61475,0.38525,0.73509
235.21,-0.21136,57.978,1.5464,0.60498,0.37988,0.73509
235.22,-0.21014,57.685,1.564,0.625,0.37988,0.73021
235.22,-0.20892,57.441,1.5816,0.60986,0.35986,0.73509
235.23,-0.2077,57.245,1.5992,0.60498,0.35498,0.72532
235.24,-0.20648,57.001,1.6158,0.59521,0.34521,0.72532
235.25,-0.20464,56.757,1.6344,0.59521,0.33984,0.73021
235.26,-0.20159,56.464,1.652,0.5752,0.31982,0.72532
235.26,-0.19853,56.317,1.6676,0.56494,0.31494,0.73021
235.27,-0.19426,56.22,1.6833,0.5498,0.30029,0.73509
235.28,-0.18998,56.22,1.6999,0.54492,0.30518,0.73509
235.29,-0.18387,56.464,1.7146,0.53516,0.29492,0.73509
235.3,-0.17776,57.343,1.7263,0.53516,0.31006,0.73509
235.3,-0.17043,59.541,1.7341,0.52979,0.30029,0.73509
235.31,-0.1631,63.497,1.738,0.5249,0.31006,0.73509
235.32,-0.15577,68.87,1.74,0.53516,0.31494,0.73509
235.33,-0.14844,74.731,1.741,0.54492,0.31982,0.73021
235.34,-0.14111,80.495,1.74,0.56006,0.33008,0.72532
235.34,-0.13317,85.721,1.738,0.58008,0.33984,0.71505
235.35,-0.12279,90.655,1.7341,0.60498,0.35986,0.71505
235.36,-0.1124,95.441,1.7302,0.60986,0.36523,0.71505
235.37,-0.10018,99.74,1.7253,0.62988,0.37988,0.71505
235.38,-0.087966,103.45,1.7185,0.64502,0.38525,0.70528
235.38,-0.07697,106.04,1.7077,0.66016,0.3999,0.70528
235.39,-0.065363,107.41,1.6989,0.65479,0.3999,0.70039
235.4,-0.054979,107.41,1.6921,0.66992,0.41504,0.70039
235.41,-0.044594,106.24,1.6833,0.66992,0.41504,0.69013
235.42,-0.032987,103.94,1.6735,0.68018,0.41992,0.69013
235.42,-0.02077,100.81,1.6667,0.66504,0.41992,0.69013
235.43,-0.0079414,97.346,1.6608,0.68018,0.4248,0.69013
235.44,0.004887,93.781,1.6549,0.66504,0.4248,0.69013
235.45,0.018326,90.313,1.65,0.68018,0.43018,0.68524
235.46,0.031765,86.943,1.6452,0.66992,0.43506,0.68524
235.46,0.044594,83.816,1.6403,0.6748,0.43018,0.68524
235.47,0.058033,80.886,1.6354,0.66016,0.41992,0.69013
235.48,0.06964,78.053,1.6305,0.66504,0.4248,0.69013
235.49,0.081246,75.464,1.6276,0.65479,0.43018,0.69013
235.5,0.09102,73.071,1.6246,0.66016,0.4248,0.69013
235.5,0.10141,70.873,1.6207,0.6499,0.43018,0.69013
235.51,0.11118,68.87,1.6149,0.65479,0.4248,0.69013
235.52,0.12156,67.063,1.6061,0.66016,0.43506,0.69013
235.53,0.13195,65.402,1.5963,0.64502,0.43018,0.69013
235.54,0.14233,63.839,1.5865,0.6499,0.43506,0.69013
235.54,0.15089,62.569,1.5767,0.63477,0.43018,0.69013
235.55,0.16005,61.348,1.567,0.64502,0.43506,0.69013
235.56,0.16799,60.42,1.5601,0.64014,0.4248,0.69013
235.57,0.17593,59.687,1.5591,0.6499,0.41504,0.69501
235.58,0.18387,59.15,1.5679,0.64502,0.41016,0.70528
235.58,0.19181,58.857,1.5914,0.65479,0.3999,0.71505
235.59,0.20037,58.808,1.6237,0.65479,0.39014,0.72532
235.6,0.20892,58.906,1.6647,0.66016,0.40479,0.73509
235.61,0.21747,59.248,1.7253,0.64502,0.39502,0.71505
235.62,0.22602,59.785,1.8035,0.66016,0.40479,0.68524
235.62,0.23458,60.469,1.8925,0.68018,0.3999,0.6652
235.63,0.24313,61.348,1.9844,0.68506,0.43506,0.65005
235.64,0.25046,62.374,2.0714,0.65479,0.43506,0.64027
235.65,0.2584,63.448,2.1505,0.65479,0.43506,0.6349
235.66,0.26512,64.621,2.219,0.6499,0.43506,0.64027
235.66,0.27245,65.744,2.2708,0.6499,0.43506,0.6349
235.67,0.28039,66.868,2.305,0.63477,0.43506,0.64027
235.68,0.28894,67.942,2.3245,0.62988,0.43506,0.64516
235.69,0.29811,68.87,2.3304,0.60986,0.43018,0.66031
235.7,0.30788,69.652,2.3265,0.60498,0.43506,0.66031
235.7,0.31643,70.287,2.3148,0.61475,0.43018,0.6652
235.71,0.3256,70.824,2.2952,0.60986,0.43018,0.6652
235.72,0.33415,71.117,2.2678,0.62988,0.43506,0.6652
235.73,0.34331,71.312,2.2336,0.62012,0.43018,0.6652
235.74,0.3537,71.312,2.1955,0.62988,0.43506,0.6652
235.74,0.36469,71.166,2.1535,0.62012,0.4248,0.67498
235.75,0.37752,70.824,2.1085,0.625,0.43018,0.68524
235.76,0.39035,70.384,2.0635,0.56982,0.41016,0.76002
235.77,0.40501,69.847,2.0196,0.56006,0.34521,0.77517
235.78,0.41967,69.261,1.9756,0.62988,0.29004,0.77028
235.78,0.43494,68.626,1.9306,0.92969,0.41016,0.66031
235.79,0.45082,67.991,1.8915,1.25,0.58496,0.45992
235.8,0.46487,67.356,1.8543,1.2749,0.61475,0.35973
235.81,0.47954,66.672,1.8123,1.0747,0.7749,0.3001
235.82,0.49297,66.037,1.7703,0.95508,0.83496,0.32991
235.82,0.50641,65.402,1.7302,0.7998,0.63477,0.45992
235.83,0.52108,64.816,1.6901,0.70996,0.53516,0.60997
235.84,0.53574,64.23,1.651,0.64502,0.47021,0.68524
235.85,0.55101,63.742,1.6158,0.62012,0.44482,0.71505
235.86,0.56689,63.302,1.5865,0.58984,0.4248,0.72532
235.86,0.58033,62.862,1.564,0.58984,0.41992,0.73021
235.87,0.59438,62.423,1.5474,0.58496,0.41016,0.73021
235.88,0.6066,61.983,1.5386,0.58496,0.40479,0.73021
235.89,0.61881,61.592,1.5367,0.58008,0.39502,0.73509
235.9,0.63103,61.299,1.5396,0.58984,0.39014,0.73509
235.9,0.64386,61.006,1.5484,0.58008,0.37988,0.73998
235.91,0.6573,60.664,1.5621,0.58984,0.375,0.73509
235.92,0.67074,60.371,1.5777,0.59521,0.37012,0.73509
235.93,0.68418,60.127,1.5934,0.58496,0.375,0.73509
235.94,0.69762,59.883,1.6119,0.6001,0.36523,0.73509
235.94,0.71045,59.59,1.6334,0.58984,0.35498,0.73509
235.95,0.72389,59.346,1.6559,0.6001,0.35986,0.73509
235.96,0.73488,59.15,1.6794,0.58496,0.33984,0.73509
235.97,0.74649,59.004,1.7028,0.58496,0.33008,0.73509
235.98,0.75687,58.759,1.7243,0.56982,0.31982,0.73998
235.98,0.76726,58.564,1.7439,0.56494,0.31494,0.73998
235.99,0.77825,58.418,1.7576,0.55518,0.30518,0.73998
236,0.78986,58.369,1.7683,0.5498,0.31006,0.74536
236.01,0.80147,58.662,1.7791,0.53516,0.30029,0.75024
236.02,0.81368,59.785,1.7889,0.54004,0.31006,0.73998
236.02,0.82407,62.423,1.7986,0.52979,0.30029,0.74536
236.03,0.83506,66.965,1.8055,0.53516,0.31494,0.74536
236.04,0.84484,73.071,1.8094,0.53516,0.31494,0.73998
236.05,0.85461,79.567,1.8113,0.55518,0.33008,0.73509
236.06,0.86439,85.624,1.8123,0.55518,0.33496,0.73998
236.06,0.87477,91.192,1.8113,0.58496,0.34521,0.73998
236.07,0.88516,96.223,1.8074,0.58984,0.35498,0.73509
236.08,0.89554,101.01,1.8006,0.62012,0.375,0.73021
236.09,0.90531,105.11,1.7937,0.62988,0.37988,0.73509
236.1,0.9157,108.39,1.7869,0.64502,0.39014,0.73021
236.1,0.92486,110.44,1.7781,0.65479,0.3999,0.73509
236.11,0.93403,111.07,1.7693,0.66992,0.41016,0.72532
236.12,0.94075,110.29,1.7605,0.68018,0.41992,0.72532
236.13,0.94746,108.39,1.7507,0.66992,0.43018,0.71505
236.14,0.95174,105.55,1.7429,0.68018,0.43506,0.71505
236.14,0.95602,102.13,1.737,0.6748,0.43018,0.71017
236.15,0.95785,98.421,1.7312,0.68506,0.43506,0.71017
236.16,0.95968,94.66,1.7263,0.68018,0.43506,0.71017
236.17,0.95907,91.045,1.7214,0.68994,0.43994,0.70528
236.18,0.95907,87.626,1.7165,0.68018,0.43506,0.71017
236.18,0.95663,84.403,1.7116,0.68018,0.43994,0.70528
236.19,0.95418,81.472,1.7087,0.66992,0.43506,0.71017
236.2,0.9493,78.786,1.7067,0.6748,0.43994,0.70528
236.21,0.94502,76.343,1.7058,0.66016,0.43018,0.71017
236.22,0.93647,74.097,1.7058,0.66504,0.43506,0.71017
236.22,0.92853,72.045,1.7058,0.66016,0.43506,0.71017
236.23,0.91692,70.091,1.7038,0.66016,0.43506,0.71017
236.24,0.90531,68.382,1.7009,0.65479,0.43506,0.71017
236.25,0.89004,66.672,1.697,0.65479,0.43506,0.71017
236.26,0.87538,65.158,1.6921,0.65479,0.43506,0.71017
236.26,0.85767,63.839,1.6872,0.66504,0.43994,0.70528
236.27,0.84056,62.667,1.6852,0.65479,0.43506,0.71017
236.28,0.82285,61.69,1.6882,0.66504,0.43506,0.71017
236.29,0.80513,60.909,1.694,0.65479,0.43018,0.70528
236.3,0.78742,60.322,1.7067,0.66504,0.41992,0.71505
236.3,0.7697,59.932,1.7312,0.66016,0.41504,0.72532
236.31,0.74954,59.736,1.7732,0.66992,0.41504,0.73509
236.32,0.72938,59.736,1.8319,0.6748,0.41016,0.74536
236.33,0.708,59.981,1.9052,0.66992,0.41016,0.75024
236.34,0.68662,60.371,1.9922,0.66504,0.41016,0.73021
236.34,0.66646,60.909,2.086,0.68018,0.40479,0.69501
236.35,0.6463,61.69,2.1818,0.7002,0.43018,0.68524
236.36,0.62737,62.569,2.2737,0.68506,0.44482,0.6652
236.37,0.60843,63.546,2.3548,0.6748,0.45508,0.66031
236.38,0.58949,64.572,2.4203,0.66992,0.43994,0.65494
236.38,0.57056,65.695,2.4673,0.6748,0.4502,0.66031
236.39,0.55101,66.672,2.4936,0.65479,0.44482,0.6652
236.4,0.53146,67.698,2.5034,0.66016,0.45508,0.66031
236.41,0.51252,68.626,2.5024,0.64014,0.44482,0.67009
236.42,0.4942,69.505,2.4917,0.62988,0.45508,0.68035
236.42,0.47648,70.189,2.4751,0.625,0.4502,0.68524
236.43,0.45877,70.677,2.4497,0.63477,0.4502,0.68524
236.44,0.44411,70.97,2.4184,0.63477,0.44482,0.69013
236.45,0.42944,71.117,2.3822,0.64502,0.4502,0.69013
236.46,0.41723,71.117,2.3421,0.63477,0.44482,0.69013
236.46,0.40501,70.922,2.2972,0.6499,0.44482,0.69013
236.47,0.3934,70.629,2.2493,0.63477,0.4502,0.70039
236.48,0.38241,70.189,2.2014,0.625,0.44482,0.72532
236.49,0.37202,69.554,2.1584,0.56494,0.41992,0.79521
236.5,0.36164,68.919,2.1173,0.56006,0.33496,0.79521
236.5,0.35308,68.186,2.0704,0.71973,0.30518,0.7654
236.51,0.34514,67.503,2.0235,1.0547,0.45508,0.62023
236.52,0.33842,66.721,1.9765,1.25,0.54004,0.42473
236.53,0.3317,66.037,1.9306,1.1348,0.60498,0.39492
236.54,0.3256,65.305,1.8856,1.0146,0.79492,0.3651
236.54,0.31949,64.621,1.8416,0.875,0.71973,0.41496
236.55,0.31277,63.937,1.8006,0.75488,0.5752,0.55523
236.56,0.30666,63.302,1.7625,0.68018,0.5,0.6652
236.57,0.29994,62.667,1.7302,0.6499,0.45996,0.71994
236.58,0.29322,62.13,1.7019,0.62012,0.43506,0.73998
236.58,0.28589,61.592,1.6774,0.60986,0.43018,0.75024
236.59,0.27917,61.153,1.6588,0.60498,0.4248,0.75513
236.6,0.27245,60.713,1.6452,0.60986,0.41504,0.75024
236.61,0.26573,60.322,1.6325,0.6001,0.41016,0.76002
236.62,0.25901,59.883,1.6217,0.60498,0.41016,0.76002
236.62,0.25229,59.492,1.6168,0.60498,0.40479,0.76002
236.63,0.24557,59.101,1.6168,0.62012,0.3999,0.75513
236.64,0.23885,58.808,1.6207,0.60986,0.38525,0.76002
236.65,0.23152,58.418,1.6285,0.62012,0.39014,0.75513
236.66,0.22419,58.173,1.6393,0.61475,0.375,0.75024
236.66,0.21747,57.88,1.652,0.62988,0.37012,0.75024
236.67,0.21075,57.587,1.6667,0.62012,0.35986,0.75513
236.68,0.20403,57.343,1.6823,0.62988,0.35986,0.74536
236.69,0.19731,57.099,1.696,0.60986,0.33984,0.74536
236.7,0.18998,56.855,1.7087,0.60498,0.33496,0.74536
236.7,0.18265,56.61,1.7204,0.58984,0.3252,0.75024
236.71,0.17471,56.366,1.7312,0.58496,0.31006,0.73998
236.72,0.16677,56.171,1.741,0.56006,0.30029,0.73998
236.73,0.15883,56.122,1.7507,0.56006,0.30518,0.74536
236.74,0.15089,56.366,1.7586,0.5498,0.30029,0.74536
236.74,0.14294,57.441,1.7625,0.54004,0.29492,0.73509
236.75,0.135,59.883,1.7615,0.5498,0.30518,0.73509
236.76,0.12767,64.035,1.7546,0.54004,0.31006,0.73509
236.77,0.12034,69.652,1.7458,0.55518,0.31494,0.74536
236.78,0.11301,75.611,1.738,0.56006,0.31982,0.73509
236.78,0.10568,81.228,1.7331,0.58496,0.33496,0.73021
236.79,0.09774,86.356,1.7292,0.59521,0.33984,0.72532
236.8,0.090409,91.241,1.7253,0.62012,0.35986,0.72532
236.81,0.082468,95.93,1.7195,0.62988,0.36523,0.72532
236.82,0.074527,100.33,1.7126,0.65479,0.37988,0.71994
236.82,0.066585,103.94,1.7038,0.65479,0.38525,0.71994
236.83,0.059255,106.43,1.695,0.68018,0.3999,0.71994
236.84,0.051924,107.55,1.6872,0.6748,0.40479,0.71505
236.85,0.044594,107.41,1.6813,0.68994,0.41504,0.71505
236.86,0.036042,106.04,1.6735,0.68994,0.41992,0.71017
236.86,0.0281,103.7,1.6647,0.69482,0.4248,0.71017
236.87,0.018326,100.57,1.6559,0.68506,0.41992,0.71017
236.88,0.0091631,97.102,1.6442,0.7002,0.43018,0.70528
236.89,-0.0012217,93.439,1.6354,0.68018,0.43506,0.71017
236.9,-0.010996,89.727,1.6285,0.68506,0.43506,0.70528
236.9,-0.021381,86.259,1.6217,0.68018,0.43018,0.71017
236.91,-0.031765,82.937,1.6158,0.6748,0.4248,0.70528
236.92,-0.041539,79.909,1.6109,0.68018,0.43018,0.71017
236.93,-0.051313,77.174,1.6061,0.66992,0.4248,0.71017
236.94,-0.060476,74.634,1.6012,0.68018,0.43018,0.71017
236.94,-0.06964,72.24,1.5963,0.66504,0.4248,0.71017
236.95,-0.078803,69.994,1.5934,0.6748,0.43018,0.71017
236.96,-0.087966,67.991,1.5894,0.66504,0.4248,0.70528
236.97,-0.097129,66.037,1.5826,0.66992,0.43018,0.70528
236.98,-0.10629,64.377,1.5748,0.66016,0.4248,0.70528
236.98,-0.11484,62.862,1.5679,0.66992,0.43506,0.71017
236.99,-0.12279,61.495,1.5621,0.66016,0.43018,0.70528
237,-0.13012,60.322,1.5552,0.66992,0.43506,0.70528
237.01,-0.13745,59.297,1.5474,0.65479,0.4248,0.71017
237.02,-0.14478,58.564,1.5435,0.66504,0.41992,0.71017
237.02,-0.15211,57.978,1.5494,0.66504,0.41016,0.71994
237.03,-0.15944,57.587,1.567,0.68018,0.41504,0.73021
237.04,-0.16677,57.441,1.5992,0.6748,0.41016,0.73509
237.05,-0.17471,57.343,1.6471,0.66992,0.40479,0.73509
237.06,-0.18204,57.538,1.7116,0.66016,0.41016,0.71505
237.06,-0.18998,57.929,1.7898,0.69482,0.41016,0.69013
237.07,-0.19731,58.418,1.8778,0.70508,0.41992,0.69013
237.08,-0.20403,59.053,1.9668,0.7002,0.44482,0.6652
237.09,-0.21014,59.883,2.0401,0.6748,0.43506,0.66031
237.1,-0.21625,60.811,2.1007,0.68018,0.43506,0.65005
237.1,-0.22175,61.739,2.1574,0.66016,0.44482,0.66031
237.11,-0.22724,62.814,2.2043,0.65479,0.4502,0.66031
237.12,-0.23274,63.79,2.2395,0.6499,0.43994,0.6652
237.13,-0.23824,64.816,2.262,0.64502,0.43994,0.6652
237.14,-0.24313,65.744,2.2708,0.6499,0.45508,0.67498
237.14,-0.2474,66.623,2.2669,0.62988,0.4502,0.68035
237.15,-0.25107,67.356,2.2502,0.64014,0.45508,0.68035
237.16,-0.25412,67.991,2.2248,0.62988,0.43506,0.68035
237.17,-0.25718,68.431,2.1935,0.64502,0.44482,0.68524
237.18,-0.25962,68.821,2.1574,0.63477,0.43994,0.68524
237.18,-0.26206,68.968,2.1212,0.64502,0.44482,0.69013
237.19,-0.2639,68.968,2.0841,0.62988,0.43994,0.69013
237.2,-0.26512,68.919,2.043,0.60986,0.43018,0.71505
237.21,-0.26634,68.626,2.002,0.56494,0.41504,0.78006
237.22,-0.26695,68.235,1.9609,0.56006,0.33008,0.78543
237.22,-0.26695,67.747,1.9189,0.69482,0.29492,0.75513
237.23,-0.26695,67.161,1.8759,1.0098,0.41992,0.64027
237.24,-0.26695,66.526,1.8319,1.2397,0.52002,0.45015
237.25,-0.26695,65.842,1.7898,1.145,0.58984,0.41984
237.26,-0.26695,65.158,1.7507,1.0098,0.79492,0.42473
237.26,-0.26695,64.474,1.7126,0.89014,0.81006,0.41007
237.27,-0.26634,63.839,1.6774,0.75,0.58496,0.53519
237.28,-0.26573,63.302,1.6432,0.68506,0.51514,0.65005
237.29,-0.26512,62.667,1.6158,0.64502,0.47021,0.71017
237.3,-0.2639,62.13,1.5953,0.62988,0.45508,0.72532
237.3,-0.26329,61.592,1.5758,0.60986,0.43506,0.73509
237.31,-0.26268,61.104,1.5572,0.61475,0.43506,0.73509
237.32,-0.26206,60.616,1.5396,0.60986,0.4248,0.73509
237.33,-0.26145,60.127,1.5249,0.60498,0.41992,0.73509
237.34,-0.26206,59.59,1.5152,0.61475,0.41016,0.73509
237.34,-0.26206,59.15,1.5112,0.62012,0.41016,0.73509
237.35,-0.26268,58.808,1.5132,0.625,0.3999,0.73998
237.36,-0.26329,58.418,1.521,0.61475,0.39502,0.73998
237.37,-0.2639,58.027,1.5337,0.62988,0.3999,0.73998
237.38,-0.26451,57.685,1.5494,0.62012,0.375,0.73998
237.38,-0.26512,57.294,1.566,0.62988,0.37012,0.73509
237.39,-0.26512,57.001,1.5816,0.62012,0.36523,0.73021
237.4,-0.26512,56.659,1.5963,0.62988,0.37012,0.73021
237.41,-0.26451,56.366,1.61,0.62012,0.34521,0.73509
237.42,-0.2639,56.073,1.6237,0.625,0.3501,0.73021
237.42,-0.26329,55.731,1.6373,0.58984,0.31982,0.73509
237.43,-0.26268,55.487,1.652,0.58496,0.31494,0.73509
237.44,-0.26145,55.243,1.6667,0.56006,0.30518,0.73509
237.45,-0.26023,55.047,1.6823,0.56494,0.31006,0.73021
237.46,-0.25901,55.096,1.697,0.54492,0.30518,0.73021
237.46,-0.25779,55.731,1.7116,0.5498,0.30518,0.73509
237.47,-0.25596,57.49,1.7243,0.53516,0.31006,0.73509
237.48,-0.25412,60.909,1.7341,0.54492,0.30518,0.73509
237.49,-0.25229,65.94,1.74,0.5498,0.31494,0.73509
237.5,-0.25046,71.605,1.7429,0.56494,0.31982,0.73021
237.5,-0.24863,77.223,1.7429,0.5752,0.33008,0.72532
237.51,-0.24679,82.351,1.74,0.6001,0.34521,0.71994
237.52,-0.24496,87.236,1.7351,0.61475,0.3501,0.71505
237.53,-0.24374,91.973,1.7302,0.63477,0.35986,0.71505
237.54,-0.24191,96.565,1.7243,0.64502,0.375,0.71505
237.54,-0.24068,100.57,1.7175,0.66016,0.38525,0.71505
237.55,-0.23885,103.7,1.7087,0.66992,0.39502,0.71017
237.56,-0.23763,105.55,1.7009,0.68018,0.40479,0.70039
237.57,-0.23641,106.14,1.695,0.68506,0.41016,0.70039
237.58,-0.2358,105.36,1.6882,0.68018,0.41504,0.70039
237.58,-0.23519,103.55,1.6833,0.68994,0.4248,0.69013
237.59,-0.2358,100.91,1.6794,0.68506,0.43506,0.69013
237.6,-0.2358,97.591,1.6745,0.68994,0.43506,0.69013
237.61,-0.23641,93.976,1.6686,0.68018,0.43018,0.69013
237.62,-0.23702,90.313,1.6628,0.68994,0.43506,0.69013
237.62,-0.23763,86.698,1.6569,0.68018,0.43018,0.69013
237.63,-0.23763,83.182,1.652,0.68506,0.43506,0.69013
237.64,-0.23763,79.909,1.6471,0.6748,0.41992,0.69013
237.65,-0.23763,76.929,1.6422,0.68018,0.4248,0.69013
237.66,-0.23824,74.097,1.6373,0.66504,0.41992,0.69501
237.66,-0.23824,71.508,1.6325,0.66992,0.4248,0.69501
237.67,-0.23946,69.114,1.6266,0.65479,0.4248,0.70039
237.68,-0.24007,66.868,1.6197,0.66504,0.4248,0.70039
237.69,-0.2413,64.865,1.6129,0.65479,0.4248,0.70039
237.7,-0.24252,63.009,1.6051,0.66504,0.43018,0.70039
237.7,-0.24435,61.348,1.5953,0.65479,0.43506,0.69501
237.71,-0.24557,59.932,1.5855,0.66016,0.43018,0.70039
237.72,-0.24679,58.613,1.5758,0.65479,0.4248,0.70039
237.73,-0.2474,57.587,1.5689,0.65479,0.4248,0.70528
237.74,-0.2474,56.806,1.566,0.66016,0.41016,0.71017
237.74,-0.2474,56.22,1.5718,0.65479,0.41016,0.71505
237.75,-0.24801,55.926,1.5885,0.66992,0.40479,0.72532
237.76,-0.24863,55.78,1.6188,0.66016,0.39502,0.73509
237.77,-0.24985,55.926,1.6657,0.66992,0.40479,0.73021
237.78,-0.25107,56.171,1.7263,0.65479,0.3999,0.71505
237.78,-0.25229,56.659,1.7889,0.68018,0.3999,0.69013
237.79,-0.2529,57.294,1.8543,0.69482,0.41504,0.68035
237.8,-0.25351,58.027,1.9296,0.7002,0.43506,0.66031
237.81,-0.25412,59.004,2.0078,0.66504,0.4248,0.65005
237.82,-0.25473,59.981,2.0831,0.66992,0.43018,0.64516
237.82,-0.25535,61.104,2.1496,0.65479,0.43506,0.65005
237.83,-0.25596,62.227,2.2053,0.66016,0.44482,0.65005
237.84,-0.25596,63.351,2.2483,0.6499,0.43506,0.65005
237.85,-0.25596,64.425,2.2766,0.65479,0.44482,0.65494
237.86,-0.25535,65.402,2.2903,0.625,0.43506,0.6652
237.86,-0.25412,66.379,2.2923,0.63477,0.43994,0.6652
237.87,-0.25229,67.161,2.2845,0.62988,0.43994,0.67009
237.88,-0.25046,67.844,2.2669,0.64014,0.43994,0.67009
237.89,-0.24863,68.382,2.2424,0.62988,0.43506,0.67009
237.9,-0.24679,68.675,2.2131,0.64014,0.43506,0.67498
237.9,-0.24496,68.821,2.176,0.63477,0.43994,0.67498
237.91,-0.24313,68.821,2.1349,0.64014,0.43506,0.68035
237.92,-0.24068,68.626,2.0909,0.60986,0.41992,0.70528
237.93,-0.23824,68.382,2.0469,0.56982,0.3999,0.7654
237.94,-0.23519,67.991,2.0039,0.56006,0.30518,0.77028
237.94,-0.23213,67.503,1.9609,0.70508,0.2749,0.73998
237.95,-0.22847,66.916,1.9159,1.0298,0.43018,0.61486
237.96,-0.2248,66.379,1.87,1.2549,0.53516,0.42473
237.97,-0.22053,65.695,1.825,1.1499,0.59521,0.40469
237.98,-0.21625,65.06,1.783,1.0146,0.79004,0.38514
237.98,-0.21197,64.474,1.7498,0.87988,0.79492,0.40469
237.99,-0.20709,63.839,1.7214,0.75488,0.56982,0.52004
238,-0.2022,63.302,1.6911,0.68506,0.49023,0.64027
238.01,-0.1967,62.814,1.6598,0.64014,0.4502,0.69501
238.02,-0.19059,62.276,1.6295,0.625,0.43018,0.71505
238.02,-0.18387,61.788,1.6022,0.60498,0.41016,0.71994
238.03,-0.17715,61.348,1.5797,0.60498,0.41504,0.72532
238.04,-0.17104,60.909,1.5611,0.59521,0.3999,0.73021
238.05,-0.16432,60.469,1.5484,0.60498,0.40479,0.72532
238.06,-0.15822,60.029,1.5415,0.6001,0.39014,0.73021
238.06,-0.1515,59.687,1.5376,0.60498,0.38525,0.73509
238.07,-0.14356,59.297,1.5367,0.6001,0.37988,0.73509
238.08,-0.13561,58.857,1.5396,0.61475,0.37988,0.73509
238.09,-0.12645,58.564,1.5455,0.60986,0.37012,0.73509
238.1,-0.11668,58.173,1.5552,0.625,0.37012,0.72532
238.1,-0.1069,57.88,1.5689,0.60986,0.35498,0.71994
238.11,-0.096518,57.538,1.5826,0.625,0.35498,0.71994
238.12,-0.085522,57.245,1.5973,0.60986,0.33984,0.72532
238.13,-0.074527,57.001,1.6139,0.60498,0.33984,0.72532
238.14,-0.061087,56.659,1.6315,0.59521,0.3252,0.73021
238.14,-0.047648,56.415,1.651,0.58496,0.31006,0.73021
238.15,-0.032376,56.171,1.6706,0.56494,0.29492,0.73021
238.16,-0.017104,55.975,1.6901,0.56006,0.29004,0.73509
238.17,-0.00061087,55.926,1.7077,0.55518,0.29004,0.73021
238.18,0.016494,56.122,1.7224,0.54004,0.29004,0.73021
238.18,0.034209,57.05,1.7331,0.5498,0.30029,0.73509
238.19,0.051924,59.248,1.741,0.53516,0.29004,0.73509
238.2,0.067807,63.155,1.7458,0.5498,0.30518,0.73021
238.21,0.08369,68.528,1.7478,0.54004,0.30029,0.73021
238.22,0.098351,74.487,1.7488,0.56982,0.31494,0.71994
238.22,0.11301,80.153,1.7498,0.56494,0.31982,0.71505
238.23,0.12828,85.477,1.7488,0.6001,0.33984,0.71017
238.24,0.14417,90.557,1.7449,0.60498,0.3501,0.70528
238.25,0.16005,95.49,1.74,0.62988,0.36523,0.70039
238.26,0.17593,100.13,1.7351,0.64014,0.375,0.70039
238.26,0.18998,103.99,1.7302,0.66016,0.39014,0.69501
238.27,0.20464,106.72,1.7253,0.66016,0.39502,0.69501
238.28,0.21808,108.19,1.7214,0.68018,0.40479,0.69013
238.29,0.23152,108.19,1.7165,0.68018,0.41016,0.69013
238.3,0.24496,106.87,1.7097,0.68994,0.41504,0.68524
238.3,0.2584,104.48,1.7019,0.68506,0.41992,0.68035
238.31,0.27184,101.45,1.694,0.69482,0.4248,0.68035
238.32,0.28528,97.884,1.6852,0.68018,0.41504,0.67498
238.33,0.2975,94.123,1.6774,0.68994,0.41992,0.67009
238.34,0.31032,90.508,1.6716,0.68018,0.4248,0.67498
238.34,0.32132,86.991,1.6667,0.68018,0.41992,0.68035
238.35,0.33293,83.816,1.6618,0.68506,0.4248,0.67498
238.36,0.3427,80.886,1.6579,0.66992,0.41016,0.68524
238.37,0.35247,78.102,1.6559,0.6748,0.41504,0.67498
238.38,0.36103,75.611,1.6559,0.66504,0.41016,0.67498
238.38,0.36958,73.364,1.6588,0.6748,0.41992,0.67498
