Time [s], RESP, PLETH, I, II, V, ABP
255.98,1.0954,0.42815,0.41016,-0.039062,0.81445,92.894
255.99,1.088,0.42424,0.38477,-0.025391,0.74023,102.48
256,1.0831,0.42033,0.36523,-0.029297,0.69531,110.89
256.01,1.0733,0.4174,0.36523,-0.025391,0.66992,117.54
256.02,1.066,0.41544,0.36523,-0.029297,0.66016,122.23
256.02,1.0562,0.41544,0.375,-0.025391,0.6543,124.77
256.03,1.0465,0.41544,0.38477,-0.0039062,0.67578,125.16
256.04,1.0367,0.41544,0.39062,0.0097656,0.67969,123.21
256.05,1.0269,0.41544,0.40039,0.019531,0.68555,119.69
256.06,1.0171,0.41544,0.4043,0.0097656,0.68945,114.8
256.06,1.0073,0.41544,0.4043,0.015625,0.69922,108.74
256.07,0.99511,0.41544,0.41602,0.044922,0.70508,102.48
256.08,0.98289,0.41349,0.4043,0.064453,0.71484,96.024
256.09,0.96822,0.41251,0.39453,0.080078,0.69922,89.765
256.1,0.95599,0.41153,0.38086,0.064453,0.69531,84.289
256.1,0.94377,0.41056,0.375,0.044922,0.68555,79.205
256.11,0.9291,0.40958,0.36523,0.015625,0.68555,74.707
256.12,0.91687,0.41056,0.3457,-0.029297,0.66992,70.991
256.13,0.90465,0.40958,0.33984,-0.058594,0.66992,67.862
256.14,0.89242,0.40762,0.33594,-0.083984,0.66406,65.515
256.14,0.88264,0.40665,0.33984,-0.083984,0.66992,63.364
256.15,0.87042,0.40469,0.33008,-0.089844,0.66406,61.995
256.16,0.85819,0.40274,0.3457,-0.089844,0.66992,60.821
256.17,0.84597,0.40176,0.3457,-0.089844,0.66406,60.039
256.18,0.83619,0.40176,0.34961,-0.080078,0.67578,59.648
256.18,0.82641,0.40176,0.34961,-0.089844,0.67969,59.257
256.19,0.81663,0.40176,0.36523,-0.083984,0.69531,58.866
256.2,0.80929,0.40176,0.38086,-0.070312,0.69922,58.475
256.21,0.80196,0.40371,0.40039,-0.048828,0.70898,58.279
256.22,0.79462,0.40567,0.41602,-0.035156,0.72461,58.083
256.22,0.78973,0.40958,0.41992,-0.0039062,0.72461,57.888
256.23,0.7824,0.41447,0.43555,0.019531,0.73438,57.888
256.24,0.77751,0.42131,0.43945,0.019531,0.73047,57.888
256.25,0.77262,0.43206,0.42578,0.0058594,0.74023,57.692
256.26,0.76773,0.44477,0.43555,0.025391,0.74023,57.497
256.26,0.76528,0.46139,0.41992,0.060547,0.75,57.106
256.27,0.76039,0.48094,0.41992,0.070312,0.72461,56.91
256.28,0.75795,0.50147,0.39453,0.064453,0.71484,56.519
256.29,0.75306,0.52297,0.40039,0.060547,0.70508,55.932
256.3,0.74817,0.54448,0.4043,0.041016,0.70898,55.346
256.3,0.74572,0.565,0.375,0.015625,0.69531,54.759
256.31,0.74083,0.58162,0.36523,-0.019531,0.68945,53.977
256.32,0.73594,0.59531,0.35938,-0.054688,0.68945,53.194
256.33,0.72861,0.60997,0.36523,-0.064453,0.68945,52.412
256.34,0.72372,0.6217,0.34961,-0.070312,0.67969,51.434
256.34,0.71638,0.62952,0.35547,-0.074219,0.68945,50.652
256.35,0.71149,0.63539,0.34961,-0.074219,0.68555,49.87
256.36,0.70416,0.6393,0.35938,-0.074219,0.68945,49.087
256.37,0.69682,0.64027,0.35547,-0.074219,0.68945,48.305
256.38,0.69193,0.64027,0.37109,-0.070312,0.69922,47.523
256.38,0.6846,0.63832,0.38477,-0.048828,0.70508,46.741
256.39,0.67726,0.63539,0.41992,0.0097656,0.73438,46.154
256.4,0.66993,0.6305,0.44922,0.11133,0.64062,45.567
256.41,0.66015,0.62463,0.24609,0.49414,0.025391,44.98
256.42,0.65281,0.61877,0.15625,1.2637,-0.49414,44.589
256.42,0.64548,0.6129,0.32422,1.5,-0.49805,44.003
256.43,0.63814,0.60606,0.41602,1.498,-0.42969,43.612
256.44,0.63081,0.59922,0.30078,0.95508,-0.29492,43.22
256.45,0.62347,0.59238,0.25977,0.48438,0.16602,43.025
256.46,0.61614,0.58651,0.42969,0.13086,0.72461,42.634
256.46,0.61125,0.57967,0.47461,-0.089844,0.94922,42.243
256.47,0.60391,0.5738,0.4707,-0.14844,0.97461,42.047
256.48,0.59658,0.56696,0.47461,-0.16992,0.98438,41.851
256.49,0.58924,0.56109,0.46094,-0.19336,0.98047,41.656
256.5,0.58191,0.55523,0.43555,-0.23438,0.95898,41.46
256.5,0.57457,0.55034,0.42969,-0.26953,0.95508,41.265
256.51,0.56724,0.54545,0.43555,-0.28906,0.95508,40.874
256.52,0.5599,0.54057,0.41602,-0.30469,0.94922,40.678
256.53,0.55501,0.53666,0.42578,-0.29883,0.94922,40.482
256.54,0.54768,0.53275,0.41992,-0.28906,0.93945,40.287
256.54,0.54279,0.52884,0.42578,-0.28906,0.94531,40.091
256.55,0.5379,0.52688,0.42969,-0.29492,0.94922,40.091
256.56,0.53301,0.52395,0.43945,-0.28906,0.95508,39.896
256.57,0.52812,0.52199,0.45508,-0.28516,0.95898,39.7
256.58,0.52323,0.51808,0.4707,-0.26367,0.97461,39.309
256.58,0.51834,0.51515,0.48438,-0.25,0.98438,39.113
256.59,0.51345,0.51222,0.51562,-0.22852,1.0098,38.918
256.6,0.50856,0.50831,0.51953,-0.20508,1.0254,38.722
256.61,0.50367,0.50538,0.53516,-0.18945,1.0391,38.527
256.62,0.49878,0.50147,0.53906,-0.17383,1.0547,38.331
256.62,0.49389,0.49853,0.55469,-0.18945,1.0742,38.136
256.63,0.48655,0.49462,0.56055,-0.16406,1.0996,37.94
256.64,0.48166,0.49071,0.56445,-0.13867,1.1191,37.549
256.65,0.47433,0.48583,0.56445,-0.11914,1.1348,37.353
256.66,0.46944,0.48192,0.55469,-0.11523,1.1289,37.158
256.66,0.4621,0.47898,0.55469,-0.13477,1.1387,37.353
256.67,0.45721,0.47507,0.55078,-0.1543,1.1484,37.94
256.68,0.44988,0.47312,0.5293,-0.17969,1.1543,39.7
256.69,0.44499,0.47214,0.5293,-0.18945,1.1484,43.025
256.7,0.43765,0.47116,0.53516,-0.18945,1.1484,48.501
256.7,0.43276,0.47019,0.51953,-0.16406,1.1191,56.128
256.71,0.42298,0.46921,0.50977,-0.11523,1.0742,65.515
256.72,0.41565,0.46823,0.49023,-0.083984,1,75.88
256.73,0.40831,0.4653,0.46094,-0.044922,0.91016,86.441
256.74,0.39853,0.46041,0.41992,-0.029297,0.81445,96.806
256.74,0.3912,0.45748,0.39453,-0.025391,0.74414,106.19
256.75,0.38142,0.45357,0.38477,-0.025391,0.69531,114.6
256.76,0.37408,0.44966,0.375,-0.025391,0.66406,121.06
256.77,0.36675,0.44673,0.37109,-0.025391,0.6543,125.55
256.78,0.35697,0.44379,0.40039,-0.019531,0.6543,127.9
256.78,0.34719,0.44086,0.4043,0,0.66016,127.9
256.79,0.33496,0.43793,0.41016,0.015625,0.6543,126.14
256.8,0.32518,0.435,0.41016,0.019531,0.66992,122.62
256.81,0.31051,0.43304,0.41602,0.0058594,0.67969,117.73
256.82,0.29829,0.43109,0.41602,0.019531,0.69531,111.86
256.82,0.28606,0.43011,0.41602,0.060547,0.69922,105.61
256.83,0.27139,0.42815,0.41016,0.076172,0.69922,99.348
256.84,0.25917,0.42717,0.40039,0.089844,0.68555,93.286
256.85,0.24694,0.42522,0.38086,0.060547,0.67969,87.419
256.86,0.23472,0.42326,0.38086,0.041016,0.67578,82.334
256.86,0.22494,0.42131,0.35547,-0.0039062,0.66406,77.836
256.87,0.21271,0.41838,0.33984,-0.039062,0.65039,73.924
256.88,0.20049,0.4174,0.33008,-0.074219,0.65039,70.795
256.89,0.18826,0.41642,0.33594,-0.074219,0.65039,68.253
256.9,0.17848,0.41544,0.33008,-0.089844,0.6543,66.102
256.9,0.1687,0.41544,0.32422,-0.09375,0.65039,64.537
256.91,0.15892,0.41544,0.33594,-0.089844,0.6543,63.364
256.92,0.14914,0.41642,0.33008,-0.09375,0.6543,62.386
256.93,0.13936,0.41642,0.3457,-0.09375,0.66406,61.604
256.94,0.13203,0.4174,0.34961,-0.089844,0.66406,61.213
256.94,0.12469,0.4174,0.37109,-0.074219,0.67969,60.626
256.95,0.11736,0.4174,0.38477,-0.064453,0.68945,60.039
256.96,0.11247,0.4174,0.41016,-0.048828,0.69922,59.844
256.97,0.10513,0.41838,0.42578,-0.029297,0.70898,59.452
256.98,0.10024,0.42033,0.42969,0,0.71484,59.257
256.98,0.095355,0.4262,0.42578,0.015625,0.72461,59.061
256.99,0.090465,0.43597,0.43555,0,0.72461,59.061
257,0.085575,0.44966,0.42969,0,0.73047,58.866
257.01,0.080685,0.46725,0.43945,0.041016,0.73438,58.866
257.02,0.07824,0.48485,0.41992,0.054688,0.72461,58.67
257.02,0.07335,0.50244,0.41602,0.064453,0.70508,58.279
257.03,0.070905,0.52297,0.39453,0.070312,0.70508,57.888
257.04,0.06846,0.54545,0.40039,0.044922,0.70508,57.497
257.05,0.06357,0.56696,0.39062,0.03125,0.69922,56.91
257.06,0.061125,0.58847,0.36523,-0.013672,0.68555,56.323
257.06,0.05868,0.60899,0.35938,-0.054688,0.67969,55.541
257.07,0.056235,0.62561,0.35547,-0.070312,0.67578,54.759
257.08,0.05379,0.64027,0.34961,-0.074219,0.67969,53.781
257.09,0.051345,0.65005,0.3457,-0.074219,0.67578,52.999
257.1,0.046455,0.65689,0.35547,-0.074219,0.67578,52.021
257.1,0.04401,0.66178,0.34961,-0.074219,0.67969,51.239
257.11,0.041565,0.66276,0.35547,-0.080078,0.67969,50.456
257.12,0.036675,0.66276,0.34961,-0.080078,0.67969,49.479
257.13,0.031785,0.66178,0.37109,-0.064453,0.69531,48.892
257.14,0.02934,0.65982,0.38477,-0.048828,0.68945,48.11
257.14,0.02445,0.65591,0.44531,0.041016,0.73047,47.523
257.15,0.01956,0.65103,0.37109,0.19531,0.41016,46.741
257.16,0.017115,0.64614,0.18555,0.78516,-0.22461,46.154
257.17,0.012225,0.64027,0.15625,1.4531,-0.49805,45.763
257.18,0.00978,0.63441,0.41602,1.5,-0.48828,45.176
257.18,0.00489,0.62757,0.43555,1.2402,-0.39844,44.785
257.19,0,0.62072,0.25586,0.75977,-0.18945,44.394
257.2,-0.002445,0.61388,0.375,0.30078,0.42578,44.003
257.21,-0.007335,0.60606,0.48047,0.0058594,0.875,43.612
257.22,-0.012225,0.59922,0.49023,-0.125,0.96875,43.22
257.22,-0.017115,0.59238,0.48047,-0.1543,0.98438,43.025
257.23,-0.01956,0.58651,0.48438,-0.19336,0.99414,42.829
257.24,-0.02445,0.58065,0.46484,-0.21875,0.98047,42.438
257.25,-0.026895,0.57478,0.42969,-0.25977,0.95898,42.243
257.26,-0.031785,0.57087,0.41992,-0.28906,0.94922,42.047
257.26,-0.03423,0.56696,0.41602,-0.29883,0.94531,41.851
257.27,-0.03912,0.56305,0.41602,-0.30469,0.93945,41.46
257.28,-0.041565,0.55816,0.41602,-0.30469,0.94531,41.46
257.29,-0.04401,0.55425,0.41602,-0.30859,0.93945,41.265
257.3,-0.046455,0.54936,0.41992,-0.30469,0.94531,41.069
257.3,-0.051345,0.54448,0.41602,-0.30469,0.94531,40.678
257.31,-0.05379,0.53959,0.43945,-0.29492,0.95508,40.482
257.32,-0.056235,0.5347,0.45508,-0.28516,0.95898,40.287
257.33,-0.05868,0.53079,0.4707,-0.26953,0.97461,40.091
257.34,-0.06357,0.52688,0.49023,-0.25391,0.99023,40.091
257.34,-0.066015,0.52297,0.50977,-0.21875,1.0137,39.7
257.35,-0.06846,0.51906,0.51953,-0.20898,1.0254,39.505
257.36,-0.07335,0.51515,0.53906,-0.18945,1.0449,39.309
257.37,-0.075795,0.51222,0.54492,-0.19922,1.0547,39.113
257.38,-0.080685,0.50831,0.55469,-0.20508,1.0898,38.918
257.38,-0.08313,0.50538,0.57031,-0.16992,1.1191,38.722
257.39,-0.08802,0.50147,0.58008,-0.13867,1.1387,38.527
257.4,-0.090465,0.49756,0.57422,-0.125,1.1543,38.331
257.41,-0.095355,0.49365,0.57031,-0.11523,1.1484,38.331
257.42,-0.0978,0.48974,0.55469,-0.1543,1.1641,38.527
257.42,-0.10269,0.4868,0.55078,-0.16016,1.1699,39.505
257.43,-0.10513,0.48289,0.5293,-0.18945,1.1699,41.656
257.44,-0.11002,0.47898,0.53516,-0.20898,1.1699,45.958
257.45,-0.11247,0.47605,0.5293,-0.18945,1.1543,52.216
257.46,-0.11736,0.47312,0.52539,-0.14844,1.1191,60.821
257.46,-0.12225,0.47019,0.50586,-0.10938,1.0645,70.6
257.47,-0.12714,0.46725,0.48047,-0.074219,0.96875,81.16
257.48,-0.12958,0.46237,0.43945,-0.044922,0.875,91.721
257.49,-0.13447,0.45846,0.4043,-0.025391,0.7793,101.69
257.5,-0.13936,0.45455,0.375,-0.025391,0.7207,110.5
257.5,-0.14181,0.45259,0.36523,-0.029297,0.67578,118.12
257.51,-0.14914,0.45064,0.37109,-0.025391,0.66016,123.6
257.52,-0.15403,0.44966,0.36523,-0.035156,0.6543,126.92
257.53,-0.16137,0.4477,0.39453,-0.013672,0.66406,128.1
257.54,-0.1687,0.44575,0.39062,-0.0039062,0.66016,127.12
257.54,-0.17359,0.44477,0.4043,0.019531,0.67578,124.38
257.55,-0.18093,0.44282,0.41016,0.0097656,0.67969,119.88
257.56,-0.18826,0.44086,0.41602,-0.0039062,0.69531,114.41
257.57,-0.19315,0.43891,0.41602,0.019531,0.69922,108.34
257.58,-0.20293,0.43793,0.41992,0.054688,0.70898,101.89
257.58,-0.21027,0.43597,0.40039,0.060547,0.69922,95.437
257.59,-0.2176,0.43304,0.39062,0.076172,0.68555,89.374
257.6,-0.22738,0.43011,0.38086,0.041016,0.67969,83.898
257.61,-0.23716,0.42717,0.37109,0.015625,0.67969,79.205
257.62,-0.2445,0.42522,0.3457,-0.035156,0.66016,75.098
257.62,-0.25428,0.42326,0.33594,-0.064453,0.6543,71.578
257.63,-0.26406,0.42033,0.32422,-0.09375,0.6543,68.84
257.64,-0.26895,0.41838,0.33594,-0.09375,0.6543,66.493
257.65,-0.27628,0.41838,0.32422,-0.10938,0.6543,64.733
257.66,-0.28117,0.4174,0.33594,-0.10938,0.6543,63.559
257.66,-0.28606,0.4174,0.33008,-0.10352,0.66016,62.582
257.67,-0.29095,0.4174,0.33984,-0.10938,0.66016,61.799
257.68,-0.2934,0.4174,0.3457,-0.099609,0.67578,61.213
257.69,-0.29829,0.41642,0.35547,-0.10938,0.66992,60.821
257.7,-0.30073,0.41642,0.37109,-0.089844,0.68945,60.43
257.7,-0.30318,0.41642,0.39453,-0.074219,0.69531,60.039
257.71,-0.30562,0.40665,0.41602,-0.048828,0.70898,59.844
257.72,-0.30562,0.39296,0.42969,-0.025391,0.71484,59.844
257.73,-0.30807,0.39003,0.43555,-0.0097656,0.72461,59.648
257.74,-0.30807,0.39394,0.43945,0,0.72461,59.648
257.74,-0.30807,0.40274,0.42969,-0.013672,0.73047,59.648
257.75,-0.30562,0.41642,0.43555,-0.0097656,0.74414,59.648
257.76,-0.30562,0.435,0.42969,0.025391,0.74023,59.452
257.77,-0.30318,0.45552,0.42578,0.044922,0.73047,59.061
257.78,-0.30073,0.47898,0.41602,0.060547,0.7207,58.67
257.78,-0.29829,0.50244,0.41016,0.050781,0.71484,58.279
257.79,-0.29584,0.5259,0.41602,0.03125,0.70898,57.497
257.8,-0.2934,0.54839,0.38477,-0.0039062,0.69922,56.91
257.81,-0.29095,0.57087,0.36523,-0.044922,0.68555,56.128
257.82,-0.28851,0.58749,0.34961,-0.074219,0.67969,55.346
257.82,-0.28606,0.6002,0.34961,-0.074219,0.67578,54.368
257.83,-0.28606,0.6129,0.3457,-0.083984,0.67578,53.585
257.84,-0.28362,0.62268,0.34961,-0.089844,0.67578,52.608
257.85,-0.28362,0.62952,0.3457,-0.080078,0.67969,51.825
257.86,-0.28362,0.63441,0.34961,-0.089844,0.67969,50.847
257.86,-0.28117,0.63636,0.34961,-0.080078,0.67969,50.065
257.87,-0.28117,0.63539,0.35938,-0.070312,0.67969,49.283
257.88,-0.27873,0.63148,0.37109,-0.058594,0.69531,48.501
257.89,-0.27873,0.62757,0.4043,-0.025391,0.70898,47.718
257.9,-0.27873,0.62268,0.46094,0.076172,0.74414,47.132
257.9,-0.27628,0.61681,0.27539,0.36523,0.13086,46.545
257.91,-0.27873,0.60997,0.14453,1.0898,-0.43945,46.154
257.92,-0.27873,0.60411,0.27539,1.5,-0.49805,45.567
257.93,-0.27873,0.59726,0.42578,1.5,-0.47852,45.176
257.94,-0.27873,0.59042,0.31055,0.99414,-0.38477,44.785
257.94,-0.28117,0.5826,0.25586,0.55078,0.0058594,44.394
257.95,-0.28117,0.5738,0.42578,0.15625,0.65039,44.003
257.96,-0.28117,0.56598,0.5,-0.080078,0.94531,43.612
257.97,-0.28117,0.55914,0.48438,-0.14844,0.98438,43.416
257.98,-0.28362,0.55327,0.48438,-0.16992,1,43.025
257.98,-0.28362,0.54839,0.48047,-0.20508,0.99414,43.025
257.99,-0.28362,0.54448,0.44922,-0.24414,0.97461,42.634
258,-0.28362,0.54057,0.42578,-0.28906,0.95898,42.438
258.01,-0.28606,0.53666,0.41992,-0.29883,0.95898,42.243
258.02,-0.28606,0.53275,0.41602,-0.30469,0.94922,42.047
258.02,-0.28606,0.52981,0.42578,-0.30469,0.94531,41.851
258.03,-0.28606,0.5259,0.41602,-0.30469,0.93945,41.656
258.04,-0.28606,0.52297,0.42578,-0.30469,0.93945,41.46
258.05,-0.28606,0.51906,0.42969,-0.30469,0.94922,41.265
258.06,-0.28606,0.51515,0.42578,-0.29492,0.94922,41.069
258.06,-0.28606,0.51026,0.43945,-0.28516,0.95898,40.874
258.07,-0.28606,0.50538,0.46484,-0.2793,0.96875,40.678
258.08,-0.28606,0.49951,0.48047,-0.26367,0.98438,40.482
258.09,-0.28606,0.49365,0.50586,-0.25391,1.0039,40.091
258.1,-0.28606,0.48778,0.5293,-0.22461,1.0293,40.091
258.1,-0.28362,0.48289,0.53906,-0.20898,1.0391,39.7
258.11,-0.28362,0.47898,0.55469,-0.18945,1.0586,39.505
258.12,-0.28362,0.47605,0.55078,-0.20508,1.0801,39.309
258.13,-0.28362,0.47214,0.57031,-0.18945,1.1152,39.113
258.14,-0.28117,0.46921,0.57422,-0.16406,1.1289,38.722
258.14,-0.28117,0.46628,0.58008,-0.13477,1.1484,38.527
258.15,-0.27873,0.46334,0.57422,-0.11914,1.1641,38.527
258.16,-0.27873,0.45943,0.57031,-0.12891,1.1699,38.527
258.17,-0.27628,0.45357,0.56445,-0.14453,1.1738,38.918
258.18,-0.27384,0.44868,0.55469,-0.16406,1.1836,40.091
258.18,-0.27139,0.44282,0.53906,-0.18945,1.1797,43.025
258.19,-0.27139,0.43695,0.53516,-0.18945,1.1738,48.11
258.2,-0.26895,0.43304,0.5293,-0.16992,1.1543,55.541
258.21,-0.2665,0.43109,0.52539,-0.125,1.1035,64.733
258.22,-0.2665,0.42913,0.49414,-0.089844,1.0352,75.098
258.22,-0.26406,0.42717,0.46484,-0.058594,0.93945,85.658
258.23,-0.26406,0.4262,0.41992,-0.044922,0.83984,96.024
258.24,-0.26161,0.42424,0.39062,-0.035156,0.75,105.61
258.25,-0.26161,0.42326,0.37109,-0.039062,0.69531,114.02
258.26,-0.26161,0.42131,0.375,-0.044922,0.66406,120.67
258.26,-0.26161,0.4174,0.37109,-0.039062,0.6543,125.36
258.27,-0.26406,0.41349,0.38477,-0.044922,0.6543,127.51
258.28,-0.26406,0.40762,0.39062,-0.019531,0.66406,127.71
258.29,-0.26406,0.40371,0.39453,-0.0097656,0.66016,125.75
258.3,-0.2665,0.40078,0.41016,0.0058594,0.67578,122.23
258.3,-0.2665,0.39785,0.41602,-0.013672,0.67969,117.14
258.31,-0.26895,0.39687,0.41602,-0.0097656,0.68945,111.08
258.32,-0.26895,0.39492,0.41992,0.03125,0.69922,104.63
258.33,-0.27139,0.39394,0.41602,0.054688,0.70898,97.979
258.34,-0.27384,0.39198,0.4043,0.060547,0.69531,91.525
258.34,-0.27384,0.39003,0.39453,0.044922,0.68555,85.658
258.35,-0.27628,0.38807,0.39062,0.015625,0.67969,80.378
258.36,-0.27628,0.38612,0.37109,-0.0097656,0.67969,75.685
258.37,-0.27873,0.38221,0.3457,-0.054688,0.6543,71.969
258.38,-0.27873,0.3783,0.33984,-0.089844,0.66016,69.035
258.38,-0.27628,0.37634,0.33008,-0.09375,0.6543,66.493
258.39,-0.27628,0.37537,0.33008,-0.099609,0.6543,64.537
258.4,-0.27384,0.37439,0.33008,-0.11914,0.66016,62.973
258.41,-0.27139,0.37537,0.33594,-0.11914,0.66406,61.799
258.42,-0.2665,0.37537,0.33008,-0.125,0.66992,61.017
258.42,-0.26406,0.37537,0.3457,-0.11523,0.66406,60.43
258.43,-0.25917,0.37634,0.3457,-0.10938,0.67578,60.039
258.44,-0.25183,0.37634,0.36523,-0.099609,0.67969,59.648
258.45,-0.24694,0.37634,0.37109,-0.09375,0.69531,59.257
258.46,-0.23961,0.37634,0.40039,-0.080078,0.69922,58.866
258.46,-0.23472,0.37634,0.41602,-0.054688,0.7207,58.475
258.47,-0.22494,0.37928,0.42578,-0.029297,0.71484,58.279
258.48,-0.21516,0.38514,0.43555,-0.0097656,0.72461,58.083
258.49,-0.20538,0.39492,0.43555,0,0.72461,57.888
258.5,-0.1956,0.4086,0.43555,-0.019531,0.73047,57.888
258.5,-0.18582,0.42522,0.43555,0,0.73438,57.692
258.51,-0.17604,0.44184,0.43945,0.03125,0.73047,57.301
258.52,-0.16626,0.45846,0.42578,0.050781,0.7207,57.106
258.53,-0.15648,0.47898,0.41602,0.060547,0.71484,56.715
258.54,-0.14425,0.50147,0.41602,0.041016,0.7207,56.128
258.54,-0.13203,0.52395,0.41016,0.019531,0.70898,55.541
258.55,-0.1198,0.54545,0.38477,-0.0039062,0.69531,54.954
258.56,-0.10758,0.565,0.35938,-0.044922,0.68555,54.172
258.57,-0.095355,0.5826,0.34961,-0.074219,0.67578,53.39
258.58,-0.08313,0.59726,0.35547,-0.080078,0.67578,52.608
258.58,-0.070905,0.60802,0.3457,-0.09375,0.67578,51.825
258.59,-0.05868,0.61584,0.34961,-0.09375,0.66992,50.847
258.6,-0.0489,0.62072,0.35547,-0.09375,0.67969,50.065
258.61,-0.036675,0.62268,0.35938,-0.089844,0.67969,49.283
258.62,-0.026895,0.6217,0.35547,-0.083984,0.67969,48.501
258.62,-0.017115,0.61975,0.36523,-0.074219,0.68555,47.914
258.63,-0.007335,0.61584,0.38086,-0.070312,0.69531,47.132
258.64,0.002445,0.60997,0.42578,-0.0097656,0.73047,46.545
258.65,0.00978,0.60411,0.46094,0.11133,0.58984,46.154
258.66,0.01956,0.59726,0.21484,0.51953,-0.048828,45.567
258.66,0.026895,0.58944,0.15039,1.2598,-0.49805,44.98
258.67,0.036675,0.58065,0.32422,1.5,-0.49805,44.589
258.68,0.041565,0.57185,0.38477,1.3691,-0.49805,44.198
258.69,0.0489,0.56305,0.23438,0.84375,-0.33984,43.807
258.7,0.056235,0.55425,0.32422,0.38477,0.23438,43.416
258.7,0.06357,0.54643,0.46484,0.076172,0.7793,43.025
258.71,0.06846,0.53959,0.5,-0.10938,0.96875,42.829
258.72,0.075795,0.53275,0.49023,-0.14453,0.98438,42.438
258.73,0.080685,0.52688,0.48047,-0.17383,0.99414,42.047
258.74,0.08802,0.52102,0.46484,-0.20898,0.98438,41.851
258.74,0.09291,0.51515,0.44531,-0.25391,0.96875,41.46
258.75,0.10024,0.50929,0.42578,-0.29492,0.95508,41.265
258.76,0.10513,0.50342,0.41992,-0.29492,0.94922,41.069
258.77,0.11002,0.49756,0.41602,-0.30469,0.94531,40.874
258.78,0.11491,0.49267,0.41992,-0.29883,0.94531,40.678
258.78,0.1198,0.4868,0.41992,-0.30469,0.94531,40.287
258.79,0.12469,0.48192,0.42969,-0.30469,0.94531,40.091
258.8,0.12958,0.47703,0.42969,-0.30859,0.95508,39.896
258.81,0.13692,0.47312,0.44531,-0.30469,0.95898,39.7
258.82,0.14181,0.47019,0.45508,-0.28906,0.96875,39.505
258.82,0.1467,0.46725,0.48438,-0.26953,0.98438,39.309
258.83,0.15403,0.46334,0.48047,-0.26953,0.99414,39.113
258.84,0.15892,0.45943,0.51953,-0.24023,1.0098,38.918
258.85,0.16381,0.45552,0.5293,-0.21484,1.0293,38.722
258.86,0.1687,0.45259,0.55078,-0.19336,1.0488,38.527
258.86,0.17359,0.44868,0.55469,-0.18359,1.0645,38.331
258.87,0.18093,0.44477,0.56055,-0.20508,1.084,38.136
258.88,0.18582,0.44086,0.57422,-0.18945,1.1152,37.94
258.89,0.19315,0.43597,0.58008,-0.16406,1.1387,37.744
258.9,0.20049,0.43206,0.58008,-0.14453,1.1543,37.549
258.9,0.20538,0.4262,0.57031,-0.125,1.1602,37.353
258.91,0.21271,0.42229,0.56055,-0.1543,1.1641,37.353
258.92,0.2176,0.41838,0.55469,-0.16992,1.1699,37.744
258.93,0.22494,0.41544,0.54492,-0.19336,1.1738,39.309
258.94,0.22983,0.41153,0.54492,-0.21484,1.1699,42.243
258.94,0.23472,0.4086,0.5293,-0.20898,1.1602,47.523
258.95,0.23961,0.40567,0.53516,-0.17383,1.1348,54.954
258.96,0.24694,0.40371,0.51953,-0.125,1.084,63.95
258.97,0.25183,0.40176,0.49023,-0.099609,1,74.12
258.98,0.25672,0.39883,0.45508,-0.054688,0.9043,84.485
258.98,0.26161,0.39589,0.41992,-0.039062,0.81445,94.85
258.99,0.2665,0.39296,0.39062,-0.029297,0.74023,104.24
259,0.27139,0.38905,0.37109,-0.035156,0.69531,112.45
259.01,0.27628,0.38612,0.37109,-0.029297,0.66992,119.1
259.02,0.28117,0.38319,0.36523,-0.039062,0.6543,123.4
259.02,0.28606,0.38025,0.39453,-0.025391,0.66016,125.55
259.03,0.29095,0.37634,0.40039,-0.0097656,0.66992,125.36
259.04,0.29584,0.37243,0.41016,0.0058594,0.66406,123.01
259.05,0.30073,0.3695,0.4043,0.019531,0.67969,119.1
259.06,0.30562,0.36657,0.41016,-0.0039062,0.67969,113.82
259.06,0.30807,0.36364,0.41602,0,0.69922,107.76
259.07,0.31296,0.36168,0.41602,0.03125,0.70508,101.3
259.08,0.31785,0.35973,0.4043,0.050781,0.70898,94.85
259.09,0.32274,0.35679,0.4043,0.070312,0.69922,88.788
259.1,0.32518,0.35386,0.39062,0.050781,0.68945,83.116
259.1,0.33007,0.35093,0.38477,0.019531,0.67969,78.031
259.11,0.33252,0.34995,0.35547,-0.0097656,0.67578,73.729
259.12,0.33741,0.34995,0.33984,-0.054688,0.6543,70.209
259.13,0.34474,0.34995,0.33008,-0.089844,0.66406,67.275
259.14,0.34963,0.34995,0.32422,-0.09375,0.6543,64.733
259.14,0.35452,0.34995,0.33594,-0.09375,0.66406,62.973
259.15,0.35941,0.34995,0.33008,-0.10352,0.66992,61.604
259.16,0.3643,0.34995,0.33984,-0.099609,0.66992,60.626
259.17,0.36919,0.34995,0.33594,-0.10352,0.66406,59.844
259.18,0.37653,0.34897,0.3457,-0.099609,0.67578,59.257
259.18,0.38386,0.348,0.35547,-0.099609,0.67969,58.866
259.19,0.3912,0.34702,0.37109,-0.089844,0.68555,58.67
259.2,0.40098,0.34702,0.38086,-0.080078,0.69531,58.279
259.21,0.41076,0.34702,0.4043,-0.054688,0.70508,58.279
259.22,0.42054,0.34995,0.41602,-0.039062,0.7207,58.083
259.22,0.43032,0.35484,0.42578,-0.0097656,0.72461,58.083
259.23,0.4401,0.36168,0.42969,0.0058594,0.73047,58.083
259.24,0.44988,0.37243,0.43555,0.015625,0.73047,58.083
259.25,0.45966,0.38514,0.42969,-0.0039062,0.74023,57.888
