Time [s], RESP, PLETH, II, V, AVR, ABP
313.82,-0.24096,0.31769,-0.029297,0.96667,0.91569,72.164
313.83,-0.24398,0.31183,-0.048828,0.97059,0.93137,70.6
313.84,-0.24699,0.30694,-0.035156,0.97059,0.92157,69.035
313.85,-0.25,0.30303,-0.048828,0.97647,0.93137,67.08
313.86,-0.25,0.29912,-0.035156,0.97059,0.92157,65.124
313.86,-0.25301,0.29521,-0.035156,0.97647,0.92549,62.973
313.87,-0.25602,0.29228,-0.025391,0.97647,0.91569,60.626
313.88,-0.25904,0.28935,-0.0039062,0.98627,0.90588,58.279
313.89,-0.26205,0.28641,0.015625,0.98235,0.8902,55.932
313.9,-0.26205,0.28446,0.025391,0.99216,0.8902,53.781
313.9,-0.26506,0.28152,0.025391,0.97059,0.88039,51.63
313.91,-0.26506,0.27859,0.019531,0.95686,0.87059,49.479
313.92,-0.26506,0.27566,0.015625,0.94706,0.87647,47.718
313.93,-0.26506,0.2737,0.019531,0.94118,0.87647,45.958
313.94,-0.26506,0.26979,0.025391,0.95098,0.88039,44.589
313.94,-0.26506,0.26588,0.015625,0.97059,0.87647,43.416
313.95,-0.26506,0.26197,-0.013672,0.97647,0.91176,42.438
313.96,-0.26205,0.25904,-0.054688,0.97647,0.93725,41.46
313.97,-0.26205,0.25611,-0.074219,0.97647,0.95098,40.874
313.98,-0.26205,0.25513,-0.064453,0.96667,0.94118,40.482
313.98,-0.25904,0.25709,-0.074219,0.97059,0.94706,40.287
313.99,-0.25904,0.26295,-0.064453,0.96667,0.94118,40.091
314,-0.25602,0.27273,-0.074219,0.97059,0.95686,40.091
314.01,-0.25602,0.28837,-0.070312,0.97647,0.94706,40.091
314.02,-0.25301,0.3089,-0.074219,0.97647,0.95098,40.091
314.02,-0.25301,0.3304,-0.058594,0.97059,0.94118,40.287
314.03,-0.25301,0.35386,-0.025391,0.94706,0.92157,40.287
314.04,-0.25301,0.38319,0.041016,0.8902,0.88627,40.482
314.05,-0.25,0.41642,0.095703,0.81176,0.84118,40.678
314.06,-0.25,0.45064,-0.0097656,0.77059,0.85098,40.874
314.06,-0.25,0.48583,-0.11914,0.6,0.8451,41.069
314.07,-0.25,0.51906,-0.17383,0.56471,0.8902,41.069
314.08,-0.24699,0.55132,-0.27344,0.72549,1.0216,41.265
314.09,-0.24699,0.58065,-0.30469,0.92549,1.0725,41.46
314.1,-0.24398,0.60606,-0.13477,1.0059,0.99216,41.46
314.1,-0.24096,0.62854,-0.054688,1.0373,0.95686,41.46
314.11,-0.24096,0.64614,-0.035156,1.051,0.94706,41.46
314.12,-0.23795,0.65885,-0.039062,1.0569,0.95098,41.46
314.13,-0.23795,0.66569,-0.019531,1.051,0.93725,41.46
314.14,-0.23494,0.67058,-0.025391,1.0471,0.94118,41.46
314.14,-0.23494,0.67155,0,1.0569,0.91569,41.46
314.15,-0.23193,0.6696,-0.0039062,1.0471,0.92549,41.46
314.16,-0.22892,0.66373,0,1.0471,0.92549,41.46
314.17,-0.2259,0.65494,-0.0039062,1.0412,0.92549,41.265
314.18,-0.22289,0.64223,0,1.0412,0.91569,41.265
314.18,-0.21988,0.62659,-0.0097656,1.0471,0.92549,41.069
314.19,-0.21687,0.60802,0.015625,1.0373,0.91176,40.874
314.2,-0.21386,0.58749,0.0097656,1.0314,0.91569,40.678
314.21,-0.21084,0.56598,0.019531,1.0314,0.90588,40.482
314.22,-0.20783,0.54252,0.019531,1.0373,0.91176,40.091
314.22,-0.20482,0.52199,0.025391,1.0275,0.90588,40.091
314.23,-0.1988,0.50244,0.019531,1.0412,0.91176,39.7
314.24,-0.19578,0.48094,0.044922,1.0314,0.89608,39.505
314.25,-0.18976,0.45943,0.041016,1.0412,0.89608,39.113
314.26,-0.18675,0.43793,0.044922,1.0471,0.8902,38.722
314.26,-0.18072,0.41838,0.041016,1.0569,0.8902,38.527
314.27,-0.17771,0.3998,0.054688,1.0569,0.87647,38.136
314.28,-0.17169,0.38123,0.050781,1.0725,0.88627,37.744
314.29,-0.16867,0.36461,0.070312,1.0569,0.87647,37.353
314.3,-0.16265,0.34995,0.060547,1.0725,0.87059,37.158
314.3,-0.15361,0.33724,0.054688,1.0569,0.88039,36.767
314.31,-0.14759,0.32649,0.070312,1.0471,0.87059,36.571
314.32,-0.13855,0.31867,0.064453,1.0275,0.87647,36.571
314.33,-0.13253,0.31281,0.070312,1.0216,0.86667,36.571
314.34,-0.12349,0.30792,0.050781,1.002,0.88627,37.158
314.34,-0.11446,0.30303,0.035156,0.99608,0.88039,38.527
314.35,-0.10542,0.3001,0.025391,0.97647,0.8902,40.874
314.36,-0.099398,0.29619,0.035156,0.97647,0.88627,44.198
314.37,-0.090361,0.29423,0.025391,0.96667,0.8902,48.305
314.38,-0.084337,0.29228,0.0058594,0.97647,0.90196,52.999
314.38,-0.075301,0.2913,0.0058594,0.96667,0.90588,57.888
314.39,-0.069277,0.28935,-0.0039062,0.97059,0.90588,62.386
314.4,-0.060241,0.28837,-0.025391,0.97647,0.91569,66.493
314.41,-0.054217,0.28837,-0.0097656,0.96078,0.91176,70.013
314.42,-0.045181,0.28739,-0.035156,0.97647,0.93137,72.555
314.42,-0.039157,0.28837,-0.0097656,0.96667,0.91176,74.511
314.43,-0.033133,0.28739,-0.019531,0.96078,0.91569,75.489
314.44,-0.03012,0.28739,-0.025391,0.97059,0.91569,75.685
314.45,-0.024096,0.28641,-0.013672,0.96078,0.91569,75.489
314.46,-0.018072,0.28446,-0.0097656,0.96078,0.91176,74.707
314.46,-0.012048,0.28348,-0.019531,0.97059,0.91569,73.729
314.47,-0.0060241,0.28152,-0.0039062,0.95686,0.91176,72.36
314.48,0,0.27957,-0.019531,0.96078,0.91569,70.795
314.49,0.0060241,0.27664,-0.025391,0.96667,0.92157,69.035
314.5,0.012048,0.27273,-0.025391,0.97059,0.92157,67.08
314.5,0.018072,0.26882,-0.029297,0.97059,0.91569,64.928
314.51,0.024096,0.26491,0.0058594,0.97059,0.90196,62.777
314.52,0.027108,0.261,0,0.97647,0.91176,60.43
314.53,0.033133,0.25806,0.019531,0.98627,0.8902,58.083
314.54,0.039157,0.25513,0.0097656,0.99216,0.90196,55.541
314.54,0.045181,0.25122,0.035156,0.98627,0.88627,53.39
314.55,0.051205,0.24829,0.025391,0.97059,0.8902,51.043
314.56,0.057229,0.24438,0.035156,0.97059,0.87059,48.892
314.57,0.066265,0.24047,0,0.95686,0.8902,46.936
314.58,0.072289,0.23656,0.019531,0.95686,0.87647,45.176
314.58,0.081325,0.23167,0.025391,0.97647,0.88039,43.807
314.59,0.087349,0.22581,0.041016,0.97647,0.87059,42.634
314.6,0.096386,0.22092,-0.0039062,0.98627,0.91176,41.656
314.61,0.10241,0.21603,-0.029297,0.98235,0.92549,40.874
314.62,0.11145,0.21114,-0.048828,0.97647,0.94118,40.287
314.62,0.12048,0.21017,-0.044922,0.97647,0.93725,39.896
314.63,0.12952,0.21212,-0.048828,0.97647,0.94118,39.7
314.64,0.13855,0.21505,-0.044922,0.97059,0.93725,39.7
314.65,0.14759,0.22287,-0.058594,0.97647,0.94706,39.7
314.66,0.15663,0.23656,-0.048828,0.97059,0.94118,39.896
314.66,0.16566,0.25415,-0.064453,0.97647,0.94118,40.091
314.67,0.17771,0.27761,-0.039062,0.96078,0.93725,40.287
314.68,0.18675,0.30499,-0.013672,0.93137,0.92549,40.678
314.69,0.19578,0.33529,0.050781,0.85686,0.88039,40.874
314.7,0.20181,0.36755,0.085938,0.81569,0.85686,41.069
314.7,0.21084,0.40176,-0.058594,0.73529,0.88039,41.265
314.71,0.21988,0.43597,-0.16992,0.62549,0.90588,41.46
314.72,0.22892,0.4653,-0.20508,0.61569,0.94706,41.46
314.73,0.23795,0.49169,-0.29883,0.83137,1.0667,41.656
314.74,0.24699,0.52004,-0.30859,0.97647,1.0922,41.851
314.74,0.25602,0.54643,-0.11523,1.0118,0.99216,42.047
314.75,0.26506,0.57087,-0.070312,1.0275,0.97059,42.047
314.76,0.27108,0.5914,-0.048828,1.0373,0.96078,42.243
314.77,0.27711,0.60899,-0.044922,1.0314,0.96078,42.243
314.78,0.28614,0.6217,-0.029297,1.0412,0.94706,42.438
314.78,0.29217,0.62952,-0.035156,1.0275,0.95098,42.438
314.79,0.29819,0.63343,-0.025391,1.0314,0.94118,42.438
314.8,0.30422,0.63343,-0.029297,1.0216,0.94706,42.438
314.81,0.30723,0.62952,-0.025391,1.0275,0.94118,42.634
314.82,0.31024,0.62072,-0.025391,1.0216,0.94118,42.634
314.82,0.31024,0.60997,-0.019531,1.0216,0.94118,42.634
314.83,0.31024,0.59824,-0.025391,1.0216,0.94118,42.634
314.84,0.31024,0.58162,-0.013672,1.0216,0.93725,42.829
314.85,0.30723,0.56305,-0.025391,1.0216,0.94118,42.829
314.86,0.30422,0.54252,-0.0097656,1.0157,0.93725,42.829
314.86,0.3012,0.52004,-0.019531,1.0216,0.94118,42.829
314.87,0.29217,0.49658,-0.0097656,1.0157,0.93725,42.634
314.88,0.28313,0.47214,-0.013672,1.0216,0.94118,42.438
314.89,0.26807,0.4477,0,1.0157,0.92549,42.243
314.9,0.25602,0.42522,0,1.0275,0.93137,42.047
314.9,0.24096,0.40371,0.0058594,1.0314,0.92549,41.851
314.91,0.22892,0.38319,0.015625,1.0471,0.92157,41.46
314.92,0.21386,0.36657,0.0058594,1.0471,0.91569,41.265
314.93,0.1988,0.35191,0.025391,1.0569,0.91569,40.874
314.94,0.18072,0.33822,0.019531,1.051,0.90196,40.678
314.94,0.16265,0.32454,0.044922,1.0569,0.89608,40.287
314.95,0.14458,0.31378,0.035156,1.0471,0.90196,40.091
314.96,0.12349,0.30303,0.050781,1.0412,0.8902,39.896
314.97,0.10542,0.29521,0.044922,1.0216,0.8902,40.091
314.98,0.084337,0.28935,0.050781,1.0157,0.8902,40.482
314.98,0.066265,0.28543,0.03125,1.002,0.89608,41.851
314.99,0.051205,0.2825,0.035156,0.99216,0.8902,44.003
315,0.036145,0.28055,0.019531,0.97647,0.90588,47.327
315.01,0.021084,0.28055,0.015625,0.97647,0.90196,51.434
315.02,0.0060241,0.2825,-0.0039062,0.97059,0.91569,56.128
315.02,-0.0060241,0.28446,0,0.96667,0.91176,60.821
315.03,-0.018072,0.28641,-0.019531,0.96078,0.92157,65.515
315.04,-0.03012,0.28739,-0.013672,0.96078,0.91569,69.426
315.05,-0.042169,0.28935,-0.035156,0.96667,0.93137,72.947
315.06,-0.051205,0.29032,-0.025391,0.96667,0.92549,75.293
315.06,-0.060241,0.2913,-0.044922,0.97059,0.93725,77.054
315.07,-0.069277,0.29326,-0.029297,0.96078,0.93137,78.227
315.08,-0.075301,0.29423,-0.048828,0.96667,0.94118,78.618
315.09,-0.084337,0.29619,-0.029297,0.96078,0.93137,78.422
315.1,-0.090361,0.29814,-0.025391,0.96667,0.93137,77.836
315.1,-0.099398,0.29912,-0.039062,0.96078,0.92549,77.054
315.11,-0.10542,0.30108,-0.029297,0.96667,0.93137,75.88
315.12,-0.11446,0.30303,-0.035156,0.96078,0.92157,74.707
315.13,-0.12349,0.30401,-0.025391,0.97647,0.92157,73.142
315.14,-0.12952,0.30401,-0.029297,0.97059,0.92549,71.382
315.14,-0.13855,0.30303,-0.025391,0.97647,0.91569,69.426
315.15,-0.14759,0.30205,-0.029297,0.97647,0.92549,67.275
315.16,-0.15361,0.30108,-0.019531,0.97647,0.91569,65.124
315.17,-0.16265,0.3001,-0.025391,0.97647,0.91176,62.777
315.18,-0.16867,0.29912,0.0097656,0.97647,0.8902,60.43
315.18,-0.1747,0.29717,0.019531,0.97647,0.8902,58.083
315.19,-0.18072,0.29521,0.041016,0.97647,0.87647,55.737
315.2,-0.18373,0.29228,0.035156,0.96667,0.87647,53.585
315.21,-0.18976,0.28935,0.035156,0.95686,0.87059,51.63
315.22,-0.19578,0.28739,0.0097656,0.95098,0.88627,49.674
315.22,-0.1988,0.28641,0.0097656,0.94706,0.88627,47.914
315.23,-0.20181,0.28348,0.0058594,0.95098,0.8902,46.545
315.24,-0.20482,0.27957,0.015625,0.96667,0.88039,45.372
315.25,-0.20482,0.27566,-0.013672,0.97647,0.91176,44.394
315.26,-0.20482,0.27273,-0.048828,0.97059,0.93137,43.612
315.26,-0.20783,0.27175,-0.083984,0.97647,0.95686,43.025
315.27,-0.20783,0.27273,-0.074219,0.97059,0.95098,42.829
315.28,-0.20783,0.27664,-0.089844,0.97647,0.96078,42.438
315.29,-0.20783,0.28543,-0.080078,0.97059,0.95686,42.243
315.3,-0.20783,0.29912,-0.089844,0.97647,0.96078,42.243
315.3,-0.20783,0.31769,-0.083984,0.97059,0.95686,42.243
315.31,-0.20783,0.34213,-0.080078,0.97647,0.96078,42.243
315.32,-0.20783,0.36559,-0.09375,0.97059,0.96667,42.243
315.33,-0.20783,0.39003,-0.054688,0.94706,0.94706,42.438
315.34,-0.20783,0.42033,0,0.8902,0.91569,42.634
315.34,-0.20783,0.45357,0.085938,0.8,0.85686,42.829
315.35,-0.20783,0.48778,0,0.78039,0.85098,42.829
315.36,-0.21084,0.52102,-0.11523,0.61961,0.87059,43.025
315.37,-0.21084,0.55425,-0.20508,0.57451,0.90196,43.025
315.38,-0.21386,0.58553,-0.31836,0.71569,1.0275,43.22
315.38,-0.21687,0.61388,-0.36914,0.94706,1.1118,43.22
315.39,-0.21988,0.6393,-0.18359,1.0216,1.0216,43.22
315.4,-0.21988,0.6608,-0.10352,1.0157,0.98627,43.416
315.41,-0.22289,0.6784,-0.070312,1.0412,0.97059,43.416
315.42,-0.2259,0.68915,-0.070312,1.0471,0.97059,43.416
315.42,-0.22892,0.69599,-0.048828,1.0471,0.96078,43.416
315.43,-0.23193,0.70088,-0.054688,1.0412,0.96078,43.612
315.44,-0.23193,0.70283,-0.039062,1.0412,0.94706,43.612
315.45,-0.23494,0.70088,-0.044922,1.0471,0.95686,43.612
315.46,-0.23795,0.69599,-0.025391,1.0314,0.94706,43.612
315.46,-0.23795,0.68817,-0.025391,1.0373,0.94706,43.612
315.47,-0.24096,0.67644,-0.013672,1.0275,0.93725,43.416
315.48,-0.24096,0.66276,-0.013672,1.0314,0.93725,43.416
315.49,-0.24096,0.64614,-0.0039062,1.0216,0.92549,43.22
315.5,-0.24096,0.62757,-0.013672,1.0373,0.93725,43.025
315.5,-0.24096,0.60704,0,1.0314,0.92157,43.025
315.51,-0.24096,0.58553,-0.0097656,1.0412,0.92549,42.634
315.52,-0.24096,0.565,0,1.0314,0.91569,42.438
315.53,-0.24096,0.54545,0.0058594,1.0412,0.91569,42.047
315.54,-0.23795,0.52395,0,1.0412,0.91569,41.851
315.54,-0.23795,0.50342,0.019531,1.0471,0.91176,41.46
315.55,-0.23494,0.48192,0.0058594,1.051,0.91569,41.069
315.56,-0.23494,0.46237,0.019531,1.0667,0.90588,40.678
315.57,-0.23193,0.44477,0.015625,1.0725,0.91569,40.091
315.58,-0.23193,0.42913,0.035156,1.0725,0.90196,39.896
315.58,-0.22892,0.41544,0.044922,1.0765,0.89608,39.505
315.59,-0.22892,0.40371,0.050781,1.0824,0.8902,38.918
315.6,-0.2259,0.39296,0.044922,1.0725,0.88627,38.527
315.61,-0.2259,0.38319,0.060547,1.0667,0.87647,38.331
315.62,-0.2259,0.37537,0.050781,1.0471,0.88627,38.136
315.62,-0.2259,0.3695,0.060547,1.0373,0.87059,38.527
315.63,-0.2259,0.36461,0.050781,1.0157,0.87647,39.896
315.64,-0.2259,0.36168,0.054688,1.002,0.87059,42.243
315.65,-0.2259,0.35973,0.03125,0.98627,0.88627,45.958
315.66,-0.22892,0.35875,0.041016,0.97647,0.87647,50.652
315.66,-0.22892,0.35777,0.019531,0.97059,0.8902,55.932
315.67,-0.23193,0.35777,0.019531,0.96078,0.8902,61.408
315.68,-0.23494,0.35777,0,0.96667,0.90196,66.688
315.69,-0.23795,0.35679,0,0.96078,0.89608,71.186
315.7,-0.24096,0.35679,-0.013672,0.96078,0.91176,74.707
315.7,-0.24699,0.35679,-0.013672,0.95686,0.91176,77.445
315.71,-0.25,0.35679,-0.025391,0.96667,0.91569,79.009
315.72,-0.25301,0.35679,-0.025391,0.96078,0.91569,79.987
315.73,-0.25602,0.35679,-0.029297,0.96667,0.92157,80.183
315.74,-0.25904,0.35777,-0.025391,0.96078,0.91569,79.987
315.74,-0.26506,0.35777,-0.029297,0.96667,0.92157,79.4
315.75,-0.26807,0.35679,-0.025391,0.96078,0.91569,78.618
315.76,-0.2741,0.35582,-0.029297,0.97059,0.91569,77.64
315.77,-0.27711,0.35386,-0.039062,0.96078,0.92549,76.467
315.78,-0.28313,0.35288,-0.029297,0.97059,0.92157,74.902
315.78,-0.28614,0.35288,-0.044922,0.96667,0.92549,73.142
315.79,-0.28916,0.35191,-0.035156,0.97647,0.92157,71.382
315.8,-0.29518,0.35191,-0.044922,0.96667,0.93137,69.231
315.81,-0.29819,0.35093,-0.029297,0.96667,0.91569,66.884
315.82,-0.29819,0.35093,-0.019531,0.97059,0.92157,64.537
315.82,-0.3012,0.34995,0.0058594,0.97647,0.89608,62.19
315.83,-0.30422,0.34897,0.0097656,0.98235,0.8902,59.844
315.84,-0.30422,0.34604,0.035156,0.97647,0.88627,57.497
315.85,-0.30422,0.34311,0.019531,0.97059,0.8902,55.346
315.86,-0.30422,0.3392,0.03125,0.96078,0.87059,53.194
315.86,-0.30422,0.34506,0.0058594,0.95098,0.88039,51.239
315.87,-0.30422,0.35777,0.0097656,0.95098,0.88039,49.479
315.88,-0.3012,0.36168,0.0058594,0.96078,0.88627,47.914
315.89,-0.3012,0.36168,0.015625,0.97647,0.88039,46.545
315.9,-0.3012,0.35973,-0.013672,0.97647,0.90588,45.372
315.9,-0.29819,0.35777,-0.048828,0.97647,0.93725,44.589
315.91,-0.29819,0.35582,-0.080078,0.97647,0.95098,43.807
315.92,-0.29819,0.35484,-0.074219,0.97647,0.94706,43.22
315.93,-0.29819,0.35679,-0.089844,0.97647,0.95686,42.829
315.94,-0.29518,0.36168,-0.083984,0.97059,0.96078,42.634
315.94,-0.29518,0.37146,-0.09375,0.97647,0.95686,42.438
315.95,-0.29518,0.3871,-0.089844,0.97059,0.96667,42.438
315.96,-0.29518,0.4086,-0.080078,0.97647,0.96078,42.438
315.97,-0.29217,0.43597,-0.089844,0.97647,0.95686,42.634
315.98,-0.29217,0.46725,-0.048828,0.95098,0.94118,42.829
315.98,-0.29217,0.50147,-0.0039062,0.8902,0.92157,43.025
315.99,-0.29217,0.53861,0.080078,0.8,0.85686,43.025
316,-0.29217,0.57576,-0.0039062,0.77647,0.8451,43.22
316.01,-0.29518,0.61095,-0.10938,0.61569,0.86667,43.416
316.02,-0.29518,0.64027,-0.21484,0.56471,0.90196,43.416
316.02,-0.29819,0.66471,-0.30859,0.69608,1.0157,43.612
316.03,-0.29819,0.6911,-0.34375,0.93725,1.0961,43.807
316.04,-0.3012,0.71554,-0.1543,1.0216,1.0059,43.807
316.05,-0.3012,0.73705,-0.089844,1.0314,0.97647,43.807
316.06,-0.30422,0.75562,-0.044922,1.0471,0.95098,43.807
316.06,-0.30422,0.76931,-0.039062,1.0471,0.95686,44.003
316.07,-0.30723,0.77908,-0.025391,1.0471,0.94118,44.003
316.08,-0.30723,0.78397,-0.025391,1.0471,0.94118,44.003
316.09,-0.31024,0.78495,-0.0097656,1.0471,0.93137,44.003
316.1,-0.31024,0.78201,-0.025391,1.0412,0.94118,43.807
316.1,-0.31325,0.77517,-0.0097656,1.0412,0.92549,43.807
316.11,-0.31325,0.7654,-0.019531,1.0471,0.93137,43.612
316.12,-0.31627,0.75367,-0.0039062,1.0471,0.92549,43.612
316.13,-0.31627,0.739,0,1.0471,0.92157,43.416
316.14,-0.31627,0.72239,0.0058594,1.0373,0.91569,43.22
316.14,-0.31627,0.70186,0,1.0471,0.91569,43.025
316.15,-0.31627,0.68035,0,1.0412,0.92157,42.829
316.16,-0.31627,0.65689,0.0058594,1.0471,0.91176,42.634
316.17,-0.31627,0.63343,0,1.0412,0.91569,42.243
316.18,-0.31627,0.60899,0.025391,1.0471,0.89608,42.047
316.18,-0.31325,0.58456,0.019531,1.0471,0.90588,41.656
316.19,-0.31325,0.56207,0.035156,1.0471,0.8902,41.265
316.2,-0.31024,0.54057,0.025391,1.0569,0.90196,40.874
316.21,-0.31024,0.52004,0.044922,1.0667,0.8902,40.482
316.22,-0.30723,0.50244,0.044922,1.0725,0.8902,40.091
316.22,-0.30723,0.4868,0.060547,1.0765,0.88039,39.896
316.23,-0.30422,0.47214,0.054688,1.0824,0.88627,39.505
316.24,-0.3012,0.45748,0.070312,1.0824,0.86667,39.113
316.25,-0.29819,0.44575,0.064453,1.0725,0.87647,38.722
316.26,-0.29518,0.435,0.076172,1.0667,0.87059,38.527
316.26,-0.29217,0.42522,0.070312,1.0471,0.87059,38.527
316.27,-0.28916,0.4174,0.080078,1.0314,0.86667,38.722
316.28,-0.28614,0.41153,0.064453,1.0157,0.87059,39.7
316.29,-0.28313,0.40665,0.070312,0.99608,0.86667,41.656
316.3,-0.28012,0.40274,0.044922,0.98235,0.87647,44.589
316.3,-0.27711,0.40078,0.044922,0.97647,0.87059,48.892
316.31,-0.2741,0.3998,0.025391,0.96667,0.88627,53.585
316.32,-0.2741,0.39883,0.03125,0.96078,0.8902,58.67
316.33,-0.27108,0.39883,0.0097656,0.96078,0.89608,63.559
316.34,-0.27108,0.39785,0,0.95686,0.90196,68.057
316.34,-0.27108,0.39589,-0.013672,0.96667,0.91176,71.773
316.35,-0.26807,0.39394,-0.0039062,0.95098,0.91176,74.511
316.36,-0.27108,0.39198,-0.025391,0.95686,0.91569,76.271
316.37,-0.27108,0.39003,-0.019531,0.95686,0.91569,77.445
316.38,-0.27108,0.38807,-0.013672,0.96667,0.91569,78.031
316.38,-0.27108,0.38514,-0.029297,0.96667,0.92549,77.836
316.39,-0.2741,0.38319,-0.025391,0.97059,0.91569,77.445
316.4,-0.27711,0.38025,-0.029297,0.96667,0.92157,76.662
316.41,-0.27711,0.3783,-0.025391,0.97059,0.91569,75.685
316.42,-0.28012,0.37634,-0.029297,0.96667,0.92157,74.511
316.42,-0.28313,0.37439,-0.025391,0.96667,0.92157,73.142
316.43,-0.28614,0.37146,-0.039062,0.97059,0.92549,71.382
316.44,-0.28614,0.36852,-0.035156,0.96667,0.92157,69.426
316.45,-0.28916,0.36559,-0.044922,0.97059,0.93137,67.471
316.46,-0.29217,0.36168,-0.025391,0.96667,0.92157,65.319
316.46,-0.29217,0.35875,-0.025391,0.97059,0.92157,62.973
316.47,-0.29518,0.35484,0,0.96667,0.90196,60.626
316.48,-0.29518,0.35093,0.0058594,0.97647,0.89608,58.279
316.49,-0.29819,0.34702,0.025391,0.97647,0.8902,55.932
316.5,-0.29819,0.34213,0.03125,0.97059,0.8902,53.781
316.5,-0.3012,0.33822,0.025391,0.95686,0.88627,51.825
316.51,-0.3012,0.33333,0.035156,0.95098,0.88039,49.87
316.52,-0.30422,0.32942,0.0058594,0.94706,0.8902,48.11
316.53,-0.30422,0.32649,0.0097656,0.95098,0.8902,46.545
316.54,-0.30422,0.32258,0.0058594,0.96078,0.88627,45.372
316.54,-0.30422,0.31867,0.015625,0.97647,0.89608,44.198
316.55,-0.30422,0.31476,-0.035156,0.97647,0.92549,43.416
316.56,-0.30422,0.31281,-0.070312,0.97647,0.94706,42.829
316.57,-0.30422,0.31281,-0.074219,0.97647,0.95686,42.243
316.58,-0.30422,0.31476,-0.083984,0.97647,0.95686,42.047
316.58,-0.30422,0.32063,-0.089844,0.97647,0.96078,41.851
316.59,-0.30422,0.33138,-0.074219,0.97647,0.95098,41.656
316.6,-0.3012,0.34702,-0.083984,0.97647,0.96078,41.656
316.61,-0.3012,0.36852,-0.074219,0.97647,0.95686,41.851
316.62,-0.3012,0.39101,-0.083984,0.97647,0.96078,42.047
316.62,-0.3012,0.41447,-0.058594,0.96667,0.95098,42.047
316.63,-0.29819,0.44477,-0.029297,0.91569,0.93725,42.243
316.64,-0.29819,0.47801,0.054688,0.83137,0.88039,42.438
316.65,-0.29819,0.51417,0.085938,0.78627,0.85098,42.829
316.66,-0.29819,0.54936,-0.064453,0.66471,0.86667,42.829
316.66,-0.29518,0.58456,-0.20898,0.5549,0.90196,43.025
316.67,-0.29518,0.61584,-0.2793,0.61961,0.97059,43.025
316.68,-0.29518,0.64516,-0.36328,0.85098,1.0961,43.22
316.69,-0.29518,0.67155,-0.22461,1.0059,1.102,43.22
316.7,-0.29518,0.69404,-0.10938,1.0216,0.98627,43.22
316.7,-0.29217,0.71261,-0.064453,1.0412,0.96078,43.416
316.71,-0.29217,0.72727,-0.054688,1.051,0.96078,43.416
316.72,-0.29217,0.73607,-0.039062,1.0471,0.94706,43.416
316.73,-0.29217,0.74096,-0.035156,1.0471,0.95098,43.416
316.74,-0.29217,0.74194,-0.025391,1.0471,0.93725,43.416
316.74,-0.29217,0.73998,-0.013672,1.0471,0.93725,43.416
316.75,-0.29217,0.73509,-0.025391,1.0471,0.94118,43.22
316.76,-0.29217,0.72532,-0.0039062,1.0471,0.93137,43.22
316.77,-0.29217,0.71359,-0.013672,1.0412,0.92549,43.025
316.78,-0.29217,0.69892,0,1.0471,0.92157,42.829
316.78,-0.29217,0.68133,-0.0097656,1.0471,0.93137,42.634
316.79,-0.29217,0.6608,0,1.0471,0.91569,42.438
316.8,-0.29217,0.63832,-0.0039062,1.0412,0.92549,42.243
316.81,-0.29217,0.61584,0.0058594,1.0471,0.91569,42.047
316.82,-0.29217,0.59433,0,1.0471,0.91569,41.656
316.82,-0.29217,0.5738,0.019531,1.0471,0.90588,41.46
316.83,-0.29217,0.5523,0.015625,1.0412,0.91176,41.069
316.84,-0.29217,0.52981,0.025391,1.0471,0.90588,40.678
316.85,-0.29217,0.50733,0.019531,1.051,0.90588,40.287
316.86,-0.29217,0.48583,0.041016,1.0569,0.89608,39.896
316.86,-0.29217,0.46628,0.025391,1.0667,0.90588,39.505
316.87,-0.29217,0.44868,0.044922,1.0725,0.8902,39.113
316.88,-0.28916,0.43304,0.044922,1.0765,0.8902,38.722
316.89,-0.28916,0.41935,0.060547,1.0765,0.88039,38.527
316.9,-0.28614,0.40762,0.050781,1.0824,0.8902,38.136
316.9,-0.28313,0.39785,0.064453,1.0725,0.88039,37.94
316.91,-0.28313,0.39003,0.054688,1.0569,0.88039,37.744
316.92,-0.28012,0.38514,0.070312,1.0373,0.87059,37.94
316.93,-0.27711,0.38123,0.060547,1.0216,0.86667,38.527
316.94,-0.2741,0.37732,0.050781,1.002,0.88039,39.896
316.94,-0.2741,0.37439,0.035156,0.99216,0.8902,42.243
316.95,-0.27108,0.37146,0.03125,0.97647,0.8902,45.763
316.96,-0.26807,0.3695,0.019531,0.97059,0.8902,50.261
316.97,-0.26506,0.36755,0.015625,0.96078,0.8902,55.15
316.98,-0.26506,0.36657,0.019531,0.96078,0.8902,60.039
316.98,-0.26205,0.36559,0,0.96667,0.90196,64.733
316.99,-0.25904,0.36559,-0.0097656,0.96667,0.91176,68.84
317,-0.25904,0.36461,-0.019531,0.96078,0.91569,71.969
317.01,-0.25602,0.36461,-0.013672,0.96667,0.91569,74.316
317.02,-0.25602,0.36559,-0.019531,0.96078,0.91569,75.88
317.02,-0.25602,0.36559,-0.0097656,0.96078,0.91569,76.662
317.03,-0.25904,0.36461,-0.025391,0.95686,0.92157,76.858
317.04,-0.25904,0.36364,-0.025391,0.96667,0.92549,76.662
317.05,-0.26205,0.36266,-0.035156,0.96078,0.93137,76.076
317.06,-0.26205,0.36168,-0.025391,0.96667,0.92157,75.098
317.06,-0.26506,0.3607,-0.035156,0.97059,0.93137,73.924
317.07,-0.26506,0.35973,-0.025391,0.96667,0.92157,72.555
