Time [s], I, RESP, II, V, PLETH
286.03,0.81055,0.73998,0.10392,0.73529,0.32747
286.04,0.80469,0.72239,0.094118,0.73137,0.32747
286.05,0.79883,0.70381,0.088235,0.73137,0.32747
286.06,0.79492,0.68524,0.084314,0.72549,0.32747
286.06,0.78906,0.66667,0.084314,0.72549,0.32747
286.07,0.78906,0.64809,0.084314,0.72157,0.32649
286.08,0.78906,0.62854,0.084314,0.72549,0.32454
286.09,0.78516,0.61095,0.084314,0.72157,0.32356
286.1,0.78516,0.59238,0.088235,0.72157,0.32258
286.1,0.7793,0.57478,0.084314,0.71569,0.32258
286.11,0.77539,0.55718,0.088235,0.71569,0.3216
286.12,0.76562,0.53861,0.084314,0.71569,0.3216
286.13,0.76562,0.51906,0.088235,0.71569,0.32258
286.14,0.75977,0.49951,0.084314,0.71569,0.32356
286.14,0.75977,0.47996,0.088235,0.71569,0.32356
286.15,0.75977,0.46041,0.084314,0.71569,0.32356
286.16,0.75977,0.44086,0.084314,0.71569,0.32258
286.17,0.75,0.42033,0.07451,0.71569,0.32258
286.18,0.74414,0.40078,0.078431,0.71569,0.32258
286.18,0.76562,0.38025,0.07451,0.72157,0.32356
286.19,0.76562,0.35973,0.078431,0.72549,0.32747
286.2,0.76953,0.3392,0.084314,0.71569,0.33431
286.21,0.78516,0.31867,0.098039,0.7098,0.34506
286.22,0.81055,0.3001,0.1098,0.73137,0.35875
286.22,0.81445,0.28055,0.12353,0.73529,0.37439
286.23,0.78906,0.26295,0.11373,0.72549,0.39003
286.24,0.7793,0.24633,0.11373,0.71569,0.40665
286.25,0.77539,0.22972,0.11961,0.71569,0.4262
286.26,0.77539,0.21408,0.1098,0.71569,0.4477
286.26,0.76562,0.19941,0.10392,0.72157,0.47019
286.27,0.76953,0.18573,0.10392,0.71569,0.49462
286.28,0.76953,0.17107,0.10392,0.71569,0.51906
286.29,0.76953,0.1564,0.098039,0.71569,0.54448
286.3,0.76562,0.14272,0.094118,0.72157,0.56989
286.3,0.76953,0.12805,0.094118,0.72157,0.59629
286.31,0.76562,0.11339,0.088235,0.72157,0.62072
286.32,0.76953,0.099707,0.084314,0.72157,0.64418
286.33,0.75391,0.085044,0.084314,0.72157,0.66276
286.34,0.70508,0.070381,0.068627,0.70588,0.67937
286.34,0.69531,0.055718,0.062745,0.73137,0.69599
286.35,1.0488,0.041056,0.30392,0.79608,0.71359
286.36,1.3789,0.026393,0.49412,0.8,0.72923
286.37,1.4238,0.01173,0.18431,0.82157,0.74291
286.38,0.69922,0.0058651,-0.10196,0.5549,0.75562
286.38,0.66016,0,-0.037255,0.62549,0.76637
286.39,0.73438,0,0.033333,0.69608,0.77615
286.4,0.75,0,0.068627,0.71569,0.78397
286.41,0.74414,0,0.078431,0.71569,0.78886
286.42,0.74023,0,0.07451,0.72157,0.79277
286.42,0.74023,0,0.078431,0.72549,0.79374
286.43,0.74023,0,0.07451,0.72549,0.79277
286.44,0.74023,0,0.078431,0.73137,0.79081
286.45,0.75,0,0.078431,0.72549,0.78886
286.46,0.74414,0,0.078431,0.72549,0.78495
286.46,0.75,0,0.078431,0.72549,0.78006
286.47,0.75,0,0.078431,0.73137,0.77322
286.48,0.75,0,0.078431,0.73137,0.7654
286.49,0.75391,0,0.088235,0.73137,0.75562
286.5,0.75977,0,0.088235,0.73529,0.74585
286.5,0.75977,0,0.094118,0.73137,0.73509
286.51,0.76562,0,0.098039,0.73137,0.72434
286.52,0.75977,0,0.094118,0.73529,0.71359
286.53,0.76562,0,0.098039,0.73137,0.70381
286.54,0.76953,0,0.094118,0.73529,0.69404
286.54,0.7793,0,0.10392,0.73529,0.68426
286.55,0.78516,0,0.10392,0.74118,0.67449
286.56,0.79492,0,0.11373,0.74118,0.66569
286.57,0.79883,0,0.11961,0.74118,0.65787
286.58,0.81055,0,0.12941,0.74118,0.64907
286.58,0.81055,0,0.12353,0.74118,0.64027
286.59,0.82031,0,0.12941,0.7451,0.6305
286.6,0.82422,0,0.12941,0.74118,0.62072
286.61,0.82031,0,0.12941,0.75098,0.61095
286.62,0.82031,0,0.12353,0.74118,0.60117
286.62,0.82422,0,0.12353,0.74118,0.59238
286.63,0.81445,0,0.11373,0.74118,0.58456
286.64,0.81055,0,0.1098,0.74118,0.57771
286.65,0.81055,0,0.10392,0.74118,0.56989
286.66,0.79883,0,0.098039,0.73529,0.56207
286.66,0.79492,0,0.094118,0.73137,0.55425
286.67,0.78906,0,0.088235,0.73529,0.54643
286.68,0.79492,0,0.088235,0.72549,0.53861
286.69,0.78906,0,0.084314,0.73137,0.53177
286.7,0.78906,0,0.094118,0.72549,0.52493
286.7,0.78516,0,0.084314,0.72157,0.51808
286.71,0.77539,0,0.088235,0.71569,0.51026
286.72,0.76953,0,0.084314,0.71569,0.50342
286.73,0.76562,0,0.078431,0.71569,0.49658
286.74,0.76562,0,0.078431,0.71569,0.49071
286.74,0.76953,0,0.084314,0.71569,0.48485
286.75,0.76562,0,0.078431,0.71569,0.47898
286.76,0.76953,0,0.084314,0.71569,0.47312
286.77,0.76562,0,0.084314,0.71569,0.46628
286.78,0.76562,0,0.084314,0.71569,0.46041
286.78,0.76562,0,0.084314,0.71569,0.45455
286.79,0.76562,0,0.084314,0.71569,0.44966
286.8,0.76562,0,0.088235,0.71569,0.44477
286.81,0.76562,0,0.094118,0.71569,0.44086
286.82,0.75977,0,0.098039,0.71569,0.43891
286.82,0.76562,0,0.10392,0.71569,0.43793
286.83,0.76953,0,0.10392,0.71569,0.43891
286.84,0.76562,0,0.098039,0.71569,0.44184
286.85,0.76953,0,0.098039,0.71569,0.4477
286.86,0.76953,0,0.098039,0.71569,0.45552
286.86,0.76562,0,0.10392,0.71569,0.46628
286.87,0.76953,0,0.10392,0.71569,0.47996
286.88,0.77539,0,0.098039,0.71569,0.49658
286.89,0.76953,0,0.10392,0.71569,0.51417
286.9,0.76562,0,0.098039,0.71569,0.53275
286.9,0.77539,0,0.098039,0.71569,0.55327
286.91,0.76953,0,0.088235,0.71569,0.57283
286.92,0.76562,0,0.084314,0.71569,0.59335
286.93,0.77539,0,0.084314,0.71569,0.60997
286.94,0.76953,0,0.088235,0.71569,0.62463
286.94,0.76953,0,0.088235,0.71569,0.64027
286.95,0.76953,0,0.088235,0.71569,0.65591
286.96,0.76953,0,0.094118,0.71569,0.67058
286.97,0.77539,0,0.088235,0.71569,0.68426
286.98,0.76953,0,0.084314,0.71569,0.69697
286.98,0.7793,0,0.094118,0.71569,0.70674
286.99,0.77539,0,0.088235,0.71569,0.71652
287,0.77539,0,0.088235,0.71569,0.72434
287.01,0.77539,0,0.094118,0.71569,0.73118
287.02,0.7793,0,0.088235,0.71569,0.73705
287.02,0.76953,0,0.088235,0.71569,0.73998
287.03,0.77539,0,0.088235,0.71569,0.72532
287.04,0.76953,0,0.094118,0.71569,0.70381
287.05,0.77539,0,0.098039,0.71569,0.69208
287.06,0.76953,0,0.094118,0.71569,0.68426
287.06,0.77539,0,0.088235,0.71569,0.67644
287.07,0.76953,0,0.088235,0.71569,0.6696
287.08,0.77539,0,0.098039,0.71569,0.66178
287.09,0.77539,0,0.088235,0.71569,0.65298
287.1,0.7793,0,0.098039,0.71569,0.64418
287.1,0.7793,0,0.10392,0.71569,0.63441
287.11,0.78516,0,0.1098,0.7098,0.62366
287.12,0.7793,0,0.11961,0.7098,0.61193
287.13,0.78516,0,0.12941,0.7,0.6002
287.14,0.7793,0,0.13333,0.70588,0.58847
287.14,0.78516,0,0.13922,0.7098,0.57674
287.15,0.78906,0,0.12941,0.7098,0.56598
287.16,0.78906,0,0.11961,0.71569,0.55523
287.17,0.78906,0,0.12353,0.71569,0.54545
287.18,0.79492,0,0.10392,0.71569,0.53666
287.18,0.81055,0,0.10392,0.72157,0.52786
287.19,0.81445,0,0.10392,0.73137,0.51906
287.2,0.82031,0,0.12353,0.72549,0.51124
287.21,0.79883,0,0.11961,0.71569,0.50342
287.22,0.7793,0,0.098039,0.71569,0.49462
287.22,0.77539,0,0.098039,0.72157,0.48778
287.23,0.76953,0,0.088235,0.71569,0.48192
287.24,0.76953,0,0.088235,0.72157,0.4741
287.25,0.77539,0,0.094118,0.72157,0.4653
287.26,0.76562,0,0.084314,0.72157,0.4565
287.26,0.76562,0,0.084314,0.71569,0.4477
287.27,0.76953,0,0.084314,0.72157,0.43988
287.28,0.77539,0,0.078431,0.71569,0.43109
287.29,0.75977,0,0.078431,0.72157,0.42424
287.3,0.73047,0,0.088235,0.7098,0.4174
287.3,0.70898,0,0.1098,0.70588,0.41056
287.31,0.93555,0,0.25882,0.78627,0.40469
287.32,1.334,0,0.5,0.84118,0.39883
287.33,1.498,0,0.52549,0.88627,0.39394
287.34,0.94531,0,-0.041176,0.6549,0.38905
287.34,0.66016,0,-0.13137,0.56078,0.38416
287.35,0.71484,0,-0.037255,0.67647,0.3783
287.36,0.74023,0,0.039216,0.7098,0.37243
287.37,0.74414,0,0.068627,0.71569,0.36559
287.38,0.74023,0,0.07451,0.71569,0.35973
287.38,0.74023,0,0.078431,0.71569,0.35484
287.39,0.74023,0,0.078431,0.72157,0.34897
287.4,0.74023,0,0.084314,0.72157,0.34409
287.41,0.74414,0,0.078431,0.72157,0.3392
287.42,0.74414,0,0.078431,0.72157,0.33431
287.42,0.75,0,0.07451,0.72549,0.3304
287.43,0.75,0,0.088235,0.72157,0.32747
287.44,0.74414,0,0.084314,0.72157,0.32356
287.45,0.75977,0,0.094118,0.72549,0.31965
287.46,0.75977,0,0.098039,0.72549,0.31574
287.46,0.75977,0,0.098039,0.72157,0.31183
287.47,0.76562,0,0.1098,0.72157,0.30792
287.48,0.76562,0,0.10392,0.72549,0.30401
287.49,0.76562,0,0.10392,0.72549,0.3001
287.5,0.76562,0,0.098039,0.72549,0.29619
287.5,0.7793,0,0.11373,0.73137,0.29228
287.51,0.77539,0,0.1098,0.73137,0.28837
287.52,0.78516,0,0.1098,0.73529,0.28543
287.53,0.78906,0,0.11961,0.74118,0.2825
287.54,0.79883,0,0.12941,0.73529,0.28055
287.54,0.79883,0,0.12941,0.74118,0.27859
287.55,0.81055,0,0.13333,0.74118,0.27566
287.56,0.82031,0,0.14314,0.74118,0.2737
287.57,0.83008,0,0.14314,0.74118,0.27077
287.58,0.83008,0,0.14314,0.7451,0.26882
287.58,0.83008,0,0.14902,0.74118,0.26686
287.59,0.83398,0,0.14902,0.7451,0.26491
287.6,0.82422,0,0.13922,0.74118,0.26393
287.61,0.82422,0,0.12941,0.74118,0.26295
287.62,0.83008,0,0.12941,0.73529,0.26197
287.62,0.81445,0,0.11373,0.74118,0.26197
287.63,0.81055,0,0.1098,0.74118,0.26197
287.64,0.80469,0,0.10392,0.73137,0.26002
287.65,0.79883,0,0.10392,0.72549,0.25806
287.66,0.78906,0,0.10392,0.71569,0.25611
287.66,0.79492,0,0.10392,0.71569,0.25318
287.67,0.78906,0,0.098039,0.72157,0.2522
287.68,0.78906,0,0.094118,0.71569,0.25024
287.69,0.78516,0,0.088235,0.72157,0.24927
287.7,0.7793,0,0.10392,0.71569,0.24829
287.7,0.7793,0,0.094118,0.71569,0.24731
287.71,0.77539,0,0.098039,0.71569,0.24633
287.72,0.76562,0,0.094118,0.71569,0.24438
287.73,0.76562,0,0.098039,0.71569,0.24438
287.74,0.75977,0,0.094118,0.7098,0.2434
287.74,0.76562,0,0.094118,0.7098,0.24145
287.75,0.75977,0,0.094118,0.7098,0.23949
287.76,0.75977,0,0.098039,0.7098,0.23851
287.77,0.75977,0,0.10392,0.70588,0.23754
287.78,0.75977,0,0.10392,0.70588,0.23851
287.78,0.75977,0,0.10392,0.70588,0.24145
287.79,0.76562,0,0.1098,0.70588,0.24731
287.8,0.76953,0,0.11373,0.7,0.25806
287.81,0.76562,0,0.11961,0.70588,0.27175
287.82,0.76562,0,0.12353,0.70588,0.28837
287.82,0.77539,0,0.11961,0.7098,0.30499
287.83,0.76953,0,0.11961,0.70588,0.32258
287.84,0.76562,0,0.11961,0.70588,0.34213
287.85,0.76953,0,0.12353,0.70588,0.36364
287.86,0.76953,0,0.11961,0.70588,0.3871
287.86,0.76953,0,0.11373,0.7098,0.41056
287.87,0.76953,0,0.1098,0.71569,0.43402
287.88,0.77539,0,0.11961,0.7098,0.45846
287.89,0.76953,0,0.11373,0.7098,0.48289
287.9,0.76953,0,0.1098,0.7098,0.50831
287.9,0.76953,0,0.10392,0.7098,0.53275
287.91,0.76562,0,0.10392,0.71569,0.55621
287.92,0.76953,0,0.094118,0.7098,0.57771
287.93,0.77539,0,0.098039,0.7098,0.59531
287.94,0.76953,0,0.10392,0.7,0.60997
287.94,0.7793,0,0.12941,0.69608,0.62561
287.95,0.7793,0,0.13333,0.69608,0.64125
287.96,0.77539,0,0.13333,0.6902,0.65591
287.97,0.7793,0,0.12941,0.7,0.6696
287.98,0.78516,0,0.12353,0.70588,0.68133
287.98,0.78906,0,0.1098,0.7098,0.6911
287.99,0.78516,0,0.10392,0.7098,0.69892
288,0.78516,0,0.088235,0.71569,0.70479
288.01,0.79492,0,0.084314,0.71569,0.70968
288.02,0.81055,0,0.098039,0.71569,0.71163
288.02,0.81445,0,0.1098,0.72157,0.71163
288.03,0.80469,0,0.1098,0.71569,0.70968
288.04,0.77539,0,0.094118,0.70588,0.70674
288.05,0.76953,0,0.094118,0.70588,0.70283
288.06,0.76953,0,0.088235,0.71569,0.69795
288.06,0.75977,0,0.078431,0.7098,0.6911
288.07,0.75977,0,0.07451,0.71569,0.68328
288.08,0.75977,0,0.078431,0.7098,0.67449
288.09,0.75977,0,0.068627,0.71569,0.66569
288.1,0.76562,0,0.07451,0.71569,0.65494
288.1,0.75977,0,0.068627,0.7098,0.64418
288.11,0.76953,0,0.084314,0.71569,0.63343
288.12,0.75977,0,0.084314,0.7098,0.6217
288.13,0.72461,0,0.094118,0.69608,0.61193
288.14,0.69531,0,0.088235,0.6902,0.60215
288.14,0.92383,0,0.23922,0.78039,0.5914
288.15,1.3438,0,0.47451,0.85686,0.58162
288.16,1.498,0,0.49412,0.90196,0.57087
288.17,0.94531,0,-0.072549,0.66078,0.56109
288.18,0.66016,0,-0.14706,0.5549,0.55132
288.18,0.70508,0,-0.021569,0.6549,0.54252
288.19,0.73438,0,0.04902,0.69608,0.53372
288.2,0.74414,0,0.07451,0.70588,0.52493
288.21,0.73438,0,0.07451,0.7098,0.51613
288.22,0.74023,0,0.078431,0.71569,0.50831
288.22,0.73438,0,0.088235,0.7098,0.50147
288.23,0.74023,0,0.084314,0.71569,0.49365
288.24,0.74414,0,0.088235,0.71569,0.4868
288.25,0.75,0,0.084314,0.71569,0.47996
288.26,0.74023,0,0.078431,0.71569,0.47312
288.26,0.75,0,0.088235,0.71569,0.46628
288.27,0.74414,0,0.098039,0.71569,0.45748
288.28,0.75391,0,0.094118,0.71569,0.44868
288.29,0.75977,0,0.094118,0.71569,0.44086
288.3,0.75391,0,0.094118,0.71569,0.43304
288.3,0.75977,0,0.098039,0.71569,0.42424
288.31,0.75977,0,0.098039,0.71569,0.41642
288.32,0.76953,0,0.10392,0.71569,0.40958
288.33,0.7793,0,0.11373,0.72157,0.40371
288.34,0.78516,0,0.11373,0.71569,0.3998
288.34,0.78516,0,0.11961,0.71569,0.39589
288.35,0.79492,0,0.12353,0.72157,0.39198
288.36,0.79883,0,0.12941,0.72549,0.3871
288.37,0.80469,0,0.12941,0.73137,0.38123
288.38,0.81055,0,0.13922,0.73137,0.37537
288.38,0.81445,0,0.14314,0.73137,0.3695
288.39,0.82422,0,0.14902,0.73529,0.36364
288.4,0.83008,0,0.14902,0.73529,0.35777
288.41,0.83398,0,0.15882,0.73529,0.35191
288.42,0.83984,0,0.15882,0.73529,0.34702
288.42,0.83398,0,0.14902,0.74118,0.34213
288.43,0.83008,0,0.13922,0.74118,0.33822
288.44,0.83008,0,0.12941,0.73529,0.33333
288.45,0.82422,0,0.12941,0.73529,0.32845
288.46,0.81445,0,0.12353,0.73137,0.32356
288.46,0.81055,0,0.1098,0.72549,0.31965
288.47,0.79883,0,0.1098,0.72157,0.31574
288.48,0.78906,0,0.1098,0.71569,0.31281
288.49,0.79492,0,0.11373,0.7098,0.3089
288.5,0.81055,0,0.13333,0.71569,0.30596
288.5,0.83008,0,0.1549,0.71569,0.30205
288.51,0.83008,0,0.16863,0.7098,0.29912
288.52,0.81445,0,0.18431,0.69608,0.29619
288.53,0.78906,0,0.15882,0.6902,0.29423
288.54,0.77539,0,0.14314,0.69608,0.29228
288.54,0.76953,0,0.13922,0.6902,0.28935
288.55,0.75977,0,0.11373,0.69608,0.28641
288.56,0.75977,0,0.11961,0.69608,0.2825
288.57,0.75391,0.00097752,0.098039,0.69608,0.27957
288.58,0.75977,0.001955,0.084314,0.70588,0.27664
288.58,0.75391,0.026393,0.078431,0.70588,0.2737
288.59,0.75391,0.050831,0.068627,0.7098,0.27077
288.6,0.75,0.080156,0.062745,0.7098,0.26882
288.61,0.75391,0.1085,0.07451,0.70588,0.26784
288.62,0.74414,0.14761,0.062745,0.70588,0.26882
288.62,0.75,0.18671,0.07451,0.70588,0.27273
288.63,0.75,0.23558,0.078431,0.70588,0.27859
288.64,0.75,0.28446,0.078431,0.71569,0.28739
288.65,0.75391,0.34311,0.078431,0.71569,0.29814
288.66,0.75391,0.40274,0.078431,0.7098,0.31183
288.66,0.75977,0.47019,0.078431,0.7098,0.32845
288.67,0.75391,0.53666,0.078431,0.7098,0.34604
288.68,0.75977,0.60508,0.078431,0.7098,0.36559
288.69,0.75977,0.67253,0.084314,0.71569,0.3871
288.7,0.75977,0.73803,0.078431,0.71569,0.4086
288.7,0.74414,0.8045,0.078431,0.7098,0.43109
288.71,0.68555,0.8563,0.062745,0.6902,0.45357
288.72,0.66406,0.90811,0.043137,0.71569,0.47312
288.73,1.0449,0.94819,0.27451,0.77647,0.49169
288.74,1.3398,0.98827,0.41569,0.77059,0.51124
288.74,1.1348,0.99413,0.078431,0.77647,0.53079
288.75,0.60938,1,-0.11176,0.49412,0.55034
288.76,0.60547,1,-0.027451,0.6,0.56891
288.77,0.74023,1,0.04902,0.68627,0.58749
288.78,0.75,1,0.078431,0.7,0.60411
288.78,0.75,1,0.088235,0.70588,0.61975
288.79,0.74414,1,0.088235,0.7098,0.63343
288.8,0.74023,1,0.084314,0.71569,0.64516
288.81,0.75,1,0.098039,0.70588,0.65494
288.82,0.74414,1,0.098039,0.70588,0.66373
288.82,0.75391,1,0.1098,0.70588,0.6696
288.83,0.75,1,0.098039,0.7098,0.67253
288.84,0.75977,1,0.098039,0.71569,0.67644
288.85,0.75,1,0.094118,0.7098,0.67937
288.86,0.75391,1,0.098039,0.71569,0.68035
288.86,0.75977,1,0.098039,0.7098,0.68035
288.87,0.75977,1,0.094118,0.71569,0.6784
288.88,0.76562,1,0.11373,0.7098,0.67449
288.89,0.76953,1,0.1098,0.71569,0.66862
288.9,0.77539,1,0.11961,0.7098,0.66178
288.9,0.7793,1,0.12353,0.71569,0.65298
288.91,0.78516,1,0.12353,0.71569,0.64418
288.92,0.78516,1,0.11961,0.72157,0.63441
288.93,0.78906,1,0.12353,0.72157,0.62366
288.94,0.79883,1,0.12941,0.72549,0.6129
288.94,0.80469,1,0.13922,0.72549,0.60117
288.95,0.81055,1,0.13922,0.72549,0.58944
288.96,0.81055,1,0.13922,0.73137,0.57771
288.97,0.82031,1,0.14314,0.72549,0.56598
288.98,0.82422,1,0.14902,0.73137,0.55523
288.98,0.82031,1,0.12941,0.73137,0.54448
288.99,0.82031,1,0.14902,0.73137,0.53275
289,0.82031,1,0.13333,0.73137,0.52199
289.01,0.81445,1,0.12353,0.73137,0.51222
289.02,0.82031,1,0.12353,0.72549,0.50244
289.02,0.81055,1,0.12941,0.72549,0.49365
289.03,0.81055,1,0.1098,0.72549,0.48583
289.04,0.80469,1,0.10392,0.72549,0.47801
289.05,0.79492,1,0.12353,0.71569,0.46921
289.06,0.79492,1,0.098039,0.72549,0.46041
289.06,0.79883,1,0.088235,0.72549,0.45161
289.07,0.78906,1,0.084314,0.72157,0.44086
289.08,0.78516,1,0.10392,0.71569,0.43695
289.09,0.7793,1,0.094118,0.72157,0.43695
289.1,0.77539,1,0.098039,0.71569,0.43304
289.1,0.7793,1,0.094118,0.71569,0.42815
289.11,0.76953,1,0.098039,0.7098,0.42229
289.12,0.76562,1,0.094118,0.71569,0.41642
289.13,0.77539,1,0.094118,0.7098,0.41153
289.14,0.76562,1,0.10392,0.7098,0.40567
289.14,0.76562,1,0.10392,0.71569,0.39785
289.15,0.75977,1,0.098039,0.7098,0.39003
289.16,0.76562,1,0.094118,0.7098,0.38221
289.17,0.75977,1,0.10392,0.70588,0.37537
289.18,0.76562,1,0.10392,0.7098,0.36852
289.18,0.76562,1,0.10392,0.70588,0.36266
289.19,0.76953,1,0.1098,0.70588,0.35679
289.2,0.77539,1,0.1098,0.71569,0.35191
289.21,0.76953,1,0.10392,0.70588,0.34897
289.22,0.76953,1,0.11373,0.70588,0.34702
289.22,0.7793,1,0.11961,0.7098,0.34702
289.23,0.78516,1,0.10392,0.71569,0.34995
289.24,0.77539,1,0.098039,0.7098,0.35484
289.25,0.76953,1,0.10392,0.70588,0.36364
289.26,0.77539,1,0.10392,0.7098,0.37537
289.26,0.76953,1,0.10392,0.70588,0.38905
289.27,0.7793,1,0.10392,0.7098,0.40469
289.28,0.77539,1,0.098039,0.71569,0.41935
289.29,0.7793,1,0.094118,0.71569,0.435
289.3,0.77539,1,0.094118,0.7098,0.44966
289.3,0.76953,1,0.084314,0.71569,0.46432
289.31,0.7793,1,0.094118,0.71569,0.47898
289.32,0.76953,1,0.084314,0.71569,0.49071
289.33,0.7793,1,0.098039,0.7098,0.50049
289.34,0.76562,1,0.098039,0.70588,0.51026
289.34,0.77539,1,0.084314,0.71569,0.51906
289.35,0.76953,1,0.078431,0.71569,0.52786
289.36,0.76562,1,0.078431,0.7098,0.53568
289.37,0.76953,1,0.088235,0.70588,0.54154
289.38,0.7793,1,0.10392,0.71569,0.54545
289.38,0.77539,1,0.088235,0.71569,0.54839
289.39,0.7793,1,0.084314,0.72157,0.55034
289.4,0.77539,1,0.088235,0.71569,0.54936
289.41,0.77539,1,0.088235,0.71569,0.54839
289.42,0.7793,1,0.094118,0.71569,0.54545
289.42,0.78516,1,0.098039,0.71569,0.54154
289.43,0.77539,1,0.078431,0.71569,0.53763
289.44,0.7793,1,0.088235,0.71569,0.53177
289.45,0.77539,1,0.098039,0.71569,0.52493
289.46,0.78516,1,0.10392,0.71569,0.51711
289.46,0.7793,1,0.11373,0.7098,0.50929
289.47,0.7793,1,0.10392,0.71569,0.50147
289.48,0.78516,1,0.12353,0.70588,0.49267
289.49,0.7793,1,0.13922,0.70588,0.48289
289.5,0.78906,1,0.13333,0.7098,0.47507
289.5,0.78516,1,0.12353,0.71569,0.46628
289.51,0.79492,1,0.11373,0.71569,0.45846
289.52,0.78906,1,0.11961,0.71569,0.45064
289.53,0.79883,1,0.098039,0.72157,0.44379
289.54,0.81055,1,0.10392,0.72157,0.43597
289.54,0.81445,1,0.11961,0.72549,0.42815
289.55,0.79883,1,0.11373,0.72157,0.42033
289.56,0.78516,1,0.11373,0.71569,0.41349
289.57,0.7793,1,0.094118,0.71569,0.40567
289.58,0.78516,1,0.088235,0.72549,0.39883
289.58,0.7793,1,0.094118,0.72549,0.39296
289.59,0.77539,1,0.078431,0.72549,0.3871
289.6,0.77539,1,0.088235,0.72549,0.38221
289.61,0.7793,1,0.098039,0.72157,0.37634
289.62,0.77539,1,0.078431,0.72549,0.37146
289.62,0.76953,1,0.084314,0.72157,0.36657
289.63,0.7793,1,0.078431,0.73137,0.36266
289.64,0.75977,1,0.068627,0.73137,0.35777
289.65,0.7207,1,0.088235,0.72157,0.35288
289.66,0.78516,1,0.12941,0.75098,0.34702
289.66,1.084,1,0.38431,0.78627,0.34213
289.67,1.3496,1,0.59608,0.75098,0.33724
289.68,1.3691,1,0.27843,0.7549,0.33236
289.69,0.63477,1,-0.066667,0.53529,0.32845
289.7,0.59961,1,-0.092157,0.61569,0.32356
289.7,0.73438,1,0.0078431,0.71569,0.31867
289.71,0.75977,1,0.058824,0.73529,0.31281
289.72,0.75391,1,0.07451,0.73137,0.3089
289.73,0.75977,1,0.078431,0.73529,0.30596
289.74,0.75977,1,0.07451,0.73529,0.30108
289.74,0.75977,1,0.078431,0.73529,0.29717
289.75,0.75977,1,0.062745,0.74118,0.29423
289.76,0.75977,1,0.068627,0.74118,0.29032
289.77,0.75977,1,0.07451,0.74118,0.28739
289.78,0.75977,1,0.078431,0.74118,0.28446
289.78,0.75977,1,0.078431,0.73529,0.28152
289.79,0.76562,1,0.094118,0.73529,0.27761
289.8,0.76562,1,0.094118,0.73529,0.27273
289.81,0.76953,1,0.094118,0.73137,0.26784
289.82,0.77539,1,0.098039,0.73529,0.26393
289.82,0.7793,1,0.10392,0.73529,0.261
289.83,0.78516,1,0.10392,0.73529,0.26002
289.84,0.7793,1,0.10392,0.73529,0.25806
289.85,0.78516,1,0.10392,0.73529,0.25611
289.86,0.78906,1,0.11373,0.73529,0.25318
289.86,0.79883,1,0.12353,0.73529,0.25024
289.87,0.80469,1,0.12941,0.73529,0.24829
289.88,0.81055,1,0.13333,0.73529,0.24438
289.89,0.81445,1,0.14314,0.73529,0.24145
289.9,0.82031,1,0.14902,0.73529,0.23949
289.9,0.82031,1,0.1549,0.74118,0.23754
289.91,0.83008,1,0.16471,0.74118,0.23558
289.92,0.83008,1,0.16863,0.74118,0.2346
289.93,0.83398,1,0.17451,0.73529,0.2346
289.94,0.83008,1,0.16863,0.73529,0.23363
289.94,0.83008,1,0.16471,0.73137,0.23265
289.95,0.83008,1,0.16471,0.73137,0.23069
289.96,0.83008,1,0.15882,0.73529,0.22874
289.97,0.82422,1,0.14902,0.73137,0.22776
289.98,0.82031,1,0.14314,0.73137,0.22581
289.98,0.81055,1,0.13922,0.72549,0.22483
289.99,0.81055,1,0.12941,0.72549,0.22483
290,0.79883,1,0.12941,0.72157,0.22385
290.01,0.79883,1,0.12941,0.71569,0.22385
290.02,0.79492,1,0.11961,0.71569,0.22385
290.02,0.79492,1,0.11961,0.71569,0.22483
290.03,0.78906,1,0.11373,0.71569,0.22483
290.04,0.78906,1,0.11961,0.71569,0.22483
290.05,0.78516,1,0.11373,0.71569,0.22385
290.06,0.78516,1,0.1098,0.71569,0.22385
290.06,0.7793,1,0.1098,0.7098,0.22385
290.07,0.77539,0.98631,0.11373,0.7098,0.22385
290.08,0.76562,0.97263,0.1098,0.7098,0.22385
290.09,0.76562,0.95894,0.1098,0.7098,0.22385
290.1,0.76953,0.94624,0.11373,0.7098,0.22385
290.1,0.76953,0.93353,0.1098,0.7098,0.22385
290.11,0.76953,0.9218,0.10392,0.70588,0.22385
290.12,0.76953,0.91105,0.1098,0.7098,0.22483
290.13,0.77539,0.90029,0.11961,0.7098,0.22678
290.14,0.77539,0.8915,0.11961,0.7098,0.22874
290.14,0.7793,0.8827,0.11961,0.7098,0.23265
290.15,0.7793,0.87488,0.12941,0.71569,0.24047
290.16,0.78516,0.86706,0.12941,0.71569,0.25122
290.17,0.78516,0.85924,0.12941,0.71569,0.26491
290.18,0.78516,0.85142,0.12941,0.71569,0.2825
290.18,0.78516,0.84262,0.12941,0.71569,0.30205
290.19,0.78516,0.83382,0.13333,0.71569,0.32356
290.2,0.78516,0.82502,0.12941,0.71569,0.34702
290.21,0.78516,0.81623,0.12353,0.71569,0.37146
290.22,0.78516,0.80743,0.11961,0.71569,0.39687
290.22,0.78516,0.79863,0.12941,0.71569,0.41935
290.23,0.78516,0.78983,0.12353,0.71569,0.44086
290.24,0.7793,0.78104,0.11961,0.71569,0.4653
290.25,0.78516,0.77224,0.11961,0.71569,0.49071
