Time [s], RESP, PLETH, CVP, II, V, AVR
244.44,0.44282,0.74682,12.829,0.4707,0.66992,0.66078
244.45,0.44282,0.73216,12.947,0.49023,0.67578,0.67647
244.46,0.44282,0.71554,13.064,0.46484,0.67969,0.7
244.46,0.44282,0.69892,13.181,0.47461,0.67578,0.70588
244.47,0.44282,0.68133,13.338,0.49023,0.67969,0.68039
244.48,0.44184,0.66471,13.377,0.48438,0.67578,0.67059
244.49,0.44184,0.64907,13.494,0.49414,0.67969,0.68039
244.5,0.44184,0.63245,13.572,0.48438,0.66992,0.6902
244.5,0.44184,0.61584,13.651,0.48438,0.66406,0.68039
244.51,0.44086,0.6002,13.651,0.48438,0.67578,0.67647
244.52,0.44086,0.58358,13.69,0.49023,0.66992,0.68039
244.53,0.44086,0.56891,13.69,0.51562,0.67578,0.66078
244.54,0.43988,0.55523,13.69,0.50586,0.66406,0.6549
244.54,0.43891,0.54252,13.69,0.51953,0.67969,0.67059
244.55,0.43793,0.52981,13.69,0.51562,0.67578,0.66471
244.56,0.43597,0.51808,13.572,0.50977,0.66992,0.67059
244.57,0.435,0.50733,13.455,0.51953,0.66406,0.68039
244.58,0.43402,0.49756,13.338,0.58008,0.6543,0.60588
244.58,0.43304,0.48876,13.259,0.57422,0.66406,0.62941
244.59,0.43206,0.47996,13.259,0.57031,0.67578,0.65098
244.6,0.43109,0.47214,13.338,0.60938,0.6543,0.6
244.61,0.43011,0.46432,13.338,0.625,0.65039,0.5902
244.62,0.43011,0.45748,13.377,0.63477,0.65039,0.60588
244.62,0.42913,0.45064,13.338,0.63477,0.64453,0.58431
244.63,0.42815,0.44477,13.259,0.6543,0.62891,0.57451
244.64,0.42717,0.43793,13.181,0.63477,0.62891,0.6
244.65,0.42717,0.43206,13.142,0.65039,0.625,0.58431
244.66,0.4262,0.4262,13.142,0.66406,0.61523,0.56471
244.66,0.4262,0.42131,13.064,0.67578,0.60547,0.53922
244.67,0.42522,0.41642,13.064,0.5957,0.61914,0.62549
244.68,0.42522,0.41251,13.142,0.60547,0.60938,0.59608
244.69,0.42522,0.40958,13.142,0.57031,0.625,0.61961
244.7,0.42522,0.40469,13.142,0.53516,0.62891,0.65098
244.7,0.42522,0.3998,13.142,0.51562,0.62891,0.66078
244.71,0.42522,0.39492,13.142,0.49023,0.61523,0.68039
244.72,0.4262,0.39003,13.181,0.51562,0.64062,0.66078
244.73,0.42522,0.38514,13.259,0.51953,0.63477,0.6451
244.74,0.42522,0.38123,13.338,0.5,0.62891,0.64118
244.74,0.42424,0.37732,13.338,0.49414,0.63477,0.66471
244.75,0.42424,0.37341,13.338,0.5,0.64062,0.67647
244.76,0.42326,0.37048,13.377,0.48438,0.64453,0.68627
244.77,0.42229,0.36657,13.455,0.48047,0.62891,0.66078
244.78,0.42131,0.36364,13.455,0.51562,0.64453,0.6451
244.78,0.42131,0.36168,13.377,0.48047,0.63477,0.6902
244.79,0.41935,0.35875,13.377,0.49023,0.64062,0.68627
244.8,0.41838,0.35484,13.377,0.48438,0.64453,0.6902
244.81,0.4174,0.35093,13.455,0.50977,0.64453,0.66078
244.82,0.41544,0.34702,13.494,0.5,0.63477,0.65098
244.82,0.41447,0.34409,13.651,0.50977,0.62891,0.65098
244.83,0.41349,0.34115,13.768,0.49023,0.64453,0.68627
244.84,0.41251,0.33822,13.807,0.50977,0.6543,0.67647
244.85,0.41153,0.33529,13.807,0.51562,0.66406,0.66078
244.86,0.41056,0.33138,13.807,0.50586,0.66406,0.67059
244.86,0.40958,0.32747,13.768,0.51953,0.67969,0.66078
244.87,0.4086,0.32454,13.768,0.51562,0.66406,0.66471
244.88,0.40762,0.32258,13.768,0.50977,0.63477,0.6549
244.89,0.40762,0.3216,13.807,0.49023,0.64062,0.6902
244.9,0.40665,0.32258,13.807,0.49023,0.63477,0.68039
244.9,0.40567,0.32551,13.807,0.46484,0.625,0.67647
244.91,0.40567,0.33431,13.768,0.46484,0.62891,0.68627
244.92,0.40469,0.348,13.69,0.44922,0.625,0.69608
244.93,0.40469,0.36755,13.69,0.44531,0.63477,0.7098
244.94,0.40371,0.39296,13.651,0.46484,0.64062,0.68627
244.94,0.40371,0.42131,13.494,0.48047,0.63477,0.67647
244.95,0.40274,0.45357,13.377,0.48438,0.64453,0.67647
244.96,0.40274,0.48876,13.181,0.45508,0.64062,0.69608
244.97,0.40176,0.52395,12.947,0.44531,0.6543,0.7098
244.98,0.40176,0.55327,12.712,0.43555,0.66016,0.72549
244.98,0.40176,0.57967,12.399,0.45508,0.6543,0.68627
244.99,0.40078,0.60802,12.086,0.43555,0.6543,0.7098
245,0.40078,0.63539,11.773,0.40039,0.66406,0.74118
245.01,0.40078,0.66178,11.382,0.39453,0.69531,0.7549
245.02,0.3998,0.68426,11.069,0.50586,0.66016,0.66471
245.02,0.3998,0.70577,10.756,0.62891,0.5957,0.61569
245.03,0.3998,0.72434,10.521,0.84961,0.4707,0.4549
245.04,0.39883,0.74096,10.326,0.91016,0.37109,0.39412
245.05,0.39883,0.75464,10.13,0.62891,0.4043,0.5549
245.06,0.39883,0.76637,10.013,0.42578,0.50586,0.7098
245.06,0.39785,0.77713,10.013,0.33984,0.56055,0.75098
245.07,0.39785,0.78495,10.13,0.35938,0.5957,0.73137
245.08,0.39687,0.78886,10.248,0.39062,0.6543,0.72549
245.09,0.39589,0.79081,10.326,0.38086,0.68945,0.75098
245.1,0.39492,0.79179,10.091,0.38477,0.68945,0.75098
245.1,0.39296,0.79081,9.7001,0.40039,0.7207,0.75098
245.11,0.39198,0.7869,9.1916,0.39453,0.70898,0.7451
245.12,0.39003,0.78201,8.6441,0.375,0.70508,0.76667
245.13,0.38807,0.77322,8.2138,0.38086,0.70898,0.76078
245.14,0.38612,0.76344,7.8227,0.36523,0.70898,0.77647
245.14,0.38319,0.75073,7.588,0.39062,0.70508,0.7451
245.15,0.38025,0.73607,7.5098,0.4043,0.70508,0.72549
245.16,0.37732,0.71945,7.6271,0.40039,0.70898,0.73529
245.17,0.37341,0.70283,7.7444,0.38086,0.69922,0.77059
245.18,0.3695,0.68622,7.8227,0.36523,0.69922,0.77647
245.18,0.36559,0.67058,7.8227,0.4043,0.69531,0.72549
245.19,0.35973,0.65298,7.8227,0.40039,0.69531,0.7451
245.2,0.35484,0.63636,7.8227,0.4043,0.69922,0.75098
245.21,0.34995,0.61975,7.8227,0.41602,0.70508,0.74118
245.22,0.34506,0.60411,7.7053,0.42578,0.69922,0.73529
245.22,0.3392,0.58847,7.588,0.43945,0.69922,0.72157
245.23,0.33431,0.5738,7.4315,0.45508,0.69922,0.70588
245.24,0.32747,0.55914,7.1969,0.46484,0.68555,0.7098
245.25,0.32063,0.54643,7.0013,0.46094,0.68555,0.71569
245.26,0.31281,0.53372,6.8057,0.48438,0.68555,0.6902
245.26,0.30499,0.52102,6.6493,0.49414,0.68945,0.68039
245.27,0.29814,0.50929,6.4537,0.50586,0.67578,0.68627
245.28,0.29032,0.49951,6.1799,0.5293,0.66992,0.66471
245.29,0.28348,0.49169,5.9452,0.52539,0.67578,0.68039
245.3,0.27664,0.48192,5.7106,0.55078,0.65039,0.6451
245.3,0.26979,0.47312,5.4368,0.58008,0.67578,0.64118
245.31,0.26197,0.46432,5.2021,0.55078,0.66016,0.66078
245.32,0.25415,0.45552,4.9674,0.55469,0.6543,0.65098
245.33,0.24633,0.44673,4.6936,0.51953,0.64062,0.67647
245.34,0.23851,0.43695,4.4589,0.51562,0.65039,0.67059
245.34,0.23069,0.42913,4.146,0.49414,0.64453,0.68627
245.35,0.22287,0.42131,3.7549,0.4707,0.65039,0.7
245.36,0.21505,0.41447,3.442,0.42969,0.6543,0.74118
245.37,0.20821,0.40762,3.09,0.41602,0.65039,0.75098
245.38,0.20235,0.40176,2.8162,0.42969,0.64453,0.70588
245.38,0.19746,0.39687,2.5815,0.41602,0.6543,0.72549
245.39,0.19159,0.39198,2.4641,0.41016,0.66992,0.75098
245.4,0.18768,0.3871,2.4641,0.41016,0.6543,0.73529
245.41,0.1828,0.38221,2.4641,0.41992,0.6543,0.72549
245.42,0.17791,0.37732,2.4641,0.39453,0.66016,0.75098
245.42,0.174,0.37341,2.5033,0.41016,0.6543,0.7549
245.43,0.17107,0.36852,2.5033,0.39453,0.65039,0.76078
245.44,0.16716,0.36461,2.5815,0.41016,0.6543,0.74118
245.45,0.16422,0.35875,2.5033,0.42969,0.66016,0.72157
245.46,0.16129,0.35288,2.5033,0.40039,0.65039,0.75098
245.46,0.15836,0.34702,2.5033,0.41992,0.65039,0.73137
245.47,0.15543,0.34311,2.4641,0.41016,0.66992,0.7451
245.48,0.15249,0.3392,2.3859,0.4043,0.66016,0.75098
245.49,0.15054,0.33529,2.3077,0.41992,0.6543,0.73529
245.5,0.14761,0.3304,2.3859,0.4043,0.65039,0.75098
245.5,0.14565,0.32649,2.4641,0.41992,0.6543,0.74118
245.51,0.1437,0.32258,2.5033,0.43555,0.66406,0.73137
245.52,0.14174,0.31867,2.5815,0.41016,0.67578,0.7549
245.53,0.14076,0.31378,2.6206,0.39453,0.69922,0.77647
245.54,0.13978,0.3089,2.777,0.42969,0.69922,0.72549
245.54,0.13978,0.30401,2.8944,0.44922,0.68945,0.73137
245.55,0.13881,0.29912,3.0117,0.43945,0.6543,0.71569
245.56,0.13783,0.29521,3.09,0.41992,0.64062,0.73529
245.57,0.13685,0.29326,3.09,0.40039,0.63477,0.7549
245.58,0.13587,0.29326,2.9335,0.41992,0.64062,0.73137
245.58,0.1349,0.29717,2.8162,0.39453,0.625,0.7451
245.59,0.13392,0.30499,2.8162,0.39453,0.62891,0.75098
245.6,0.13392,0.31769,2.9335,0.39453,0.62891,0.75098
245.61,0.13294,0.33627,3.0117,0.41016,0.62891,0.73529
245.62,0.13294,0.35875,3.0117,0.41992,0.64062,0.7451
245.62,0.13294,0.38514,2.8162,0.41016,0.64453,0.74118
245.63,0.13196,0.41544,2.5815,0.38477,0.65039,0.76667
245.64,0.13099,0.4477,2.2686,0.39453,0.64453,0.75098
245.65,0.13001,0.47996,1.8774,0.40039,0.66016,0.7549
245.66,0.12903,0.51222,1.6428,0.38477,0.6543,0.77647
245.66,0.12805,0.54252,1.5645,0.39453,0.65039,0.75098
245.67,0.12708,0.56696,1.5645,0.38477,0.66992,0.7451
245.68,0.1261,0.58847,1.6819,0.38086,0.68555,0.78627
245.69,0.1261,0.60997,1.7601,0.5,0.625,0.7
245.7,0.12512,0.62952,1.8774,0.73047,0.5293,0.5549
245.7,0.12414,0.64712,1.9948,0.90039,0.41602,0.42941
245.71,0.12414,0.66178,2.1903,0.80469,0.375,0.41961
245.72,0.12414,0.67449,2.5033,0.55469,0.46094,0.65098
245.73,0.12414,0.68426,2.8944,0.39453,0.54492,0.75098
245.74,0.12512,0.6911,3.3246,0.29492,0.59961,0.79608
245.74,0.12512,0.69599,3.7549,0.31055,0.62891,0.80588
245.75,0.1261,0.69892,4.146,0.3457,0.64062,0.7902
245.76,0.12708,0.70088,4.3807,0.37109,0.66992,0.77059
245.77,0.12805,0.70088,4.498,0.39453,0.67578,0.75098
245.78,0.12903,0.69892,4.6545,0.37109,0.67578,0.77647
245.78,0.13001,0.69501,4.7718,0.36523,0.67578,0.7902
245.79,0.13099,0.68915,4.8892,0.36523,0.67969,0.78039
245.8,0.13294,0.68231,5.0065,0.38086,0.66992,0.76667
245.81,0.13392,0.67351,5.0847,0.39062,0.66406,0.76667
245.82,0.13587,0.66178,5.0065,0.39453,0.66406,0.7451
245.82,0.13685,0.64809,4.9674,0.38086,0.67578,0.78627
245.83,0.13881,0.63343,4.8892,0.38086,0.66406,0.77647
245.84,0.13978,0.61779,4.8109,0.375,0.6543,0.7549
245.85,0.14174,0.6002,4.7718,0.41992,0.66406,0.74118
245.86,0.14272,0.58162,4.6936,0.40039,0.66992,0.7549
245.86,0.14467,0.56403,4.7718,0.41602,0.67578,0.75098
245.87,0.14565,0.54839,4.8892,0.40039,0.66016,0.77059
245.88,0.14761,0.53275,5.1239,0.41602,0.6543,0.7451
245.89,0.15054,0.51711,5.515,0.42578,0.6543,0.75098
245.9,0.15249,0.50147,5.867,0.41992,0.64453,0.72157
245.9,0.15543,0.4868,6.3364,0.45508,0.64453,0.7098
245.91,0.15738,0.47312,6.4928,0.44922,0.64062,0.72549
245.92,0.16031,0.46041,6.4537,0.48438,0.62891,0.69608
245.93,0.16325,0.44868,6.0626,0.49414,0.64453,0.7
245.94,0.16618,0.43695,5.4368,0.50586,0.625,0.68627
245.94,0.16911,0.42717,4.7718,0.51953,0.62891,0.68039
245.95,0.17107,0.41838,3.9505,0.51562,0.62891,0.70588
245.96,0.17302,0.40958,3.3246,0.56445,0.61914,0.65098
245.97,0.17595,0.40176,2.8162,0.56445,0.61523,0.66078
245.98,0.17693,0.39492,2.5033,0.58008,0.60547,0.63529
245.98,0.17889,0.38905,2.3077,0.58398,0.5957,0.64118
245.99,0.18084,0.38319,2.1512,0.56055,0.59961,0.67059
246,0.1828,0.37732,1.9557,0.53906,0.58008,0.6549
246.01,0.18377,0.37048,1.7601,0.54492,0.60547,0.65098
246.02,0.18573,0.35386,1.5645,0.46094,0.61523,0.74118
246.02,0.18671,0.33236,1.4472,0.46094,0.60938,0.71569
246.03,0.18866,0.31867,1.3299,0.44531,0.62891,0.73137
246.04,0.18964,0.3089,1.2516,0.42578,0.62891,0.73529
246.05,0.19062,0.30303,1.2516,0.41016,0.625,0.75098
246.06,0.19159,0.29717,1.2516,0.41602,0.62891,0.75098
246.06,0.19355,0.29326,1.3299,0.41992,0.61914,0.74118
246.07,0.19453,0.29032,1.369,0.4043,0.62891,0.75098
246.08,0.1955,0.28837,1.369,0.39062,0.62891,0.76667
246.09,0.19648,0.28641,1.4472,0.4043,0.62891,0.7549
246.1,0.19746,0.28348,1.5254,0.40039,0.62891,0.75098
246.1,0.19844,0.28152,1.6428,0.41602,0.63477,0.77059
246.11,0.20039,0.27859,1.7601,0.40039,0.625,0.73137
246.12,0.20235,0.27664,1.9557,0.42969,0.64062,0.71569
246.13,0.2043,0.2737,2.073,0.39453,0.63477,0.77647
246.14,0.20626,0.26979,2.2686,0.41016,0.625,0.74118
246.14,0.20821,0.26588,2.3859,0.43945,0.62891,0.72157
246.15,0.21017,0.26295,2.5815,0.42578,0.62891,0.73529
246.16,0.21212,0.261,2.8162,0.41016,0.62891,0.7549
246.17,0.21505,0.25806,3.09,0.4043,0.625,0.76078
246.18,0.21701,0.25709,3.442,0.42969,0.63477,0.73137
246.18,0.21994,0.25709,3.7549,0.43945,0.65039,0.75098
246.19,0.2219,0.25513,4.0678,0.44531,0.66016,0.72549
246.2,0.22483,0.25318,4.3807,0.43555,0.66406,0.73137
246.21,0.22678,0.24927,4.6936,0.43945,0.67578,0.72157
246.22,0.22874,0.24633,5.0065,0.4707,0.65039,0.7098
246.22,0.23167,0.24242,5.2412,0.46094,0.625,0.72549
246.23,0.23363,0.24145,5.4368,0.44922,0.60547,0.70588
246.24,0.23558,0.24047,5.5541,0.43555,0.60547,0.72549
246.25,0.23656,0.2434,5.7106,0.43945,0.5957,0.71569
246.26,0.23851,0.25024,5.7497,0.40039,0.59961,0.76078
246.26,0.23949,0.261,5.7497,0.43945,0.625,0.77059
246.27,0.24047,0.27566,5.7106,0.44922,0.60547,0.7098
246.28,0.24145,0.29326,5.5541,0.43945,0.59961,0.72157
246.29,0.24242,0.31672,5.4368,0.45508,0.61523,0.69608
246.3,0.2434,0.34506,5.3976,0.43555,0.625,0.73529
246.3,0.24536,0.37634,5.3976,0.41992,0.61523,0.74118
246.31,0.24633,0.41056,5.515,0.45508,0.62891,0.7098
246.32,0.24829,0.44477,5.7106,0.43555,0.625,0.72157
246.33,0.24927,0.47801,5.867,0.41016,0.61523,0.73529
246.34,0.25024,0.50929,6.0626,0.43945,0.62891,0.7098
246.34,0.25122,0.53861,6.1799,0.41992,0.6543,0.74118
246.35,0.2522,0.565,6.3755,0.45508,0.66016,0.72549
246.36,0.25318,0.58749,6.6493,0.58008,0.57031,0.65098
246.37,0.25415,0.60704,6.8057,0.82422,0.44922,0.47059
246.38,0.25611,0.6217,7.0795,0.98047,0.34961,0.34902
246.38,0.25709,0.63245,7.3142,0.7793,0.3457,0.5
246.39,0.25904,0.64223,7.588,0.53906,0.45508,0.63529
246.4,0.26002,0.65103,7.9009,0.39453,0.55078,0.72549
246.41,0.26197,0.65885,8.2138,0.33984,0.57422,0.7451
246.42,0.26393,0.66471,8.4485,0.35547,0.60547,0.7549
246.42,0.26588,0.66862,8.6832,0.39453,0.63477,0.7451
246.43,0.26784,0.6696,8.8787,0.42969,0.66406,0.73137
246.44,0.26979,0.66764,8.9961,0.41602,0.6543,0.72157
246.45,0.27175,0.66373,9.1916,0.41016,0.65039,0.73529
246.46,0.2737,0.65787,9.3872,0.41992,0.6543,0.71569
246.46,0.27664,0.65005,9.7001,0.43945,0.66406,0.7
246.47,0.27859,0.64027,10.209,0.42969,0.6543,0.72549
246.48,0.28055,0.6305,10.717,0.43555,0.66016,0.71569
246.49,0.2825,0.61779,11.069,0.42969,0.6543,0.72157
246.5,0.28543,0.60508,11.186,0.43945,0.65039,0.70588
246.5,0.28739,0.59042,11.186,0.42578,0.65039,0.72549
246.51,0.28935,0.57478,11.265,0.46094,0.6543,0.6902
246.52,0.2913,0.55816,11.343,0.44922,0.6543,0.68627
246.53,0.29228,0.54057,11.343,0.43555,0.65039,0.72549
246.54,0.29423,0.52297,11.186,0.4707,0.6543,0.6902
246.54,0.29521,0.50635,11.069,0.48438,0.6543,0.68039
246.55,0.29619,0.49169,11.069,0.4707,0.64453,0.6902
246.56,0.29717,0.47703,11.186,0.47461,0.64453,0.69608
246.57,0.29814,0.46334,11.382,0.48047,0.64062,0.67647
246.58,0.29912,0.45161,11.695,0.5,0.64453,0.67059
246.58,0.3001,0.44282,11.969,0.53516,0.64062,0.64118
246.59,0.30108,0.43304,12.008,0.52539,0.625,0.65098
246.6,0.30205,0.42424,11.969,0.56055,0.64062,0.63529
246.61,0.30401,0.41642,11.695,0.57422,0.625,0.64118
246.62,0.30596,0.40762,11.382,0.58398,0.60938,0.61961
246.62,0.30792,0.3998,11.03,0.59961,0.625,0.60588
246.63,0.31085,0.39198,10.561,0.60938,0.61523,0.6
246.64,0.31281,0.38416,10.326,0.625,0.61914,0.59608
246.65,0.31574,0.37634,10.13,0.61523,0.60938,0.6098
246.66,0.31867,0.3695,10.013,0.64062,0.59961,0.57059
246.66,0.32063,0.36168,9.9348,0.62891,0.60547,0.5902
246.67,0.32356,0.35582,9.8957,0.60547,0.5957,0.60588
246.68,0.32649,0.34995,9.9348,0.58008,0.59961,0.61961
246.69,0.32942,0.34506,9.9348,0.54492,0.60938,0.65098
246.7,0.33333,0.34018,9.9348,0.53906,0.61523,0.63529
246.7,0.33627,0.33627,9.8175,0.50977,0.60938,0.65098
246.71,0.34018,0.33138,9.7783,0.48438,0.61914,0.67647
246.72,0.34311,0.32747,9.6219,0.48047,0.64453,0.68039
246.73,0.34604,0.32356,9.5046,0.49414,0.65039,0.67647
246.74,0.34897,0.31965,9.3872,0.49023,0.62891,0.67059
246.74,0.35191,0.31476,9.309,0.5,0.625,0.6549
246.75,0.35582,0.31085,9.309,0.49023,0.62891,0.68039
246.76,0.35875,0.30694,9.4654,0.51562,0.62891,0.65098
246.77,0.36266,0.30205,9.5828,0.49414,0.62891,0.67647
246.78,0.36657,0.3001,9.7001,0.50977,0.62891,0.66471
246.78,0.37048,0.29814,9.8957,0.5293,0.625,0.65098
246.79,0.37439,0.29521,9.9348,0.51562,0.60938,0.67059
246.8,0.3783,0.29228,10.013,0.53516,0.61523,0.62941
246.81,0.38123,0.28935,10.091,0.51953,0.625,0.6549
246.82,0.38416,0.28641,10.13,0.5293,0.61914,0.63529
246.82,0.38612,0.28348,10.248,0.51953,0.65039,0.6549
246.83,0.38905,0.28055,10.326,0.54492,0.66992,0.6451
246.84,0.39198,0.27761,10.404,0.51953,0.67578,0.67647
246.85,0.39492,0.27468,10.443,0.51562,0.6543,0.66471
246.86,0.39785,0.27273,10.521,0.50977,0.62891,0.6549
246.86,0.40078,0.26979,10.561,0.49023,0.625,0.68039
246.87,0.40371,0.26784,10.639,0.51562,0.62891,0.65098
246.88,0.40665,0.26686,10.717,0.50586,0.62891,0.6549
246.89,0.40958,0.26491,10.717,0.49023,0.61914,0.67647
246.9,0.41251,0.26295,10.756,0.50977,0.62891,0.66078
246.9,0.41447,0.26197,10.756,0.51562,0.64062,0.67647
246.91,0.4174,0.26393,10.834,0.46484,0.6543,0.7
246.92,0.41935,0.26979,10.952,0.50977,0.66016,0.66471
246.93,0.42229,0.28055,11.03,0.62891,0.58398,0.5902
246.94,0.42326,0.29521,11.069,0.84375,0.4707,0.44902
246.94,0.42522,0.31574,11.147,1.0391,0.33594,0.31961
246.95,0.42717,0.34115,11.186,0.83398,0.31055,0.42941
246.96,0.42815,0.3695,11.186,0.55078,0.42969,0.6
246.97,0.42913,0.40078,11.265,0.40039,0.50586,0.70588
246.98,0.43011,0.43011,11.265,0.39453,0.56055,0.7098
246.98,0.43011,0.45748,11.343,0.47461,0.61523,0.66078
246.99,0.43109,0.48778,11.343,0.46094,0.65039,0.7
247,0.43109,0.51808,11.382,0.49023,0.66016,0.66471
247.01,0.43206,0.54741,11.382,0.49414,0.67578,0.6549
247.02,0.43206,0.57478,11.46,0.44922,0.67578,0.7098
247.02,0.43206,0.59922,11.578,0.47461,0.66992,0.6902
247.03,0.43206,0.62072,11.695,0.4707,0.67578,0.69608
247.04,0.43206,0.6393,11.89,0.48047,0.67578,0.68627
247.05,0.43206,0.65591,12.086,0.49023,0.66992,0.6902
247.06,0.43206,0.6696,12.321,0.47461,0.6543,0.68039
247.06,0.43304,0.68035,12.595,0.49023,0.67578,0.6902
247.07,0.43304,0.68719,12.712,0.48047,0.66016,0.67059
247.08,0.43402,0.69013,12.829,0.51562,0.67578,0.6549
247.09,0.435,0.69306,12.829,0.49414,0.67578,0.68039
247.1,0.43695,0.69404,12.829,0.48438,0.67578,0.6902
247.1,0.43793,0.69208,12.829,0.5,0.6543,0.66078
247.11,0.44086,0.68817,12.907,0.5293,0.66992,0.6451
247.12,0.44282,0.68133,12.947,0.53516,0.67578,0.66078
247.13,0.44477,0.67351,12.947,0.55469,0.66406,0.62941
247.14,0.4477,0.66276,12.907,0.53516,0.66406,0.6549
247.14,0.44966,0.65005,12.829,0.53906,0.66992,0.6451
247.15,0.45161,0.63636,12.751,0.55469,0.6543,0.66078
247.16,0.45357,0.61975,12.712,0.60938,0.66406,0.6
247.17,0.4565,0.60313,12.712,0.60938,0.6543,0.5902
247.18,0.45846,0.58651,12.634,0.625,0.65039,0.60588
247.18,0.46041,0.57087,12.595,0.61914,0.64062,0.6
247.19,0.46139,0.55327,12.595,0.65039,0.65039,0.59608
247.2,0.46334,0.5347,12.595,0.65039,0.62891,0.58039
247.21,0.46432,0.51711,12.516,0.66406,0.63477,0.58431
247.22,0.4653,0.49853,12.595,0.6543,0.625,0.56471
247.22,0.4653,0.48192,12.595,0.63477,0.61523,0.58039
247.23,0.4653,0.46628,12.634,0.64062,0.60547,0.57059
247.24,0.46432,0.45161,12.634,0.5957,0.61523,0.62549
247.25,0.46432,0.43891,12.712,0.58398,0.625,0.62549
247.26,0.46334,0.42815,12.751,0.56055,0.61914,0.63529
247.26,0.46237,0.41935,12.751,0.53516,0.625,0.65098
247.27,0.46041,0.41251,12.829,0.51562,0.60938,0.63529
247.28,0.45846,0.40665,12.907,0.5,0.62891,0.66471
247.29,0.4565,0.40078,12.907,0.51953,0.625,0.65098
247.3,0.45552,0.39589,12.947,0.51562,0.63477,0.66078
247.3,0.45357,0.39198,12.947,0.52539,0.64062,0.6549
247.31,0.45161,0.38807,12.947,0.5293,0.64062,0.66078
247.32,0.44966,0.38416,12.907,0.52539,0.63477,0.6451
247.33,0.4477,0.38123,12.907,0.53516,0.64062,0.6451
247.34,0.44673,0.37928,12.907,0.5293,0.625,0.62941
247.34,0.44477,0.37732,12.829,0.50586,0.62891,0.67059
247.35,0.44379,0.37732,12.829,0.51953,0.63477,0.6549
247.36,0.44282,0.37634,12.907,0.52539,0.62891,0.6451
247.37,0.44184,0.37634,12.947,0.51562,0.65039,0.66471
247.38,0.44086,0.37732,13.025,0.51562,0.62891,0.6549
247.38,0.43988,0.37732,13.142,0.5293,0.63477,0.63529
247.39,0.43891,0.37732,13.259,0.50586,0.64453,0.68039
247.4,0.43793,0.37732,13.338,0.51562,0.64062,0.65098
247.41,0.43793,0.37732,13.455,0.52539,0.61914,0.62941
247.42,0.43695,0.37537,13.455,0.49023,0.63477,0.67647
247.42,0.43597,0.37341,13.455,0.50977,0.65039,0.6902
247.43,0.43597,0.37048,13.455,0.53516,0.64062,0.63529
247.44,0.435,0.36657,13.494,0.50977,0.63477,0.67059
247.45,0.435,0.3607,13.572,0.51562,0.64062,0.6549
247.46,0.43402,0.35484,13.651,0.51953,0.63477,0.6549
247.46,0.43402,0.34995,13.69,0.47461,0.62891,0.7
247.47,0.43304,0.348,13.651,0.5,0.63477,0.66078
247.48,0.43304,0.348,13.69,0.52539,0.62891,0.6451
247.49,0.43206,0.35093,13.768,0.51562,0.62891,0.6549
247.5,0.43206,0.35875,13.807,0.49414,0.64453,0.68039
247.5,0.43109,0.37146,13.885,0.51953,0.64453,0.6549
247.51,0.43109,0.38905,13.885,0.53516,0.6543,0.63529
247.52,0.43011,0.41251,13.885,0.51953,0.67578,0.66471
247.53,0.43011,0.43793,13.963,0.51562,0.68555,0.6451
247.54,0.42913,0.46628,13.963,0.53516,0.66406,0.64118
247.54,0.42815,0.49658,14.003,0.52539,0.62891,0.6549
247.55,0.42717,0.52688,14.081,0.51562,0.625,0.65098
247.56,0.4262,0.55523,14.12,0.5293,0.61914,0.6451
247.57,0.42522,0.57869,14.198,0.50977,0.62891,0.63529
247.58,0.42326,0.59824,14.276,0.5,0.62891,0.66471
247.58,0.42229,0.61975,14.276,0.48047,0.625,0.67647
247.59,0.42131,0.6393,14.315,0.51953,0.61914,0.64118
247.6,0.42033,0.65689,14.394,0.5293,0.62891,0.6451
247.61,0.42033,0.67351,14.511,0.51953,0.61914,0.64118
247.62,0.42033,0.68719,14.589,0.5293,0.62891,0.6549
247.62,0.42033,0.69892,14.707,0.5,0.61914,0.66078
247.63,0.42033,0.70772,14.746,0.49023,0.62891,0.68039
247.64,0.42033,0.71457,14.824,0.49023,0.6543,0.69608
247.65,0.42131,0.71848,14.746,0.50977,0.64453,0.66471
247.66,0.42131,0.72043,14.628,0.50586,0.64062,0.66078
247.66,0.42131,0.72043,14.394,0.46484,0.6543,0.7
247.67,0.42131,0.71848,14.081,0.50586,0.66406,0.67647
247.68,0.42229,0.71457,13.69,0.625,0.61523,0.59608
247.69,0.42229,0.70968,13.377,0.83008,0.5,0.48039
247.7,0.42326,0.70283,13.181,0.97461,0.39453,0.37059
247.7,0.42424,0.69404,13.064,0.83008,0.36523,0.36471
247.71,0.42424,0.68426,13.064,0.58008,0.42969,0.58039
247.72,0.42522,0.67351,13.142,0.42969,0.52539,0.68627
247.73,0.42522,0.65982,13.142,0.41016,0.56445,0.6902
247.74,0.4262,0.64516,13.181,0.46094,0.59961,0.67059
247.74,0.42717,0.62952,13.338,0.47461,0.64453,0.66078
247.75,0.42815,0.61193,13.377,0.43945,0.67969,0.72549
247.76,0.42913,0.59531,13.494,0.4707,0.68555,0.6902
247.77,0.43011,0.57967,13.651,0.48438,0.66016,0.66078
247.78,0.43011,0.565,13.69,0.46484,0.67969,0.69608
247.78,0.43109,0.54936,13.807,0.48047,0.66406,0.68627
247.79,0.43109,0.53372,13.963,0.46484,0.67578,0.69608
