Time [s], II, PLETH, RESP, V, AVR
276.08,0.21484,0.41251,0.21771,0.86667,0.68555
276.09,0.2207,0.41642,0.21894,0.86667,0.68555
276.1,0.21484,0.42229,0.22017,0.85686,0.68945
276.1,0.2207,0.42717,0.22017,0.85686,0.68555
276.11,0.2207,0.43304,0.2214,0.86078,0.68555
276.12,0.22461,0.43891,0.2214,0.86078,0.68555
276.13,0.22461,0.44673,0.2214,0.86667,0.67969
276.14,0.23047,0.45357,0.2214,0.87059,0.67969
276.14,0.23047,0.46041,0.22263,0.87059,0.67969
276.15,0.23047,0.46628,0.2214,0.87059,0.67969
276.16,0.23047,0.46921,0.22017,0.87059,0.67969
276.17,0.23047,0.46823,0.21894,0.87059,0.67578
276.18,0.23047,0.46432,0.21648,0.87059,0.67578
276.18,0.23047,0.45748,0.21525,0.87059,0.67578
276.19,0.23047,0.44966,0.21279,0.87059,0.67578
276.2,0.23047,0.44086,0.21033,0.87647,0.67969
276.21,0.23047,0.43402,0.2091,0.88039,0.67969
276.22,0.25586,0.4262,0.20787,0.8902,0.66016
276.22,0.29102,0.41838,0.20664,0.91569,0.64062
276.23,0.30078,0.41251,0.20541,0.91569,0.62891
276.24,0.31445,0.40762,0.20541,0.91176,0.61914
276.25,0.35547,0.40567,0.20541,0.94118,0.5957
276.26,0.375,0.40762,0.20541,0.95686,0.58008
276.26,0.36523,0.41447,0.20541,0.93137,0.58008
276.27,0.33984,0.42717,0.20541,0.90588,0.59961
276.28,0.30469,0.4477,0.20787,0.86667,0.61914
276.29,0.27539,0.47507,0.2091,0.85098,0.62891
276.3,0.30078,0.5132,0.21279,0.87059,0.60938
276.3,0.27539,0.54741,0.21771,0.86667,0.62891
276.31,0.23047,0.57478,0.2214,0.85098,0.67578
276.32,0.19531,0.60802,0.22632,0.84118,0.69922
276.33,0.17969,0.64223,0.23247,0.83529,0.70898
276.34,0.16992,0.67546,0.23739,0.84118,0.71484
276.34,0.16602,0.70674,0.24231,0.8451,0.7207
276.35,0.16602,0.73314,0.24723,0.84118,0.7207
276.36,0.16602,0.75562,0.25338,0.84118,0.72461
276.37,0.16602,0.77517,0.2583,0.84118,0.7207
276.38,0.16016,0.78886,0.26445,0.84118,0.72461
276.38,0.16016,0.79961,0.2706,0.84118,0.73047
276.39,0.16016,0.80645,0.27675,0.84118,0.73047
276.4,0.16602,0.80938,0.28413,0.8451,0.7207
276.41,0.19531,0.80841,0.29028,0.87647,0.71484
276.42,0.31445,0.80645,0.29643,0.92157,0.65039
276.42,0.43555,0.80254,0.30258,0.86667,0.5293
276.43,0.53906,0.79668,0.30873,0.78627,0.40039
276.44,0.43945,0.78886,0.31611,0.5902,0.31055
276.45,0.095703,0.77908,0.32349,0.48039,0.50977
276.46,0.054688,0.76637,0.33087,0.78627,0.76953
276.46,0.17578,0.75269,0.33825,0.88039,0.77539
276.47,0.17969,0.73705,0.34563,0.87647,0.73047
276.48,0.19531,0.7175,0.35424,0.88039,0.71484
276.49,0.20117,0.69599,0.36162,0.88627,0.70898
276.5,0.19531,0.67351,0.37023,0.88627,0.71484
276.5,0.19531,0.65103,0.37884,0.8902,0.70898
276.51,0.20117,0.62854,0.38622,0.8902,0.70508
276.52,0.20508,0.60313,0.3936,0.8902,0.70508
276.53,0.20508,0.57674,0.40221,0.89608,0.69922
276.54,0.21094,0.55132,0.41082,0.89608,0.69922
276.54,0.21484,0.5259,0.42066,0.89608,0.69922
276.55,0.21484,0.50244,0.4305,0.89608,0.69922
276.56,0.22461,0.48094,0.44034,0.89608,0.68945
276.57,0.23047,0.46041,0.45018,0.89608,0.67969
276.58,0.23047,0.44282,0.46002,0.89608,0.67969
276.58,0.23438,0.42522,0.46863,0.89608,0.67578
276.59,0.23047,0.41056,0.47847,0.89608,0.67578
276.6,0.23438,0.39785,0.48831,0.90196,0.67578
276.61,0.25,0.38807,0.49815,0.90588,0.66992
276.62,0.25586,0.37732,0.50923,0.91176,0.66406
276.62,0.25586,0.36755,0.5203,0.90588,0.66406
276.63,0.25586,0.35875,0.5326,0.91176,0.66406
276.64,0.26562,0.34995,0.54367,0.91569,0.66406
276.65,0.26562,0.34213,0.55597,0.92549,0.66406
276.66,0.25586,0.33431,0.56827,0.93137,0.67578
276.66,0.23438,0.32747,0.57811,0.93137,0.68555
276.67,0.2207,0.31965,0.58918,0.94118,0.69922
276.68,0.20508,0.31281,0.59779,0.94118,0.7207
276.69,0.17969,0.30596,0.6064,0.93137,0.73438
276.7,0.16016,0.29912,0.61624,0.92157,0.74414
276.7,0.14453,0.29423,0.62608,0.90588,0.75
276.71,0.14453,0.29032,0.63469,0.89608,0.74414
276.72,0.15625,0.28641,0.64453,0.88039,0.73438
276.73,0.17578,0.28152,0.65314,0.87059,0.7207
276.74,0.18945,0.27664,0.66175,0.87059,0.70508
276.74,0.20117,0.27273,0.66913,0.86667,0.69922
276.75,0.21094,0.26882,0.67774,0.85686,0.68555
276.76,0.21484,0.26491,0.68512,0.85686,0.68555
276.77,0.2207,0.26197,0.6925,0.85098,0.68555
276.78,0.21484,0.25904,0.69988,0.85098,0.68555
276.78,0.22461,0.25513,0.70849,0.85098,0.67578
276.79,0.2207,0.2522,0.71587,0.85686,0.67969
276.8,0.22461,0.2522,0.72202,0.86078,0.67969
276.81,0.22461,0.25122,0.72817,0.86078,0.67969
276.82,0.23047,0.24927,0.73432,0.86078,0.67969
276.82,0.23047,0.24633,0.74047,0.86078,0.67578
276.83,0.23438,0.24438,0.74539,0.86667,0.67578
276.84,0.23047,0.24145,0.74908,0.86078,0.67578
276.85,0.24609,0.23949,0.754,0.86667,0.66992
276.86,0.23438,0.23656,0.75646,0.86078,0.67578
276.86,0.24023,0.2346,0.75892,0.86078,0.67578
276.87,0.23438,0.23167,0.76138,0.86667,0.67578
276.88,0.25977,0.22972,0.76384,0.87059,0.66016
276.89,0.29492,0.22678,0.76507,0.8902,0.63477
276.9,0.30469,0.22385,0.76753,0.90588,0.62891
276.9,0.30469,0.22287,0.76876,0.90196,0.625
276.91,0.3457,0.22287,0.76999,0.92549,0.59961
276.92,0.375,0.22385,0.77245,0.94706,0.58008
276.93,0.38477,0.22776,0.77491,0.93137,0.58008
276.94,0.37109,0.23656,0.77737,0.91176,0.58398
276.94,0.33984,0.25318,0.77983,0.88039,0.60547
276.95,0.29102,0.27566,0.78352,0.8451,0.625
276.96,0.30469,0.30596,0.78844,0.86078,0.60938
276.97,0.28516,0.34213,0.79336,0.85686,0.61914
276.98,0.24609,0.38319,0.79828,0.85098,0.66406
276.98,0.20508,0.4262,0.8032,0.83529,0.68945
276.99,0.17969,0.46921,0.80812,0.83137,0.69922
277,0.17969,0.50538,0.81427,0.83529,0.70508
277.01,0.17578,0.53666,0.82042,0.83529,0.71484
277.02,0.17578,0.56794,0.82657,0.84118,0.71484
277.02,0.17578,0.59629,0.83395,0.84118,0.71484
277.03,0.17578,0.62561,0.84133,0.83529,0.7207
277.04,0.16992,0.64907,0.84871,0.83529,0.7207
277.05,0.16602,0.66373,0.85609,0.84118,0.72461
277.06,0.16992,0.67644,0.86347,0.84118,0.7207
277.06,0.16992,0.68719,0.87085,0.84118,0.7207
277.07,0.17578,0.69599,0.87823,0.85686,0.7207
277.08,0.26562,0.70283,0.88561,0.90588,0.68945
277.09,0.39453,0.70674,0.89299,0.91569,0.57422
277.1,0.5293,0.70968,0.9016,0.83529,0.44531
277.1,0.5957,0.7087,0.91021,0.7098,0.31055
277.11,0.2793,0.70674,0.91882,0.50588,0.30078
277.12,0.11523,0.70381,0.92866,0.7,0.69531
277.13,0.19531,0.69795,0.93727,0.8902,0.76562
277.14,0.20117,0.6911,0.94711,0.89608,0.74414
277.14,0.17578,0.68231,0.95572,0.88627,0.7207
277.15,0.17969,0.67058,0.9631,0.88039,0.7207
277.16,0.17969,0.65787,0.97048,0.88627,0.71484
277.17,0.18945,0.64321,0.97786,0.88627,0.70898
277.18,0.17969,0.62659,0.98647,0.88627,0.71484
277.18,0.18945,0.60802,0.99508,0.88039,0.70898
277.19,0.19531,0.58944,1.0037,0.88627,0.70508
277.2,0.20508,0.57185,1.0135,0.88627,0.69922
277.21,0.20508,0.55621,1.0221,0.8902,0.69922
277.22,0.20508,0.53861,1.032,0.8902,0.69922
277.22,0.20508,0.52297,1.0406,0.89608,0.69922
277.23,0.21094,0.50929,1.0504,0.89608,0.69531
277.24,0.21484,0.49951,1.0603,0.89608,0.68945
277.25,0.22461,0.49462,1.0713,0.89608,0.67969
277.26,0.22461,0.49267,1.0824,0.8902,0.67969
277.26,0.23438,0.49365,1.0947,0.89608,0.67578
277.27,0.24023,0.49853,1.1058,0.90196,0.67578
277.28,0.24023,0.5044,1.1181,0.90588,0.67578
277.29,0.24609,0.51222,1.1242,0.91176,0.67578
277.3,0.24609,0.51906,1.1292,0.91176,0.67578
277.3,0.25586,0.52395,1.1292,0.91569,0.66992
277.31,0.25586,0.52884,1.1292,0.91569,0.67578
277.32,0.25,0.53372,1.1292,0.93137,0.67578
277.33,0.23438,0.53666,1.1292,0.93725,0.68945
277.34,0.21484,0.53763,1.1292,0.93137,0.70508
277.34,0.18945,0.54057,1.1292,0.93137,0.7207
277.35,0.17969,0.5435,1.1292,0.92549,0.73047
277.36,0.15625,0.54643,1.1292,0.92157,0.75
277.37,0.13477,0.54839,1.1292,0.91176,0.75977
277.38,0.13086,0.55034,1.1292,0.8902,0.76562
277.38,0.13477,0.54936,1.1292,0.88039,0.74414
277.39,0.15625,0.54741,1.1292,0.87059,0.73438
277.4,0.17969,0.5435,1.1292,0.86667,0.7207
277.41,0.18945,0.53372,1.1292,0.86078,0.70508
277.42,0.20508,0.52004,1.1292,0.85686,0.69531
277.42,0.21094,0.50538,1.1292,0.85686,0.68945
277.43,0.21484,0.49267,1.1292,0.85098,0.68555
277.44,0.2207,0.47898,1.1292,0.85686,0.68555
277.45,0.22461,0.46921,1.1292,0.85098,0.67969
277.46,0.2207,0.46041,1.1292,0.8451,0.68555
277.46,0.22461,0.45064,1.1292,0.8451,0.68555
277.47,0.22461,0.44282,1.1292,0.8451,0.67969
277.48,0.23047,0.43793,1.1292,0.84118,0.67578
277.49,0.23047,0.43304,1.1292,0.8451,0.67969
277.5,0.23047,0.42815,1.1292,0.8451,0.67969
277.5,0.23047,0.42326,1.1292,0.8451,0.67578
277.51,0.23047,0.41838,1.1292,0.8451,0.67578
277.52,0.23047,0.41349,1.1292,0.8451,0.67578
277.53,0.23047,0.4086,1.1292,0.8451,0.67578
277.54,0.23047,0.40371,1.1292,0.85098,0.67578
277.54,0.23047,0.39785,1.1292,0.85098,0.67578
277.55,0.25,0.39101,1.1292,0.86667,0.66406
277.56,0.28516,0.38416,1.1292,0.8902,0.64062
277.57,0.30078,0.37634,1.1292,0.89608,0.63477
277.58,0.30469,0.36852,1.1292,0.8902,0.64062
277.58,0.33984,0.36266,1.1292,0.91569,0.60547
277.59,0.37109,0.35973,1.1292,0.93137,0.5957
277.6,0.375,0.35973,1.1292,0.91569,0.58984
277.61,0.3457,0.36461,1.1292,0.8902,0.60547
277.62,0.31445,0.37439,1.1292,0.85098,0.61914
277.62,0.29102,0.39003,1.1292,0.83137,0.625
277.63,0.30078,0.41056,1.1292,0.8451,0.61914
277.64,0.27539,0.43402,1.1292,0.8451,0.64062
277.65,0.23047,0.45943,1.1292,0.83137,0.67969
277.66,0.19531,0.48583,1.1292,0.82549,0.69922
277.66,0.17969,0.51026,1.1292,0.82157,0.71484
277.67,0.16992,0.53177,1.1292,0.82157,0.72461
277.68,0.16992,0.55132,1.1292,0.82549,0.73047
277.69,0.16602,0.56403,1.1292,0.82157,0.73438
277.7,0.16016,0.5738,1.1292,0.83137,0.73047
277.7,0.16602,0.58162,1.1292,0.83529,0.73047
277.71,0.16016,0.58749,1.1292,0.83529,0.73438
277.72,0.16992,0.59042,1.1292,0.83529,0.73047
277.73,0.17578,0.59238,1.1292,0.83529,0.72461
277.74,0.17969,0.59335,1.1292,0.83529,0.7207
277.74,0.20508,0.59238,1.1292,0.86667,0.71484
277.75,0.32422,0.58944,1.1292,0.91176,0.6543
277.76,0.44922,0.58651,1.1292,0.87647,0.53516
277.77,0.56445,0.58065,1.1292,0.79608,0.39453
277.78,0.57031,0.57478,1.1292,0.60588,0.30078
277.78,0.13477,0.56794,1.1292,0.46078,0.48047
277.79,0.064453,0.55914,1.1292,0.76078,0.76953
277.8,0.16992,0.55132,1.1292,0.87647,0.78516
277.81,0.17578,0.54154,1.1292,0.87059,0.74414
277.82,0.19531,0.52981,1.1292,0.88627,0.7207
277.82,0.20117,0.51613,1.1292,0.8902,0.7207
277.83,0.20508,0.50049,1.1292,0.89608,0.71484
277.84,0.20508,0.48387,1.1292,0.89608,0.71484
277.85,0.21094,0.46725,1.1292,0.89608,0.70898
277.86,0.20508,0.44868,1.1292,0.89608,0.70898
277.86,0.21094,0.43109,1.1292,0.90196,0.70508
277.87,0.2207,0.41349,1.1292,0.90196,0.70508
277.88,0.21484,0.39785,1.1267,0.90196,0.70508
277.89,0.22461,0.38514,1.1242,0.90196,0.70508
277.9,0.23047,0.37341,1.1144,0.90588,0.69922
277.9,0.23438,0.36266,1.1046,0.90588,0.69531
277.91,0.23047,0.35191,1.0935,0.90588,0.68945
277.92,0.25586,0.34213,1.0824,0.90588,0.67578
277.93,0.25977,0.33236,1.0713,0.91569,0.66992
277.94,0.26953,0.32454,1.0603,0.91569,0.66406
277.94,0.26953,0.31867,1.0492,0.91569,0.66406
277.95,0.27539,0.31281,1.0394,0.92157,0.66016
277.96,0.2793,0.30792,1.0295,0.92157,0.66016
277.97,0.29102,0.30401,1.0197,0.93137,0.65039
277.98,0.28516,0.29912,1.0086,0.93137,0.66016
277.98,0.28516,0.29423,0.99877,0.94118,0.66406
277.99,0.26953,0.2913,0.9877,0.94706,0.67578
278,0.25977,0.28837,0.97663,0.94706,0.68555
278.01,0.24023,0.28641,0.96556,0.95098,0.69922
278.02,0.22461,0.28348,0.95449,0.95098,0.71484
278.02,0.20117,0.28055,0.94342,0.94706,0.73047
278.03,0.17969,0.27761,0.93235,0.94118,0.74414
278.04,0.16016,0.27566,0.92005,0.92549,0.75391
278.05,0.16016,0.27273,0.90775,0.91176,0.74414
278.06,0.16992,0.27077,0.89422,0.8902,0.74023
278.06,0.17969,0.26882,0.88069,0.88039,0.72461
278.07,0.20117,0.26686,0.8647,0.87059,0.70898
278.08,0.2207,0.26491,0.84994,0.87059,0.69531
278.09,0.22461,0.26393,0.83395,0.86667,0.68945
278.1,0.23047,0.26295,0.81796,0.86667,0.68555
278.1,0.23438,0.261,0.8032,0.86667,0.67969
278.11,0.23047,0.25806,0.78844,0.86078,0.67969
278.12,0.23047,0.25611,0.77368,0.86078,0.68555
278.13,0.23047,0.25318,0.75892,0.85686,0.67969
278.14,0.23438,0.2522,0.7417,0.86667,0.67969
278.14,0.23047,0.25024,0.72571,0.87059,0.67969
278.15,0.23438,0.24927,0.70726,0.86667,0.67969
278.16,0.23047,0.24829,0.69004,0.87059,0.68555
278.17,0.23438,0.24829,0.67159,0.87059,0.68555
278.18,0.24023,0.24731,0.65437,0.87059,0.67969
278.18,0.24609,0.24633,0.63838,0.87647,0.67969
278.19,0.24023,0.24633,0.62116,0.88039,0.67969
278.2,0.24609,0.24633,0.60148,0.88039,0.67969
278.21,0.24023,0.24536,0.58303,0.88627,0.67969
278.22,0.25,0.2434,0.56089,0.8902,0.67969
278.22,0.26953,0.24145,0.53998,0.90196,0.66016
278.23,0.30078,0.23949,0.51784,0.92157,0.64453
278.24,0.30469,0.23851,0.49569,0.92157,0.64062
278.25,0.32031,0.23949,0.47232,0.93137,0.625
278.26,0.35938,0.2434,0.45018,0.95098,0.60547
278.26,0.38086,0.2522,0.4305,0.95686,0.58984
278.27,0.36523,0.26686,0.40959,0.93725,0.58398
278.28,0.33984,0.28739,0.39237,0.90588,0.60938
278.29,0.29492,0.30987,0.37392,0.87059,0.62891
278.3,0.27539,0.33627,0.3567,0.86078,0.64062
278.3,0.30078,0.3695,0.33948,0.87059,0.625
278.31,0.25977,0.40762,0.32349,0.87059,0.66016
278.32,0.21094,0.44575,0.3075,0.86078,0.69531
278.33,0.17969,0.48387,0.29274,0.85098,0.71484
278.34,0.17578,0.51906,0.27798,0.8451,0.7207
278.34,0.16992,0.55132,0.26445,0.8451,0.73047
278.35,0.16602,0.58065,0.25215,0.8451,0.73047
278.36,0.15625,0.60508,0.24108,0.8451,0.74023
278.37,0.15625,0.62561,0.23001,0.85098,0.74023
278.38,0.15625,0.64321,0.21894,0.8451,0.74414
278.38,0.16016,0.65689,0.2091,0.8451,0.73438
278.39,0.16016,0.66667,0.19926,0.85098,0.73438
278.4,0.16602,0.67351,0.19065,0.85686,0.73047
278.41,0.16016,0.68035,0.18204,0.85686,0.73438
278.42,0.21484,0.68524,0.17343,0.89608,0.70898
278.42,0.34961,0.68915,0.16605,0.93725,0.63477
278.43,0.45508,0.69208,0.15867,0.87647,0.51953
278.44,0.51953,0.69404,0.15129,0.76078,0.39062
278.45,0.37109,0.69404,0.14514,0.53922,0.32422
278.46,0.041016,0.69208,0.13899,0.44902,0.56055
278.46,0.025391,0.68915,0.13161,0.80588,0.79492
278.47,0.14062,0.68426,0.12546,0.87647,0.76953
278.48,0.16602,0.67644,0.12054,0.8902,0.74414
278.49,0.18945,0.66764,0.11562,0.89608,0.72461
278.5,0.18945,0.65787,0.1107,0.89608,0.7207
278.5,0.19531,0.64516,0.10578,0.90196,0.7207
278.51,0.19531,0.63148,0.10209,0.90588,0.7207
278.52,0.20117,0.61584,0.097171,0.91176,0.70898
278.53,0.20117,0.6002,0.092251,0.91176,0.70898
278.54,0.20508,0.58456,0.087331,0.91176,0.70508
278.54,0.21484,0.56794,0.082411,0.91569,0.69922
278.55,0.2207,0.55327,0.077491,0.91569,0.69922
278.56,0.2207,0.53861,0.072571,0.91569,0.69531
278.57,0.23047,0.52493,0.067651,0.91176,0.68945
278.58,0.23438,0.51222,0.063961,0.91569,0.68555
278.58,0.24609,0.50147,0.060271,0.91569,0.67578
278.59,0.25,0.49267,0.057811,0.91569,0.67578
278.6,0.25977,0.48485,0.055351,0.91569,0.66992
278.61,0.26562,0.47801,0.052891,0.92157,0.66992
278.62,0.26562,0.47214,0.050431,0.92549,0.66406
278.62,0.26953,0.46628,0.04797,0.92549,0.66406
278.63,0.27539,0.45943,0.04674,0.92549,0.66016
278.64,0.2793,0.45357,0.04551,0.93725,0.66406
278.65,0.28516,0.4477,0.04428,0.94118,0.66406
278.66,0.27539,0.44184,0.04305,0.94118,0.66406
278.66,0.26562,0.43597,0.04305,0.94706,0.67578
278.67,0.25,0.43011,0.04182,0.95098,0.68555
278.68,0.23438,0.4262,0.04059,0.95098,0.69922
278.69,0.21484,0.42424,0.04059,0.94706,0.7207
278.7,0.18945,0.42326,0.03936,0.95098,0.73438
278.7,0.16992,0.42522,0.03936,0.93725,0.74414
278.71,0.16016,0.42913,0.03813,0.92157,0.74414
278.72,0.16016,0.435,0.0369,0.90588,0.74414
278.73,0.16602,0.44184,0.03567,0.89608,0.73438
278.74,0.17969,0.44868,0.03444,0.88627,0.7207
278.74,0.19531,0.45552,0.03444,0.87647,0.70508
278.75,0.20508,0.46237,0.03321,0.87059,0.69922
278.76,0.21094,0.46823,0.03198,0.86667,0.69922
278.77,0.2207,0.47312,0.03198,0.86667,0.69531
278.78,0.2207,0.47605,0.02952,0.86667,0.68945
278.78,0.22461,0.47801,0.02829,0.87059,0.68945
278.79,0.2207,0.47996,0.02583,0.86667,0.69531
278.8,0.22461,0.48094,0.0246,0.86667,0.68555
278.81,0.22461,0.48192,0.02214,0.86667,0.68555
278.82,0.23047,0.48192,0.01968,0.86667,0.67969
278.82,0.22461,0.48192,0.01722,0.86667,0.68555
278.83,0.23047,0.48094,0.01476,0.86667,0.67969
278.84,0.22461,0.47801,0.01107,0.87059,0.68555
278.85,0.22461,0.4741,0.0073801,0.87059,0.68555
278.86,0.2207,0.46725,0.00246,0.87059,0.68945
278.86,0.22461,0.45943,-0.00123,0.87647,0.68555
278.87,0.22461,0.45064,-0.0073801,0.87647,0.68555
278.88,0.22461,0.44282,-0.01353,0.88039,0.68945
278.89,0.23047,0.43597,-0.01968,0.88039,0.68555
278.9,0.25977,0.43011,-0.0246,0.89608,0.66406
278.9,0.29102,0.42522,-0.02952,0.91569,0.64453
278.91,0.30078,0.42033,-0.03444,0.91569,0.63477
278.92,0.32031,0.41838,-0.0369,0.93137,0.61914
278.93,0.35938,0.42033,-0.04059,0.94118,0.59961
278.94,0.375,0.42717,-0.04305,0.95098,0.58398
278.94,0.34961,0.43988,-0.04551,0.91569,0.59961
278.95,0.32422,0.45943,-0.04674,0.90196,0.60547
278.96,0.2793,0.48583,-0.0492,0.86667,0.63477
278.97,0.26953,0.51808,-0.050431,0.85686,0.625
278.98,0.2793,0.55425,-0.051661,0.87059,0.62891
278.98,0.24023,0.58749,-0.051661,0.86667,0.66406
278.99,0.18945,0.61779,-0.052891,0.85098,0.69922
279,0.16992,0.65103,-0.051661,0.8451,0.7207
279.01,0.15625,0.68328,-0.051661,0.83529,0.73047
279.02,0.15039,0.71261,-0.050431,0.84118,0.73438
279.02,0.15039,0.73803,-0.0492,0.8451,0.73438
279.03,0.14453,0.75953,-0.04674,0.8451,0.74023
279.04,0.14453,0.77615,-0.04428,0.85098,0.74023
279.05,0.14453,0.78886,-0.04182,0.85098,0.74414
279.06,0.13477,0.79765,-0.03813,0.8451,0.74414
279.06,0.14453,0.80352,-0.03567,0.8451,0.74414
279.07,0.15039,0.80645,-0.03198,0.85098,0.74414
279.08,0.15625,0.80645,-0.02952,0.85686,0.74023
279.09,0.20508,0.80254,-0.02583,0.89608,0.7207
279.1,0.33594,0.79765,-0.02337,0.93137,0.64453
279.1,0.43945,0.79081,-0.01968,0.86667,0.52539
279.11,0.50977,0.78201,-0.01722,0.75098,0.39453
279.12,0.33984,0.77224,-0.01353,0.52941,0.33984
279.13,0.025391,0.76051,-0.01107,0.4451,0.58398
279.14,0.019531,0.7478,-0.0073801,0.8,0.79883
279.14,0.13477,0.73216,-0.00492,0.87059,0.7793
279.15,0.16016,0.71554,-0.00123,0.88627,0.75
279.16,0.17969,0.69697,0.00123,0.89608,0.73047
279.17,0.17969,0.67644,0.00369,0.89608,0.72461
279.18,0.18945,0.65494,0.0061501,0.90196,0.7207
279.18,0.20117,0.63539,0.0098401,0.90588,0.70898
279.19,0.20117,0.61486,0.0123,0.90588,0.71484
279.2,0.20508,0.59335,0.01599,0.91176,0.70508
279.21,0.20508,0.57087,0.01968,0.90588,0.70898
279.22,0.21094,0.54936,0.02337,0.91176,0.69922
279.22,0.21094,0.52884,0.02706,0.90196,0.69922
279.23,0.21484,0.50929,0.03075,0.91176,0.69922
279.24,0.2207,0.49071,0.03567,0.91176,0.69922
279.25,0.23047,0.47312,0.03936,0.91569,0.68555
279.26,0.23438,0.45846,0.04305,0.91569,0.67969
279.26,0.24609,0.44477,0.04674,0.90588,0.67578
279.27,0.25586,0.43206,0.051661,0.91569,0.66992
279.28,0.25586,0.42131,0.055351,0.92157,0.66406
279.29,0.25977,0.41251,0.059041,0.92157,0.66992
279.3,0.26953,0.40469,0.062731,0.92157,0.66016
279.3,0.27539,0.39785,0.067651,0.92549,0.66016
279.31,0.2793,0.39003,0.071341,0.92549,0.66016
279.32,0.28516,0.38221,0.075031,0.93725,0.66016
279.33,0.27539,0.37537,0.078721,0.93725,0.66016
279.34,0.26562,0.36755,0.081181,0.94118,0.67578
279.34,0.25,0.3607,0.083641,0.94706,0.68555
279.35,0.23047,0.35386,0.086101,0.95098,0.69922
279.36,0.20508,0.348,0.089791,0.94706,0.7207
279.37,0.18945,0.34311,0.091021,0.94118,0.73047
279.38,0.16602,0.33822,0.093481,0.93137,0.74414
279.38,0.16016,0.33529,0.095941,0.92157,0.75
279.39,0.15625,0.33236,0.098401,0.90588,0.74414
279.4,0.16602,0.32942,0.099631,0.89608,0.73438
279.41,0.17578,0.32454,0.10086,0.88627,0.7207
279.42,0.19531,0.32063,0.10209,0.88039,0.70898
279.42,0.20508,0.31672,0.10332,0.87647,0.69922
279.43,0.21094,0.31183,0.10455,0.87059,0.69922
279.44,0.21484,0.30792,0.10455,0.87059,0.69922
279.45,0.2207,0.30401,0.10455,0.87059,0.69922
279.46,0.21484,0.3001,0.10455,0.87059,0.69922
279.46,0.2207,0.29814,0.10455,0.87059,0.69531
279.47,0.21484,0.29717,0.10455,0.87059,0.69531
279.48,0.21484,0.29521,0.10332,0.87059,0.68945
279.49,0.2207,0.29423,0.10209,0.87647,0.68555
279.5,0.22461,0.29326,0.099631,0.88039,0.68555
279.5,0.23047,0.29228,0.097171,0.88039,0.68555
279.51,0.23047,0.29228,0.093481,0.88039,0.67969
279.52,0.23047,0.29032,0.089791,0.88627,0.67969
279.53,0.22461,0.28935,0.086101,0.8902,0.68555
279.54,0.23047,0.28739,0.081181,0.88039,0.68555
279.54,0.23047,0.28641,0.077491,0.88627,0.68555
279.55,0.23047,0.28446,0.073801,0.88627,0.68555
279.56,0.22461,0.2825,0.071341,0.88627,0.68945
279.57,0.24609,0.28055,0.067651,0.89608,0.66992
279.58,0.2793,0.27859,0.065191,0.91176,0.65039
279.58,0.30078,0.27761,0.061501,0.92549,0.64062
279.59,0.30469,0.27957,0.057811,0.92549,0.62891
279.6,0.33984,0.28348,0.054121,0.94118,0.60938
279.61,0.35938,0.29032,0.052891,0.95098,0.60547
279.62,0.36523,0.30205,0.050431,0.94118,0.5957
279.62,0.33594,0.31965,0.0492,0.91569,0.60938
279.63,0.31445,0.34311,0.04797,0.89608,0.625
279.64,0.26562,0.37146,0.04797,0.87059,0.65039
279.65,0.28516,0.40371,0.04674,0.88039,0.625
279.66,0.27539,0.43891,0.04797,0.87059,0.63477
279.66,0.24023,0.4741,0.04797,0.87059,0.66992
279.67,0.19531,0.50831,0.0492,0.85686,0.70508
279.68,0.16992,0.54057,0.050431,0.85686,0.72461
279.69,0.16016,0.565,0.052891,0.85686,0.73438
279.7,0.15625,0.58553,0.054121,0.85098,0.74023
279.7,0.15039,0.60411,0.056581,0.85686,0.74023
279.71,0.15625,0.6217,0.057811,0.85686,0.74023
279.72,0.16016,0.63636,0.060271,0.85686,0.74414
279.73,0.15625,0.64907,0.062731,0.85686,0.74023
279.74,0.16016,0.65885,0.065191,0.86667,0.74414
279.74,0.15625,0.66667,0.067651,0.86667,0.74023
279.75,0.16016,0.67253,0.070111,0.86667,0.73438
279.76,0.16992,0.67742,0.072571,0.88039,0.74023
279.77,0.24023,0.68035,0.075031,0.91569,0.70898
279.78,0.38086,0.68231,0.077491,0.94118,0.60938
279.78,0.45508,0.68133,0.079951,0.85686,0.49414
279.79,0.49414,0.67937,0.082411,0.70588,0.37109
279.8,0.25586,0.67546,0.084871,0.48431,0.33594
279.81,0.0097656,0.67058,0.086101,0.4549,0.67969
279.82,0.10547,0.66373,0.088561,0.8451,0.80469
279.82,0.15039,0.65494,0.089791,0.88039,0.76953
279.83,0.17969,0.64516,0.092251,0.8902,0.74023
279.84,0.18945,0.63441,0.094711,0.89608,0.73438
279.85,0.19531,0.6217,0.097171,0.89608,0.72461
279.86,0.20117,0.60704,0.099631,0.90588,0.72461
279.86,0.20508,0.5914,0.10332,0.90588,0.7207
279.87,0.21094,0.57576,0.10578,0.91176,0.7207
279.88,0.20508,0.56012,0.10824,0.90588,0.71484
279.89,0.21094,0.54741,0.11193,0.90588,0.70508
279.9,0.2207,0.53568,0.11439,0.91176,0.69922
279.9,0.22461,0.52297,0.11808,0.91176,0.69531
279.91,0.23047,0.51124,0.123,0.91569,0.68945
279.92,0.23438,0.50049,0.12669,0.91569,0.68945
