Time [s], RESP, PLETH, II, V, AVR, CVP, ART
230.86,0.054741,0.41251,0.61453,0.70508,0.59608,11.578,58.866
230.87,0.058651,0.41056,0.63547,0.70508,0.57059,11.343,61.408
230.88,0.063539,0.40762,0.65517,0.70508,0.5549,11.069,65.515
230.89,0.067449,0.40469,0.6601,0.70508,0.5451,10.756,71.382
230.9,0.073314,0.40176,0.66502,0.69922,0.5451,10.443,78.227
230.9,0.078201,0.39883,0.64532,0.68945,0.56078,10.13,85.658
230.91,0.084066,0.39492,0.61453,0.68555,0.58431,9.8175,92.894
230.92,0.090909,0.39101,0.57512,0.67969,0.61961,9.7783,99.544
230.93,0.095797,0.38807,0.53941,0.66992,0.65098,9.9348,105.61
230.94,0.10068,0.38514,0.5,0.66016,0.68039,10.248,110.3
230.94,0.10557,0.38123,0.47537,0.65039,0.7,10.404,113.62
230.95,0.10948,0.37634,0.45443,0.64062,0.71569,10.404,115.78
230.96,0.11339,0.37146,0.43966,0.63477,0.72549,10.404,116.75
230.97,0.1173,0.36559,0.4298,0.62891,0.73137,10.561,116.75
230.98,0.12023,0.35973,0.41995,0.625,0.73529,11.03,115.97
230.98,0.12414,0.35386,0.41995,0.625,0.74118,11.695,114.6
230.99,0.12512,0.348,0.42488,0.61914,0.73529,12.399,113.04
231,0.1261,0.34213,0.4298,0.61914,0.73529,12.907,111.28
231.01,0.1261,0.33724,0.4298,0.61914,0.73137,12.907,109.32
231.02,0.1261,0.33138,0.43473,0.61914,0.73137,12.438,107.17
231.02,0.12414,0.32551,0.43473,0.61914,0.72549,11.89,105.02
231.03,0.12317,0.3216,0.43966,0.61914,0.72157,11.382,102.87
231.04,0.12121,0.31769,0.44458,0.61914,0.72157,11.069,100.91
231.05,0.11828,0.31378,0.44458,0.61914,0.72157,10.952,98.957
231.06,0.11437,0.3089,0.44951,0.625,0.72157,10.952,97.393
231.06,0.10948,0.30401,0.44951,0.625,0.72157,11.147,95.632
231.07,0.10362,0.29912,0.44951,0.625,0.72157,11.343,93.677
231.08,0.097752,0.29521,0.44458,0.62891,0.72157,11.499,91.917
231.09,0.092864,0.2913,0.44458,0.62891,0.72157,11.656,89.961
231.1,0.087977,0.28641,0.44458,0.63477,0.72157,11.695,87.81
231.1,0.083089,0.2825,0.44458,0.63477,0.72157,11.695,85.463
231.11,0.079179,0.27664,0.44458,0.62891,0.72157,11.695,83.116
231.12,0.075269,0.27077,0.44458,0.62891,0.72157,11.773,80.769
231.13,0.070381,0.26686,0.45443,0.63477,0.71569,11.89,78.422
231.14,0.066471,0.26393,0.47044,0.64453,0.70588,12.125,76.662
231.14,0.062561,0.26393,0.49015,0.66016,0.69608,12.321,74.902
231.15,0.059629,0.26979,0.5,0.66406,0.68627,12.516,73.533
231.16,0.056696,0.28348,0.5197,0.67578,0.67059,12.595,72.164
231.17,0.054741,0.30792,0.54557,0.69531,0.65098,12.516,71.186
231.18,0.052786,0.34409,0.56527,0.69922,0.64118,12.399,70.6
231.18,0.051808,0.38807,0.5702,0.66406,0.63529,12.203,70.209
231.19,0.051808,0.43891,0.56034,0.6543,0.63529,12.125,70.209
231.2,0.051808,0.48974,0.53941,0.64453,0.6451,12.125,70.209
231.21,0.051808,0.53959,0.50985,0.63477,0.66471,12.203,70.209
231.22,0.053763,0.58358,0.47537,0.625,0.69608,12.321,70.209
231.22,0.054741,0.6217,0.43966,0.61914,0.72549,12.438,70.209
231.23,0.056696,0.64907,0.41995,0.61523,0.74118,12.438,70.209
231.24,0.059629,0.6696,0.4101,0.60547,0.7451,12.438,70.209
231.25,0.062561,0.68817,0.40025,0.60547,0.75098,12.399,70.209
231.26,0.065494,0.70381,0.40025,0.60547,0.75098,12.321,70.209
231.26,0.068426,0.71554,0.40517,0.60547,0.7451,12.321,70.209
231.27,0.072336,0.72434,0.4101,0.60547,0.7451,12.321,70.209
231.28,0.075269,0.73021,0.4101,0.60547,0.74118,12.399,70.209
231.29,0.078201,0.73216,0.41502,0.61523,0.74118,12.438,70.209
231.3,0.082111,0.73314,0.4298,0.625,0.73137,12.516,70.209
231.3,0.085044,0.73021,0.4803,0.61523,0.68039,12.595,70.013
231.31,0.087977,0.7263,0.60468,0.59961,0.56078,12.712,69.818
231.32,0.091887,0.72043,0.80049,0.57031,0.37059,12.829,69.231
231.33,0.094819,0.71359,0.9803,0.48047,0.18431,13.025,68.84
231.34,0.098729,0.70479,1,0.37109,0.1549,13.259,68.253
231.34,0.10166,0.69599,0.69458,0.33984,0.41569,13.377,67.666
231.35,0.10557,0.68524,0.47537,0.41016,0.6451,13.455,67.08
231.36,0.1085,0.67351,0.37562,0.51562,0.7549,13.377,66.493
231.37,0.11144,0.6608,0.36453,0.58398,0.78039,13.338,65.906
231.38,0.11437,0.64614,0.37562,0.61914,0.78039,13.338,65.515
231.38,0.11828,0.6305,0.38547,0.63477,0.77647,13.455,64.928
231.39,0.12121,0.61388,0.39039,0.64453,0.77647,13.572,64.342
231.4,0.12512,0.59531,0.39532,0.65039,0.76667,13.69,63.755
231.41,0.12903,0.57576,0.40025,0.6543,0.76667,13.651,63.364
231.42,0.13196,0.55621,0.4101,0.6543,0.76078,13.455,62.777
231.42,0.13587,0.53568,0.41502,0.6543,0.7549,13.338,62.19
231.43,0.13978,0.51906,0.42488,0.66016,0.75098,13.142,61.799
231.44,0.1437,0.5044,0.4298,0.66016,0.74118,13.064,61.408
231.45,0.14663,0.48876,0.43473,0.66406,0.74118,13.025,60.821
231.46,0.15054,0.47507,0.44458,0.66406,0.73529,13.025,60.43
231.46,0.15445,0.46334,0.44951,0.66992,0.73137,13.025,60.039
231.47,0.15738,0.45259,0.46059,0.66992,0.72157,13.025,59.648
231.48,0.16031,0.44379,0.47537,0.66992,0.7098,13.064,59.257
231.49,0.16325,0.43695,0.48522,0.67578,0.70588,13.181,58.866
231.5,0.1652,0.43206,0.49507,0.67969,0.6902,13.338,58.279
231.5,0.16813,0.42717,0.5197,0.68555,0.67059,13.338,58.083
231.51,0.17107,0.42326,0.55049,0.68945,0.6451,13.181,57.692
231.52,0.174,0.42033,0.58005,0.69531,0.61961,12.907,57.692
231.53,0.17693,0.41838,0.60961,0.69922,0.59608,12.595,58.475
231.54,0.17889,0.4174,0.63054,0.70508,0.57451,12.321,60.626
231.54,0.18182,0.41544,0.65025,0.70508,0.56078,12.125,64.733
231.55,0.18377,0.41251,0.6601,0.69922,0.55098,12.086,70.404
231.56,0.18573,0.41056,0.65517,0.68945,0.55098,12.008,77.054
231.57,0.18866,0.40762,0.63547,0.68945,0.56078,11.969,84.289
231.58,0.19062,0.40469,0.60961,0.68555,0.58431,11.812,91.721
231.58,0.19257,0.40078,0.57512,0.67969,0.61961,11.695,98.566
231.59,0.1955,0.39687,0.53941,0.66406,0.65098,11.578,105.02
231.6,0.19648,0.39296,0.50493,0.66016,0.68039,11.499,110.1
231.61,0.19844,0.38807,0.47537,0.64453,0.70588,11.46,113.82
231.62,0.19941,0.38319,0.44951,0.64062,0.72157,11.343,116.17
231.62,0.20039,0.37732,0.43473,0.62891,0.73529,11.186,117.14
231.63,0.20039,0.37243,0.42488,0.625,0.74118,11.069,117.14
231.64,0.20039,0.36852,0.41995,0.61914,0.7451,10.952,116.36
231.65,0.20039,0.36364,0.41502,0.61914,0.74118,10.874,114.8
231.66,0.20039,0.35777,0.41995,0.61914,0.74118,10.834,113.23
231.66,0.20039,0.35093,0.41995,0.61914,0.74118,10.834,111.28
231.67,0.20039,0.34506,0.42488,0.61914,0.73529,10.834,109.13
231.68,0.20039,0.3392,0.4298,0.61914,0.73529,10.834,107.17
231.69,0.20039,0.33333,0.43473,0.61914,0.73137,10.952,105.22
231.7,0.20039,0.32649,0.43966,0.61914,0.73137,11.069,103.06
231.7,0.20137,0.32063,0.43966,0.625,0.73137,11.343,101.11
231.71,0.20137,0.31476,0.44458,0.625,0.72549,11.499,99.348
231.72,0.20235,0.3089,0.44951,0.625,0.72157,11.499,97.784
231.73,0.20332,0.30499,0.45443,0.62891,0.72157,11.46,96.024
231.74,0.2043,0.30108,0.44951,0.62891,0.72157,11.382,94.263
231.74,0.20626,0.29717,0.44951,0.62891,0.72549,11.343,92.503
231.75,0.20723,0.29228,0.44951,0.625,0.72157,11.46,90.352
231.76,0.21114,0.28837,0.44951,0.625,0.72157,11.578,88.396
231.77,0.21408,0.28348,0.45443,0.62891,0.72157,11.695,86.05
231.78,0.21994,0.27761,0.45443,0.62891,0.72157,11.773,83.507
231.78,0.22483,0.27175,0.45443,0.63477,0.72157,11.812,81.16
231.79,0.23265,0.26588,0.46059,0.63477,0.72157,11.969,78.814
231.8,0.24047,0.261,0.47537,0.64453,0.70588,12.282,76.858
231.81,0.25024,0.26002,0.49507,0.66016,0.69608,12.595,75.098
231.82,0.26002,0.26588,0.5,0.66406,0.6902,12.907,73.533
231.82,0.26979,0.28055,0.51478,0.67969,0.68039,13.064,72.164
231.83,0.27957,0.30205,0.55049,0.69531,0.66078,13.025,71.186
231.84,0.29032,0.32942,0.5702,0.69922,0.6451,12.907,70.6
231.85,0.3001,0.3695,0.57512,0.67578,0.63529,12.712,70.209
231.86,0.31378,0.4174,0.5702,0.66406,0.62941,12.634,70.209
231.86,0.32747,0.46921,0.55542,0.6543,0.64118,12.595,70.404
231.87,0.34311,0.52102,0.53448,0.64453,0.6549,12.634,70.795
231.88,0.35875,0.56794,0.50493,0.63477,0.68039,12.751,71.578
231.89,0.37439,0.60997,0.47044,0.625,0.70588,12.829,72.164
231.9,0.39003,0.64418,0.44951,0.61914,0.72549,12.907,72.555
231.9,0.40567,0.67253,0.43966,0.61914,0.73137,13.025,72.751
231.91,0.42131,0.69404,0.43473,0.61523,0.73529,13.181,72.751
231.92,0.43988,0.71065,0.43473,0.60938,0.73529,13.377,72.751
231.93,0.45846,0.72239,0.43473,0.60938,0.73529,13.494,72.751
231.94,0.47898,0.72825,0.4298,0.60547,0.73529,13.494,72.36
231.94,0.50049,0.73314,0.4298,0.60547,0.74118,13.377,72.164
231.95,0.52395,0.73607,0.4298,0.61523,0.73529,13.259,71.382
231.96,0.54741,0.73705,0.44951,0.625,0.72549,13.181,70.795
231.97,0.57185,0.73607,0.5,0.61914,0.68039,13.259,70.404
231.98,0.59726,0.73216,0.61453,0.60547,0.57451,13.455,70.013
231.98,0.62072,0.72727,0.81527,0.58398,0.39412,13.768,69.818
231.99,0.64321,0.72239,1.0197,0.50977,0.2098,14.081,69.426
232,0.66569,0.71652,1.0554,0.40039,0.16471,14.276,68.84
232.01,0.68817,0.7087,0.77463,0.3457,0.38431,14.315,68.253
232.02,0.71261,0.69795,0.52956,0.40039,0.6098,14.198,67.666
232.02,0.73705,0.68622,0.4101,0.50586,0.73137,14.12,67.08
232.03,0.76246,0.67449,0.39039,0.58398,0.76078,14.081,66.493
232.04,0.78886,0.66178,0.40025,0.62891,0.76078,14.198,65.906
232.05,0.81232,0.64712,0.40517,0.64453,0.76078,14.315,65.515
232.06,0.83578,0.62952,0.4101,0.6543,0.76078,14.589,64.928
232.06,0.85728,0.61095,0.41502,0.6543,0.7549,14.707,64.537
232.07,0.87879,0.5914,0.41995,0.6543,0.7549,14.824,64.146
232.08,0.90127,0.57087,0.4298,0.66016,0.75098,14.902,63.755
232.09,0.92473,0.54936,0.43473,0.66016,0.74118,14.902,63.168
232.1,0.94819,0.52981,0.44951,0.66016,0.73529,14.824,62.777
232.1,0.97263,0.51026,0.45443,0.66406,0.73137,14.746,62.386
232.11,0.98631,0.49365,0.46552,0.66992,0.72157,14.746,61.995
232.12,1,0.47898,0.47537,0.66992,0.71569,14.902,61.604
232.13,1,0.46725,0.48522,0.66992,0.70588,15.059,61.213
232.14,1,0.45846,0.49507,0.67578,0.7,15.254,60.821
232.14,1,0.45064,0.50493,0.67969,0.6902,15.254,60.43
232.15,1,0.44477,0.51478,0.68555,0.68627,15.137,60.039
232.16,1,0.43988,0.52956,0.69531,0.67059,14.902,59.648
232.17,1,0.43695,0.55049,0.69922,0.6549,14.589,59.061
232.18,1,0.43402,0.5702,0.70898,0.64118,14.315,58.866
232.18,1,0.43206,0.60468,0.71484,0.61961,14.198,58.866
232.19,1,0.43011,0.63547,0.72461,0.59608,14.276,59.648
232.2,1,0.42815,0.6601,0.73047,0.57451,14.433,62.19
232.21,1,0.42522,0.67488,0.73047,0.56078,14.628,67.08
232.22,1,0.42326,0.68473,0.72461,0.55098,14.746,74.12
232.22,1,0.42033,0.68966,0.7207,0.5451,14.746,82.334
232.23,1,0.41838,0.66995,0.70898,0.56078,14.589,90.939
232.24,1,0.41544,0.64039,0.70508,0.58039,14.394,99.348
232.25,1,0.41251,0.60468,0.69922,0.6098,14.276,106.98
232.26,1,0.4086,0.56527,0.68555,0.64118,14.198,113.43
232.26,1,0.40371,0.52463,0.67969,0.66471,14.315,117.93
232.27,1,0.39883,0.49507,0.66406,0.6902,14.589,120.86
232.28,1,0.39296,0.47044,0.6543,0.70588,14.902,122.03
232.29,1,0.3871,0.44951,0.64453,0.72157,15.215,122.03
232.3,1,0.38123,0.43473,0.64062,0.73137,15.254,121.06
232.3,1,0.37439,0.4298,0.63477,0.73529,15.215,119.3
232.31,1,0.36852,0.4298,0.63477,0.73529,15.059,117.14
232.32,1,0.36168,0.42488,0.62891,0.73529,14.941,114.8
232.33,1,0.35679,0.42488,0.62891,0.73529,14.824,112.65
232.34,1,0.35288,0.4298,0.62891,0.73137,14.824,110.3
232.34,1,0.348,0.43473,0.625,0.73137,14.902,107.76
232.35,1,0.34213,0.43473,0.625,0.72157,15.02,105.41
232.36,1,0.33724,0.43966,0.625,0.72157,15.059,103.06
232.37,1,0.33138,0.43966,0.62891,0.72157,15.215,100.91
232.38,1,0.32649,0.43966,0.63477,0.72157,15.332,98.957
232.38,1,0.3216,0.43966,0.63477,0.72157,15.528,97.197
232.39,1,0.31672,0.43966,0.63477,0.72549,15.567,95.632
232.4,1,0.31183,0.43966,0.63477,0.72549,15.684,93.872
232.41,1,0.30792,0.43966,0.63477,0.72549,15.763,92.112
232.42,1,0.30401,0.43966,0.63477,0.72549,15.841,90.352
232.42,1,0.3001,0.43473,0.63477,0.72549,15.958,88.396
232.43,1,0.29619,0.43473,0.62891,0.72549,16.154,86.05
232.44,1,0.29326,0.43473,0.62891,0.72549,16.193,83.703
232.45,1,0.28837,0.43966,0.62891,0.72549,16.271,81.356
232.46,1,0.2825,0.43473,0.63477,0.72157,16.154,79.205
232.46,1,0.27761,0.44951,0.64062,0.71569,15.88,77.249
232.47,1,0.27664,0.47044,0.65039,0.70588,15.45,75.489
232.48,1,0.2825,0.4803,0.66016,0.7,15.059,74.316
232.49,1,0.29912,0.48522,0.66406,0.69608,14.707,73.142
232.5,1,0.32747,0.50493,0.67969,0.68039,14.511,72.36
232.5,1,0.36852,0.53448,0.68945,0.66078,14.511,71.578
232.51,1,0.41838,0.55049,0.67578,0.6451,14.589,70.795
232.52,1,0.4741,0.54557,0.66016,0.6451,14.628,70.6
232.53,1,0.52297,0.53941,0.65039,0.6451,14.628,70.795
232.54,1,0.56696,0.5197,0.64062,0.6549,14.433,71.382
232.54,1,0.61095,0.49015,0.62891,0.68039,14.12,71.969
232.55,1,0.65103,0.45443,0.61914,0.70588,13.885,72.164
232.56,1,0.68426,0.4298,0.61523,0.72549,13.651,72.555
232.57,1,0.71163,0.4101,0.60938,0.73529,13.494,72.555
232.58,1,0.73216,0.40025,0.60547,0.74118,13.377,72.751
232.58,1,0.7478,0.40025,0.59961,0.7451,13.259,72.555
232.59,1,0.75855,0.40025,0.59961,0.7451,13.142,72.164
232.6,1,0.76442,0.40025,0.5957,0.7451,13.025,71.578
232.61,1,0.76833,0.39532,0.5957,0.75098,12.907,70.991
232.62,1,0.76735,0.39532,0.5957,0.75098,12.751,70.404
232.62,1,0.76442,0.40517,0.60938,0.74118,12.712,70.209
232.63,1,0.75953,0.43966,0.61523,0.71569,12.712,70.013
232.64,1,0.75269,0.52463,0.5957,0.63529,12.712,69.622
232.65,1,0.74389,0.68966,0.57422,0.47451,12.712,69.035
232.66,1,0.73412,0.91502,0.52539,0.27451,12.829,68.253
232.66,1,0.72336,1.0099,0.41992,0.16471,12.947,67.666
232.67,1,0.71261,0.83498,0.33984,0.3,13.181,67.08
232.68,1,0.6999,0.56034,0.33594,0.5549,13.338,66.493
232.69,1,0.68622,0.40025,0.45508,0.72549,13.455,65.906
232.7,1,0.67253,0.34975,0.54492,0.77647,13.572,65.515
232.7,1,0.65689,0.35468,0.5957,0.78039,13.807,64.928
232.71,1,0.64027,0.36453,0.61523,0.78039,14.12,64.537
232.72,1,0.6217,0.36946,0.625,0.78039,14.433,64.146
232.73,1,0.60508,0.37562,0.63477,0.77647,14.511,63.559
232.74,0.98925,0.58749,0.38054,0.64062,0.77059,14.394,63.168
232.74,0.97849,0.56891,0.39039,0.64062,0.76667,14.081,62.777
232.75,0.95894,0.54839,0.39532,0.64062,0.76078,13.768,62.386
232.76,0.93939,0.52884,0.40025,0.64062,0.7549,13.494,61.995
232.77,0.91789,0.50929,0.41502,0.64453,0.75098,13.338,61.408
232.78,0.89736,0.49267,0.41995,0.65039,0.7451,13.338,61.213
232.78,0.87879,0.47703,0.42488,0.65039,0.74118,13.259,60.821
232.79,0.85924,0.46432,0.43473,0.6543,0.74118,13.181,60.43
232.8,0.84066,0.45259,0.43966,0.6543,0.73137,13.181,60.039
232.81,0.82307,0.44379,0.44951,0.66016,0.71569,13.142,59.844
232.82,0.80352,0.43695,0.46059,0.66016,0.7098,13.064,59.452
232.82,0.78495,0.43304,0.47537,0.66992,0.69608,12.947,59.061
232.83,0.7654,0.42913,0.49507,0.67578,0.68627,12.907,58.67
232.84,0.74585,0.4262,0.52463,0.68555,0.66471,12.829,58.279
232.85,0.72825,0.42424,0.55542,0.68945,0.64118,13.025,58.279
232.86,0.71065,0.42131,0.58005,0.69922,0.61569,13.259,58.475
232.86,0.69501,0.41838,0.60468,0.69922,0.59608,13.494,60.235
232.87,0.67937,0.41447,0.62438,0.70508,0.57451,13.572,63.559
232.88,0.66373,0.41153,0.64039,0.70508,0.56471,13.338,69.035
232.89,0.64809,0.40762,0.64532,0.69922,0.56078,12.947,76.271
232.9,0.63148,0.40274,0.63547,0.69531,0.56471,12.516,83.898
232.9,0.61584,0.39785,0.60961,0.68945,0.58039,12.203,91.917
232.91,0.59922,0.39296,0.58498,0.68555,0.6098,12.086,99.348
232.92,0.58358,0.3871,0.54557,0.67578,0.64118,11.969,106.19
232.93,0.56696,0.38221,0.50985,0.66406,0.67059,11.89,111.67
232.94,0.55132,0.37732,0.47537,0.6543,0.69608,11.773,115.78
232.94,0.53666,0.37146,0.44951,0.64453,0.71569,11.578,118.12
232.95,0.52199,0.36559,0.4298,0.64062,0.73137,11.382,119.1
232.96,0.50831,0.35875,0.41995,0.63477,0.73529,11.265,118.9
232.97,0.49462,0.35191,0.41502,0.625,0.74118,11.069,117.93
232.98,0.47898,0.34506,0.41502,0.625,0.74118,11.03,116.36
232.98,0.46334,0.33822,0.41502,0.61914,0.74118,10.952,114.41
232.99,0.44575,0.33138,0.41502,0.61914,0.74118,10.874,112.26
233,0.42913,0.32454,0.41502,0.61914,0.74118,11.03,110.1
233.01,0.41153,0.31867,0.41995,0.61914,0.74118,11.186,107.95
233.02,0.39492,0.31281,0.41995,0.61914,0.73529,11.499,105.61
233.02,0.3783,0.3089,0.41995,0.61914,0.73529,11.773,103.46
233.03,0.36168,0.30499,0.42488,0.61914,0.73529,11.812,101.5
233.04,0.34213,0.30108,0.4298,0.61914,0.73529,11.695,99.739
233.05,0.32356,0.29619,0.4298,0.61914,0.73137,11.499,98.175
233.06,0.30303,0.2913,0.43473,0.61914,0.73137,11.343,96.61
233.06,0.2825,0.28641,0.4298,0.625,0.73137,11.265,94.85
233.07,0.261,0.2825,0.4298,0.61914,0.73137,11.186,93.09
233.08,0.24047,0.27859,0.43473,0.61914,0.73137,11.186,91.33
233.09,0.21896,0.27468,0.43473,0.61914,0.73137,11.265,89.179
233.1,0.19844,0.27077,0.43473,0.61914,0.73137,11.265,87.027
233.1,0.17986,0.26588,0.43473,0.61914,0.73137,11.343,84.681
233.11,0.16129,0.261,0.43473,0.61914,0.73137,11.382,82.138
233.12,0.14565,0.25611,0.43473,0.61914,0.73137,11.499,79.791
233.13,0.12903,0.25318,0.43966,0.625,0.72549,11.695,77.836
233.14,0.11339,0.2522,0.45443,0.63477,0.71569,11.812,76.076
233.14,0.097752,0.25415,0.47044,0.65039,0.70588,12.008,74.707
233.15,0.082111,0.26393,0.4803,0.6543,0.69608,12.282,73.338
233.16,0.066471,0.28446,0.5,0.66992,0.68039,12.595,72.164
233.17,0.053763,0.31574,0.53448,0.68555,0.6549,12.947,71.186
233.18,0.041056,0.35777,0.55542,0.68945,0.6451,13.181,70.6
233.18,0.031281,0.4086,0.55049,0.66406,0.64118,13.064,70.209
233.19,0.020528,0.46334,0.54557,0.64453,0.64118,12.829,70.209
233.2,0.010753,0.51808,0.52956,0.63477,0.65098,12.438,70.209
233.21,0.001955,0.56891,0.5,0.625,0.67059,12.282,70.209
233.22,0.00097752,0.61388,0.47044,0.61523,0.7,12.125,70.209
233.22,0,0.64712,0.43473,0.60938,0.72549,12.086,70.404
233.23,0,0.67155,0.41502,0.60547,0.73529,11.969,70.795
233.24,0,0.69404,0.4101,0.60547,0.74118,11.89,71.186
233.25,0,0.71261,0.40517,0.59961,0.7451,11.773,71.186
233.26,0,0.7263,0.40517,0.59961,0.75098,11.773,70.795
233.26,0,0.73607,0.40517,0.59961,0.75098,11.812,70.404
233.27,0,0.74291,0.40517,0.5957,0.7451,12.008,70.209
233.28,0,0.74682,0.40517,0.5957,0.7451,12.203,70.209
233.29,0,0.74682,0.4101,0.59961,0.74118,12.399,70.209
233.3,0,0.74487,0.4298,0.61523,0.73137,12.634,70.013
233.3,0,0.74096,0.4803,0.60547,0.68039,12.907,69.622
233.31,0,0.73509,0.60468,0.5957,0.56078,13.181,69.231
233.32,0,0.72727,0.80542,0.56445,0.37059,13.377,68.644
233.33,0,0.71848,0.98522,0.48047,0.18824,13.455,68.253
233.34,0,0.70968,1,0.37109,0.15882,13.377,67.666
233.34,0,0.69892,0.68473,0.33984,0.41961,13.377,67.08
233.35,0,0.68817,0.46059,0.4043,0.65098,13.377,66.493
233.36,0,0.67546,0.36946,0.50977,0.7549,13.455,65.906
233.37,0,0.6608,0.35468,0.58008,0.77647,13.494,65.515
233.38,0,0.64516,0.36946,0.61523,0.77647,13.494,64.928
233.38,0,0.62854,0.37562,0.63477,0.77647,13.494,64.537
233.39,0,0.60997,0.38547,0.64062,0.77059,13.572,64.146
233.4,0,0.58944,0.39039,0.64062,0.76667,13.768,63.559
233.41,0,0.56891,0.40025,0.64453,0.76078,13.885,63.168
233.42,0,0.54839,0.40517,0.64453,0.76078,13.885,62.777
233.42,0,0.52981,0.41502,0.65039,0.7549,13.69,62.386
233.43,0,0.51417,0.42488,0.6543,0.7451,13.377,61.799
233.44,0,0.49756,0.43473,0.6543,0.74118,13.064,61.408
233.45,0,0.48192,0.43966,0.6543,0.73529,12.751,61.017
233.46,0,0.46823,0.44951,0.66016,0.73137,12.634,60.626
233.46,0,0.45552,0.45443,0.66016,0.72157,12.595,60.235
233.47,0,0.44575,0.46552,0.66016,0.71569,12.712,59.844
233.48,0,0.43695,0.47537,0.66406,0.70588,12.947,59.452
233.49,0,0.43109,0.48522,0.66992,0.69608,13.259,58.866
233.5,0,0.42522,0.5,0.67578,0.68627,13.572,58.475
233.5,0,0.42131,0.52463,0.67969,0.66471,13.807,58.083
233.51,0,0.4174,0.55542,0.68555,0.6451,13.768,57.692
233.52,0,0.41447,0.58498,0.69531,0.61961,13.377,57.692
233.53,0,0.41251,0.60961,0.69922,0.59608,12.907,58.475
233.54,0.0029325,0.41056,0.63547,0.69922,0.57451,12.438,60.821
233.54,0.0068426,0.40762,0.65025,0.69922,0.5549,12.086,64.928
233.55,0.01173,0.40469,0.6601,0.69922,0.55098,11.812,70.795
233.56,0.01564,0.40176,0.6601,0.69531,0.5451,11.656,77.64
233.57,0.020528,0.39883,0.64532,0.69531,0.56078,11.499,85.072
233.58,0.025415,0.39492,0.61453,0.68945,0.58431,11.382,92.503
233.58,0.029326,0.39101,0.58005,0.68555,0.61569,11.265,99.544
233.59,0.034213,0.38612,0.53941,0.66992,0.6451,11.186,105.61
233.6,0.038123,0.38123,0.50493,0.66406,0.68039,11.147,110.69
233.61,0.042033,0.37634,0.47044,0.6543,0.70588,11.03,114.21
233.62,0.044966,0.37048,0.44951,0.64062,0.72157,10.952,116.36
233.62,0.047898,0.36559,0.43473,0.63477,0.73137,10.874,117.34
233.63,0.048876,0.36168,0.4298,0.62891,0.73529,10.834,117.14
233.64,0.050831,0.35679,0.41995,0.625,0.74118,10.717,116.36
233.65,0.051808,0.35093,0.41995,0.625,0.74118,10.639,115.19
233.66,0.052786,0.34506,0.41995,0.625,0.74118,10.639,113.62
233.66,0.052786,0.3392,0.41995,0.61914,0.74118,10.756,111.67
233.67,0.052786,0.33431,0.42488,0.61914,0.73529,10.952,109.71
233.68,0.050831,0.32845,0.4298,0.61914,0.73529,11.147,107.76
233.69,0.048876,0.32356,0.4298,0.61914,0.73137,11.186,105.61
233.7,0.045943,0.31769,0.43473,0.61914,0.73137,11.069,103.26
233.7,0.042033,0.31281,0.43473,0.61914,0.72549,10.952,101.3
233.71,0.038123,0.30694,0.43966,0.61914,0.72549,10.834,99.348
233.72,0.033236,0.30205,0.43966,0.61914,0.72549,10.834,97.784
233.73,0.028348,0.29814,0.43966,0.61914,0.72157,10.834,96.024
233.74,0.02346,0.29521,0.44458,0.625,0.72157,10.874,94.263
233.74,0.01955,0.29228,0.44951,0.625,0.72157,11.069,92.308
233.75,0.014663,0.28837,0.44951,0.625,0.72157,11.265,90.157
233.76,0.01173,0.28348,0.44458,0.625,0.72157,11.656,88.005
233.77,0.0078201,0.27957,0.44458,0.62891,0.72157,11.89,85.658
233.78,0.0058651,0.27468,0.44458,0.62891,0.72157,12.008,83.116
233.78,0.0029325,0.26882,0.44458,0.625,0.72157,11.969,80.574
233.79,0.00097752,0.26197,0.44951,0.625,0.72157,11.89,78.227
233.8,0,0.25709,0.46059,0.63477,0.7098,11.89,76.271
233.81,0,0.25611,0.47537,0.64453,0.7,11.89,74.707
233.82,0,0.26197,0.48522,0.6543,0.6902,11.969,73.142
233.82,0,0.27273,0.5,0.66016,0.68039,11.969,71.969
233.83,0,0.29228,0.52956,0.67969,0.66078,12.008,70.991
233.84,0,0.32356,0.56034,0.68945,0.6451,12.086,70.404
233.85,0,0.36559,0.56527,0.67578,0.63529,12.282,70.209
233.86,0,0.41544,0.56034,0.66016,0.62941,12.516,70.209
233.86,0,0.46921,0.55049,0.65039,0.64118,12.751,70.209
233.87,0.0029325,0.52199,0.52463,0.64062,0.65098,12.751,70.209
233.88,0.0048876,0.57087,0.49507,0.625,0.68039,12.634,70.209
233.89,0.0078201,0.61388,0.46059,0.61523,0.70588,12.438,70.209
233.9,0.01173,0.64907,0.4298,0.60938,0.73137,12.203,70.404
233.9,0.014663,0.6784,0.41502,0.60547,0.74118,12.008,70.795
233.91,0.018573,0.70088,0.4101,0.60547,0.75098,11.89,71.186
233.92,0.02346,0.71848,0.40517,0.59961,0.75098,11.89,71.186
233.93,0.02737,0.73021,0.40517,0.59961,0.75098,12.086,70.795
233.94,0.031281,0.73705,0.4101,0.59961,0.7451,12.438,70.404
233.94,0.035191,0.74291,0.4101,0.59961,0.7451,12.907,70.209
233.95,0.039101,0.74585,0.4101,0.59961,0.7451,13.142,70.209
233.96,0.043011,0.74682,0.41995,0.60938,0.74118,13.142,70.209
233.97,0.045943,0.74487,0.44951,0.61523,0.71569,12.947,70.013
