Time [s], RESP, PLETH, I, MCL, II
278.37,1.0489,0.45455,0.48431,0.47451,0.68555
278.38,1.044,0.48778,0.47059,0.50588,0.625
278.38,1.0391,0.52199,0.4549,0.51569,0.56055
278.39,1.0342,0.55425,0.44902,0.51961,0.54492
278.4,1.0269,0.58456,0.44902,0.52549,0.53516
278.41,1.022,0.6129,0.44902,0.52549,0.51953
278.42,1.0147,0.63539,0.44902,0.52941,0.51953
278.42,1.0049,0.65396,0.44902,0.52941,0.51562
278.43,0.99511,0.67253,0.44902,0.52941,0.51953
278.44,0.98044,0.6911,0.44902,0.52941,0.51562
278.45,0.96577,0.7087,0.44902,0.53922,0.50977
278.46,0.94866,0.72336,0.44902,0.55098,0.51953
278.46,0.93154,0.73705,0.42549,0.62549,0.53516
278.47,0.90954,0.7478,0.43529,0.7098,0.56445
278.48,0.88998,0.7566,0.52941,0.76078,0.67969
278.49,0.86797,0.76246,0.73529,0.85098,0.70508
278.5,0.84841,0.7654,0.96078,0.97647,0.42578
278.5,0.82885,0.7654,1.0118,0.8902,-0.13477
278.51,0.80929,0.76246,0.50588,0.77059,-0.43359
278.52,0.79218,0.75758,0.12941,0.73137,-0.37891
278.53,0.77506,0.75073,0.04902,0.55098,-0.34961
278.54,0.76039,0.74096,0.088235,0.31373,-0.22461
278.54,0.74572,0.72923,0.18431,0.23922,0.085938
278.55,0.73105,0.71554,0.30392,0.28431,0.4043
278.56,0.71883,0.6999,0.38431,0.40392,0.58398
278.57,0.7066,0.68231,0.42549,0.44902,0.62891
278.58,0.69438,0.66569,0.43529,0.46078,0.6543
278.58,0.67971,0.64809,0.44902,0.46078,0.68555
278.59,0.66748,0.63148,0.44902,0.46078,0.69531
278.6,0.65526,0.61584,0.4549,0.46078,0.70508
278.61,0.64303,0.60117,0.4549,0.46078,0.70898
278.62,0.62836,0.58749,0.46078,0.46078,0.70898
278.62,0.61614,0.57576,0.46078,0.46078,0.70898
278.63,0.60391,0.565,0.46078,0.46078,0.7207
278.64,0.58924,0.55425,0.4549,0.46471,0.74023
278.65,0.57702,0.5435,0.46078,0.46078,0.74414
278.66,0.56235,0.53275,0.4549,0.46078,0.73438
278.66,0.55012,0.52199,0.4549,0.46078,0.74414
278.67,0.53545,0.51124,0.4549,0.4549,0.75391
278.68,0.52323,0.50147,0.46078,0.44902,0.75
278.69,0.511,0.49169,0.46471,0.44902,0.76953
278.7,0.49633,0.48192,0.46471,0.4451,0.7793
278.7,0.48411,0.47312,0.47059,0.43529,0.79883
278.71,0.46944,0.46432,0.47451,0.43529,0.84375
278.72,0.45721,0.45455,0.49412,0.42941,0.88477
278.73,0.4401,0.4477,0.5098,0.43529,0.93555
278.74,0.42543,0.44086,0.52549,0.42941,0.96484
278.74,0.40587,0.43304,0.5451,0.42941,0.99414
278.75,0.38631,0.42522,0.5549,0.43529,1.0098
278.76,0.36675,0.4174,0.57059,0.43922,1.0137
278.77,0.34474,0.40958,0.57059,0.4549,1.0039
278.78,0.32518,0.40176,0.57059,0.47059,0.96484
278.78,0.30318,0.39492,0.56078,0.49412,0.9043
278.79,0.28362,0.38807,0.5451,0.5098,0.86914
278.8,0.26161,0.38025,0.53529,0.52941,0.81055
278.81,0.2445,0.37341,0.51569,0.53529,0.75977
278.82,0.22494,0.36657,0.50588,0.55098,0.72461
278.82,0.20782,0.35973,0.5,0.55098,0.68945
278.83,0.19315,0.35288,0.49412,0.5549,0.67969
278.84,0.17604,0.34702,0.5,0.56078,0.66406
278.85,0.16137,0.34213,0.50588,0.58039,0.69531
278.86,0.14914,0.33724,0.51569,0.6098,0.74023
278.86,0.13447,0.33431,0.51961,0.62549,0.74414
278.87,0.1198,0.33333,0.51961,0.6098,0.75391
278.88,0.10758,0.33724,0.51569,0.59608,0.77539
278.89,0.09291,0.34604,0.51569,0.53922,0.79883
278.9,0.080685,0.36168,0.51961,0.5,0.80469
278.9,0.066015,0.38319,0.51569,0.49412,0.79883
278.91,0.05379,0.40958,0.51961,0.48431,0.80469
278.92,0.03912,0.43891,0.5,0.4902,0.79883
278.93,0.026895,0.47116,0.48431,0.5,0.75
278.94,0.01467,0.5044,0.47451,0.51961,0.70508
278.94,0.002445,0.53372,0.46078,0.52941,0.63477
278.95,-0.00978,0.55914,0.46078,0.52941,0.5957
278.96,-0.022005,0.58553,0.4549,0.52549,0.58398
278.97,-0.031785,0.61193,0.4549,0.52549,0.58398
278.98,-0.04401,0.63734,0.4549,0.51961,0.57422
278.98,-0.05379,0.65982,0.4549,0.51961,0.57031
278.99,-0.066015,0.68035,0.4549,0.51569,0.56445
279,-0.075795,0.69795,0.4549,0.51569,0.58008
279.01,-0.08802,0.71261,0.44902,0.51569,0.57031
279.02,-0.0978,0.72532,0.4549,0.51569,0.57031
279.02,-0.10758,0.73607,0.4451,0.56471,0.5957
279.03,-0.11736,0.74487,0.43529,0.66078,0.60547
279.04,-0.12714,0.75073,0.51569,0.71569,0.73438
279.05,-0.13692,0.75367,0.6902,0.78039,0.81055
279.06,-0.1467,0.75367,0.90588,0.89608,0.64453
279.06,-0.15403,0.75269,0.97059,0.85098,0.070312
279.07,-0.16137,0.74878,0.56078,0.77647,-0.39453
279.08,-0.16626,0.74194,0.17843,0.76667,-0.42383
279.09,-0.17359,0.73314,0.068627,0.62941,-0.30469
279.1,-0.17604,0.72239,0.088235,0.4,-0.18945
279.1,-0.17848,0.70968,0.15882,0.2549,0.076172
279.11,-0.17848,0.69501,0.27843,0.2451,0.39453
279.12,-0.17848,0.67937,0.37451,0.3549,0.60547
279.13,-0.17848,0.66178,0.41961,0.41569,0.66406
279.14,-0.17604,0.64418,0.43529,0.43529,0.70898
279.14,-0.17604,0.62757,0.44902,0.43922,0.73047
279.15,-0.17359,0.61193,0.44902,0.43922,0.71484
279.16,-0.17359,0.59824,0.44902,0.43922,0.7207
279.17,-0.17359,0.58456,0.4549,0.43529,0.73438
279.18,-0.17359,0.56989,0.46078,0.43529,0.74023
279.18,-0.17359,0.55718,0.46078,0.42941,0.73438
279.19,-0.17604,0.5435,0.46078,0.41961,0.73438
279.2,-0.17604,0.53177,0.46471,0.42549,0.74414
279.21,-0.17848,0.51906,0.46471,0.42549,0.73438
279.22,-0.18093,0.50635,0.46471,0.41961,0.75977
279.22,-0.18337,0.49365,0.46471,0.41569,0.7793
279.23,-0.18337,0.48094,0.46471,0.41961,0.76953
279.24,-0.18582,0.46823,0.46078,0.4098,0.7793
279.25,-0.18582,0.45455,0.46078,0.41569,0.79492
279.26,-0.18582,0.44282,0.44902,0.3902,0.80469
279.26,-0.18582,0.43206,0.46078,0.38039,0.82422
279.27,-0.18582,0.42033,0.47451,0.37451,0.86914
279.28,-0.18582,0.40665,0.48431,0.36471,0.91016
279.29,-0.18582,0.39296,0.50588,0.35882,0.94922
279.3,-0.18582,0.37928,0.52549,0.35882,0.99414
279.3,-0.18826,0.36559,0.5451,0.3549,1.0293
279.31,-0.19071,0.35191,0.56078,0.35882,1.0488
279.32,-0.19071,0.33822,0.57059,0.36471,1.0703
279.33,-0.19315,0.32551,0.57451,0.38039,1.0547
279.34,-0.19315,0.31378,0.57059,0.40392,1.0098
279.34,-0.19315,0.30205,0.56078,0.42941,0.94922
279.35,-0.1956,0.29032,0.53922,0.4549,0.88477
279.36,-0.1956,0.28152,0.52941,0.47451,0.81445
279.37,-0.1956,0.2737,0.51569,0.4902,0.77539
279.38,-0.19804,0.26491,0.50588,0.5,0.73438
279.38,-0.19804,0.25513,0.50588,0.5098,0.70508
279.39,-0.19804,0.24438,0.5,0.52549,0.68555
279.4,-0.20049,0.2346,0.5098,0.5549,0.72461
279.41,-0.20049,0.22385,0.5098,0.58039,0.73438
279.42,-0.20049,0.21505,0.51961,0.58431,0.73438
279.42,-0.20049,0.20723,0.51961,0.56078,0.75391
279.43,-0.20049,0.20235,0.51569,0.52549,0.77539
279.44,-0.19804,0.20235,0.5098,0.47059,0.78516
279.45,-0.19804,0.20626,0.5,0.46078,0.81055
279.46,-0.19804,0.21701,0.50588,0.4549,0.82031
279.46,-0.20049,0.23167,0.50588,0.4549,0.82422
279.47,-0.20049,0.24927,0.5,0.46078,0.76953
279.48,-0.20293,0.27273,0.4902,0.47451,0.70898
279.49,-0.20293,0.30108,0.47059,0.5,0.6543
279.5,-0.20538,0.33138,0.4549,0.5098,0.61523
279.5,-0.20782,0.36266,0.4549,0.50588,0.58984
279.51,-0.21027,0.39394,0.4549,0.5,0.58008
279.52,-0.21271,0.42424,0.4549,0.50588,0.58008
279.53,-0.2176,0.45161,0.4549,0.5,0.57422
279.54,-0.22005,0.47703,0.4549,0.5,0.56055
279.54,-0.22494,0.50049,0.44902,0.49412,0.55078
279.55,-0.22738,0.52004,0.4549,0.49412,0.54492
279.56,-0.23227,0.53959,0.46078,0.4902,0.57031
279.57,-0.23716,0.55523,0.44902,0.5,0.56445
279.58,-0.23961,0.56696,0.43922,0.57059,0.57031
279.58,-0.2445,0.57674,0.44902,0.65098,0.625
279.59,-0.24939,0.58456,0.5549,0.69608,0.76953
279.6,-0.25428,0.5914,0.75098,0.78039,0.81445
279.61,-0.25672,0.59726,0.92549,0.86667,0.48047
279.62,-0.25917,0.6002,0.93725,0.80588,-0.16016
279.62,-0.26161,0.60117,0.42941,0.75098,-0.46875
279.63,-0.26406,0.6002,0.14314,0.7549,-0.37891
279.64,-0.2665,0.59726,0.094118,0.5549,-0.30469
279.65,-0.26895,0.59238,0.12353,0.33922,-0.13867
279.66,-0.26895,0.58553,0.2098,0.23333,0.16602
279.66,-0.26895,0.57674,0.31961,0.26471,0.44531
279.67,-0.27139,0.56794,0.40392,0.35882,0.625
279.68,-0.27139,0.55914,0.43529,0.40392,0.67578
279.69,-0.27384,0.54936,0.4451,0.41569,0.68945
279.7,-0.27628,0.53959,0.44902,0.41961,0.69531
279.7,-0.27873,0.52884,0.44902,0.42941,0.68555
279.71,-0.28117,0.52004,0.44902,0.42549,0.69922
279.72,-0.28606,0.51124,0.47059,0.41961,0.71484
279.73,-0.28851,0.50244,0.47059,0.42549,0.73047
279.74,-0.29095,0.49462,0.47059,0.41961,0.72461
279.74,-0.2934,0.48778,0.47059,0.41961,0.73438
279.75,-0.2934,0.47996,0.46471,0.41961,0.74414
279.76,-0.29584,0.47312,0.46471,0.41569,0.73438
279.77,-0.29584,0.46628,0.47451,0.41569,0.73047
279.78,-0.29829,0.45943,0.47059,0.4098,0.75977
279.78,-0.29829,0.45357,0.47059,0.4098,0.77539
279.79,-0.29829,0.4477,0.47059,0.4,0.77539
279.8,-0.29829,0.44086,0.47059,0.4,0.79883
279.81,-0.29584,0.43402,0.47059,0.3902,0.83008
279.82,-0.2934,0.4262,0.47451,0.38431,0.85547
279.82,-0.29095,0.41838,0.48039,0.37059,0.88867
279.83,-0.28851,0.41056,0.5,0.35882,0.92383
279.84,-0.28606,0.40371,0.51961,0.34902,0.99023
279.85,-0.28362,0.39589,0.53529,0.3451,1.0352
279.86,-0.28117,0.38905,0.5451,0.3451,1.0645
279.86,-0.27873,0.38221,0.56078,0.3451,1.0801
279.87,-0.27384,0.37537,0.57059,0.3549,1.0547
279.88,-0.27139,0.36852,0.57059,0.38039,1.0391
279.89,-0.2665,0.36364,0.56078,0.4,1.0039
279.9,-0.26161,0.35973,0.5451,0.42941,0.94922
279.9,-0.25672,0.35484,0.53529,0.4549,0.86523
279.91,-0.25428,0.34897,0.51961,0.48039,0.79492
279.92,-0.24939,0.34311,0.50588,0.49412,0.76562
279.93,-0.2445,0.33627,0.49412,0.5098,0.69531
279.94,-0.23961,0.32942,0.48431,0.51569,0.68555
279.94,-0.23472,0.32258,0.49412,0.52941,0.68555
279.95,-0.22983,0.31574,0.5,0.5549,0.69531
279.96,-0.22494,0.3089,0.49412,0.58039,0.70508
279.97,-0.22005,0.30205,0.5,0.5902,0.73438
279.98,-0.21516,0.29717,0.5,0.57059,0.75
279.98,-0.21027,0.29521,0.50588,0.55098,0.75391
279.99,-0.20538,0.29619,0.5,0.5,0.76953
280,-0.20049,0.30108,0.5,0.46471,0.7793
280.01,-0.1956,0.31085,0.49412,0.47059,0.79492
280.02,-0.19071,0.32551,0.5,0.46078,0.81055
280.02,-0.18582,0.34604,0.4902,0.46471,0.78516
280.03,-0.18093,0.37146,0.48039,0.47451,0.73438
280.04,-0.17604,0.39883,0.47059,0.49412,0.68945
280.05,-0.17115,0.42815,0.46078,0.5098,0.64453
280.06,-0.16626,0.45748,0.4549,0.5,0.5957
280.06,-0.16137,0.48583,0.46078,0.5,0.57422
280.07,-0.15648,0.51222,0.4549,0.5,0.57031
280.08,-0.15159,0.53666,0.4549,0.50588,0.57422
280.09,-0.1467,0.55816,0.44902,0.5,0.56055
280.1,-0.14181,0.57478,0.4549,0.5,0.57031
280.1,-0.13692,0.58847,0.4549,0.5,0.56055
280.11,-0.13203,0.60215,0.4549,0.49412,0.55469
280.12,-0.12958,0.61486,0.44902,0.5,0.56445
280.13,-0.12469,0.62561,0.4451,0.5451,0.55469
280.14,-0.12225,0.63539,0.43529,0.63529,0.59961
280.14,-0.1198,0.64321,0.50588,0.68627,0.75391
280.15,-0.11736,0.65005,0.66471,0.7451,0.84961
280.16,-0.11491,0.65494,0.85098,0.85686,0.73438
280.17,-0.11002,0.65787,0.92157,0.86667,0.12109
280.18,-0.10758,0.65787,0.5902,0.7549,-0.39844
280.18,-0.10269,0.65591,0.23333,0.76078,-0.45898
280.19,-0.0978,0.652,0.10392,0.65098,-0.33008
280.2,-0.09291,0.64614,0.11373,0.43922,-0.22461
280.21,-0.085575,0.6393,0.16471,0.27843,0.025391
280.22,-0.080685,0.6305,0.27843,0.2549,0.33984
280.22,-0.075795,0.61975,0.37059,0.33922,0.56445
280.23,-0.070905,0.60802,0.41961,0.4098,0.64062
280.24,-0.066015,0.59726,0.43529,0.42941,0.66016
280.25,-0.06357,0.58553,0.44902,0.43529,0.68555
280.26,-0.061125,0.57478,0.4549,0.43529,0.67969
280.26,-0.061125,0.565,0.46078,0.43922,0.66992
280.27,-0.05868,0.55621,0.4549,0.43529,0.70508
280.28,-0.056235,0.54741,0.4549,0.43529,0.69922
280.29,-0.056235,0.53861,0.46078,0.43529,0.70508
280.3,-0.056235,0.53079,0.46471,0.43529,0.7207
280.3,-0.05379,0.52395,0.4549,0.42941,0.71484
280.31,-0.05379,0.51711,0.4549,0.41961,0.7207
280.32,-0.05379,0.51026,0.46078,0.41961,0.72461
280.33,-0.05379,0.50244,0.46471,0.41569,0.7207
280.34,-0.051345,0.49462,0.4549,0.41569,0.74023
280.34,-0.051345,0.48583,0.4549,0.41569,0.75391
280.35,-0.0489,0.47703,0.4549,0.4098,0.75
280.36,-0.0489,0.46823,0.4549,0.4,0.77539
280.37,-0.046455,0.45846,0.46078,0.3902,0.80469
280.38,-0.04401,0.44966,0.47059,0.37451,0.85938
280.38,-0.041565,0.44086,0.48039,0.36471,0.89453
280.39,-0.036675,0.43304,0.5,0.3549,0.93555
280.4,-0.03423,0.42522,0.51961,0.34902,0.96875
280.41,-0.031785,0.41838,0.52941,0.3451,1.0195
280.42,-0.026895,0.41251,0.5451,0.34902,1.0352
280.42,-0.02445,0.40665,0.56078,0.34902,1.0547
280.43,-0.01956,0.3998,0.56471,0.36471,1.0449
280.44,-0.017115,0.39394,0.5549,0.3902,0.99023
280.45,-0.012225,0.3871,0.55098,0.41569,0.93945
280.46,-0.007335,0.38025,0.5451,0.43529,0.87891
280.46,-0.00489,0.37341,0.52549,0.4549,0.81445
280.47,0,0.36755,0.5098,0.47451,0.74414
280.48,0.00489,0.3607,0.5,0.49412,0.70508
280.49,0.00978,0.35484,0.4902,0.5098,0.66992
280.5,0.012225,0.348,0.4902,0.51961,0.66406
280.5,0.017115,0.34018,0.5,0.52941,0.67578
280.51,0.02445,0.33431,0.50588,0.5549,0.68555
280.52,0.02934,0.3304,0.5,0.58039,0.69531
280.53,0.036675,0.32551,0.5098,0.57059,0.68945
280.54,0.04401,0.32258,0.50588,0.5549,0.71484
280.54,0.0489,0.32356,0.5,0.51569,0.73438
280.55,0.056235,0.32942,0.5,0.46471,0.75391
280.56,0.06357,0.34018,0.49412,0.46078,0.76953
280.57,0.070905,0.35679,0.5,0.4549,0.7793
280.58,0.07824,0.37928,0.4902,0.4549,0.75
280.58,0.08802,0.40469,0.48039,0.46078,0.72461
280.59,0.095355,0.43402,0.47451,0.47451,0.67578
280.6,0.10513,0.46432,0.46471,0.4902,0.61914
280.61,0.11736,0.49462,0.46471,0.5,0.57422
280.62,0.12714,0.52102,0.46078,0.5,0.55469
280.62,0.13936,0.5435,0.4549,0.5,0.54492
280.63,0.14914,0.56598,0.46078,0.49412,0.52539
280.64,0.15892,0.58847,0.46078,0.5,0.53516
280.65,0.1687,0.60899,0.46471,0.5,0.5293
280.66,0.18093,0.62757,0.46078,0.50588,0.52539
280.66,0.19071,0.64418,0.46078,0.5,0.51953
280.67,0.20049,0.65982,0.4549,0.5,0.51953
280.68,0.21027,0.67253,0.44902,0.51961,0.53516
280.69,0.22249,0.68426,0.4451,0.60588,0.56055
280.7,0.23227,0.69501,0.48039,0.66471,0.66016
280.7,0.24205,0.70381,0.61569,0.72157,0.81055
280.71,0.25183,0.71065,0.81569,0.84118,0.83398
280.72,0.25917,0.71457,0.95098,0.8902,0.3457
280.73,0.26895,0.71652,0.7549,0.78627,-0.26953
280.74,0.27873,0.71554,0.32941,0.7451,-0.46875
280.74,0.28851,0.71359,0.1098,0.68627,-0.38867
280.75,0.29829,0.7087,0.094118,0.46471,-0.33008
280.76,0.31051,0.70283,0.13922,0.27451,-0.125
280.77,0.32029,0.69404,0.2549,0.22941,0.21484
280.78,0.33252,0.68426,0.3549,0.30392,0.48047
280.78,0.34474,0.67253,0.41961,0.39412,0.60547
280.79,0.35452,0.6608,0.43922,0.41961,0.63477
280.8,0.36675,0.64809,0.44902,0.43529,0.6543
280.81,0.37897,0.63636,0.46078,0.43529,0.66406
280.82,0.38875,0.62561,0.46471,0.43529,0.66406
280.82,0.39853,0.61486,0.46078,0.43529,0.66992
280.83,0.40831,0.60606,0.47059,0.43529,0.67578
280.84,0.4132,0.59824,0.46471,0.42941,0.67969
280.85,0.42054,0.58944,0.46471,0.43529,0.68945
280.86,0.42787,0.58162,0.46078,0.42941,0.68945
280.86,0.43521,0.5738,0.46471,0.42549,0.69531
280.87,0.4401,0.56598,0.46078,0.41961,0.69922
280.88,0.44499,0.55816,0.46471,0.41961,0.70898
280.89,0.45232,0.54936,0.46078,0.41569,0.70898
280.9,0.45721,0.54057,0.46078,0.41569,0.7207
280.9,0.46455,0.53177,0.46078,0.41569,0.73047
280.91,0.46944,0.52297,0.46078,0.4098,0.74414
280.92,0.47677,0.51417,0.46078,0.40392,0.76562
280.93,0.48411,0.50538,0.47451,0.39412,0.79492
280.94,0.49144,0.49756,0.48039,0.3902,0.83984
280.94,0.49878,0.48974,0.5,0.38431,0.87891
280.95,0.50856,0.48192,0.51961,0.37451,0.92383
280.96,0.51589,0.4741,0.52549,0.37451,0.95898
280.97,0.52323,0.46628,0.53922,0.37059,0.97461
280.98,0.53301,0.45846,0.5549,0.37451,0.99414
280.98,0.54034,0.45064,0.56078,0.38039,0.99023
280.99,0.55012,0.44379,0.56471,0.4,0.95898
281,0.5599,0.43597,0.56078,0.41569,0.91992
281.01,0.56724,0.42913,0.5451,0.43529,0.85938
281.02,0.57702,0.42229,0.53529,0.46078,0.79492
281.02,0.58435,0.41447,0.51961,0.48039,0.74023
281.03,0.59169,0.40762,0.51569,0.4902,0.68945
281.04,0.59902,0.40176,0.5,0.50588,0.6543
281.05,0.60636,0.39589,0.5,0.5098,0.61523
281.06,0.61369,0.39003,0.49412,0.5098,0.61523
281.06,0.61858,0.38319,0.49412,0.51569,0.61523
281.07,0.62592,0.37732,0.5,0.53529,0.62891
281.08,0.63081,0.37243,0.50588,0.56471,0.66016
281.09,0.63814,0.3695,0.5,0.5902,0.68555
281.1,0.64303,0.37048,0.5098,0.58039,0.68555
281.1,0.65037,0.37634,0.50588,0.57059,0.70508
281.11,0.65526,0.38807,0.50588,0.51961,0.73438
281.12,0.66015,0.40469,0.50588,0.47059,0.73438
281.13,0.66748,0.4262,0.5098,0.46078,0.75
281.14,0.67237,0.45259,0.50588,0.46078,0.74023
281.14,0.67971,0.47801,0.5,0.46078,0.7207
281.15,0.68704,0.50244,0.48431,0.47059,0.69531
281.16,0.69438,0.53079,0.47451,0.48431,0.64062
281.17,0.70171,0.55914,0.4549,0.50588,0.58008
281.18,0.71149,0.58749,0.4549,0.5098,0.53516
281.18,0.71883,0.61388,0.4549,0.5098,0.51953
281.19,0.72616,0.63832,0.4549,0.50588,0.50586
281.2,0.7335,0.65982,0.4549,0.5,0.5
281.21,0.74328,0.68035,0.4549,0.49412,0.5
281.22,0.75061,0.69892,0.4549,0.49412,0.5
281.22,0.75795,0.71554,0.44902,0.49412,0.5
281.23,0.76528,0.73021,0.46078,0.4902,0.49023
281.24,0.77262,0.74389,0.4549,0.48431,0.5
281.25,0.77995,0.75269,0.44902,0.53922,0.52539
281.26,0.78729,0.75953,0.4451,0.63529,0.55078
281.26,0.79462,0.76637,0.5098,0.68627,0.66992
281.27,0.80196,0.77224,0.67059,0.7549,0.77539
281.28,0.80685,0.77713,0.89608,0.8902,0.67578
281.29,0.81418,0.7781,0.99216,0.90588,0.125
281.3,0.82152,0.7781,0.67059,0.73137,-0.33984
281.3,0.82885,0.77419,0.23333,0.70588,-0.41406
281.31,0.83619,0.76735,0.07451,0.57451,-0.36914
281.32,0.84352,0.75953,0.094118,0.33922,-0.29492
281.33,0.8533,0.74878,0.16471,0.21373,-0.039062
281.34,0.86308,0.73607,0.27451,0.20392,0.28516
281.34,0.87042,0.72239,0.37451,0.33529,0.52539
281.35,0.87775,0.7087,0.41961,0.4098,0.60547
281.36,0.88753,0.69501,0.43922,0.42549,0.64062
281.37,0.89487,0.68231,0.44902,0.42941,0.6543
281.38,0.9022,0.66862,0.4549,0.42941,0.66406
281.38,0.90709,0.65591,0.46078,0.42941,0.66992
281.39,0.91443,0.64321,0.4549,0.43529,0.67578
281.4,0.91932,0.63148,0.44902,0.43529,0.67969
281.41,0.92421,0.62072,0.46078,0.42941,0.68555
281.42,0.9291,0.60997,0.46078,0.42549,0.68555
281.42,0.93399,0.59922,0.46078,0.42549,0.68555
281.43,0.93643,0.58944,0.46471,0.42941,0.69531
281.44,0.94132,0.57869,0.46471,0.42549,0.69922
281.45,0.94377,0.56891,0.46471,0.42549,0.70508
281.46,0.94621,0.55914,0.46471,0.42549,0.70898
281.46,0.9511,0.54936,0.46471,0.42549,0.7207
281.47,0.95599,0.54057,0.46078,0.41961,0.71484
281.48,0.96088,0.53079,0.46078,0.41961,0.74023
281.49,0.96822,0.52102,0.4549,0.41569,0.75977
281.5,0.97066,0.51124,0.47451,0.4098,0.78906
281.5,0.97555,0.50049,0.48039,0.4098,0.82422
281.51,0.98044,0.49071,0.5,0.40392,0.86914
281.52,0.98289,0.48094,0.51569,0.40392,0.9043
281.53,0.98778,0.47214,0.52941,0.40392,0.93945
281.54,0.99022,0.46334,0.5451,0.4,0.95508
281.54,0.99267,0.45455,0.5549,0.4,0.96484
281.55,0.99511,0.44575,0.57059,0.41569,0.96484
281.56,1,0.43891,0.57059,0.42941,0.93555
281.57,1.0024,0.43304,0.56078,0.4451,0.88867
281.58,1.0073,0.4262,0.55098,0.46078,0.83398
281.58,1.0098,0.41838,0.53529,0.48431,0.7793
281.59,1.0147,0.41056,0.51961,0.49412,0.73047
281.6,1.0171,0.40371,0.5098,0.50588,0.68945
281.61,1.0196,0.39589,0.5,0.5098,0.6543
281.62,1.022,0.38807,0.5,0.5098,0.63477
281.62,1.022,0.38025,0.5,0.51961,0.63477
281.63,1.0244,0.37341,0.50588,0.5451,0.6543
281.64,1.0244,0.35777,0.5098,0.57059,0.67578
281.65,1.0244,0.34018,0.51569,0.5902,0.68945
281.66,1.0244,0.33236,0.51961,0.57451,0.68555
281.66,1.022,0.33138,0.51569,0.58039,0.71484
281.67,1.022,0.33627,0.5098,0.51961,0.74023
281.68,1.0196,0.348,0.5098,0.47451,0.74414
281.69,1.0171,0.36559,0.5098,0.46471,0.75391
281.7,1.0147,0.38905,0.51569,0.46078,0.75391
281.7,1.0122,0.41544,0.5,0.46078,0.72461
281.71,1.0098,0.44477,0.48431,0.46471,0.68555
281.72,1.0073,0.47605,0.47451,0.48431,0.64062
281.73,1.0073,0.50635,0.46078,0.5,0.57422
281.74,1.0073,0.53666,0.46078,0.5,0.53516
281.74,1.0073,0.56403,0.46078,0.5,0.51953
281.75,1.0073,0.59042,0.46078,0.49412,0.51953
281.76,1.0098,0.61388,0.4549,0.5,0.51562
281.77,1.0098,0.63245,0.46078,0.4902,0.51562
281.78,1.0098,0.64809,0.4549,0.4902,0.51953
281.78,1.0098,0.66471,0.46471,0.4902,0.51562
281.79,1.0122,0.68035,0.46078,0.48431,0.51562
281.8,1.0122,0.69599,0.47059,0.48431,0.51953
281.81,1.0147,0.7087,0.4451,0.53922,0.53516
281.82,1.0147,0.72141,0.44902,0.63529,0.55469
281.82,1.0147,0.73118,0.5098,0.6902,0.6543
281.83,1.0171,0.739,0.68627,0.76667,0.73438
281.84,1.0171,0.74487,0.90588,0.90588,0.5957
281.85,1.0196,0.7478,0.99608,0.91569,0.041016
281.86,1.022,0.7478,0.64118,0.73529,-0.375
281.86,1.0244,0.74585,0.2098,0.7,-0.41992
281.87,1.0269,0.73998,0.062745,0.57059,-0.36328
281.88,1.0293,0.73314,0.084314,0.32353,-0.27344
281.89,1.0318,0.72336,0.16471,0.20392,-0.0097656
281.9,1.0342,0.71261,0.28431,0.2,0.32031
281.9,1.0391,0.69892,0.37451,0.33529,0.55078
281.91,1.0416,0.68426,0.41961,0.40392,0.61914
281.92,1.044,0.66862,0.43922,0.41961,0.64453
281.93,1.044,0.65298,0.44902,0.42549,0.66016
281.94,1.0465,0.63734,0.44902,0.42941,0.68555
281.94,1.0465,0.62268,0.44902,0.43529,0.69531
281.95,1.0465,0.60802,0.44902,0.42941,0.69531
281.96,1.0465,0.59433,0.44902,0.42549,0.69531
281.97,1.0465,0.58162,0.44902,0.41569,0.69531
281.98,1.044,0.56989,0.44902,0.41569,0.70898
281.98,1.044,0.55914,0.46078,0.41569,0.70898
281.99,1.044,0.54936,0.4549,0.41569,0.70898
282,1.0416,0.53959,0.46078,0.41569,0.7207
282.01,1.0416,0.52884,0.4549,0.41569,0.72461
282.02,1.0391,0.51808,0.46471,0.41569,0.73047
282.02,1.0367,0.50733,0.46078,0.41569,0.73438
282.03,1.0367,0.49658,0.46471,0.41569,0.75
282.04,1.0367,0.48485,0.46078,0.4098,0.75391
282.05,1.0367,0.4741,0.47059,0.4098,0.78906
282.06,1.0391,0.46334,0.47451,0.40392,0.82031
282.06,1.0416,0.45259,0.48431,0.39412,0.85938
282.07,1.0416,0.44282,0.50588,0.4,0.90039
282.08,1.0416,0.43304,0.52549,0.3902,0.93945
282.09,1.0416,0.42424,0.5451,0.39412,0.96484
282.1,1.0416,0.4174,0.56078,0.3902,0.99023
282.1,1.0416,0.4086,0.57059,0.4,1
282.11,1.0416,0.3998,0.58039,0.41569,0.99023
282.12,1.0416,0.39101,0.57451,0.42941,0.95508
282.13,1.0416,0.38221,0.57059,0.4549,0.91016
282.14,1.0416,0.37341,0.5451,0.47451,0.84375
282.14,1.0416,0.36461,0.53922,0.4902,0.78906
282.15,1.0416,0.35582,0.51961,0.50588,0.74023
282.16,1.0391,0.348,0.51569,0.50588,0.70508
282.17,1.0391,0.34018,0.50588,0.50588,0.66992
282.18,1.0367,0.33138,0.5,0.5098,0.6543
282.18,1.0342,0.32356,0.50588,0.52549,0.64453
