Time [s], RESP, PLETH, I, MCL, II
179.51,1,0.40274,0.79492,0.32353,0.14902
179.52,1,0.3998,0.78516,0.33922,0.16471
179.53,1,0.39785,0.79883,0.33922,0.17451
179.54,1,0.39492,0.80469,0.32941,0.21373
179.54,1,0.39296,0.78516,0.33922,0.22941
179.55,1,0.39101,0.79492,0.31961,0.2
179.56,1,0.39003,0.80469,0.32941,0.21961
179.57,1,0.38905,0.78516,0.31373,0.11373
179.58,1,0.38807,0.79883,0.32353,0.078431
179.58,1,0.38807,0.75977,0.33922,0.04902
179.59,1,0.3871,0.75391,0.32353,0.0039216
179.6,1,0.38612,0.75977,0.33922,0.029412
179.61,1,0.38514,0.75391,0.3451,0.033333
179.62,1,0.38416,0.73438,0.33529,-0.0019608
179.62,1,0.38416,0.72461,0.3451,-0.011765
179.63,1,0.38416,0.73047,0.33529,0.013725
179.64,1,0.38416,0.73438,0.3451,0.0039216
179.65,1,0.38416,0.72461,0.3451,0.062745
179.66,1,0.38514,0.73047,0.34902,0.058824
179.66,1,0.38514,0.75,0.35882,0.084314
179.67,1,0.38612,0.75391,0.34902,0.088235
179.68,1,0.38807,0.75977,0.3549,0.033333
179.69,1,0.38905,0.75391,0.34902,0.029412
179.7,1,0.39003,0.74414,0.33922,0.11373
179.7,1,0.39003,0.75391,0.3549,0.052941
179.71,1,0.39003,0.76562,0.33922,0.04902
179.72,1,0.39101,0.75391,0.34902,0.07451
179.73,1,0.39198,0.76562,0.32941,0.052941
179.74,1,0.39394,0.75977,0.33922,0.07451
179.74,1,0.39785,0.77539,0.33529,0.084314
179.75,1,0.40371,0.75391,0.33922,0.078431
179.76,1,0.41056,0.75391,0.3451,0.1098
179.77,1,0.41838,0.75977,0.3451,0.088235
179.78,1,0.42522,0.76953,0.3451,0.1098
179.78,1,0.43206,0.7793,0.33922,0.14314
179.79,1,0.43988,0.76953,0.3451,0.15882
179.8,1,0.4477,0.77539,0.33529,0.1549
179.81,1,0.45552,0.76562,0.33922,0.17451
179.82,1,0.46334,0.76953,0.33529,0.17451
179.82,1,0.47019,0.78516,0.33922,0.13922
179.83,1,0.47703,0.76953,0.33922,0.11961
179.84,1,0.48289,0.75977,0.3451,0.12941
179.85,1,0.48876,0.77539,0.32941,0.11373
179.86,1,0.49267,0.78516,0.32353,0.1098
179.86,1,0.49658,0.78516,0.32353,0.12941
179.87,1,0.49951,0.7793,0.31961,0.13333
179.88,1,0.50147,0.78516,0.31373,0.14902
179.89,1,0.50147,0.77539,0.32353,0.13333
179.9,1,0.50244,0.75977,0.33922,0.12353
179.9,1,0.50244,0.77539,0.33922,0.098039
179.91,1,0.50244,0.75977,0.3549,0.039216
179.92,1,0.50244,0.75391,0.3451,0.0078431
179.93,1,0.50244,0.75,0.33922,-0.011765
179.94,1,0.50147,0.74023,0.33922,-0.015686
179.94,1,0.50049,0.73438,0.33922,0.0078431
179.95,1,0.49756,0.75977,0.33922,0.017647
179.96,1,0.49462,0.74023,0.33922,0.0078431
179.97,0.97654,0.49071,0.75391,0.33529,0.029412
179.98,0.95308,0.48778,0.75977,0.32353,0.052941
179.98,0.92766,0.48485,0.74414,0.31961,0.078431
179.99,0.90323,0.48289,0.70898,0.35882,0.068627
180,0.87879,0.47898,0.84375,0.33922,0.21961
180.01,0.85533,0.47605,1.1484,0.17843,0.53529
180.02,0.83284,0.47116,1.2949,0.039216,0.65098
180.02,0.81134,0.46725,0.91992,0.088235,0.18824
180.03,0.79179,0.46334,0.66406,0.18431,0.0078431
180.04,0.77224,0.45943,0.70898,0.25882,0.084314
180.05,0.75367,0.4565,0.75977,0.32353,0.13333
180.06,0.73509,0.45259,0.76953,0.33922,0.15882
180.06,0.7175,0.4477,0.75977,0.31961,0.15882
180.07,0.69892,0.44477,0.75391,0.32353,0.12941
180.08,0.67449,0.44184,0.76562,0.32353,0.11961
180.09,0.65005,0.43891,0.76562,0.32941,0.14902
180.1,0.61779,0.435,0.76953,0.29412,0.13922
180.1,0.58553,0.43206,0.75391,0.2902,0.12353
180.11,0.54252,0.42913,0.76953,0.3098,0.12941
180.12,0.49951,0.42717,0.78516,0.33529,0.13333
180.13,0.44673,0.42424,0.75977,0.31373,0.12353
180.14,0.39394,0.42229,0.76562,0.3451,0.13922
180.14,0.33431,0.42033,0.76953,0.33922,0.1549
180.15,0.27468,0.41838,0.79492,0.33529,0.14902
180.16,0.21017,0.41544,0.78906,0.31961,0.12941
180.17,0.14565,0.39589,0.81055,0.29412,0.13922
180.18,0.080156,0.3695,0.78516,0.31373,0.13333
180.18,0.014663,0.35386,0.78906,0.32353,0.14314
180.19,0.0068426,0.34409,0.78906,0.32353,0.13333
180.2,0,0.33627,0.78516,0.34902,0.12941
180.21,0,0.3304,0.80469,0.37059,0.13333
180.22,0,0.32551,0.80469,0.33922,0.15882
180.22,0,0.3216,0.81055,0.33922,0.16471
180.23,0,0.31867,0.81445,0.3451,0.17451
180.24,0,0.31476,0.79492,0.35882,0.14902
180.25,0,0.31085,0.79883,0.34902,0.12941
180.26,0,0.30596,0.79492,0.33922,0.13922
180.26,0,0.30108,0.83008,0.33529,0.17451
180.27,0,0.29814,0.83398,0.3451,0.19412
180.28,0,0.29423,0.81055,0.33529,0.18824
180.29,0,0.29032,0.81445,0.34902,0.15882
180.3,0,0.28543,0.79883,0.35882,0.1549
180.3,0,0.27859,0.81055,0.36471,0.14902
180.31,0,0.27077,0.81055,0.34902,0.16863
180.32,0,0.261,0.79883,0.33529,0.13333
180.33,0,0.2522,0.79492,0.29412,0.12353
180.34,0,0.2434,0.78516,0.2902,0.098039
180.34,0,0.23558,0.7793,0.33922,0.094118
180.35,0,0.22874,0.7793,0.35882,0.13333
180.36,0,0.22385,0.76953,0.33922,0.12941
180.37,0,0.21994,0.78516,0.32941,0.13333
180.38,0,0.21896,0.78906,0.33922,0.1098
180.38,0,0.21896,0.78516,0.33922,0.13333
180.39,0,0.21799,0.79492,0.35882,0.11961
180.4,0,0.21799,0.78516,0.36471,0.13333
180.41,0,0.21896,0.78516,0.34902,0.12941
180.42,0,0.21994,0.7793,0.35882,0.11961
180.42,0,0.22092,0.7793,0.3549,0.10392
180.43,0,0.22385,0.75977,0.3451,0.12353
180.44,0,0.22678,0.76953,0.33529,0.12941
180.45,0,0.22972,0.77539,0.34902,0.1098
180.46,0,0.23363,0.7793,0.33529,0.13333
180.46,0,0.23851,0.76953,0.32941,0.12353
180.47,0,0.24438,0.78516,0.31961,0.1098
180.48,0,0.2522,0.7793,0.32353,0.11961
180.49,0,0.261,0.76953,0.33922,0.10392
180.5,0,0.2737,0.76562,0.35882,0.12941
180.5,0,0.28837,0.78516,0.33922,0.13333
180.51,0,0.30499,0.78906,0.37059,0.12941
180.52,0,0.32356,0.78516,0.3902,0.078431
180.53,0,0.34311,0.78906,0.37451,0.052941
180.54,0,0.36168,0.79492,0.35882,0.13333
180.54,0,0.37928,0.76953,0.32353,0.12941
180.55,0,0.39492,0.73438,0.31961,0.17451
180.56,0,0.41056,0.70508,0.4,0.2098
180.57,0,0.42424,0.75,0.38431,0.21373
180.58,0,0.43597,0.7793,0.34902,0.16863
180.58,0,0.4477,0.79883,0.3451,0.15882
180.59,0,0.45943,0.83008,0.33529,0.22941
180.6,0,0.47019,0.82031,0.35882,0.23922
180.61,0,0.48094,0.80469,0.37059,0.088235
180.62,0,0.49071,0.79883,0.32353,0.16471
180.62,0,0.49951,0.83398,0.3549,0.20392
180.63,0,0.50831,0.82031,0.37059,0.17451
180.64,0,0.51515,0.82422,0.36471,0.14902
180.65,0,0.52102,0.79492,0.34902,0.13922
180.66,0,0.52493,0.7793,0.35882,0.16863
180.66,0,0.5259,0.78516,0.37451,0.17451
180.67,0,0.52688,0.75977,0.38039,0.16863
180.68,0,0.52786,0.76562,0.3451,0.17451
180.69,0.01173,0.52786,0.79492,0.33922,0.18431
180.7,0.024438,0.52786,0.81055,0.36471,0.20392
180.7,0.073314,0.52786,0.78516,0.35882,0.2
180.71,0.12121,0.52786,0.7793,0.39412,0.22941
180.72,0.17791,0.52688,0.77539,0.4,0.23922
180.73,0.2346,0.52493,0.78906,0.39412,0.16471
180.74,0.29717,0.52199,0.73047,0.41569,0.07451
180.74,0.35973,0.51808,0.77539,0.42549,0.052941
180.75,0.42229,0.51515,1.0586,0.31961,0.3098
180.76,0.48485,0.51124,1.3496,0.12941,0.55098
180.77,0.54643,0.50733,1.3848,0.052941,0.28431
180.78,0.60802,0.5044,0.89453,0.18431,0.078431
180.78,0.66471,0.50244,0.74023,0.2549,0.033333
180.79,0.72239,0.50049,0.75391,0.3098,0.07451
180.8,0.77517,0.49951,0.74414,0.32941,0.098039
180.81,0.82796,0.49756,0.73438,0.28431,0.078431
180.82,0.87292,0.4956,0.70898,0.30392,0.023529
180.82,0.91789,0.49365,0.70508,0.3451,0.043137
180.83,0.95699,0.49267,0.69531,0.36471,0.068627
180.84,0.99511,0.49365,0.75,0.33922,0.094118
180.85,0.99804,0.49462,0.73438,0.31961,0.088235
180.86,1,0.4956,0.74414,0.30392,0.062745
180.86,1,0.49756,0.75,0.33922,0.058824
180.87,1,0.49853,0.72461,0.37059,0.07451
180.88,1,0.49951,0.70898,0.38431,0.023529
180.89,1,0.50147,0.6543,0.33529,-0.037255
180.9,1,0.50342,0.64062,0.34902,-0.047059
180.9,1,0.50733,0.70898,0.3098,0.11373
180.91,1,0.51124,0.69922,0.28431,0.14314
180.92,1,0.51613,0.82422,0.26863,0.21373
180.93,1,0.52102,0.74023,0.29412,0.1549
180.94,1,0.52493,0.67578,0.2902,0.094118
180.94,1,0.52884,0.71484,0.37451,0.11961
180.95,1,0.53177,0.72461,0.41569,0.11373
180.96,1,0.53372,0.79883,0.42941,0.14902
180.97,1,0.53372,0.81055,0.38431,0.14314
180.98,1,0.53372,0.82422,0.36471,0.18431
180.98,1,0.53177,0.83008,0.37451,0.2098
180.99,1,0.52981,0.83008,0.37059,0.19412
181,1,0.52786,0.83398,0.42941,0.21961
181.01,1,0.52786,0.84375,0.42549,0.28431
181.02,1,0.52688,0.79883,0.41569,0.2902
181.02,1,0.52493,0.79492,0.36471,0.27843
181.03,1,0.52395,0.82422,0.4,0.2902
181.04,1,0.52199,0.81055,0.42941,0.2451
181.05,1,0.52004,0.79492,0.42941,0.22941
181.06,1,0.51711,0.7793,0.4098,0.2098
181.06,1,0.5132,0.77539,0.4,0.18824
181.07,1,0.50929,0.78516,0.3902,0.1549
181.08,1,0.5044,0.7793,0.38039,0.12941
181.09,1,0.49853,0.76953,0.3549,0.10392
181.1,1,0.49169,0.7793,0.33922,0.098039
181.1,1,0.48289,0.75977,0.34902,0.094118
181.11,1,0.4741,0.76562,0.3451,0.084314
181.12,1,0.4653,0.76953,0.34902,0.088235
181.13,1,0.45552,0.77539,0.3549,0.078431
181.14,1,0.44673,0.76562,0.3451,0.07451
181.14,1,0.43793,0.76562,0.33529,0.052941
181.15,1,0.42913,0.75977,0.33922,0.094118
181.16,1,0.42229,0.74414,0.31373,0.1098
181.17,1,0.41544,0.74023,0.33529,0.13333
181.18,1,0.41056,0.75977,0.33529,0.11373
181.18,1,0.40665,0.76562,0.31373,0.062745
181.19,1,0.40371,0.75977,0.29412,0.013725
181.2,1,0.40078,0.75977,0.31373,-0.021569
181.21,1,0.40078,0.74023,0.2549,-0.037255
181.22,1,0.40176,0.73438,0.24902,-0.0058823
181.22,1,0.40567,0.75,0.29412,0.033333
181.23,1,0.41349,0.75391,0.27451,0.052941
181.24,1,0.42424,0.74023,0.23922,0.039216
181.25,1,0.43695,0.7207,0.23922,0.023529
181.26,1,0.45357,0.96484,0.18431,0.26863
181.26,1,0.47019,1.3086,0.058824,0.5549
181.27,1,0.48583,1.4043,-0.027451,0.38431
181.28,1,0.49853,0.95898,-0.0019608,0.029412
181.29,1,0.51222,0.7793,0.11373,0.0078431
181.3,1,0.52395,0.75977,0.22941,0.058824
181.3,1,0.5347,0.74023,0.2902,0.058824
181.31,0.99902,0.54545,0.73438,0.34902,0.052941
181.32,0.99804,0.55718,0.71484,0.3451,0.033333
181.33,0.93842,0.56794,0.71484,0.37451,0.013725
181.34,0.87977,0.57869,0.74023,0.34902,0.023529
181.34,0.81134,0.58847,0.66406,0.31961,-0.060784
181.35,0.74389,0.59922,0.60547,0.32353,-0.092157
181.36,0.66862,0.60997,0.625,0.28431,0.029412
181.37,0.59433,0.61975,0.66406,0.3,0.058824
181.38,0.51613,0.62659,0.72461,0.34902,0.11961
181.38,0.43793,0.63148,0.74414,0.3451,0.078431
181.39,0.36168,0.63636,0.7207,0.36471,0.084314
181.4,0.28543,0.64223,0.71484,0.37059,0.098039
181.41,0.2131,0.64614,0.7793,0.38431,0.13922
181.42,0.13978,0.64809,0.78516,0.39412,0.14902
181.42,0.078201,0.64712,0.7793,0.37059,0.084314
181.43,0.016618,0.64418,0.77539,0.3549,0.14902
181.44,0.0078201,0.6393,0.78516,0.3902,0.15882
181.45,0,0.63148,0.78906,0.42549,0.12941
181.46,0,0.6217,0.79883,0.40392,0.11961
181.46,0,0.60997,0.78516,0.39412,0.2
181.47,0,0.59824,0.81055,0.38039,0.2451
181.48,0,0.58456,0.79883,0.38039,0.23922
181.49,0,0.56891,0.80469,0.37059,0.22353
181.5,0,0.55132,0.81055,0.3549,0.20392
181.5,0,0.53275,0.81445,0.34902,0.18431
181.51,0,0.5132,0.82031,0.33922,0.17451
181.52,0,0.49462,0.81445,0.33922,0.17843
181.53,0,0.47801,0.81055,0.33922,0.16471
181.54,0,0.46237,0.81055,0.33922,0.14902
181.54,0,0.44868,0.81445,0.33922,0.15882
181.55,0.018573,0.43695,0.81055,0.32353,0.16863
181.56,0.038123,0.42717,0.81445,0.31961,0.18824
181.57,0.087977,0.41838,0.79883,0.31373,0.2
181.58,0.13783,0.41153,0.79492,0.32353,0.21373
181.58,0.18768,0.40371,0.81445,0.3098,0.20392
181.59,0.23754,0.39589,0.79883,0.31373,0.20392
181.6,0.28543,0.3871,0.78516,0.32353,0.2
181.61,0.33333,0.37928,0.79883,0.32941,0.16863
181.62,0.37341,0.37146,0.77539,0.32353,0.13333
181.62,0.41349,0.36657,0.76953,0.32941,0.094118
181.63,0.44575,0.36168,0.76562,0.32353,0.04902
181.64,0.47801,0.35973,0.75977,0.32941,0.013725
181.65,0.50342,0.35875,0.75977,0.32941,0.0039216
181.66,0.52884,0.3607,0.75977,0.29412,-0.021569
181.66,0.54839,0.36461,0.74414,0.30392,-0.041176
181.67,0.56794,0.3695,0.74023,0.31373,-0.047059
181.68,0.58162,0.37341,0.75391,0.26863,-0.027451
181.69,0.59531,0.3783,0.75977,0.23333,0.0078431
181.7,0.60313,0.38416,0.73438,0.2549,0.04902
181.7,0.61095,0.39003,0.72461,0.31373,0.04902
181.71,0.60704,0.39589,0.73047,0.30392,0.052941
181.72,0.60313,0.40078,0.74023,0.31373,0.094118
181.73,0.58749,0.40567,0.73047,0.31961,0.1098
181.74,0.57283,0.41153,0.75391,0.30392,0.098039
181.74,0.5435,0.41642,0.75,0.29412,0.094118
181.75,0.51417,0.42131,0.73438,0.31373,0.078431
181.76,0.47507,0.4262,0.75,0.31373,0.094118
181.77,0.435,0.43304,0.73438,0.31373,0.029412
181.78,0.39101,0.43891,0.74023,0.31373,0.043137
181.78,0.34604,0.44673,0.73438,0.31961,0.052941
181.79,0.30108,0.4565,0.73438,0.32353,0.033333
181.8,0.25513,0.46823,0.72461,0.31373,-0.011765
181.81,0.22092,0.47898,0.73047,0.31961,-0.021569
181.82,0.18573,0.48974,0.74023,0.3,0.062745
181.82,0.16129,0.49951,0.73438,0.31373,0.068627
181.83,0.13783,0.50733,0.74023,0.31373,0.023529
181.84,0.12708,0.51417,0.75,0.3098,0.033333
181.85,0.1173,0.51906,0.75977,0.30392,0.033333
181.86,0.11828,0.52199,0.74414,0.3098,0.0078431
181.86,0.11926,0.52395,0.73438,0.29412,0.052941
181.87,0.1261,0.52395,0.74023,0.31961,0.084314
181.88,0.13294,0.52199,0.75,0.31373,0.088235
181.89,0.14272,0.51808,0.75,0.31373,0.052941
181.9,0.15347,0.51222,0.75977,0.30392,0.098039
181.9,0.16325,0.50342,0.7793,0.31373,0.07451
181.91,0.174,0.49365,0.75977,0.3098,0.039216
181.92,0.18377,0.48192,0.75,0.3098,0.033333
181.93,0.19453,0.46921,0.74023,0.31373,0.052941
181.94,0.2043,0.4565,0.75977,0.3098,0.039216
181.94,0.21408,0.44379,0.7793,0.29412,0.088235
181.95,0.22385,0.43304,0.75977,0.3098,0.094118
181.96,0.23363,0.42424,0.76562,0.30392,0.043137
181.97,0.23949,0.41642,0.75977,0.3098,0.078431
181.98,0.24633,0.41153,0.76562,0.30392,0.062745
181.98,0.25024,0.40665,0.7793,0.2902,0.043137
181.99,0.25513,0.40371,0.75977,0.2902,0.084314
182,0.26002,0.40274,0.78516,0.3,0.10392
182.01,0.26588,0.40078,0.79492,0.2902,0.07451
182.02,0.27175,0.3998,0.79883,0.27843,0.052941
182.02,0.27761,0.39785,0.7793,0.29412,0.094118
182.03,0.28446,0.39492,0.77539,0.28431,0.062745
182.04,0.2913,0.39198,0.77539,0.3,0.029412
182.05,0.29717,0.3871,0.77539,0.3098,0.023529
182.06,0.30401,0.38123,0.74023,0.31373,0.04902
182.06,0.3089,0.37537,0.73438,0.31961,0.029412
182.07,0.31378,0.37048,0.75977,0.3098,0.017647
182.08,0.31769,0.36657,0.76562,0.31373,0.058824
182.09,0.3216,0.36266,0.75977,0.3098,0.068627
182.1,0.32356,0.35777,0.77539,0.29412,0.04902
182.1,0.32649,0.35386,0.75977,0.3098,0.04902
182.11,0.32747,0.35093,0.76562,0.32941,0.013725
182.12,0.32845,0.34702,0.73047,0.33922,0.029412
182.13,0.32845,0.34409,0.70898,0.37451,0.017647
182.14,0.32942,0.34018,0.875,0.32353,0.18431
182.14,0.32845,0.33724,1.2148,0.13922,0.4902
182.15,0.32845,0.33431,1.3633,-0.011765,0.58431
182.16,0.32845,0.32942,0.93555,0.04902,0.11961
182.17,0.32845,0.32649,0.65039,0.16471,-0.082353
182.18,0.32942,0.32356,0.72461,0.2549,0.023529
182.18,0.32942,0.3216,0.75,0.3098,0.058824
182.19,0.32942,0.31965,0.75391,0.31961,0.033333
182.2,0.32942,0.31867,0.74023,0.31373,0.068627
182.21,0.32942,0.31769,0.75391,0.32941,0.023529
182.22,0.32845,0.34018,0.75977,0.33529,-0.031373
182.22,0.32649,0.37537,0.73047,0.32941,-0.047059
182.23,0.32454,0.39296,0.75,0.33529,0.0078431
182.24,0.32258,0.40274,0.74414,0.32941,-0.037255
182.25,0.32063,0.40762,0.75,0.33922,-0.05098
182.26,0.31867,0.41056,0.75977,0.32941,-0.0058823
182.26,0.31769,0.41251,0.74023,0.33529,0.0039216
182.27,0.31769,0.41349,0.75,0.33922,0.013725
182.28,0.31672,0.41349,0.75391,0.33529,0.023529
182.29,0.31965,0.41447,0.76953,0.32941,0.052941
182.3,0.3216,0.41544,0.77539,0.33529,0.068627
182.3,0.32649,0.41642,0.76953,0.32941,0.052941
182.31,0.33138,0.4174,0.77539,0.33529,0.058824
182.32,0.3392,0.41935,0.77539,0.31961,-0.0058823
182.33,0.34702,0.42033,0.7793,0.3098,0.043137
182.34,0.35679,0.42229,0.75977,0.31373,0.098039
182.34,0.36657,0.42326,0.79492,0.31373,0.07451
182.35,0.37634,0.42424,0.81055,0.31373,0.078431
182.36,0.38612,0.42424,0.80469,0.3098,0.068627
182.37,0.39492,0.42522,0.79492,0.32353,0.052941
182.38,0.40469,0.4262,0.80469,0.3098,0.07451
182.38,0.41153,0.4262,0.81445,0.3,0.094118
182.39,0.41838,0.4262,0.81055,0.31373,0.10392
182.4,0.42229,0.4262,0.81055,0.3098,0.084314
182.41,0.42717,0.4262,0.82422,0.30392,0.098039
182.42,0.43011,0.4262,0.81445,0.3,0.094118
182.42,0.43304,0.4262,0.82422,0.3098,0.094118
182.43,0.43402,0.4262,0.81055,0.3,0.088235
182.44,0.43597,0.4262,0.79883,0.31373,0.084314
182.45,0.43695,0.4262,0.80469,0.30392,0.078431
182.46,0.43793,0.42522,0.81055,0.3,0.068627
182.46,0.43793,0.42326,0.81445,0.29412,0.07451
182.47,0.43891,0.42131,0.80469,0.30392,0.078431
182.48,0.43793,0.42033,0.78516,0.3098,0.078431
182.49,0.43695,0.41838,0.78516,0.27451,0.094118
182.5,0.435,0.41544,0.79492,0.28431,0.098039
182.5,0.43402,0.41349,0.78906,0.29412,0.084314
182.51,0.43011,0.41153,0.81055,0.31373,0.07451
182.52,0.42717,0.41056,0.78906,0.31373,0.052941
182.53,0.42229,0.4086,0.78906,0.29412,0.068627
182.54,0.41838,0.40762,0.79492,0.2902,0.098039
182.54,0.41056,0.40567,0.78516,0.29412,0.10392
182.55,0.40371,0.40371,0.80469,0.27843,0.084314
182.56,0.39394,0.40274,0.78516,0.28431,0.029412
182.57,0.38416,0.40176,0.78516,0.29412,0.0078431
182.58,0.37243,0.40078,0.7793,0.3098,-0.011765
182.58,0.3607,0.40078,0.76562,0.31373,-0.031373
182.59,0.34702,0.3998,0.77539,0.29412,-0.037255
182.6,0.33431,0.3998,0.7793,0.30392,-0.041176
182.61,0.31867,0.40078,0.78516,0.31373,-0.0019608
182.62,0.30303,0.40371,0.78906,0.27843,0.04902
182.62,0.28543,0.4086,0.7793,0.3098,0.068627
182.63,0.26784,0.41447,0.78906,0.2902,0.088235
182.64,0.25024,0.42229,0.79492,0.27451,0.11373
182.65,0.23363,0.43206,0.78516,0.25882,0.11961
182.66,0.21701,0.44282,0.78906,0.25882,0.14314
182.66,0.20039,0.45357,0.79492,0.28431,0.1549
182.67,0.18671,0.46432,0.78516,0.2902,0.14902
182.68,0.17302,0.4741,0.79883,0.3,0.14314
182.69,0.16129,0.48387,0.79883,0.23922,0.18431
182.7,0.14956,0.49462,0.79492,0.26471,0.22353
182.7,0.13685,0.50538,0.82031,0.24902,0.23333
182.71,0.12512,0.51515,0.81445,0.25882,0.23922
182.72,0.11241,0.52493,0.80469,0.2902,0.21961
182.73,0.098729,0.53372,0.81445,0.3,0.22941
182.74,0.083089,0.54154,0.83008,0.2549,0.22353
182.74,0.066471,0.54839,0.84375,0.25882,0.2
182.75,0.045943,0.55425,0.82422,0.24902,0.18431
182.76,0.026393,0.55816,0.82031,0.26471,0.18824
182.77,0.012708,0.56012,0.84375,0.2549,0.17451
182.78,0,0.56207,0.85547,0.2451,0.18431
182.78,0,0.56305,0.86523,0.22353,0.16863
182.79,0,0.565,0.85547,0.2549,0.17451
182.8,0,0.565,0.84375,0.28431,0.16471
182.81,0,0.565,0.81055,0.3,0.14902
182.82,0,0.56403,0.82031,0.23333,0.1549
182.82,0,0.56109,0.83008,0.26863,0.13333
182.83,0,0.55621,0.80469,0.3,0.088235
182.84,0,0.55034,0.79883,0.32353,0.084314
182.85,0,0.54448,0.81445,0.31961,0.12353
182.86,0,0.53666,0.82031,0.3098,0.12941
182.86,0,0.52981,0.79883,0.27843,0.11373
182.87,0,0.52297,0.81055,0.29412,0.1098
182.88,0,0.51613,0.82422,0.3098,0.12941
182.89,0,0.50929,0.80469,0.33529,0.10392
182.9,0,0.50244,0.77539,0.36471,0.094118
182.9,0,0.49462,0.76562,0.37451,0.098039
182.91,0,0.4868,0.94531,0.33922,0.26471
182.92,0,0.47801,1.2793,0.14902,0.55098
182.93,0,0.46823,1.4043,0.023529,0.61961
182.94,0,0.45748,0.95508,0.013725,0.10392
182.94,0,0.4477,0.72461,0.13333,-0.015686
182.95,0,0.43695,0.75391,0.26863,0.058824
182.96,0,0.4262,0.79492,0.32941,0.084314
182.97,0,0.4174,0.7793,0.33922,0.078431
182.98,0,0.41056,0.78516,0.32353,0.094118
182.98,0,0.40274,0.78516,0.33529,0.10392
182.99,0,0.39394,0.7793,0.3,0.1098
183,0,0.38612,0.7793,0.33922,0.11961
183.01,0,0.37928,0.78516,0.35882,0.094118
183.02,0,0.37439,0.78516,0.3451,0.084314
183.02,0,0.37048,0.78906,0.33529,0.088235
183.03,0,0.36657,0.78516,0.35882,0.10392
183.04,0,0.36461,0.78516,0.33922,0.13922
183.05,0,0.36364,0.79883,0.33529,0.1098
183.06,0,0.36364,0.80469,0.3451,0.039216
183.06,0,0.36657,0.75977,0.33529,0.017647
183.07,0,0.37048,0.79492,0.3549,0.11373
183.08,0,0.37537,0.81055,0.32941,0.16863
183.09,0,0.38025,0.82031,0.36471,0.17451
183.1,0,0.3871,0.81055,0.37059,0.13333
183.1,0,0.39296,0.78516,0.3451,0.12941
183.11,0,0.39883,0.80469,0.31961,0.16863
183.12,0,0.40371,0.82422,0.30392,0.20392
183.13,0,0.40958,0.83398,0.33529,0.17451
183.14,0,0.41447,0.82422,0.34902,0.16471
183.14,0,0.42033,0.85547,0.33922,0.2
183.15,0,0.42522,0.84375,0.35882,0.20392
183.16,0,0.43011,0.84375,0.34902,0.18431
183.17,0,0.43402,0.84961,0.3549,0.22353
183.18,0,0.43793,0.84961,0.3451,0.22941
183.18,0,0.44086,0.83984,0.33922,0.21961
183.19,0,0.44379,0.83984,0.32941,0.23333
183.2,0,0.4477,0.83008,0.32941,0.21961
183.21,0,0.45064,0.83008,0.33922,0.2
183.22,0,0.45357,0.82031,0.33922,0.1549
183.22,0,0.4565,0.83008,0.33922,0.13922
183.23,0,0.45846,0.81445,0.33529,0.12941
183.24,0,0.45943,0.79883,0.31373,0.14902
183.25,0,0.46041,0.80469,0.31961,0.14902
183.26,0,0.46139,0.80469,0.33922,0.14314
183.26,0.017595,0.46237,0.80469,0.3451,0.15882
183.27,0.035191,0.46432,0.81055,0.34902,0.12353
183.28,0.079179,0.4653,0.81055,0.3549,0.062745
183.29,0.12414,0.46725,0.80469,0.3549,-0.0019608
183.3,0.16618,0.47019,0.79492,0.34902,-0.041176
183.3,0.20821,0.47312,0.78906,0.33922,-0.047059
183.31,0.24536,0.47703,0.79492,0.3,0.013725
183.32,0.2825,0.47996,0.76562,0.25882,0.058824
183.33,0.31476,0.48289,0.75977,0.26863,0.078431
183.34,0.348,0.48583,0.77539,0.31961,0.043137
183.34,0.37732,0.4868,0.78906,0.2902,0.013725
183.35,0.40665,0.48974,0.76953,0.3,0.039216
183.36,0.43304,0.49169,0.76562,0.31373,0.094118
183.37,0.45846,0.49462,0.75977,0.27843,0.088235
183.38,0.48192,0.49756,0.78516,0.32941,0.098039
183.38,0.5044,0.50244,0.7793,0.35882,0.013725
183.39,0.52395,0.50831,0.71484,0.31373,-0.031373
183.4,0.54448,0.51613,0.74414,0.21961,-0.037255
183.41,0.56109,0.52493,0.76562,0.3,0.10392
183.42,0.57771,0.53372,0.67969,0.37451,0.12941
183.42,0.59042,0.54448,0.74414,0.28431,0.14314
183.43,0.60313,0.55523,0.83398,0.27843,0.13922
183.44,0.61095,0.56696,0.81055,0.37451,0.19412
183.45,0.61779,0.57771,0.72461,0.40392,0.16863
183.46,0.61975,0.58944,0.76953,0.33922,0.17843
183.46,0.62072,0.6002,0.82031,0.3451,0.18431
183.47,0.61193,0.60802,0.83984,0.37451,0.16863
183.48,0.60215,0.61584,0.83008,0.3451,0.2549
183.49,0.58553,0.62366,0.85547,0.32353,0.21961
183.5,0.56891,0.6305,0.83398,0.33922,0.17843
183.5,0.55327,0.63832,0.82422,0.31961,0.18824
183.51,0.53763,0.64418,0.83008,0.33922,0.21961
183.52,0.52786,0.64907,0.82031,0.3549,0.20392
183.53,0.51808,0.65298,0.83008,0.33529,0.2
183.54,0.52981,0.65689,0.82422,0.33529,0.25882
183.54,0.54154,0.65982,0.81445,0.36471,0.23922
183.55,0.57185,0.66178,0.82031,0.37059,0.2098
183.56,0.60313,0.66276,0.79492,0.37451,0.16471
