Time [s], RESP, ABP, PLETH, II, V, AVR, CVP
169.34,0.14174,60.626,0.53861,0.27451,0.47059,0.6,17.562
169.35,0.13685,59.844,0.53177,0.27451,0.48039,0.6,17.562
169.36,0.13196,59.257,0.52395,0.26863,0.48039,0.6,17.64
169.37,0.12708,58.475,0.51613,0.27451,0.48039,0.6,17.718
169.38,0.12219,57.888,0.50733,0.27451,0.47451,0.59608,17.757
169.38,0.11828,57.301,0.49951,0.27843,0.47451,0.59608,17.875
169.39,0.11339,56.91,0.49365,0.28431,0.47059,0.5902,17.953
169.4,0.10948,56.323,0.48778,0.2902,0.47059,0.58431,18.07
169.41,0.10557,55.932,0.48192,0.29412,0.47451,0.5902,18.188
169.42,0.10362,55.541,0.47801,0.3,0.46471,0.58431,18.383
169.42,0.10068,55.15,0.47507,0.30392,0.47059,0.57451,18.657
169.43,0.099707,54.759,0.47214,0.30392,0.46078,0.57451,19.009
169.44,0.097752,54.368,0.46921,0.30392,0.46078,0.57451,19.439
169.45,0.097752,54.172,0.4653,0.31373,0.46078,0.57059,19.948
169.46,0.096774,53.781,0.45943,0.31961,0.46078,0.57059,20.339
169.46,0.097752,53.585,0.45552,0.32353,0.4451,0.56471,20.339
169.47,0.098729,53.194,0.45161,0.32353,0.4451,0.56078,19.909
169.48,0.10068,52.999,0.44868,0.32941,0.4451,0.5549,19.087
169.49,0.10166,52.608,0.4477,0.33529,0.43922,0.56078,18.031
169.5,0.10459,52.216,0.44868,0.33529,0.43922,0.5549,17.132
169.5,0.10753,52.021,0.44868,0.3451,0.43529,0.55098,16.467
169.51,0.11144,51.63,0.44868,0.34902,0.43529,0.53922,15.88
169.52,0.11535,51.825,0.44868,0.3549,0.42941,0.53922,15.45
169.53,0.12023,53.194,0.44868,0.37059,0.42549,0.52941,15.059
169.54,0.12512,56.91,0.44868,0.38039,0.41961,0.52941,14.824
169.54,0.13099,63.95,0.44868,0.3902,0.4098,0.51569,14.511
169.55,0.13685,74.12,0.44868,0.4,0.40392,0.5098,14.198
169.56,0.14174,86.245,0.44868,0.40392,0.4,0.5,13.807
169.57,0.14663,97.979,0.4477,0.41961,0.39412,0.49412,13.494
169.58,0.15054,107.95,0.44575,0.42941,0.3902,0.49412,13.259
169.58,0.15445,115.97,0.44379,0.4451,0.37451,0.48039,13.142
169.59,0.15738,121.64,0.44184,0.4451,0.37059,0.47059,13.064
169.6,0.16031,125.36,0.43988,0.4549,0.37059,0.47059,13.025
169.61,0.16325,126.73,0.43793,0.4451,0.38431,0.48039,12.947
169.62,0.16618,125.75,0.435,0.43529,0.3902,0.4902,13.025
169.62,0.16716,123.4,0.43304,0.41961,0.4,0.50588,13.064
169.63,0.16911,119.88,0.43206,0.4098,0.4,0.50588,13.259
169.64,0.16813,115.78,0.42815,0.4,0.4,0.51569,13.494
169.65,0.16813,111.86,0.42229,0.3902,0.39412,0.51961,13.807
169.66,0.16618,108.34,0.41838,0.38039,0.4,0.52941,14.198
169.66,0.1652,105.61,0.41544,0.37451,0.3902,0.52941,14.707
169.67,0.16129,103.26,0.41153,0.37059,0.38431,0.53922,15.215
169.68,0.15836,101.69,0.40958,0.36471,0.38039,0.53922,15.763
169.69,0.15249,100.52,0.40762,0.35882,0.38039,0.55098,16.31
169.7,0.14761,99.544,0.40665,0.35882,0.37451,0.5451,16.819
169.7,0.14076,98.761,0.40469,0.3549,0.38039,0.55098,17.249
169.71,0.13392,98.175,0.40274,0.3549,0.38039,0.5549,17.718
169.72,0.12708,97.588,0.3998,0.34902,0.38431,0.5549,18.07
169.73,0.12121,97.197,0.39785,0.34902,0.38431,0.5549,18.383
169.74,0.11437,96.61,0.39492,0.34902,0.38431,0.5549,18.657
169.74,0.1085,96.219,0.39101,0.34902,0.3902,0.5549,18.814
169.75,0.10362,95.632,0.38612,0.3451,0.3902,0.5549,18.892
169.76,0.097752,95.046,0.38221,0.3451,0.3902,0.5549,18.97
169.77,0.092864,94.068,0.3783,0.3451,0.3902,0.5549,19.009
169.78,0.087977,92.894,0.37634,0.3451,0.3902,0.5549,19.126
169.78,0.083089,91.721,0.3783,0.3451,0.38431,0.5549,19.322
169.79,0.079179,89.961,0.38416,0.33922,0.38431,0.5549,19.596
169.8,0.075269,88.005,0.39296,0.3451,0.38039,0.5549,19.635
169.81,0.072336,85.658,0.40762,0.33922,0.38431,0.5549,19.635
169.82,0.070381,83.116,0.4262,0.3451,0.38039,0.5549,19.439
169.82,0.068426,80.183,0.44673,0.33922,0.38431,0.5549,19.283
169.83,0.067449,77.054,0.46823,0.33922,0.38431,0.5549,18.97
169.84,0.066471,74.12,0.48974,0.3451,0.3902,0.5549,18.657
169.85,0.068426,71.186,0.50929,0.34902,0.3902,0.5549,18.188
169.86,0.069404,68.644,0.52493,0.35882,0.39412,0.5451,17.718
169.86,0.073314,66.493,0.53763,0.37451,0.40392,0.53529,17.249
169.87,0.077224,64.733,0.54839,0.38039,0.4098,0.53529,16.78
169.88,0.081134,63.755,0.55718,0.39412,0.38039,0.52941,16.31
169.89,0.086022,62.973,0.56207,0.4,0.33922,0.52549,15.841
169.9,0.090909,62.386,0.56598,0.4,0.31373,0.51961,15.332
169.9,0.095797,62.19,0.56696,0.39412,0.31373,0.52549,14.902
169.91,0.10264,61.995,0.56598,0.38039,0.31373,0.51961,14.511
169.92,0.1085,62.19,0.56403,0.36471,0.31373,0.52549,14.198
169.93,0.11632,62.582,0.56207,0.3549,0.32353,0.52549,13.963
169.94,0.12414,63.168,0.55914,0.3549,0.3451,0.53922,13.69
169.94,0.13099,63.95,0.55816,0.3451,0.36471,0.55098,13.572
169.95,0.13783,64.733,0.55718,0.32353,0.36471,0.56471,13.377
169.96,0.14467,65.515,0.55718,0.31961,0.37059,0.57059,13.259
169.97,0.15152,66.102,0.55621,0.31373,0.37059,0.57059,13.142
169.98,0.15934,66.688,0.55621,0.31961,0.38039,0.56471,13.064
169.98,0.16618,67.08,0.55621,0.3098,0.37451,0.57059,13.181
169.99,0.17302,67.275,0.55523,0.27843,0.46471,0.5902,13.377
170,0.18084,67.275,0.55327,0.2549,0.56078,0.6,13.69
170.01,0.18671,67.08,0.55034,0.40392,0.49412,0.4902,14.12
170.02,0.19355,66.688,0.54741,0.71569,-0.027451,0.29412,14.707
170.02,0.20039,66.102,0.54545,0.93137,-0.50196,0.15882,15.372
170.03,0.20626,65.515,0.54252,0.99608,-0.50196,0.13922,16.076
170.04,0.21017,64.733,0.53959,0.62941,-0.44706,0.43922,16.78
170.05,0.21505,63.95,0.53666,0.41961,-0.096078,0.56078,17.249
170.06,0.21799,63.168,0.53275,0.3549,0.17451,0.57451,17.445
170.06,0.21994,62.386,0.52786,0.31961,0.34902,0.57451,17.523
170.07,0.22092,61.604,0.52297,0.29412,0.42549,0.5902,17.405
170.08,0.22287,61.017,0.51808,0.2902,0.4549,0.5902,17.327
170.09,0.2219,60.235,0.51222,0.28431,0.47059,0.5902,17.21
170.1,0.2219,59.452,0.50733,0.27843,0.48039,0.5902,17.21
170.1,0.22092,58.866,0.50244,0.27843,0.48039,0.59608,17.21
170.11,0.21994,58.279,0.49756,0.2902,0.47451,0.5902,17.249
170.12,0.21799,57.692,0.49267,0.2902,0.47451,0.58039,17.327
170.13,0.21603,57.106,0.4868,0.2902,0.47451,0.57451,17.405
170.14,0.21212,56.519,0.48094,0.3,0.47451,0.57451,17.523
170.14,0.20919,56.128,0.47507,0.3,0.46471,0.57451,17.64
170.15,0.2043,55.541,0.47019,0.3,0.47059,0.57451,17.757
170.16,0.19941,55.15,0.46432,0.30392,0.46471,0.57059,17.953
170.17,0.19355,54.759,0.45846,0.30392,0.46078,0.57059,18.188
170.18,0.18768,54.368,0.45259,0.3098,0.46078,0.57059,18.501
170.18,0.18084,54.172,0.44673,0.32353,0.46078,0.56471,18.97
170.19,0.174,53.781,0.44184,0.32353,0.46078,0.56078,19.322
170.2,0.16813,53.585,0.43793,0.32353,0.46078,0.56078,19.635
170.21,0.16227,53.39,0.43597,0.32353,0.46078,0.5549,19.713
170.22,0.1564,53.194,0.43402,0.33529,0.4549,0.5549,19.322
170.22,0.15152,52.803,0.43402,0.33922,0.46078,0.5549,18.501
170.23,0.14663,52.608,0.43304,0.3451,0.44902,0.55098,17.562
170.24,0.14272,52.412,0.43206,0.3451,0.44902,0.5549,16.78
170.25,0.13783,52.021,0.43206,0.34902,0.43922,0.53922,16.193
170.26,0.13392,51.825,0.43206,0.35882,0.43922,0.53529,15.841
170.26,0.13099,52.216,0.43304,0.37059,0.43529,0.52941,15.567
170.27,0.12805,53.585,0.43206,0.37451,0.43922,0.52549,15.372
170.28,0.12512,57.301,0.43011,0.38431,0.43529,0.51569,15.215
170.29,0.12317,64.537,0.42815,0.39412,0.42941,0.5098,14.941
170.3,0.12219,75.098,0.4262,0.4,0.41961,0.50588,14.628
170.3,0.12121,87.223,0.42522,0.41569,0.4098,0.5,14.315
170.31,0.12219,99.153,0.42229,0.42549,0.40392,0.48431,13.963
170.32,0.12219,109.32,0.42033,0.4451,0.39412,0.48039,13.768
170.33,0.12414,117.14,0.41838,0.44902,0.38431,0.47059,13.69
170.34,0.1261,122.82,0.41838,0.46471,0.38431,0.46471,13.768
170.34,0.12903,126.34,0.4174,0.46078,0.38431,0.47059,13.807
170.35,0.13196,127.31,0.41544,0.4549,0.3902,0.47451,13.885
170.36,0.1349,126.34,0.41349,0.4451,0.4,0.48039,13.885
170.37,0.13783,123.6,0.41153,0.42941,0.40392,0.4902,13.885
170.38,0.14174,119.88,0.4086,0.41961,0.39412,0.5,13.885
170.38,0.14565,115.97,0.40567,0.40392,0.4,0.5098,13.963
170.39,0.15054,112.26,0.40371,0.4,0.39412,0.51569,14.081
170.4,0.1564,108.93,0.40274,0.4,0.3902,0.51569,14.276
170.41,0.16325,106.19,0.3998,0.39412,0.3902,0.51961,14.589
170.42,0.17107,104.04,0.39687,0.3902,0.38039,0.51961,15.059
170.42,0.17791,102.48,0.39492,0.3902,0.37451,0.52941,15.567
170.43,0.18573,101.3,0.39198,0.3902,0.37451,0.51961,16.076
170.44,0.19257,100.72,0.39003,0.3902,0.37451,0.52549,16.584
170.45,0.20039,99.935,0.38905,0.3902,0.37451,0.52549,17.093
170.46,0.21114,99.544,0.38905,0.38039,0.37451,0.52941,17.523
170.46,0.22092,98.957,0.38905,0.38431,0.38039,0.52941,17.953
170.47,0.23265,98.175,0.38807,0.38039,0.3902,0.52941,18.344
170.48,0.24536,97.588,0.3871,0.37451,0.38039,0.52941,18.579
170.49,0.26002,96.806,0.38514,0.37451,0.3902,0.52941,18.774
170.5,0.2737,95.828,0.38319,0.37451,0.3902,0.52941,18.892
170.5,0.29032,95.046,0.38221,0.37451,0.38431,0.52941,18.97
170.51,0.30596,93.872,0.38123,0.37451,0.37451,0.52941,19.087
170.52,0.32063,92.894,0.38221,0.37451,0.38039,0.52941,19.283
170.53,0.33529,91.525,0.38416,0.37451,0.38039,0.52941,19.518
170.54,0.34897,89.961,0.38905,0.37451,0.38039,0.52941,19.713
170.54,0.36266,88.201,0.39785,0.37451,0.38039,0.52941,19.83
170.55,0.3783,86.05,0.41056,0.37451,0.38039,0.52941,19.752
170.56,0.39394,83.703,0.42717,0.37451,0.38431,0.52941,19.713
170.57,0.41056,80.769,0.44673,0.37451,0.38431,0.52941,19.596
170.58,0.42717,77.836,0.46823,0.37451,0.38039,0.52549,19.439
170.58,0.44282,74.707,0.48974,0.37451,0.38039,0.52549,19.283
170.59,0.45846,71.773,0.50733,0.38039,0.3902,0.51569,18.892
170.6,0.47312,69.035,0.52395,0.4,0.3902,0.5098,18.462
170.61,0.48876,66.884,0.54057,0.4098,0.4098,0.50588,17.953
170.62,0.5044,65.124,0.55523,0.41961,0.4098,0.50588,17.445
170.62,0.52004,64.146,0.56696,0.42941,0.38039,0.49412,16.936
170.63,0.53666,63.168,0.57576,0.43922,0.33922,0.4902,16.506
170.64,0.55327,62.777,0.58162,0.43922,0.33529,0.48431,15.997
170.65,0.56989,62.386,0.58651,0.42549,0.32941,0.48431,15.567
170.66,0.58749,62.386,0.58944,0.41569,0.33529,0.49412,15.137
170.66,0.60508,62.386,0.59042,0.4,0.33922,0.4902,14.824
170.67,0.6217,62.973,0.58847,0.3902,0.34902,0.50588,14.628
170.68,0.63734,63.559,0.58651,0.3902,0.37059,0.51569,14.433
170.69,0.652,64.342,0.58456,0.37451,0.3902,0.52941,14.276
170.7,0.66569,65.124,0.58162,0.3549,0.3902,0.53529,14.12
170.7,0.6784,66.102,0.57967,0.34902,0.3902,0.5451,14.003
170.71,0.69208,66.884,0.57674,0.34902,0.39412,0.53922,13.963
170.72,0.70479,67.471,0.5738,0.34902,0.4,0.5451,13.885
170.73,0.7175,67.862,0.57087,0.33922,0.41569,0.55098,13.963
170.74,0.73118,68.253,0.56794,0.28431,0.52941,0.57451,14.12
170.74,0.74291,68.253,0.56598,0.27843,0.56471,0.55098,14.433
170.75,0.75464,68.057,0.56598,0.52549,0.38039,0.41569,14.941
170.76,0.76442,67.666,0.56403,0.82157,-0.17647,0.22353,15.567
170.77,0.77517,67.275,0.56207,1.0157,-0.50196,0.12941,16.389
170.78,0.78592,66.688,0.55914,0.89608,-0.50196,0.2549,17.21
170.78,0.79668,66.102,0.55621,0.56471,-0.25686,0.48431,17.953
170.79,0.80743,65.515,0.55327,0.41569,0.04902,0.55098,18.462
170.8,0.81818,64.733,0.55034,0.3549,0.27451,0.56078,18.657
170.81,0.82893,63.95,0.54448,0.32353,0.40392,0.56471,18.696
170.82,0.83969,63.168,0.53763,0.31373,0.4451,0.57059,18.579
170.82,0.85044,62.386,0.53079,0.30392,0.46471,0.57059,18.501
170.83,0.86119,61.799,0.52395,0.30392,0.47451,0.57451,18.462
170.84,0.87097,61.017,0.51808,0.30392,0.48039,0.57059,18.501
170.85,0.88074,60.235,0.51222,0.30392,0.48039,0.57059,18.579
170.86,0.88954,59.648,0.50635,0.30392,0.48039,0.57451,18.696
170.86,0.89932,59.061,0.50147,0.30392,0.47059,0.57451,18.774
170.87,0.91007,58.475,0.4956,0.30392,0.47451,0.57451,18.774
170.88,0.92082,58.083,0.48974,0.31373,0.47059,0.56471,18.774
170.89,0.93353,57.497,0.48387,0.31961,0.47059,0.56078,18.774
170.9,0.94624,57.106,0.47801,0.32353,0.46078,0.56078,18.814
170.9,0.95797,56.715,0.47312,0.32353,0.4549,0.56078,18.97
170.91,0.97067,56.323,0.46628,0.32941,0.44902,0.5549,19.126
170.92,0.98338,55.932,0.45943,0.3451,0.44902,0.5549,19.518
170.93,0.99609,55.541,0.45357,0.33922,0.4451,0.5549,19.948
170.94,0.99804,55.15,0.4477,0.3451,0.4451,0.5549,20.535
170.94,1,54.954,0.44184,0.34902,0.43922,0.55098,21.004
170.95,1,54.563,0.43891,0.34902,0.43922,0.5451,21.278
170.96,1,54.172,0.43695,0.3549,0.43922,0.53922,21.082
170.97,1,53.977,0.43695,0.36471,0.43529,0.5451,20.535
170.98,1,53.585,0.43695,0.36471,0.43529,0.53529,19.635
170.98,1,53.194,0.43891,0.37059,0.43529,0.53529,18.814
170.99,1,52.803,0.44184,0.37451,0.43529,0.52941,18.149
171,1,52.608,0.44282,0.37451,0.42941,0.52941,17.562
171.01,1,53.194,0.44379,0.38431,0.42941,0.51961,17.132
171.02,1,55.346,0.44379,0.39412,0.42941,0.51569,16.78
171.02,1,60.43,0.44379,0.4,0.42549,0.50588,16.389
171.03,1,69.231,0.44379,0.4098,0.41569,0.5,15.997
171.04,1,80.965,0.44086,0.42549,0.41569,0.48431,15.567
171.05,1,93.481,0.43793,0.43922,0.40392,0.48039,15.137
171.06,1,105.02,0.435,0.44902,0.4,0.47451,14.824
171.06,1,114.6,0.43402,0.46471,0.3902,0.46471,14.589
171.07,1,121.84,0.43402,0.47059,0.38431,0.46078,14.433
171.08,1,126.92,0.43304,0.47059,0.37451,0.46471,14.315
171.09,1,129.27,0.43304,0.47059,0.38431,0.47059,14.198
171.1,1,129.27,0.43304,0.46471,0.3902,0.46471,14.12
171.1,1,127.31,0.43206,0.4451,0.39412,0.48039,14.081
171.11,1,123.99,0.43109,0.43529,0.39412,0.4902,14.003
171.12,1,120.08,0.43109,0.41961,0.4,0.5,14.003
171.13,1,115.97,0.43109,0.41569,0.39412,0.50588,14.003
171.14,1,112.26,0.43011,0.4,0.39412,0.51569,14.12
171.14,1,108.93,0.43011,0.4,0.3902,0.51961,14.315
171.15,1,106.19,0.43011,0.4,0.38431,0.51961,14.707
171.16,1,104.04,0.43011,0.3902,0.38039,0.51961,15.215
171.17,1,102.48,0.42815,0.38431,0.38039,0.52941,15.88
171.18,1,101.3,0.42522,0.38039,0.37451,0.52941,16.506
171.18,1,100.72,0.42326,0.38039,0.37451,0.52941,17.132
171.19,1,100.13,0.42131,0.37451,0.38039,0.52941,17.562
171.2,1,99.935,0.41935,0.37451,0.37451,0.53529,17.875
171.21,1,99.544,0.4174,0.37059,0.38039,0.53922,18.07
171.22,1,99.348,0.41544,0.37451,0.38039,0.53529,18.188
171.22,1,98.761,0.41349,0.36471,0.38431,0.53922,18.383
171.23,1,98.175,0.41153,0.36471,0.3902,0.53922,18.579
171.24,1,97.393,0.4086,0.36471,0.3902,0.5451,18.696
171.25,1,96.415,0.40762,0.35882,0.3902,0.53922,18.892
171.26,1,95.241,0.4086,0.35882,0.3902,0.5451,19.087
171.26,1,93.872,0.41056,0.36471,0.38431,0.53922,19.283
171.27,1,92.308,0.41642,0.35882,0.38431,0.5451,19.518
171.28,1,90.352,0.4262,0.35882,0.38039,0.55098,19.713
171.29,1,88.201,0.43695,0.35882,0.38431,0.5549,19.83
171.3,1,85.854,0.44966,0.35882,0.38039,0.55098,19.752
171.3,1,83.116,0.46725,0.3549,0.38431,0.5549,19.635
171.31,1,80.183,0.4868,0.34902,0.38431,0.5549,19.439
171.32,1,77.054,0.50733,0.3549,0.38431,0.5549,19.283
171.33,1,73.924,0.52786,0.35882,0.38431,0.5549,19.009
171.34,1,70.991,0.54643,0.36471,0.3902,0.55098,18.579
171.34,1,68.449,0.56305,0.37451,0.3902,0.53529,18.149
171.35,1,66.493,0.57674,0.3902,0.4098,0.53529,17.718
171.36,1,64.928,0.58847,0.39412,0.40392,0.52941,17.249
171.37,1,63.95,0.59629,0.4,0.35882,0.52941,16.936
171.38,1,63.364,0.60215,0.4,0.33529,0.52549,16.584
171.38,1,62.973,0.60606,0.4,0.31961,0.52941,16.271
171.39,1,62.973,0.60704,0.38039,0.31961,0.52941,15.88
171.4,1,62.973,0.60704,0.37059,0.32353,0.52941,15.528
171.41,1,63.168,0.60802,0.34902,0.32941,0.53922,15.137
171.42,1,63.755,0.60899,0.34902,0.3451,0.55098,14.824
171.42,1,64.537,0.60899,0.33529,0.37059,0.56471,14.589
171.43,1,65.515,0.60802,0.31961,0.37451,0.57451,14.315
171.44,1,66.297,0.60704,0.30392,0.38431,0.58431,14.12
171.45,1,67.275,0.60508,0.30392,0.38039,0.5902,13.963
171.46,1,67.862,0.60411,0.30392,0.3902,0.5902,13.885
171.46,1,68.253,0.60313,0.30392,0.3902,0.5902,13.768
171.47,1,68.644,0.60117,0.28431,0.42941,0.6,13.768
171.48,0.99511,68.644,0.59922,0.2451,0.55098,0.61961,13.885
171.49,0.9912,68.449,0.59629,0.3098,0.5549,0.56471,14.081
171.5,0.97849,68.253,0.59335,0.5902,0.2098,0.3902,14.433
171.5,0.96579,67.666,0.59042,0.8451,-0.33333,0.21961,15.02
171.51,0.9521,67.08,0.58749,0.99216,-0.50196,0.16863,15.763
171.52,0.93842,66.297,0.58456,0.73529,-0.50196,0.37451,16.623
171.53,0.92278,65.515,0.5826,0.46078,-0.16667,0.56078,17.445
171.54,0.90811,64.733,0.57869,0.3549,0.11373,0.59608,17.953
171.54,0.89345,63.95,0.57478,0.3098,0.31961,0.59608,18.188
171.55,0.87977,62.973,0.56989,0.28431,0.41569,0.6,18.188
171.56,0.86706,62.19,0.565,0.27451,0.4549,0.60588,18.031
171.57,0.85337,61.408,0.55914,0.26863,0.47059,0.6,17.836
171.58,0.83969,60.821,0.5523,0.26471,0.48039,0.6098,17.64
171.58,0.826,60.039,0.54448,0.26471,0.48039,0.60588,17.64
171.59,0.81036,59.452,0.53666,0.26863,0.47451,0.60588,17.64
171.6,0.7957,58.866,0.53079,0.26863,0.48039,0.60588,17.718
171.61,0.78006,58.279,0.52395,0.26471,0.47451,0.60588,17.757
171.62,0.76442,57.692,0.51613,0.26863,0.47451,0.6,17.757
171.62,0.7478,57.301,0.50929,0.27451,0.47059,0.60588,17.836
171.63,0.73216,56.715,0.50244,0.27451,0.47059,0.6,17.836
171.64,0.7175,56.323,0.4956,0.27843,0.47059,0.6,17.875
171.65,0.70283,55.932,0.48974,0.28431,0.46471,0.59608,18.031
171.66,0.68915,55.541,0.48387,0.2902,0.46078,0.5902,18.188
171.66,0.67644,55.346,0.47801,0.29412,0.46078,0.5902,18.501
171.67,0.66373,54.954,0.47312,0.29412,0.4549,0.59608,18.97
171.68,0.65005,54.563,0.46725,0.30392,0.46078,0.5902,19.4
171.69,0.63734,54.368,0.46725,0.30392,0.4549,0.58431,19.596
171.7,0.62463,53.977,0.46921,0.3098,0.44902,0.57451,19.439
171.7,0.6129,53.781,0.47116,0.31373,0.46078,0.57451,18.892
171.71,0.60117,53.585,0.47116,0.31961,0.44902,0.57451,18.07
171.72,0.59042,53.194,0.47116,0.32353,0.44902,0.57451,17.21
171.73,0.57869,52.803,0.47214,0.32353,0.4451,0.56471,16.467
171.74,0.56891,52.608,0.47116,0.33922,0.43922,0.56078,15.958
171.74,0.55914,52.412,0.46921,0.3451,0.43529,0.5549,15.567
171.75,0.54936,53.39,0.46823,0.34902,0.43529,0.5549,15.332
171.76,0.53959,55.932,0.46628,0.3549,0.42941,0.53922,15.215
171.77,0.52981,61.799,0.46432,0.37059,0.42549,0.53922,15.02
171.78,0.52102,71.382,0.46334,0.37451,0.41961,0.52549,14.824
171.78,0.51222,83.116,0.46139,0.39412,0.41961,0.51961,14.589
171.79,0.50342,95.437,0.45943,0.4,0.4098,0.5098,14.315
171.8,0.4956,106.58,0.45748,0.41961,0.39412,0.5,14.081
171.81,0.48778,115.38,0.45455,0.42941,0.38431,0.49412,13.807
171.82,0.48094,122.03,0.45161,0.43922,0.38039,0.49412,13.69
171.82,0.47507,126.34,0.44868,0.43922,0.38039,0.4902,13.651
171.83,0.46628,128.29,0.44673,0.43529,0.3902,0.49412,13.651
171.84,0.45846,127.9,0.44575,0.42549,0.39412,0.50588,13.572
171.85,0.44966,125.75,0.44575,0.4098,0.4,0.50588,13.494
171.86,0.44086,122.23,0.44575,0.4,0.40392,0.51961,13.455
171.86,0.43206,118.32,0.44575,0.38431,0.40392,0.52941,13.494
171.87,0.42326,114.21,0.44477,0.37451,0.39412,0.53922,13.572
171.88,0.41447,110.3,0.44379,0.37059,0.3902,0.53529,13.69
171.89,0.40567,106.98,0.44184,0.35882,0.39412,0.55098,14.003
171.9,0.39589,104.24,0.43891,0.3549,0.38431,0.55098,14.511
171.9,0.38514,102.09,0.43402,0.3549,0.38431,0.5549,15.137
171.91,0.37243,100.52,0.42815,0.3549,0.37451,0.5549,15.841
171.92,0.35973,99.544,0.42326,0.34902,0.38039,0.56078,16.467
171.93,0.34506,98.761,0.41935,0.34902,0.38431,0.56078,17.014
171.94,0.3304,98.175,0.41642,0.34902,0.38039,0.56471,17.523
171.94,0.31476,97.979,0.41447,0.34902,0.38431,0.56078,17.875
171.95,0.29912,97.979,0.41349,0.33922,0.38431,0.56078,18.188
171.96,0.28543,97.784,0.41251,0.3451,0.3902,0.56078,18.462
171.97,0.27077,97.393,0.41153,0.34902,0.3902,0.56078,18.696
171.98,0.25904,97.001,0.40958,0.3451,0.3902,0.56078,18.892
171.98,0.24633,96.415,0.40958,0.33922,0.3902,0.56078,19.009
171.99,0.23363,95.437,0.40958,0.33529,0.39412,0.56471,19.087
172,0.2219,94.263,0.41153,0.33529,0.39412,0.57059,19.126
172.01,0.20919,92.894,0.41349,0.33529,0.39412,0.57059,19.283
172.02,0.19746,91.33,0.4174,0.3451,0.39412,0.56078,19.439
172.02,0.18768,89.374,0.42326,0.33922,0.39412,0.5549,19.596
172.03,0.17791,87.027,0.43206,0.3451,0.3902,0.5549,19.596
172.04,0.16911,84.485,0.44282,0.33922,0.3902,0.5549,19.518
172.05,0.16031,81.552,0.45748,0.3451,0.3902,0.5549,19.322
172.06,0.15347,78.618,0.47507,0.3451,0.3902,0.55098,19.009
172.06,0.14565,75.489,0.49462,0.34902,0.39412,0.5451,18.657
172.07,0.13881,72.36,0.5132,0.35882,0.40392,0.53922,18.188
172.08,0.13196,69.622,0.53079,0.37451,0.40392,0.53529,17.64
172.09,0.1261,67.275,0.54252,0.3902,0.42549,0.52941,17.132
172.1,0.12121,65.515,0.55132,0.4,0.41569,0.52549,16.584
172.1,0.11632,64.146,0.55816,0.4,0.37451,0.51961,16.154
172.11,0.11144,63.364,0.56305,0.40392,0.34902,0.5098,15.763
172.12,0.1085,62.777,0.56696,0.4098,0.33922,0.51569,15.372
172.13,0.10557,62.386,0.56989,0.4,0.33529,0.5098,15.02
172.14,0.10362,62.19,0.57283,0.3902,0.33922,0.51961,14.707
172.14,0.10166,62.19,0.57576,0.37451,0.3451,0.51569,14.315
172.15,0.10068,62.582,0.57771,0.36471,0.35882,0.52941,14.003
172.16,0.099707,63.168,0.57869,0.3549,0.38431,0.5451,13.768
172.17,0.099707,63.95,0.57674,0.33922,0.39412,0.56078,13.572
172.18,0.099707,64.733,0.57576,0.32353,0.39412,0.56471,13.455
172.18,0.10068,65.515,0.57283,0.32353,0.39412,0.57451,13.455
172.19,0.10166,66.297,0.57087,0.32353,0.4,0.57059,13.377
172.2,0.10264,67.08,0.56794,0.32353,0.39412,0.57059,13.377
172.21,0.10362,67.471,0.565,0.3098,0.42549,0.57451,13.455
172.22,0.10459,67.862,0.56305,0.26863,0.5451,0.6,13.494
172.22,0.10557,67.862,0.56012,0.26471,0.58039,0.56471,13.768
172.23,0.10655,67.862,0.55718,0.52549,0.36471,0.41961,14.198
172.24,0.1085,67.471,0.55523,0.81176,-0.21176,0.22353,14.824
172.25,0.1085,67.08,0.5523,0.99608,-0.50196,0.13922,15.645
172.26,0.10948,66.297,0.54936,0.85686,-0.50196,0.28431,16.506
172.26,0.10948,65.711,0.54741,0.52941,-0.26667,0.5098,17.249
172.27,0.10948,64.928,0.54448,0.3902,0.04902,0.57059,17.718
172.28,0.1085,64.342,0.54154,0.3451,0.28431,0.57451,17.836
172.29,0.1085,63.364,0.53666,0.3098,0.41569,0.58039,17.757
172.3,0.1085,62.777,0.53177,0.30392,0.46078,0.58039,17.64
172.3,0.1085,61.799,0.52688,0.2902,0.48039,0.5902,17.445
172.31,0.10753,61.213,0.52102,0.2902,0.48431,0.5902,17.405
172.32,0.10753,60.43,0.51515,0.2902,0.49412,0.5902,17.445
172.33,0.10557,59.648,0.50929,0.2902,0.49412,0.58039,17.523
172.34,0.10459,59.061,0.50244,0.29412,0.49412,0.58431,17.64
172.34,0.10362,58.279,0.4956,0.3,0.4902,0.58039,17.718
172.35,0.10264,57.888,0.48876,0.3,0.48431,0.58039,17.757
172.36,0.10068,57.301,0.48289,0.30392,0.4902,0.57451,17.875
172.37,0.099707,56.91,0.47703,0.3098,0.48039,0.57451,17.953
172.38,0.097752,56.519,0.47214,0.30392,0.48039,0.57451,18.07
172.38,0.096774,55.932,0.46628,0.31373,0.47451,0.57059,18.266
172.39,0.095797,55.541,0.46237,0.31373,0.47451,0.57451,18.501
172.4,0.095797,55.15,0.45846,0.31961,0.47059,0.56471,18.814
172.41,0.094819,54.759,0.45552,0.31961,0.46471,0.56471,19.205
