Time [s], PLETH, RESP, II, V, AVR, CVP
235.26,2.4018,0.24774,0.54004,0.21457,0.43018,8.0592
235.27,2.3773,0.22893,0.58008,0.1696,0.38525,7.307
235.28,2.35,0.21011,0.59521,0.14467,0.35986,6.4376
235.29,2.3216,0.19155,0.61475,0.13978,0.33984,5.6854
235.3,2.2893,0.17298,0.62012,0.14467,0.33008,5.3044
235.3,2.2532,0.15465,0.60986,0.1349,0.31006,5.1872
235.31,2.2199,0.13657,0.65479,0.14467,0.28516,5.1188
235.32,2.1906,0.12094,0.64502,0.15982,0.31006,4.9332
235.33,2.1632,0.10555,0.6499,0.1696,0.30029,4.4936
235.34,2.1398,0.092108,0.64014,0.14956,0.29004,3.8684
235.34,2.1183,0.078671,0.64502,0.13978,0.30029,3.3116
235.35,2.0968,0.065722,0.60498,0.14467,0.3501,3.0576
235.36,2.0762,0.052773,0.62012,0.15494,0.31982,2.999
235.37,2.0557,0.040068,0.61475,0.16471,0.33008,2.9306
235.38,2.0352,0.027364,0.62988,0.14956,0.31494,2.5008
235.38,2.0147,0.016369,0.61475,0.1349,0.31494,1.4946
235.39,1.9951,0.0056194,0.64014,0.12463,0.29004,0.3126
235.4,1.9746,0.0024432,0.64014,0.11975,0.2749,-0.43959
235.41,1.9541,-0.00048864,0.62988,0.1349,0.2749,-0.43959
235.42,1.9365,-0.00048864,0.62012,0.10459,0.28027,0
235.42,1.9198,-0.00048864,0.62012,0.099707,0.25488,0.42983
235.43,1.9022,-0.00048864,0.62988,0.084555,0.2251,0.49821
235.44,1.8807,-0.00048864,0.64502,0.094819,0.2002,0.11723
235.45,1.8543,-0.00048864,0.64014,0.079668,0.19531,-0.43959
235.46,1.8289,-0.00048864,0.59521,0.099707,0.24023,-0.9378
235.46,1.8065,-0.00048864,0.58008,0.12952,0.26025,-1.1918
235.47,1.7879,-0.00048864,0.58984,0.15982,0.26025,-1.3774
235.48,1.7732,-0.00048864,0.61475,0.18475,0.26514,-1.3774
235.49,1.7605,-0.00048864,0.61475,0.21994,0.2749,-1.4458
235.5,1.7498,-0.00048864,0.63477,0.24976,0.30029,-1.3774
235.5,1.7439,-0.00048864,0.64014,0.26979,0.30518,-1.2504
235.51,1.7458,-0.00048864,0.62012,0.26002,0.31982,-1.0062
235.52,1.7517,-0.00048864,0.59521,0.21994,0.3501,-0.82058
235.53,1.7546,-0.00048864,0.55518,0.23998,0.3999,-0.6252
235.54,1.7537,-0.00048864,0.56006,0.24976,0.41992,-0.50798
235.54,1.7507,-0.00048864,0.56982,0.24487,0.40479,-0.43959
235.55,1.7449,-0.00048864,0.56494,0.26002,0.41016,-0.38098
235.56,1.7361,-0.00048864,0.58984,0.27468,0.41016,-0.3126
235.57,1.7273,-0.00048864,0.60986,0.3001,0.4248,-0.25399
235.58,1.7146,-0.00048864,0.62012,0.27468,0.38525,-0.19538
235.58,1.6989,-0.00048864,0.58984,0.23998,0.37988,-0.068381
235.59,1.6804,-0.00048864,0.56006,0.20968,0.41504,0.058613
235.6,1.6637,-0.00048864,0.54492,0.20968,0.41504,0.3126
235.61,1.6481,-0.00048864,0.55518,0.21457,0.3999,0.6252
235.62,1.6354,-0.00048864,0.58984,0.20968,0.35986,0.9378
235.62,1.6237,-0.00048864,0.61475,0.23998,0.37012,1.1234
235.63,1.608,-0.00048864,0.62012,0.27468,0.41992,0.99641
235.64,1.5924,-0.00048864,0.64502,0.28983,0.39502,0.86942
235.65,1.5767,-0.00048864,0.6499,0.25464,0.35498,0.86942
235.66,1.5591,-0.00048864,0.56982,0.20479,0.38525,1.1234
235.66,1.5396,-0.00048864,0.6001,0.18964,0.34521,1.309
235.67,1.523,-0.00048864,0.62012,0.2346,0.35986,1.309
235.68,1.5122,-0.00048864,0.59521,0.25464,0.39502,0.99641
235.69,1.5064,-0.00024432,0.56494,0.28495,0.41992,0.6252
235.7,1.5034,0,0.59521,0.3348,0.41016,0.24422
235.7,1.5024,0.0024432,0.62988,0.34995,0.3999,0.18561
235.71,1.5044,0.0051307,0.62012,0.28983,0.375,0.3126
235.72,1.5103,0.0078182,0.64014,0.22972,0.3252,0.42983
235.73,1.523,0.01075,0.64502,0.1999,0.31494,0.37121
235.74,1.5474,0.013682,0.60986,0.20479,0.35986,0.11723
235.74,1.5826,0.016614,0.58496,0.21457,0.38525,-0.12699
235.75,1.6246,0.01979,0.58496,0.23998,0.3999,-0.38098
235.76,1.6716,0.022966,0.58984,0.28006,0.43506,-0.38098
235.77,1.7224,0.026387,0.6001,0.28495,0.40479,-0.25399
235.78,1.7752,0.030051,0.55518,0.22483,0.3999,-0.068381
235.78,1.827,0.034205,0.53516,0.21457,0.4248,0.058613
235.79,1.8807,0.038358,0.54492,0.1999,0.40479,0.11723
235.8,1.9326,0.042756,0.54004,0.1999,0.3999,0.24422
235.81,1.9736,0.047154,0.52979,0.20968,0.40479,0.55682
235.82,2.0147,0.051551,0.5498,0.22972,0.3999,1.182
235.82,2.0606,0.056194,0.54492,0.22972,0.41016,1.9342
235.83,2.1007,0.061324,0.5498,0.31965,0.43506,2.5008
235.84,2.1359,0.066699,0.4502,0.49022,0.4751,2.6864
235.85,2.1642,0.072319,0.31982,0.68524,0.50977,2.618
235.86,2.1838,0.078182,0.39014,0.55523,0.41016,2.5594
235.86,2.1955,0.084535,0.625,0.28006,0.34521,2.745
235.87,2.1994,0.091131,0.75488,0.029814,0.23486,3.1846
235.88,2.1955,0.097972,0.77979,0.014663,0.34521,3.6828
235.89,2.1887,0.10506,0.56982,0.52004,0.625,4.0638
235.9,2.1808,0.1119,0.30518,0.84018,0.90479,3.9368
235.9,2.1711,0.11874,0.050293,0.98534,1.1348,3.4972
235.91,2.1613,0.12558,-0.024902,1.0303,1.1597,2.9306
235.92,2.1486,0.13242,0.31982,0.565,0.70508,2.4324
235.93,2.132,0.13926,0.50977,0.28495,0.45508,2.1198
235.94,2.1144,0.14635,0.625,0.19501,0.33008,1.9342
235.94,2.0948,0.15343,0.64014,0.1696,0.3252,1.7486
235.95,2.0704,0.16076,0.6001,0.15982,0.36523,1.563
235.96,2.0401,0.1676,0.5752,0.14467,0.38525,1.2504
235.97,2.0127,0.17444,0.58984,0.14956,0.35986,1.055
235.98,1.9863,0.18104,0.62012,0.13978,0.31982,1.055
235.98,1.9599,0.18764,0.625,0.14467,0.3252,1.309
235.99,1.9374,0.19423,0.62012,0.13978,0.33496,1.563
236,1.9159,0.20083,0.62988,0.14956,0.31982,1.7486
236.01,1.8944,0.20767,0.62988,0.15494,0.31006,1.6802
236.02,1.8739,0.21451,0.64502,0.13978,0.29492,1.4946
236.02,1.8514,0.22135,0.66504,0.16471,0.27002,1.309
236.03,1.828,0.22819,0.68018,0.1696,0.25,1.182
236.04,1.8084,0.23504,0.58984,0.16471,0.36523,1.1234
236.05,1.7937,0.24188,0.56494,0.15982,0.40479,0.86942
236.06,1.781,0.24774,0.56006,0.14956,0.37988,0.24422
236.06,1.7693,0.2536,0.59521,0.12463,0.33008,-0.69358
236.07,1.7586,0.25873,0.62988,0.12463,0.29004,-1.4458
236.08,1.7488,0.26411,0.6499,0.12463,0.26514,-1.6314
236.09,1.738,0.269,0.62012,0.10459,0.2749,-1.3774
236.1,1.7283,0.27388,0.62012,0.094819,0.25,-1.1332
236.1,1.7185,0.27877,0.61475,0.089932,0.23486,-1.1332
236.11,1.7077,0.28366,0.60986,0.079668,0.22021,-1.3774
236.12,1.6979,0.28781,0.60498,0.084555,0.20996,-1.7584
236.13,1.6823,0.29221,0.625,0.11486,0.20508,-1.944
236.14,1.6618,0.29587,0.62012,0.1349,0.21484,-1.944
236.14,1.6422,0.29978,0.63477,0.17986,0.23486,-1.6314
236.15,1.6246,0.3032,0.6499,0.20968,0.24512,-1.3188
236.16,1.6109,0.30687,0.66504,0.24487,0.26514,-0.9378
236.17,1.5992,0.31004,0.65479,0.28495,0.28027,-0.69358
236.18,1.5875,0.31322,0.60986,0.28983,0.35498,-0.50798
236.18,1.5797,0.31615,0.58984,0.28495,0.37988,-0.25399
236.19,1.5758,0.31908,0.60986,0.26979,0.36523,0
236.2,1.5709,0.32177,0.62012,0.27468,0.35986,0.24422
236.21,1.566,0.3247,0.59521,0.26491,0.40479,0.42983
236.22,1.5611,0.32666,0.59521,0.25464,0.38525,0.68381
236.22,1.5513,0.32885,0.60498,0.26002,0.37988,0.86942
236.23,1.5337,0.33032,0.5752,0.25464,0.39502,1.1234
236.24,1.5171,0.33179,0.56006,0.25464,0.41992,1.309
236.25,1.5064,0.33227,0.58496,0.24976,0.3999,1.4946
236.26,1.4985,0.33301,0.58984,0.23998,0.39014,1.6216
236.26,1.4946,0.33276,0.59521,0.2346,0.35986,1.8756
236.27,1.4927,0.33276,0.6001,0.23998,0.37988,2.2468
236.28,1.4888,0.33203,0.59521,0.26491,0.38525,2.872
236.29,1.4848,0.3313,0.61475,0.24976,0.3999,3.4972
236.3,1.4829,0.32983,0.59521,0.2346,0.37988,3.9368
236.3,1.4819,0.32861,0.59521,0.21994,0.35986,3.8684
236.31,1.4839,0.32641,0.60498,0.21457,0.35498,3.6242
236.32,1.4878,0.32446,0.60986,0.2346,0.375,3.6828
236.33,1.4897,0.32177,0.59521,0.21994,0.38525,4.1224
236.34,1.4907,0.31908,0.625,0.23998,0.34521,4.6206
236.34,1.4878,0.31639,0.64014,0.2346,0.31982,5.0016
236.35,1.4839,0.31371,0.625,0.22972,0.33496,5.0602
236.36,1.4819,0.31102,0.60986,0.24487,0.36523,4.8746
236.37,1.4809,0.30833,0.58496,0.26491,0.39014,4.7476
236.38,1.4809,0.30564,0.60498,0.29472,0.37988,4.7476
236.38,1.4858,0.30296,0.60986,0.30987,0.37988,4.9332
236.39,1.4985,0.30027,0.63477,0.28495,0.3501,5.1872
236.4,1.5171,0.29783,0.64502,0.27468,0.34521,5.4314
236.41,1.5415,0.29563,0.64014,0.24976,0.33496,5.617
236.42,1.5738,0.29367,0.64502,0.22972,0.33496,5.617
236.42,1.6178,0.29196,0.59521,0.21994,0.35986,5.617
236.43,1.6725,0.2905,0.56006,0.21994,0.3999,5.744
236.44,1.7331,0.28927,0.56494,0.23998,0.40479,5.998
236.45,1.7937,0.28805,0.56006,0.23998,0.4248,6.3106
236.46,1.8563,0.28708,0.54004,0.26002,0.45508,6.6232
236.46,1.9208,0.28634,0.54492,0.25464,0.43506,6.9358
236.47,1.9834,0.28659,0.55518,0.23998,0.3999,7.2484
236.48,2.042,0.28708,0.56982,0.2346,0.36523,7.7466
236.49,2.0919,0.28854,0.56494,0.21994,0.37012,8.4988
236.5,2.132,0.29001,0.56982,0.2346,0.37988,9.3096
236.5,2.1672,0.29221,0.53516,0.26002,0.41992,10.12
236.51,2.1945,0.29441,0.46484,0.38514,0.47021,10.687
236.52,2.216,0.29709,0.3252,0.6002,0.52979,11.058
236.53,2.2366,0.29978,0.28027,0.67498,0.43506,11.371
236.54,2.2551,0.30247,0.50488,0.435,0.3252,11.556
236.54,2.2688,0.30516,0.65479,0.18964,0.31982,11.81
236.55,2.2815,0.30784,0.68018,0.069892,0.35986,11.869
236.56,2.2923,0.31077,0.68506,0.36999,0.54004,11.683
236.57,2.2991,0.31493,0.41504,0.74536,0.77002,11.312
236.58,2.2991,0.31933,0.12988,0.94037,1.0347,11
236.58,2.2942,0.32446,-0.040039,1.0455,1.1348,11
236.59,2.2874,0.32983,0.2251,0.72532,0.81006,11.185
236.6,2.2737,0.33521,0.43994,0.39003,0.55518,11.312
236.61,2.2551,0.34058,0.56982,0.24976,0.3999,11.127
236.62,2.2336,0.34571,0.62012,0.20479,0.33496,10.619
236.62,2.2082,0.35109,0.63477,0.1999,0.3252,9.9348
236.63,2.1808,0.3572,0.64014,0.17986,0.31006,9.3096
236.64,2.1544,0.3633,0.60986,0.14467,0.3252,8.997
236.65,2.132,0.37039,0.6001,0.12952,0.3252,9.0557
236.66,2.1105,0.37747,0.625,0.15982,0.31494,9.1826
236.66,2.0899,0.38554,0.64502,0.18964,0.31006,9.1826
236.67,2.0694,0.3936,0.68506,0.21457,0.31494,8.997
236.68,2.0499,0.40239,0.66992,0.1999,0.29004,8.6844
236.69,2.0274,0.41119,0.64502,0.18964,0.31006,8.6844
236.7,2.002,0.41925,0.66016,0.16471,0.27002,9.0557
236.7,1.9765,0.42731,0.66504,0.14956,0.25488,9.6809
236.71,1.957,0.4344,0.64502,0.15494,0.28027,10.12
236.72,1.9374,0.44173,0.625,0.14956,0.31006,10.062
236.73,1.915,0.44882,0.64014,0.1696,0.29004,9.3096
236.74,1.8944,0.4559,0.69482,0.20479,0.25488,8.2448
236.74,1.8739,0.46274,0.70996,0.21457,0.23486,7.434
236.75,1.8543,0.46983,0.62988,0.1696,0.31006,7.4926
236.76,1.8368,0.47569,0.62012,0.12952,0.26025,8.3132
236.77,1.8211,0.48155,0.6499,0.10459,0.2251,9.251
236.78,1.8055,0.48644,0.66016,0.11486,0.22021,9.6809
236.78,1.7908,0.49133,0.64014,0.12463,0.22021,9.3096
236.79,1.7761,0.49548,0.66504,0.12463,0.18994,8.4305
236.8,1.7615,0.49988,0.66504,0.14956,0.18506,7.688
236.81,1.7488,0.5033,0.6748,0.18964,0.19531,7.6196
236.82,1.74,0.50696,0.64014,0.21457,0.25,8.0592
236.82,1.7312,0.50965,0.625,0.23998,0.28027,8.6844
236.83,1.7214,0.51234,0.65479,0.24487,0.26025,9.0557
236.84,1.7116,0.51405,0.66504,0.24976,0.24512,8.9384
236.85,1.7019,0.516,0.63477,0.22972,0.24023,8.5574
236.86,1.6921,0.51674,0.62012,0.23998,0.29492,8.3132
236.86,1.6823,0.51747,0.63477,0.24976,0.30518,8.3718
236.87,1.6725,0.51722,0.62012,0.26002,0.33496,8.7431
236.88,1.6657,0.51698,0.62988,0.26491,0.34521,9.251
236.89,1.6618,0.51503,0.625,0.26979,0.3501,9.6222
236.9,1.6628,0.51307,0.6748,0.30499,0.31006,9.8762
236.9,1.6628,0.50989,0.63477,0.30987,0.37012,9.9348
236.91,1.6628,0.50696,0.59521,0.28495,0.41992,9.9935
236.92,1.6628,0.50428,0.56982,0.28983,0.45508,10.062
236.93,1.6579,0.50159,0.58984,0.26491,0.3999,10.306
236.94,1.651,0.49939,0.63477,0.24487,0.31982,10.619
236.94,1.6422,0.49719,0.64014,0.23998,0.31006,10.873
236.95,1.6334,0.49475,0.63477,0.2346,0.33008,11.185
236.96,1.6266,0.4923,0.64014,0.22972,0.31006,11.498
236.97,1.6227,0.48986,0.62012,0.23998,0.33008,11.625
236.98,1.6207,0.48766,0.64502,0.24976,0.33496,11.498
236.98,1.6178,0.4862,0.66504,0.26491,0.31006,11.127
236.99,1.6139,0.48473,0.6748,0.26979,0.30518,10.746
237,1.609,0.484,0.66504,0.28006,0.31494,10.501
237.01,1.6041,0.48351,0.64014,0.26002,0.33496,10.501
237.02,1.6022,0.48326,0.63477,0.25464,0.33984,10.746
237.02,1.5982,0.48326,0.64014,0.28495,0.33496,11.127
237.03,1.5963,0.48375,0.64014,0.29472,0.34521,11.498
237.04,1.6002,0.48424,0.66016,0.31476,0.33496,11.683
237.05,1.607,0.48546,0.6748,0.32991,0.33984,11.683
237.06,1.6158,0.48693,0.68994,0.31476,0.31494,11.498
237.06,1.6295,0.48888,0.7002,0.28006,0.2749,11.312
237.07,1.6559,0.49084,0.6748,0.2346,0.29492,11.244
237.08,1.696,0.49279,0.65479,0.22483,0.31006,11.244
237.09,1.7458,0.49475,0.66016,0.24976,0.31494,11.244
237.1,1.7996,0.49695,0.60986,0.2346,0.3501,11.127
237.1,1.8583,0.49914,0.56982,0.22972,0.3999,10.931
237.11,1.915,0.50232,0.59521,0.25464,0.38525,10.746
237.12,1.9726,0.5055,0.625,0.26491,0.35498,10.746
237.13,2.0381,0.50941,0.59521,0.25464,0.37012,10.931
237.14,2.1026,0.51332,0.58008,0.23998,0.38525,11.244
237.14,2.1623,0.51674,0.59521,0.24487,0.35986,11.752
237.15,2.216,0.5204,0.58984,0.24487,0.37012,12.309
237.16,2.2678,0.52333,0.6001,0.25464,0.35986,12.875
237.17,2.3187,0.52651,0.58496,0.26002,0.38525,13.373
237.18,2.3656,0.5292,0.56006,0.35484,0.41504,13.686
237.18,2.4037,0.53213,0.45508,0.54008,0.46484,13.745
237.19,2.433,0.53457,0.31494,0.71017,0.49512,13.618
237.2,2.4575,0.53726,0.41016,0.58016,0.30518,13.432
237.21,2.4741,0.5397,0.60498,0.35484,0.2749,13.246
237.22,2.4829,0.54215,0.66504,0.12463,0.3252,13.246
237.22,2.4868,0.54434,0.70508,0.11486,0.41992,13.305
237.23,2.4888,0.54654,0.54004,0.62023,0.6499,13.188
237.24,2.4878,0.54874,0.20996,0.91007,0.95508,12.807
237.25,2.4819,0.55094,-0.040039,1.0552,1.1548,12.182
237.26,2.4741,0.5529,0.10498,0.87537,0.98975,11.683
237.26,2.4633,0.55509,0.43994,0.47996,0.61475,11.498
237.27,2.4506,0.55827,0.5752,0.26491,0.3999,11.556
237.28,2.437,0.56145,0.64502,0.17986,0.28516,11.625
237.29,2.4174,0.56536,0.68506,0.14467,0.23486,11.439
237.3,2.393,0.56926,0.69482,0.14956,0.24023,11.127
237.3,2.3656,0.57366,0.71484,0.16471,0.2251,10.814
237.31,2.3402,0.5783,0.66992,0.17986,0.30029,10.619
237.32,2.3148,0.58319,0.65479,0.18964,0.33008,10.687
237.33,2.2874,0.58808,0.6499,0.19501,0.33984,10.814
237.34,2.259,0.59223,0.65479,0.18475,0.31006,10.873
237.34,2.2278,0.59663,0.66016,0.1696,0.29004,10.814
237.35,2.1955,0.60054,0.66992,0.1696,0.26025,10.619
237.36,2.1623,0.60445,0.7002,0.16471,0.23486,10.56
237.37,2.131,0.6086,0.70996,0.1696,0.22021,10.746
237.38,2.1046,0.613,0.70508,0.17498,0.23486,11.058
237.38,2.0821,0.61788,0.72998,0.21994,0.24023,11.371
237.39,2.0606,0.62277,0.6748,0.22972,0.30029,11.244
237.4,2.0401,0.62741,0.64014,0.1696,0.31982,10.746
237.41,2.0225,0.63205,0.64014,0.1696,0.3252,10.062
237.42,2.0068,0.6367,0.65479,0.1696,0.28027,9.6809
237.42,1.9892,0.64134,0.68506,0.14467,0.2251,9.8078
237.43,1.9707,0.64623,0.68994,0.1349,0.19531,10.374
237.44,1.9511,0.65136,0.68994,0.13978,0.2002,11
237.45,1.9316,0.65673,0.71484,0.1349,0.16992,11.312
237.46,1.912,0.66211,0.74512,0.16471,0.125,11
237.46,1.8925,0.66773,0.70996,0.15982,0.17529,10.306
237.47,1.8759,0.67334,0.68994,0.20479,0.22021,9.6222
237.48,1.8602,0.67896,0.66016,0.21457,0.24512,9.3683
237.49,1.8446,0.68483,0.63477,0.21457,0.26514,9.5636
237.5,1.8319,0.68971,0.64014,0.1999,0.24023,9.9935
237.5,1.8211,0.6946,0.64014,0.21457,0.24512,10.374
237.51,1.8133,0.69851,0.6499,0.23998,0.26514,10.501
237.52,1.8065,0.70266,0.68018,0.26491,0.25,10.374
237.53,1.7986,0.70657,0.7251,0.29472,0.22998,10.247
237.54,1.7898,0.71048,0.66504,0.30499,0.31006,10.306
237.54,1.7801,0.71439,0.60498,0.26491,0.37988,10.501
237.55,1.7703,0.7183,0.59521,0.25464,0.39502,10.873
237.56,1.7605,0.72123,0.60498,0.25464,0.37988,11.185
237.57,1.7507,0.72416,0.625,0.26491,0.36523,11.371
237.58,1.741,0.72612,0.6499,0.28006,0.33984,11.439
237.58,1.7312,0.72832,0.64014,0.27468,0.35498,11.439
237.59,1.7214,0.73052,0.66016,0.26491,0.33008,11.439
237.6,1.7116,0.73296,0.66504,0.26979,0.31494,11.556
237.61,1.7048,0.73565,0.66504,0.27468,0.3252,11.752
237.62,1.6989,0.73833,0.64014,0.25464,0.33984,11.937
237.62,1.6911,0.74078,0.62988,0.24487,0.35498,12.064
237.63,1.6823,0.74322,0.64014,0.23998,0.33984,12.123
237.64,1.6725,0.74517,0.63477,0.25464,0.3501,12.25
237.65,1.6628,0.74737,0.62988,0.26491,0.35986,12.494
237.66,1.6559,0.74884,0.62012,0.25464,0.35498,12.69
237.66,1.652,0.75031,0.64014,0.26002,0.33984,12.69
237.67,1.65,0.75128,0.65479,0.26491,0.31982,12.436
237.68,1.6491,0.75226,0.66016,0.26979,0.31982,12.064
237.69,1.6461,0.75373,0.66504,0.3001,0.33008,11.869
237.7,1.6422,0.75544,0.68506,0.31965,0.33496,11.996
237.7,1.6403,0.75739,0.70996,0.3348,0.29004,12.309
237.71,1.6393,0.75959,0.69482,0.30987,0.30518,12.621
237.72,1.6413,0.76154,0.70996,0.30499,0.29004,12.748
237.73,1.65,0.7635,0.70508,0.28495,0.29492,12.69
237.74,1.6686,0.76545,0.66016,0.24976,0.33008,12.563
237.74,1.6999,0.76765,0.63477,0.22483,0.33496,12.377
237.75,1.7449,0.77058,0.61475,0.22483,0.35986,12.309
237.76,1.7996,0.77352,0.62988,0.2346,0.34521,12.377
237.77,1.8612,0.77718,0.59521,0.24487,0.38525,12.377
237.78,1.9306,0.78085,0.61475,0.26979,0.38525,12.436
237.78,2.0049,0.78573,0.60498,0.26491,0.38525,12.436
237.79,2.0792,0.79062,0.62012,0.26002,0.35986,12.436
237.8,2.1476,0.79624,0.60986,0.25464,0.35498,12.621
237.81,2.2014,0.80186,0.60986,0.23998,0.35986,12.934
237.82,2.2454,0.80699,0.61475,0.22483,0.33496,13.5
237.82,2.2923,0.81236,0.6001,0.21994,0.34521,14.057
237.83,2.3402,0.81725,0.58496,0.23998,0.35986,14.555
237.84,2.3861,0.82214,0.52979,0.35973,0.40479,14.809
237.85,2.4242,0.82727,0.3999,0.58993,0.46484,14.936
237.86,2.4526,0.83264,0.31982,0.70528,0.41504,14.995
237.86,2.477,0.83777,0.47998,0.50978,0.3252,15.063
237.87,2.4936,0.84315,0.64502,0.28983,0.35498,15.063
237.88,2.5024,0.84754,0.71973,0.11975,0.33008,15.063
237.89,2.5064,0.85194,0.7251,0.3651,0.5,14.936
237.9,2.5083,0.85561,0.45508,0.78543,0.74512,14.624
237.9,2.5073,0.85927,0.12012,1.0005,1.04,14.126
237.91,2.5044,0.8622,-0.029785,1.0606,1.125,13.686
237.92,2.4976,0.86538,0.29492,0.62023,0.73486,13.432
237.93,2.4848,0.86807,0.5249,0.3348,0.47021,13.373
237.94,2.4682,0.87075,0.60986,0.21994,0.35986,13.305
237.94,2.4526,0.87295,0.63477,0.16471,0.33008,13.119
237.95,2.4399,0.8754,0.62988,0.15494,0.33496,12.748
237.96,2.4262,0.87735,0.6499,0.16471,0.33008,12.377
237.97,2.4076,0.87931,0.66504,0.18475,0.33496,12.123
237.98,2.3832,0.88053,0.66992,0.15982,0.28516,11.996
237.98,2.3558,0.88199,0.68994,0.13978,0.24512,12.064
237.99,2.3275,0.88248,0.70508,0.1349,0.2251,12.123
238,2.2942,0.88322,0.71973,0.1696,0.22021,12.123
238.01,2.2581,0.88346,0.69482,0.16471,0.25,12.123
238.02,2.2229,0.8837,0.68018,0.17498,0.28516,12.123
238.02,2.1857,0.88346,0.65479,0.17498,0.31982,12.25
238.03,2.1525,0.88346,0.63477,0.1999,0.35498,12.69
238.04,2.1261,0.88297,0.6499,0.21457,0.33008,13.119
238.05,2.1026,0.88273,0.66504,0.1696,0.28516,13.373
238.06,2.0811,0.88224,0.68994,0.14956,0.22998,13.188
238.06,2.0606,0.88175,0.70996,0.14467,0.19531,12.621
238.07,2.0401,0.88151,0.70508,0.15494,0.2002,11.996
238.08,2.0205,0.88126,0.68506,0.14467,0.23486,11.752
238.09,2.001,0.88126,0.66016,0.15494,0.26514,12.064
238.1,1.9814,0.88126,0.68506,0.14467,0.2251,12.621
238.1,1.9668,0.88126,0.68994,0.14467,0.22021,13.061
238.11,1.9541,0.88126,0.68506,0.19501,0.25488,13.061
238.12,1.9384,0.88126,0.66504,0.21457,0.2749,12.436
238.13,1.9208,0.88126,0.65479,0.13978,0.2002,11.683
238.14,1.9022,0.88126,0.64502,0.1349,0.19531,11.185
238.14,1.8827,0.88126,0.66016,0.16471,0.18994,11.127
238.15,1.8631,0.88126,0.68506,0.20479,0.18994,11.498
238.16,1.8465,0.88126,0.68994,0.21994,0.20508,11.937
238.17,1.8328,0.88126,0.66016,0.24487,0.25,12.182
238.18,1.8192,0.88126,0.71484,0.28495,0.21484,12.123
238.18,1.8045,0.88126,0.6748,0.29472,0.28027,11.937
238.19,1.7928,0.88126,0.625,0.28006,0.35986,11.752
238.2,1.782,0.88126,0.58496,0.26491,0.40479,11.81
238.21,1.7742,0.88126,0.59521,0.26002,0.40479,12.123
238.22,1.7674,0.88077,0.62012,0.26491,0.37012,12.563
238.22,1.7615,0.88053,0.62988,0.26002,0.36523,12.934
238.23,1.7586,0.87931,0.64502,0.25464,0.33984,13.188
238.24,1.7546,0.87808,0.65479,0.23998,0.31982,13.188
238.25,1.7478,0.87589,0.6499,0.24487,0.31494,13.188
238.26,1.74,0.87393,0.66016,0.25464,0.31006,13.188
238.26,1.7312,0.87173,0.65479,0.26002,0.31982,13.188
238.27,1.7214,0.86953,0.64502,0.26002,0.33008,13.246
238.28,1.7116,0.86709,0.6499,0.24976,0.3252,13.305
238.29,1.7019,0.86489,0.65479,0.24487,0.31494,13.432
238.3,1.6901,0.86196,0.66016,0.26002,0.33984,13.618
238.3,1.6794,0.85927,0.63477,0.26491,0.35986,13.813
238.31,1.6716,0.8561,0.63477,0.26979,0.36523,13.93
238.32,1.6598,0.85292,0.63477,0.28495,0.3501,13.813
238.33,1.6442,0.84974,0.63477,0.26979,0.35498,13.559
238.34,1.6295,0.84681,0.62988,0.26002,0.33496,13.373
238.34,1.6168,0.84388,0.6499,0.26491,0.3252,13.305
238.35,1.6061,0.84095,0.64502,0.28983,0.34521,13.373
238.36,1.5982,0.83826,0.66504,0.30987,0.33496,13.5
238.37,1.5963,0.83557,0.66992,0.33969,0.35986,13.5
238.38,1.6051,0.83289,0.63477,0.32502,0.40479,13.373
238.38,1.6246,0.8302,0.66504,0.28983,0.33008,13.119
238.39,1.654,0.82775,0.6748,0.23998,0.29004,12.875
238.4,1.695,0.82531,0.6499,0.21994,0.30518,12.69
238.41,1.74,0.82287,0.62012,0.20968,0.33496,12.563
238.42,1.7869,0.82067,0.59521,0.21457,0.35986,12.621
238.42,1.8426,0.81871,0.59521,0.21457,0.35986,12.621
238.43,1.9071,0.817,0.60498,0.22972,0.35498,12.563
238.44,1.9736,0.81554,0.6001,0.25464,0.375,12.563
238.45,2.0362,0.81407,0.59521,0.26491,0.39502,12.494
238.46,2.0968,0.81236,0.58496,0.25464,0.40479,12.436
238.46,2.1544,0.8109,0.56982,0.25464,0.41016,12.494
238.47,2.2072,0.80919,0.5752,0.24487,0.39502,12.69
238.48,2.2581,0.80748,0.58008,0.23998,0.37988,12.875
238.49,2.3089,0.80552,0.58496,0.25464,0.37012,13.061
238.5,2.3587,0.80381,0.56006,0.24487,0.40479,13.305
238.5,2.3978,0.80186,0.49512,0.39003,0.45508,13.373
238.51,2.4252,0.7999,0.37012,0.59531,0.52002,13.373
238.52,2.4487,0.79721,0.29004,0.69501,0.46484,13.305
238.53,2.4702,0.79477,0.4751,0.50489,0.3501,13.188
238.54,2.4907,0.7916,0.62988,0.30987,0.375,13.061
238.54,2.5054,0.78842,0.70508,0.15494,0.35498,13.061
238.55,2.5132,0.78378,0.71973,0.3998,0.5,12.934
238.56,2.5171,0.77938,0.45996,0.79032,0.7251,12.563
238.57,2.5161,0.77352,0.1001,1.0005,1.0547,11.937
238.58,2.5083,0.7679,-0.099609,1.0704,1.2046,11.185
238.58,2.4946,0.76032,0.16992,0.68524,0.87988,10.687
238.59,2.478,0.75275,0.45508,0.37488,0.56494,10.501
