Time [s], RESP, PLETH, II, MCL, AVR
229.27,0.012365,0.26002,0.10836,1.1337,0.86453
229.28,0.007728,0.25611,0.16873,1.1139,0.80542
229.29,0.0030912,0.25415,0.19969,1.0792,0.78571
229.3,-0.0015456,0.25513,0.17957,1.0297,0.79064
229.3,-0.0046368,0.25904,0.16409,1.0149,0.80542
229.31,-0.007728,0.26882,0.13467,1.0149,0.8202
229.32,-0.010819,0.28641,0.078947,1.0495,0.87438
229.33,-0.01391,0.31476,0.02322,1.0248,0.91379
229.34,-0.015456,0.35191,-0.010836,1.0248,0.94581
229.34,-0.015456,0.39785,-0.03096,1.0099,0.95074
229.35,-0.015456,0.44966,-0.026316,1.0198,0.95074
229.36,-0.015456,0.50342,-0.01548,1.0248,0.94089
229.37,-0.015456,0.55621,-0.01548,1,0.94089
229.38,-0.01391,0.60313,-0.001548,1.0248,0.94089
229.38,-0.010819,0.64027,-0.0061919,1.0198,0.94089
229.39,-0.0092736,0.66764,-0.0061919,1.0248,0.93596
229.4,-0.0046368,0.6911,-0.0061919,1.0099,0.94089
229.41,0,0.70968,-0.0061919,1.0248,0.94089
229.42,0.0061824,0.72141,-0.026316,1.0198,0.94089
229.42,0.01391,0.7263,-0.13158,1.1337,0.99015
229.43,0.023184,0.72532,-0.20124,1.302,0.99507
229.44,0.032458,0.71945,-0.21207,1.4356,0.88424
229.45,0.043277,0.70968,0.23375,0.75743,0.4803
229.46,0.055641,0.69697,0.79567,-0.18812,-0.014778
229.46,0.068006,0.68231,1.0867,-0.61881,-0.21429
229.47,0.080371,0.66471,1.161,-0.41089,-0.019704
229.48,0.092736,0.64418,0.99536,-0.15842,0.26601
229.49,0.1051,0.62561,0.6904,0.28218,0.55419
229.5,0.12056,0.60606,0.25387,0.70792,0.85961
229.5,0.13601,0.58358,0.0092879,0.9901,1.0049
229.51,0.15301,0.55914,-0.095975,1.1139,1.0591
229.52,0.17156,0.5347,-0.14706,1.1733,1.0961
229.53,0.18856,0.51026,-0.15635,1.1881,1.0911
229.54,0.20556,0.4868,-0.14706,1.2079,1.0911
229.54,0.22257,0.4653,-0.14706,1.2129,1.0837
229.55,0.24111,0.44477,-0.14706,1.2079,1.0911
229.56,0.25966,0.42717,-0.14087,1.2228,1.0788
229.57,0.27975,0.41251,-0.12074,1.2178,1.0788
229.58,0.30139,0.3998,-0.13158,1.2376,1.0739
229.58,0.32303,0.39101,-0.12074,1.2475,1.0591
229.59,0.34621,0.38416,-0.11146,1.2574,1.0591
229.6,0.37094,0.37928,-0.1161,1.2673,1.0542
229.61,0.39413,0.37537,-0.095975,1.2822,1.0443
229.62,0.41886,0.37146,-0.082043,1.302,1.0345
229.62,0.44049,0.3695,-0.066563,1.3168,1.0345
229.63,0.46213,0.36755,-0.06192,1.3267,1.0197
229.64,0.48223,0.36559,-0.04644,1.3515,1.0099
229.65,0.50077,0.36364,-0.03096,1.3614,1.0049
229.66,0.52087,0.36266,-0.026316,1.3663,1.0049
229.66,0.5425,0.36168,-0.010836,1.3564,0.9803
229.67,0.5626,0.35973,0.018576,1.3564,0.96552
229.68,0.58269,0.35777,0.004644,1.3366,0.97044
229.69,0.60124,0.35582,0.034056,1.3416,0.96059
229.7,0.62133,0.35386,0.05418,1.3069,0.93596
229.7,0.63833,0.35191,0.063467,1.297,0.91872
229.71,0.65533,0.348,0.069659,1.2574,0.90394
229.72,0.67388,0.34506,0.083591,1.2376,0.89409
229.73,0.69243,0.34213,0.089783,1.1931,0.87438
229.74,0.71252,0.33822,0.094427,1.1733,0.86946
229.74,0.73261,0.33529,0.074303,1.1436,0.87931
229.75,0.7527,0.3304,0.063467,1.1287,0.88916
229.76,0.7728,0.32649,0.05418,1.104,0.89409
229.77,0.79289,0.32258,0.049536,1.099,0.90394
229.78,0.81453,0.31965,0.0387,1.099,0.90887
229.78,0.83308,0.31769,0.029412,1.0891,0.90394
229.79,0.85008,0.31574,0.034056,1.099,0.91379
229.8,0.86708,0.31378,0.018576,1.0842,0.92611
229.81,0.88253,0.31085,0.02322,1.099,0.91872
229.82,0.89954,0.30792,0.029412,1.0891,0.91872
229.82,0.91499,0.30401,0.029412,1.099,0.91379
229.83,0.93199,0.30108,0.018576,1.0891,0.91872
229.84,0.949,0.29717,0.018576,1.104,0.93103
229.85,0.96291,0.29423,0.018576,1.099,0.91872
229.86,0.97682,0.2913,0.0092879,1.1089,0.92611
229.86,0.98918,0.28837,0.004644,1.104,0.93103
229.87,1.0015,0.28543,0.018576,1.1139,0.91872
229.88,1.0139,0.2825,0.02322,1.1089,0.91379
229.89,1.0263,0.28055,0.0092879,1.104,0.93103
229.9,1.0386,0.27859,0.004644,1.0941,0.92611
229.9,1.051,0.27664,0.013932,1.1089,0.93103
229.91,1.0634,0.2737,0.013932,1.0941,0.92611
229.92,1.0742,0.27077,0.0387,1.1287,0.91379
229.93,1.0866,0.26784,0.058824,1.1386,0.89409
229.94,1.0974,0.26393,0.063467,1.1188,0.88424
229.94,1.1082,0.26002,0.083591,1.104,0.86946
229.95,1.1175,0.25611,0.12384,1.1386,0.84975
229.96,1.1267,0.2522,0.18885,1.1089,0.79557
229.97,1.136,0.24927,0.19505,1.0792,0.78571
229.98,1.1453,0.25024,0.1548,1.0396,0.80542
229.98,1.1561,0.25415,0.13932,1.0248,0.8202
229.99,1.1654,0.26295,0.12848,1.0396,0.83005
230,1.1762,0.28152,0.083591,1.0495,0.87438
230.01,1.1855,0.30987,-0.001548,1.0396,0.93596
230.02,1.1947,0.348,-0.026316,1.0248,0.94089
230.02,1.2025,0.39492,-0.03096,1.0297,0.95074
230.03,1.2117,0.4477,-0.021672,1.0198,0.94581
230.04,1.221,0.50342,-0.010836,1.0347,0.94089
230.05,1.2318,0.55718,-0.026316,1.0248,0.95074
230.06,1.2427,0.60704,-0.01548,1.0396,0.94581
230.06,1.2535,0.65103,-0.0061919,1.0297,0.93596
230.07,1.2658,0.68524,-0.01548,1.0396,0.94089
230.08,1.2782,0.71261,-0.0061919,1.0347,0.93596
230.09,1.2844,0.72825,0.004644,1.0446,0.93103
230.1,1.2906,0.73705,-0.051084,1.0347,0.95074
230.1,1.2906,0.74194,-0.15635,1.1881,0.99015
230.11,1.2906,0.74096,-0.18111,1.3614,0.94581
230.12,1.2906,0.73607,-0.021672,1.4703,0.77586
230.13,1.2906,0.72532,0.47059,0.61881,0.3202
230.14,1.2906,0.71261,1.0108,-0.23267,-0.11576
230.14,1.2906,0.69599,1.192,-0.52475,-0.19458
230.15,1.2906,0.67742,1.2214,-0.23762,0.11576
230.16,1.2906,0.65689,0.89164,0.039604,0.38424
230.17,1.2906,0.63441,0.47988,0.47525,0.69458
230.18,1.2906,0.61095,0.12848,0.81188,0.92611
230.18,1.2906,0.58847,-0.055728,1.0495,1.0345
230.19,1.2906,0.56696,-0.10681,1.1386,1.0542
230.2,1.2906,0.5435,-0.13158,1.1782,1.0739
230.21,1.2906,0.52004,-0.13158,1.203,1.069
230.22,1.2906,0.49658,-0.12074,1.198,1.064
230.22,1.2906,0.47507,-0.1161,1.2178,1.0591
230.23,1.2906,0.45552,-0.11146,1.2129,1.0542
230.24,1.2906,0.43793,-0.1161,1.2277,1.0591
230.25,1.2906,0.42326,-0.10681,1.2228,1.0493
230.26,1.2906,0.41056,-0.095975,1.2426,1.0443
230.26,1.2906,0.40078,-0.10062,1.2426,1.0394
230.27,1.2906,0.39296,-0.082043,1.2673,1.0345
230.28,1.2906,0.38612,-0.066563,1.2723,1.0246
230.29,1.2906,0.38221,-0.055728,1.2921,1.0148
230.3,1.2906,0.38025,-0.041796,1.302,1
230.3,1.2906,0.3783,-0.03096,1.3317,1.0049
230.31,1.2906,0.37634,-0.021672,1.3416,0.98522
230.32,1.2906,0.37537,-0.0061919,1.3663,0.98522
230.33,1.2906,0.37341,-0.001548,1.3713,0.9803
230.34,1.2906,0.37243,0.018576,1.3812,0.96552
230.34,1.2906,0.37048,0.029412,1.3762,0.96059
230.35,1.2906,0.3695,0.0387,1.3713,0.95567
230.36,1.2906,0.36755,0.05418,1.3564,0.94089
230.37,1.2906,0.36559,0.069659,1.3515,0.92611
230.38,1.2906,0.36364,0.089783,1.3218,0.90394
230.38,1.2906,0.36266,0.10836,1.3069,0.88916
230.39,1.2906,0.36168,0.11455,1.2723,0.87438
230.4,1.2906,0.35973,0.12384,1.2426,0.86946
230.41,1.2906,0.35777,0.12848,1.2178,0.86453
230.42,1.2906,0.35484,0.1192,1.1782,0.85961
230.42,1.2906,0.35093,0.11455,1.1535,0.86453
230.43,1.2906,0.34702,0.10836,1.1238,0.86453
230.44,1.2906,0.34311,0.094427,1.1188,0.86946
230.45,1.2906,0.34018,0.089783,1.104,0.87438
230.46,1.2906,0.33724,0.089783,1.1139,0.87931
230.46,1.2906,0.33431,0.078947,1.104,0.88424
230.47,1.2906,0.33138,0.083591,1.1188,0.89409
230.48,1.2906,0.32845,0.069659,1.1089,0.89409
230.49,1.2906,0.32649,0.074303,1.1188,0.89409
230.5,1.2906,0.32551,0.063467,1.1089,0.89409
230.5,1.2906,0.32356,0.063467,1.1139,0.89409
230.51,1.2906,0.3216,0.069659,1.1089,0.88916
230.52,1.2906,0.31965,0.069659,1.1188,0.89409
230.53,1.2906,0.31769,0.063467,1.1089,0.89409
230.54,1.2906,0.31574,0.069659,1.1188,0.89409
230.54,1.2906,0.31378,0.063467,1.1089,0.88424
230.55,1.2906,0.31183,0.069659,1.1139,0.88916
230.56,1.2906,0.30987,0.063467,1.104,0.88916
230.57,1.2906,0.30792,0.063467,1.099,0.89409
230.58,1.2906,0.30596,0.063467,1.1139,0.88424
230.58,1.2906,0.30401,0.074303,1.099,0.87438
230.59,1.2906,0.30205,0.099071,1.1386,0.86946
230.6,1.2906,0.3001,0.1192,1.1337,0.85961
230.61,1.2906,0.29814,0.12848,1.1188,0.84483
230.62,1.2798,0.29521,0.13932,1.1139,0.84483
230.62,1.2689,0.29228,0.19969,1.1436,0.79064
230.63,1.2457,0.28837,0.25387,1.0941,0.73892
230.64,1.2241,0.28446,0.23375,1.0644,0.74877
230.65,1.204,0.28055,0.20898,1.0297,0.77094
230.66,1.1839,0.27957,0.19505,1.0446,0.78079
230.66,1.1654,0.2825,0.14861,1.0594,0.81527
230.67,1.1484,0.29326,0.089783,1.0644,0.86946
230.68,1.1314,0.31183,0.034056,1.0396,0.89901
230.69,1.1144,0.33529,0.018576,1.0495,0.91379
230.7,1.0974,0.36364,0.018576,1.0396,0.91379
230.7,1.0804,0.40469,0.02322,1.0495,0.91379
230.71,1.0649,0.45259,0.02322,1.0396,0.91379
230.72,1.0495,0.50538,0.029412,1.0495,0.90887
230.73,1.034,0.55816,0.0387,1.0446,0.90394
230.74,1.0185,0.60802,0.0387,1.0495,0.90394
230.74,1.0062,0.652,0.0387,1.0495,0.89901
230.75,0.99227,0.68817,0.049536,1.0545,0.90394
230.76,0.97991,0.71652,0.034056,1.0594,0.89901
230.77,0.96754,0.73607,-0.051084,1.1287,0.94089
230.78,0.95363,0.74682,-0.16099,1.2921,0.97044
230.78,0.94127,0.74976,-0.18731,1.4703,0.90394
230.79,0.9289,0.7478,0.099071,1.0545,0.61084
230.8,0.91499,0.74096,0.67028,0.029703,0.086207
230.81,0.90417,0.73118,1.0666,-0.5396,-0.22414
230.82,0.89335,0.71652,1.2322,-0.59406,-0.24384
230.82,0.88253,0.6999,1.1068,-0.17327,0.15517
230.83,0.87172,0.68133,0.88545,0.17327,0.40887
230.84,0.85935,0.65982,0.45975,0.62871,0.71921
230.85,0.84853,0.63734,0.13467,0.94059,0.91872
230.86,0.83617,0.6129,-0.010836,1.1287,1.0099
230.86,0.8238,0.58847,-0.066563,1.1782,1.0345
230.87,0.80989,0.56403,-0.075851,1.2277,1.0443
230.88,0.79753,0.54154,-0.075851,1.2327,1.0443
230.89,0.78362,0.52199,-0.075851,1.2475,1.0493
230.9,0.77125,0.50049,-0.075851,1.2525,1.0443
230.9,0.76043,0.47996,-0.075851,1.2624,1.0493
230.91,0.74807,0.46139,-0.075851,1.2574,1.0394
230.92,0.73725,0.44477,-0.071207,1.2723,1.0345
230.93,0.72798,0.43011,-0.06192,1.2822,1.0296
230.94,0.71561,0.41838,-0.051084,1.302,1.0296
230.94,0.70479,0.40958,-0.051084,1.3069,1.0246
230.95,0.69397,0.40176,-0.035604,1.3218,1.0148
230.96,0.68315,0.39589,-0.026316,1.3366,1.0049
230.97,0.67233,0.39198,-0.01548,1.3663,1
230.98,0.66151,0.38905,-0.0061919,1.3812,0.99015
230.98,0.65224,0.3871,0.0092879,1.396,0.98522
230.99,0.64451,0.38514,0.018576,1.4158,0.97537
231,0.63524,0.38514,0.034056,1.4109,0.97044
231.01,0.62751,0.38416,0.043344,1.4208,0.96059
231.02,0.61978,0.38319,0.058824,1.401,0.94581
231.02,0.61206,0.38221,0.063467,1.4109,0.94089
231.03,0.60278,0.38025,0.078947,1.3861,0.93103
231.04,0.59505,0.37928,0.094427,1.3812,0.91379
231.05,0.58733,0.37732,0.11455,1.3416,0.89409
231.06,0.5796,0.37439,0.12848,1.3218,0.88424
231.06,0.57187,0.37048,0.13467,1.2772,0.86946
231.07,0.56569,0.36755,0.14396,1.2525,0.85468
231.08,0.55951,0.36461,0.13467,1.2079,0.84975
231.09,0.55332,0.36168,0.13467,1.1832,0.84975
231.1,0.5456,0.35875,0.12384,1.1436,0.84483
231.1,0.53941,0.35582,0.11455,1.1337,0.85961
231.11,0.53014,0.35191,0.10372,1.1139,0.86453
231.12,0.52241,0.348,0.094427,1.1089,0.87438
231.13,0.51468,0.34506,0.089783,1.1139,0.87438
231.14,0.50696,0.34115,0.089783,1.099,0.87931
231.14,0.49768,0.33627,0.078947,1.104,0.87931
231.15,0.48995,0.33236,0.078947,1.0941,0.88424
231.16,0.47913,0.32845,0.078947,1.099,0.88916
231.17,0.46986,0.32454,0.078947,1.0941,0.88424
231.18,0.4575,0.32063,0.069659,1.1089,0.88916
231.18,0.44513,0.31769,0.074303,1.104,0.88916
231.19,0.43122,0.31574,0.069659,1.1188,0.88916
231.2,0.41731,0.31183,0.069659,1.1139,0.88916
231.21,0.40185,0.30792,0.069659,1.1238,0.89409
231.22,0.3864,0.30401,0.063467,1.1188,0.89409
231.22,0.37249,0.3001,0.063467,1.1287,0.89409
231.23,0.35858,0.29717,0.063467,1.1188,0.89409
231.24,0.34467,0.29423,0.063467,1.1238,0.88916
231.25,0.33076,0.2913,0.063467,1.1139,0.88424
231.26,0.31685,0.28837,0.078947,1.1238,0.87931
231.26,0.30139,0.28543,0.099071,1.1436,0.86946
231.27,0.28748,0.28152,0.12384,1.1436,0.85468
231.28,0.27202,0.27957,0.13467,1.1188,0.84483
231.29,0.25811,0.27761,0.14861,1.1535,0.8399
231.3,0.24575,0.27468,0.20898,1.1584,0.78571
231.3,0.23338,0.27077,0.24458,1.1089,0.74877
231.31,0.22102,0.26686,0.22446,1.0545,0.75616
231.32,0.20866,0.26588,0.20433,1.0446,0.77586
231.33,0.19784,0.26882,0.18421,1.0396,0.78571
231.34,0.18702,0.27859,0.14396,1.0644,0.82512
231.34,0.17465,0.29814,0.078947,1.0446,0.86946
231.35,0.16383,0.32649,0.034056,1.0347,0.90887
231.36,0.15456,0.36559,0.018576,1.0446,0.91379
231.37,0.14374,0.41153,0.018576,1.0297,0.91379
231.38,0.13292,0.46334,0.02322,1.0495,0.91379
231.38,0.12519,0.51026,0.02322,1.0347,0.91379
231.39,0.11592,0.5523,0.029412,1.0446,0.91379
231.4,0.10819,0.59629,0.029412,1.0396,0.91379
231.41,0.10046,0.63832,0.034056,1.0495,0.91379
231.42,0.092736,0.67449,0.034056,1.0446,0.90887
231.42,0.086553,0.70283,0.0387,1.0495,0.91379
231.43,0.080371,0.72239,0.02322,1.0446,0.89901
231.44,0.074189,0.73509,-0.086687,1.1634,0.96059
231.45,0.069552,0.74096,-0.18111,1.3317,0.97537
231.46,0.064915,0.73998,-0.19195,1.4257,0.86946
231.46,0.060278,0.73412,0.20898,0.68317,0.47537
231.47,0.055641,0.72336,0.75542,-0.31188,-0.029557
231.48,0.051005,0.71163,1.0557,-0.68812,-0.23892
231.49,0.047913,0.69795,1.1765,-0.45545,-0.083744
231.5,0.043277,0.68133,1.031,-0.15842,0.21429
231.5,0.03864,0.66276,0.82508,0.26238,0.45567
231.51,0.034003,0.64223,0.37926,0.71782,0.77586
231.52,0.029366,0.62072,0.094427,1.0248,0.95074
231.53,0.02473,0.59726,-0.035604,1.1436,1.0246
231.54,0.021638,0.5738,-0.075851,1.1931,1.0493
231.54,0.017002,0.54936,-0.10062,1.2228,1.064
231.55,0.01391,0.52493,-0.091331,1.2327,1.0591
231.56,0.0092736,0.50147,-0.091331,1.2376,1.0542
231.57,0.0061824,0.47898,-0.091331,1.2475,1.0542
231.58,0.0030912,0.45943,-0.086687,1.2574,1.0542
231.58,0,0.44379,-0.086687,1.2624,1.0542
231.59,-0.0030912,0.43109,-0.082043,1.2822,1.0542
231.6,-0.0061824,0.41838,-0.075851,1.2822,1.0443
231.61,-0.0092736,0.4086,-0.06192,1.297,1.0345
231.62,-0.010819,0.3998,-0.051084,1.302,1.0296
231.62,-0.012365,0.39394,-0.04644,1.3267,1.0197
231.63,-0.012365,0.38905,-0.03096,1.3366,1.0099
231.64,-0.01391,0.38514,-0.01548,1.3713,1.0099
231.65,-0.01391,0.38221,-0.0061919,1.3812,0.99507
231.66,-0.015456,0.38025,0.0092879,1.4059,0.98522
231.66,-0.015456,0.37928,0.02322,1.4059,0.9803
231.67,-0.017002,0.37732,0.0387,1.4208,0.97044
231.68,-0.017002,0.37634,0.0387,1.4109,0.96552
231.69,-0.017002,0.37537,0.058824,1.4158,0.95074
231.7,-0.018547,0.37439,0.069659,1.396,0.93596
231.7,-0.018547,0.37243,0.083591,1.3911,0.92611
231.71,-0.018547,0.37048,0.094427,1.3663,0.90887
231.72,-0.017002,0.36755,0.11455,1.3515,0.89409
231.73,-0.017002,0.36461,0.1192,1.3069,0.87931
231.74,-0.015456,0.36168,0.13467,1.2772,0.86946
231.74,-0.015456,0.35777,0.12848,1.2376,0.86453
231.75,-0.01391,0.35386,0.1192,1.203,0.86453
231.76,-0.01391,0.35093,0.11455,1.1733,0.85961
231.77,-0.012365,0.34702,0.099071,1.1436,0.86453
231.78,-0.012365,0.34409,0.089783,1.1188,0.87438
231.78,-0.010819,0.34115,0.078947,1.099,0.87931
231.79,-0.010819,0.3392,0.069659,1.104,0.88916
231.8,-0.010819,0.33627,0.063467,1.0842,0.88916
231.81,-0.010819,0.33236,0.063467,1.0891,0.89409
231.82,-0.012365,0.32845,0.063467,1.0743,0.89409
231.82,-0.01391,0.32551,0.05418,1.0891,0.89409
231.83,-0.015456,0.3216,0.049536,1.0842,0.89409
231.84,-0.018547,0.31867,0.049536,1.099,0.90394
231.85,-0.021638,0.31476,0.0387,1.099,0.90887
231.86,-0.02473,0.31183,0.0387,1.1089,0.91379
231.86,-0.029366,0.30792,0.0387,1.104,0.91379
231.87,-0.032458,0.30401,0.043344,1.1188,0.91379
231.88,-0.035549,0.30205,0.043344,1.1188,0.90887
231.89,-0.03864,0.3001,0.0387,1.1287,0.91379
231.9,-0.043277,0.29814,0.034056,1.1238,0.91379
231.9,-0.047913,0.29521,0.034056,1.1287,0.91872
231.91,-0.05255,0.29228,0.034056,1.1139,0.91379
231.92,-0.058733,0.28837,0.0387,1.1188,0.91379
231.93,-0.063369,0.28543,0.05418,1.1386,0.90394
231.94,-0.066461,0.28152,0.083591,1.1485,0.88916
231.94,-0.071097,0.27859,0.094427,1.1337,0.86946
231.95,-0.075734,0.27468,0.099071,1.1188,0.86946
231.96,-0.080371,0.27077,0.12848,1.1485,0.84483
231.97,-0.085008,0.26686,0.19505,1.1188,0.78079
231.98,-0.09119,0.26295,0.21362,1.0743,0.77586
231.98,-0.095827,0.26197,0.18421,1.0347,0.78571
231.99,-0.10046,0.26393,0.16409,1.0248,0.80049
232,-0.1051,0.27077,0.13932,1.0297,0.81527
232.01,-0.10974,0.28543,0.078947,1.0545,0.86946
232.02,-0.11283,0.3089,0.02322,1.0297,0.90887
232.02,-0.11592,0.34311,-0.0061919,1.0347,0.93596
232.03,-0.11901,0.38612,-0.0061919,1.0198,0.93596
232.04,-0.1221,0.43695,-0.0061919,1.0297,0.93596
232.05,-0.12365,0.49071,-0.0061919,1.0248,0.93596
232.06,-0.12519,0.54545,0.004644,1.0297,0.93103
232.06,-0.12674,0.59726,0.004644,1.0248,0.92611
232.07,-0.12674,0.64321,0.0092879,1.0396,0.93103
232.08,-0.12519,0.67742,0.013932,1.0297,0.92611
232.09,-0.12519,0.70283,0.018576,1.0396,0.93103
232.1,-0.12365,0.72434,0.018576,1.0297,0.91379
232.1,-0.1221,0.73998,-0.026316,1.0842,0.94089
232.11,-0.12056,0.74976,-0.14087,1.203,0.9803
232.12,-0.11901,0.75269,-0.20124,1.396,0.94089
232.13,-0.11747,0.74976,-0.086687,1.4257,0.76601
232.14,-0.11437,0.74389,0.36997,0.28713,0.30542
232.14,-0.11283,0.73412,0.86068,-0.53465,-0.13054
232.15,-0.10974,0.71848,1.096,-0.69307,-0.22414
232.16,-0.10665,0.6999,1.1517,-0.35644,0.059113
232.17,-0.1051,0.68035,0.94118,-0.049505,0.3202
232.18,-0.10201,0.6608,0.66099,0.42574,0.57882
232.18,-0.098918,0.64125,0.23994,0.82673,0.85961
232.19,-0.095827,0.62268,0.0092879,1.0693,0.99507
232.2,-0.094281,0.60117,-0.075851,1.1584,1.0493
232.21,-0.09119,0.57771,-0.10681,1.2079,1.069
232.22,-0.088099,0.55327,-0.11146,1.2178,1.069
232.22,-0.083462,0.52884,-0.10681,1.2376,1.0739
232.23,-0.080371,0.50538,-0.11146,1.2376,1.069
232.24,-0.07728,0.48289,-0.10681,1.2574,1.069
232.25,-0.074189,0.46237,-0.10062,1.2525,1.064
232.26,-0.069552,0.44379,-0.095975,1.2772,1.0591
232.26,-0.066461,0.42815,-0.086687,1.2723,1.0542
232.27,-0.063369,0.41447,-0.075851,1.2921,1.0493
232.28,-0.060278,0.40469,-0.071207,1.297,1.0394
232.29,-0.057187,0.39785,-0.055728,1.3119,1.0296
232.3,-0.05255,0.39003,-0.04644,1.3218,1.0148
232.3,-0.049459,0.38416,-0.03096,1.3564,1.0099
232.31,-0.044822,0.38025,-0.021672,1.3663,1.0049
232.32,-0.041731,0.37732,-0.0061919,1.3911,0.99507
232.33,-0.037094,0.37537,0.0092879,1.401,0.98522
232.34,-0.034003,0.37341,0.018576,1.396,0.97537
232.34,-0.029366,0.37243,0.034056,1.4109,0.96552
232.35,-0.026275,0.37048,0.043344,1.401,0.96059
232.36,-0.021638,0.3695,0.058824,1.396,0.94089
232.37,-0.017002,0.36657,0.074303,1.3861,0.93596
232.38,-0.01391,0.36461,0.089783,1.3762,0.91379
232.38,-0.010819,0.36266,0.10372,1.3564,0.89901
232.39,-0.007728,0.35973,0.1192,1.3267,0.87931
232.4,-0.0046368,0.35679,0.12848,1.2871,0.86946
232.41,-0.0015456,0.35386,0.13467,1.2624,0.85468
232.42,0.0015456,0.34995,0.12848,1.2129,0.84975
232.42,0.0046368,0.34702,0.1192,1.1931,0.85961
232.43,0.007728,0.34311,0.10372,1.1535,0.85961
232.44,0.010819,0.33822,0.089783,1.1386,0.86946
232.45,0.01391,0.33431,0.078947,1.1139,0.86946
232.46,0.015456,0.3304,0.078947,1.104,0.87931
232.46,0.018547,0.32747,0.069659,1.0842,0.87931
232.47,0.020093,0.32356,0.063467,1.0941,0.88916
232.48,0.021638,0.31965,0.05418,1.0743,0.89409
232.49,0.023184,0.31769,0.058824,1.0891,0.89409
232.5,0.023184,0.31378,0.043344,1.0792,0.89901
232.5,0.02473,0.31085,0.049536,1.0941,0.89901
232.51,0.02473,0.30694,0.043344,1.099,0.89901
232.52,0.02473,0.30401,0.049536,1.104,0.89901
232.53,0.02473,0.3001,0.043344,1.1139,0.90887
232.54,0.023184,0.29619,0.043344,1.1089,0.90887
232.54,0.021638,0.29326,0.043344,1.1238,0.90887
232.55,0.020093,0.28935,0.0387,1.1188,0.90887
232.56,0.018547,0.28543,0.0387,1.1287,0.91379
232.57,0.015456,0.28152,0.0387,1.1238,0.90887
232.58,0.012365,0.27859,0.0387,1.1337,0.91379
232.58,0.0092736,0.27566,0.0387,1.1139,0.90887
232.59,0.007728,0.2737,0.0387,1.1238,0.91379
232.6,0.0030912,0.27077,0.043344,1.1139,0.90887
232.61,0,0.26784,0.074303,1.1436,0.89409
232.62,-0.0046368,0.26491,0.094427,1.1238,0.87931
232.62,-0.0092736,0.26197,0.11455,1.1188,0.86946
232.63,-0.015456,0.25806,0.12384,1.1337,0.85468
232.64,-0.020093,0.25318,0.18885,1.1436,0.79064
232.65,-0.02473,0.25024,0.21362,1.0693,0.76108
232.66,-0.030912,0.25024,0.19969,1.0396,0.77586
232.66,-0.035549,0.25415,0.17957,1,0.78571
232.67,-0.03864,0.26588,0.15944,1.0248,0.80049
232.68,-0.041731,0.2825,0.11455,1.0396,0.84483
232.69,-0.044822,0.30596,0.049536,1.0347,0.89901
232.7,-0.047913,0.34115,0.0092879,1.0248,0.92611
232.7,-0.049459,0.38612,-0.001548,1.0297,0.93596
232.71,-0.05255,0.43695,-0.001548,1.0198,0.93103
232.72,-0.054096,0.49267,0.0092879,1.0248,0.92611
232.73,-0.054096,0.54643,0.0092879,1.0198,0.93103
232.74,-0.055641,0.59824,0.0092879,1.0248,0.92611
232.74,-0.057187,0.64321,0.013932,1.0297,0.91872
232.75,-0.057187,0.68035,0.018576,1.0248,0.91872
232.76,-0.057187,0.7087,0.02322,1.0396,0.91872
232.77,-0.057187,0.72825,0.02322,1.0297,0.91379
232.78,-0.057187,0.739,0.013932,1.0347,0.91379
232.78,-0.057187,0.74194,-0.075851,1.1238,0.95567
232.79,-0.055641,0.74194,-0.18111,1.2921,0.9803
232.8,-0.054096,0.73705,-0.20124,1.4109,0.89409
232.81,-0.05255,0.72825,0.1192,0.82673,0.55419
232.82,-0.051005,0.7175,0.67028,-0.21287,0.034483
232.82,-0.049459,0.70381,1.0217,-0.67822,-0.22414
232.83,-0.046368,0.68817,1.161,-0.70297,-0.23892
232.84,-0.044822,0.67058,1.0263,-0.21287,0.20936
232.85,-0.041731,0.652,0.82508,0.18317,0.45567
232.86,-0.03864,0.6305,0.39474,0.65842,0.77094
232.86,-0.037094,0.60802,0.089783,0.9703,0.95567
232.87,-0.034003,0.58456,-0.041796,1.1287,1.0345
232.88,-0.030912,0.56207,-0.091331,1.1733,1.064
232.89,-0.029366,0.54057,-0.10681,1.2079,1.0788
232.9,-0.026275,0.51808,-0.11146,1.2178,1.0788
232.9,-0.023184,0.49462,-0.11146,1.2327,1.0788
232.91,-0.020093,0.47214,-0.10681,1.2376,1.069
232.92,-0.017002,0.45161,-0.10681,1.2327,1.0739
232.93,-0.01391,0.43304,-0.10062,1.2475,1.064
232.94,-0.012365,0.4174,-0.10062,1.2574,1.064
232.94,-0.0092736,0.40469,-0.091331,1.2673,1.0542
232.95,-0.0061824,0.39394,-0.075851,1.2772,1.0493
232.96,-0.0030912,0.38514,-0.066563,1.2921,1.0394
232.97,0.0015456,0.37928,-0.051084,1.302,1.0296
232.98,0.0046368,0.37439,-0.041796,1.3267,1.0246
232.98,0.0092736,0.37243,-0.03096,1.3317,1.0197
232.99,0.012365,0.37048,-0.021672,1.3564,1.0099
233,0.017002,0.36852,-0.0061919,1.3663,1
233.01,0.021638,0.36657,0.013932,1.3861,0.98522
233.02,0.026275,0.36559,0.018576,1.3812,0.97537
233.02,0.030912,0.36364,0.0387,1.3861,0.96552
233.03,0.035549,0.36266,0.049536,1.3762,0.95567
