Time [s], RESP, PLETH, I, V, II, ABP
192.5,0.25318,0.33822,0.21961,0.66016,0.68473,165.06
192.5,0.25318,0.33724,0.19412,0.66406,0.66502,167.41
192.51,0.25415,0.33627,0.15882,0.67578,0.63547,165.25
192.52,0.25415,0.33529,0.11961,0.68555,0.59483,160.17
192.53,0.25415,0.33431,0.078431,0.68945,0.55542,153.72
192.54,0.25415,0.33236,0.043137,0.68555,0.5197,147.26
192.54,0.25318,0.33138,0.023529,0.67969,0.48522,141.79
192.55,0.25318,0.32942,0.0039216,0.66992,0.45443,138.07
192.56,0.2522,0.32845,-0.0058823,0.66016,0.43473,135.72
192.57,0.2522,0.32649,-0.011765,0.6543,0.42488,134.35
192.58,0.25122,0.32551,-0.015686,0.64453,0.41502,133.57
192.58,0.25122,0.32356,-0.015686,0.64453,0.4101,133.18
192.59,0.25024,0.32258,-0.015686,0.64062,0.4101,132.59
192.6,0.24927,0.3216,-0.015686,0.64062,0.4101,131.62
192.61,0.24829,0.32063,-0.015686,0.64062,0.40517,130.64
192.62,0.24731,0.31965,-0.015686,0.64062,0.40517,129.66
192.62,0.24536,0.31672,-0.015686,0.64453,0.4101,128.68
192.63,0.24438,0.31476,-0.011765,0.64453,0.41502,128.1
192.64,0.24242,0.31378,-0.011765,0.64453,0.41502,127.51
192.65,0.24145,0.31476,-0.011765,0.64453,0.41995,127.31
192.66,0.23949,0.31965,-0.011765,0.64453,0.41995,126.92
192.66,0.23754,0.33138,-0.0058823,0.64453,0.42488,126.34
192.67,0.23656,0.35191,-0.0019608,0.64453,0.4298,125.55
192.68,0.2346,0.38025,-0.0019608,0.64453,0.4298,124.19
192.69,0.23265,0.41544,-0.0019608,0.64453,0.43473,122.43
192.7,0.23167,0.45064,-0.0019608,0.64453,0.43473,120.27
192.7,0.23069,0.48583,-0.0019608,0.64453,0.43473,117.54
192.71,0.22972,0.52493,-0.0019608,0.64453,0.43473,114.21
192.72,0.22874,0.56403,-0.0019608,0.64453,0.43473,110.5
192.73,0.22776,0.59824,0.0039216,0.64453,0.43473,106.39
192.74,0.22678,0.62757,0.0039216,0.64453,0.4298,101.69
192.74,0.22581,0.65005,0.0039216,0.64453,0.4298,97.001
192.75,0.22483,0.66569,0.0039216,0.64062,0.43473,92.503
192.76,0.22385,0.67449,0.0039216,0.64062,0.43473,88.592
192.77,0.22287,0.6784,0.0039216,0.64062,0.43473,85.463
192.78,0.22287,0.6784,0.0039216,0.64062,0.43473,83.703
192.78,0.22287,0.67546,0.0078431,0.64062,0.43473,82.921
192.79,0.2219,0.67155,0.0078431,0.64062,0.44458,83.116
192.8,0.2219,0.66764,0.017647,0.65039,0.45443,84.289
192.81,0.2219,0.66373,0.023529,0.66016,0.46552,85.658
192.82,0.2219,0.65885,0.029412,0.66406,0.47537,87.223
192.82,0.2219,0.65591,0.033333,0.66992,0.48522,88.788
192.83,0.2219,0.652,0.043137,0.67969,0.5,89.765
192.84,0.2219,0.64907,0.052941,0.68555,0.51478,90.352
192.85,0.22287,0.64614,0.068627,0.6543,0.51478,90.548
192.86,0.22287,0.64321,0.07451,0.64453,0.50493,90.352
192.86,0.22287,0.64125,0.062745,0.63477,0.49507,89.765
192.87,0.22287,0.63832,0.052941,0.625,0.4803,89.179
192.88,0.22385,0.63539,0.039216,0.625,0.46059,88.592
192.89,0.22385,0.63343,0.017647,0.61914,0.43473,87.81
192.9,0.22385,0.6305,0.0078431,0.61914,0.41995,87.027
192.9,0.22385,0.62757,0.0039216,0.61914,0.41502,86.05
192.91,0.22483,0.62268,0.0039216,0.61914,0.4101,85.267
192.92,0.22483,0.61584,0.0039216,0.61523,0.4101,84.094
192.93,0.22483,0.60704,0.0039216,0.61523,0.4101,83.116
192.94,0.22581,0.59824,0.0078431,0.61523,0.4101,81.943
192.94,0.22678,0.58749,0.0039216,0.61914,0.41502,80.769
192.95,0.22776,0.57478,0.0039216,0.63477,0.41995,79.791
192.96,0.22874,0.56012,0.029412,0.63477,0.44951,78.618
192.97,0.22972,0.54448,0.12353,0.59961,0.51478,77.836
192.98,0.23069,0.52786,0.31961,0.5293,0.65517,77.054
192.98,0.23069,0.51222,0.56078,0.40039,0.83498,76.271
192.99,0.23069,0.49658,0.66471,0.26562,0.87438,75.685
193,0.23069,0.48289,0.49412,0.24609,0.69458,75.098
193.01,0.23069,0.47214,0.21373,0.38477,0.50985,74.511
193.02,0.23069,0.46041,0.04902,0.51562,0.42488,74.12
193.02,0.23069,0.45161,-0.0019608,0.59961,0.4101,73.533
193.03,0.23069,0.44379,-0.011765,0.64062,0.41995,73.142
193.04,0.23069,0.43793,-0.015686,0.66016,0.41995,72.751
193.05,0.23069,0.43304,-0.021569,0.66406,0.41995,72.36
193.06,0.23167,0.42913,-0.021569,0.66992,0.41995,72.164
193.06,0.23167,0.42815,-0.021569,0.66992,0.42488,71.969
193.07,0.23167,0.42717,-0.021569,0.66406,0.4298,71.773
193.08,0.23167,0.4262,-0.015686,0.66406,0.43473,71.382
193.09,0.23265,0.42424,-0.011765,0.66406,0.43473,71.186
193.1,0.23265,0.42326,-0.0058823,0.66406,0.43966,70.991
193.1,0.23363,0.42229,-0.0019608,0.66992,0.44951,70.6
193.11,0.2346,0.42131,-0.0019608,0.66992,0.45443,70.404
193.12,0.23558,0.41838,0.0039216,0.66992,0.46059,70.013
193.13,0.23656,0.41447,0.0078431,0.66992,0.46552,69.818
193.14,0.23754,0.41056,0.017647,0.66406,0.47537,69.622
193.14,0.23851,0.40665,0.017647,0.66406,0.4803,69.426
193.15,0.23949,0.40371,0.023529,0.66406,0.4803,69.231
193.16,0.23949,0.3998,0.029412,0.66992,0.49015,69.035
193.17,0.24047,0.39589,0.033333,0.66992,0.5,68.84
193.18,0.24242,0.39101,0.04902,0.66992,0.50493,68.644
193.18,0.2434,0.38612,0.052941,0.66992,0.5197,68.253
193.19,0.24438,0.38221,0.062745,0.66992,0.52463,67.666
193.2,0.24633,0.3783,0.078431,0.66992,0.53941,67.471
193.21,0.24829,0.37537,0.094118,0.66992,0.56034,67.666
193.22,0.24927,0.37146,0.11373,0.66992,0.57512,69.035
193.22,0.25122,0.36755,0.13333,0.67578,0.59483,72.751
193.23,0.25318,0.36364,0.1549,0.66992,0.61946,79.4
193.24,0.25513,0.35973,0.17843,0.66992,0.64039,89.374
193.25,0.25709,0.35679,0.2,0.66406,0.6601,102.67
193.26,0.25904,0.35484,0.21373,0.66406,0.67488,117.93
193.26,0.261,0.35288,0.22941,0.66016,0.68966,133.77
193.27,0.26295,0.35093,0.23922,0.66016,0.69951,147.85
193.28,0.26393,0.34995,0.23922,0.66016,0.69458,158.61
193.29,0.26491,0.348,0.21961,0.66016,0.6798,164.67
193.3,0.26588,0.34702,0.18824,0.66406,0.65517,166.04
193.3,0.26686,0.34604,0.14314,0.67578,0.62438,163.49
193.31,0.26784,0.34409,0.10392,0.68555,0.58498,158.02
193.32,0.26784,0.34213,0.068627,0.68555,0.54557,151.56
193.33,0.26882,0.34018,0.039216,0.67969,0.50985,145.7
193.34,0.26882,0.33627,0.013725,0.67578,0.47537,140.81
193.34,0.26979,0.33236,-0.0019608,0.66406,0.44951,137.48
193.35,0.26979,0.32942,-0.015686,0.66016,0.4298,135.33
193.36,0.26979,0.32649,-0.021569,0.6543,0.41995,134.35
193.37,0.26882,0.32551,-0.021569,0.64453,0.41502,133.57
193.38,0.26784,0.32356,-0.015686,0.64453,0.4101,133.18
193.38,0.26784,0.3216,-0.015686,0.64062,0.4101,132.4
193.39,0.26588,0.32063,-0.015686,0.64062,0.40517,131.62
193.4,0.26491,0.31965,-0.015686,0.64062,0.40517,130.44
193.41,0.26393,0.31769,-0.011765,0.64453,0.4101,129.47
193.42,0.26197,0.31574,-0.011765,0.64453,0.4101,128.68
193.42,0.26002,0.31281,-0.011765,0.64453,0.41502,127.9
193.43,0.25904,0.31183,-0.011765,0.64453,0.41502,127.31
193.44,0.25709,0.31281,-0.011765,0.64453,0.41995,126.92
193.45,0.25513,0.31867,-0.011765,0.64453,0.42488,126.53
193.46,0.25318,0.3304,-0.0058823,0.64453,0.42488,125.75
193.46,0.25122,0.35093,-0.0058823,0.64453,0.4298,124.77
193.47,0.24927,0.37928,-0.0058823,0.64453,0.4298,123.4
193.48,0.24731,0.41447,-0.0058823,0.64453,0.4298,121.64
193.49,0.24536,0.45455,-0.0058823,0.64453,0.4298,119.49
193.5,0.24438,0.49169,-0.0019608,0.64453,0.4298,116.56
193.5,0.24242,0.52493,-0.0019608,0.64453,0.4298,113.43
193.51,0.24145,0.56012,-0.0019608,0.64453,0.4298,109.71
193.52,0.24145,0.59335,0.0039216,0.65039,0.4298,105.41
193.53,0.24047,0.61975,0.0039216,0.65039,0.4298,100.72
193.54,0.23949,0.64125,-0.0019608,0.65039,0.4298,96.024
193.54,0.23949,0.65689,0.0039216,0.64453,0.4298,91.525
193.55,0.23851,0.66569,0.0039216,0.64453,0.4298,87.81
193.56,0.23851,0.6696,0.0039216,0.64453,0.4298,85.072
193.57,0.23851,0.67058,0.0039216,0.64453,0.4298,83.507
193.58,0.23851,0.6696,0.0039216,0.64062,0.4298,83.116
193.58,0.23754,0.66569,0.0078431,0.64453,0.43966,83.507
193.59,0.23754,0.66178,0.017647,0.6543,0.46059,84.681
193.6,0.23754,0.65787,0.023529,0.66016,0.47537,86.05
193.61,0.23754,0.65396,0.023529,0.66406,0.4803,87.419
193.62,0.23754,0.65005,0.029412,0.67969,0.49507,88.396
193.62,0.23754,0.64712,0.039216,0.67969,0.50985,89.179
193.63,0.23754,0.64418,0.052941,0.66016,0.51478,89.57
193.64,0.23754,0.64125,0.058824,0.64062,0.50493,89.57
193.65,0.23754,0.63832,0.062745,0.63477,0.5,89.374
193.66,0.23754,0.63636,0.052941,0.625,0.49015,89.179
193.66,0.23851,0.63441,0.033333,0.61914,0.47044,88.788
193.67,0.23851,0.63245,0.017647,0.61914,0.44458,88.201
193.68,0.23851,0.62952,0.0039216,0.61914,0.42488,87.614
193.69,0.23851,0.62659,0.0039216,0.61914,0.41502,87.027
193.7,0.23851,0.62366,-0.0019608,0.61523,0.4101,86.245
193.7,0.23949,0.61877,-0.0019608,0.61523,0.4101,85.267
193.71,0.23949,0.6129,-0.0019608,0.61523,0.4101,84.289
193.72,0.23949,0.60606,0.0039216,0.61523,0.4101,83.312
193.73,0.23949,0.59726,0.0039216,0.61523,0.41502,82.138
193.74,0.23949,0.58651,-0.0019608,0.625,0.42488,81.16
193.74,0.24047,0.5738,0.0039216,0.63477,0.43966,79.987
193.75,0.24145,0.55914,0.07451,0.60938,0.49015,78.814
193.76,0.24242,0.5435,0.22941,0.56055,0.60468,78.031
193.77,0.2434,0.52688,0.46078,0.44922,0.77956,77.054
193.78,0.24438,0.51026,0.62941,0.29492,0.86946,76.271
193.78,0.24633,0.49462,0.56078,0.24023,0.76478,75.685
193.79,0.24731,0.48094,0.3,0.33008,0.56527,75.098
193.8,0.24927,0.46921,0.088235,0.47461,0.43966,74.511
193.81,0.25122,0.46041,0.0078431,0.58008,0.4101,73.924
193.82,0.25318,0.45259,-0.011765,0.63477,0.41502,73.533
193.82,0.25513,0.44575,-0.015686,0.6543,0.41995,73.142
193.83,0.25709,0.43988,-0.021569,0.66016,0.41995,72.555
193.84,0.25904,0.43597,-0.021569,0.66406,0.41995,72.36
193.85,0.261,0.43304,-0.021569,0.66992,0.42488,72.164
193.86,0.26295,0.43011,-0.021569,0.67578,0.42488,71.773
193.86,0.26491,0.42815,-0.015686,0.67578,0.4298,71.578
193.87,0.26686,0.42522,-0.015686,0.66992,0.43473,71.382
193.88,0.26979,0.42229,-0.011765,0.66992,0.43473,71.186
193.89,0.27175,0.41935,-0.011765,0.66992,0.43966,70.991
193.9,0.2737,0.4174,-0.0019608,0.66992,0.44951,70.6
193.9,0.27664,0.41447,0.0039216,0.66992,0.46059,70.404
193.91,0.27957,0.41251,0.0039216,0.66992,0.46552,70.209
193.92,0.2825,0.40958,0.0078431,0.66992,0.47044,70.013
193.93,0.28641,0.40665,0.017647,0.66992,0.47537,69.818
193.94,0.28935,0.40274,0.023529,0.66992,0.4803,69.622
193.94,0.29228,0.39883,0.029412,0.66992,0.48522,69.622
193.95,0.29521,0.39394,0.033333,0.66992,0.49507,69.426
193.96,0.29814,0.38905,0.043137,0.66992,0.5,69.035
193.97,0.30205,0.38416,0.04902,0.66992,0.50985,68.84
193.98,0.30596,0.38025,0.052941,0.66992,0.52463,68.253
193.98,0.31085,0.37634,0.062745,0.66992,0.53448,67.862
193.99,0.31476,0.37243,0.078431,0.66992,0.55542,68.057
194,0.31867,0.36852,0.094118,0.66992,0.5702,69.035
194.01,0.32258,0.36461,0.11373,0.66992,0.5899,71.773
194.02,0.32649,0.35973,0.13333,0.66992,0.61453,77.64
194.02,0.3304,0.35582,0.1549,0.66992,0.64039,86.832
194.03,0.33529,0.35288,0.17451,0.66992,0.6601,99.544
194.04,0.3392,0.34897,0.18824,0.66406,0.67488,114.99
194.05,0.34409,0.34702,0.20392,0.66016,0.69458,131.42
194.06,0.34897,0.34409,0.2098,0.66016,0.70443,146.68
194.06,0.35386,0.34311,0.2098,0.66016,0.70936,158.8
194.07,0.35777,0.34018,0.2,0.66016,0.69951,166.43
194.08,0.36168,0.33724,0.17451,0.66992,0.6798,168.77
194.09,0.36559,0.33529,0.13922,0.67578,0.64532,166.62
194.1,0.3695,0.33431,0.10392,0.67969,0.60468,161.15
194.1,0.37243,0.33431,0.068627,0.68555,0.56034,154.3
194.11,0.37634,0.33333,0.039216,0.67969,0.52463,147.46
194.12,0.37928,0.33236,0.017647,0.67578,0.49015,141.98
194.13,0.38221,0.3304,0.0039216,0.66406,0.46059,138.07
194.14,0.38514,0.32942,-0.0058823,0.66016,0.43473,135.72
194.14,0.3871,0.32747,-0.011765,0.6543,0.41995,134.55
194.15,0.39003,0.32649,-0.015686,0.65039,0.41502,133.96
194.16,0.39198,0.32454,-0.015686,0.64453,0.4101,133.57
194.17,0.39394,0.32356,-0.015686,0.64453,0.40517,132.99
194.18,0.39589,0.3216,-0.011765,0.64453,0.40025,132.4
194.18,0.39687,0.31965,-0.011765,0.64062,0.40517,131.42
194.19,0.39785,0.31672,-0.011765,0.64062,0.40517,130.44
194.2,0.39883,0.31378,-0.011765,0.64062,0.40517,129.66
194.21,0.3998,0.31281,-0.0058823,0.64453,0.4101,128.88
194.22,0.40078,0.31183,-0.0058823,0.64453,0.4101,128.49
194.22,0.40176,0.31183,-0.0019608,0.64453,0.41502,128.1
194.23,0.40274,0.31574,-0.0019608,0.64453,0.41502,127.71
194.24,0.40371,0.32551,-0.0019608,0.64453,0.41995,127.12
194.25,0.40469,0.34311,0.0039216,0.64453,0.42488,126.34
194.26,0.40567,0.36852,0.0039216,0.64453,0.42488,124.77
194.26,0.40665,0.40176,0.0039216,0.64453,0.4298,123.01
194.27,0.40762,0.43988,0.0039216,0.64453,0.4298,120.67
194.28,0.4086,0.48192,0.0039216,0.64453,0.4298,117.93
194.29,0.4086,0.52493,0.0039216,0.64062,0.4298,114.8
194.3,0.40958,0.55914,0.0039216,0.64062,0.4298,111.08
194.3,0.41153,0.58749,0.0039216,0.64062,0.4298,106.98
194.31,0.41251,0.6129,0.0078431,0.64062,0.4298,102.48
194.32,0.41349,0.63343,0.013725,0.64062,0.4298,97.979
194.33,0.41544,0.64907,0.017647,0.64062,0.4298,93.481
194.34,0.41642,0.65787,0.017647,0.64062,0.4298,89.765
194.34,0.41838,0.66178,0.017647,0.64062,0.43473,86.832
194.35,0.42033,0.66178,0.017647,0.64062,0.4298,84.876
194.36,0.42326,0.65885,0.023529,0.64062,0.43473,84.289
194.37,0.4262,0.65298,0.023529,0.64062,0.44458,84.485
194.38,0.42913,0.64712,0.029412,0.65039,0.46059,85.463
194.38,0.43206,0.64223,0.033333,0.66016,0.47044,86.832
194.39,0.435,0.63832,0.039216,0.66992,0.4803,88.201
194.4,0.43793,0.63539,0.043137,0.67969,0.49507,89.57
194.41,0.44184,0.63148,0.052941,0.67969,0.50985,90.352
194.42,0.44477,0.62952,0.068627,0.66016,0.51478,90.939
194.42,0.44673,0.62757,0.07451,0.64453,0.50985,90.939
194.43,0.44868,0.62659,0.078431,0.64062,0.50493,90.743
194.44,0.45064,0.62561,0.068627,0.63477,0.49507,90.157
194.45,0.45357,0.62463,0.062745,0.625,0.47537,89.374
194.46,0.4565,0.62366,0.043137,0.625,0.44951,88.592
194.46,0.45846,0.62268,0.029412,0.625,0.42488,88.005
194.47,0.46139,0.61975,0.023529,0.61914,0.41502,87.223
194.48,0.46334,0.61681,0.023529,0.61914,0.4101,86.441
194.49,0.46628,0.61193,0.023529,0.61914,0.4101,85.463
194.5,0.46725,0.60606,0.023529,0.61914,0.4101,84.289
194.5,0.46921,0.59922,0.023529,0.61914,0.4101,83.116
194.51,0.47116,0.59042,0.023529,0.61914,0.41502,81.943
194.52,0.47214,0.58065,0.023529,0.625,0.41995,80.574
194.53,0.4741,0.56891,0.023529,0.63477,0.43473,79.596
194.54,0.47605,0.55523,0.084314,0.61523,0.4803,78.422
194.54,0.47605,0.54154,0.21961,0.57422,0.5899,77.836
194.55,0.47703,0.5259,0.43529,0.48047,0.77463,77.054
194.56,0.47703,0.51124,0.61569,0.33008,0.89532,76.662
194.57,0.47605,0.49658,0.63529,0.24023,0.81034,76.076
194.58,0.47507,0.48289,0.34902,0.31055,0.59975,75.685
194.58,0.47507,0.47019,0.12353,0.45508,0.44951,75.098
194.59,0.47312,0.45943,0.033333,0.56445,0.4101,74.707
194.6,0.47214,0.45161,0.0078431,0.625,0.4101,74.12
194.61,0.46921,0.44477,0.0039216,0.64453,0.41502,73.533
194.62,0.46628,0.43793,-0.0019608,0.66016,0.41502,73.338
194.62,0.46237,0.43304,-0.0058823,0.66406,0.41502,72.947
194.63,0.45846,0.42815,-0.0058823,0.66406,0.41995,72.751
194.64,0.45455,0.4262,-0.0019608,0.66992,0.42488,72.555
194.65,0.45064,0.42326,-0.0019608,0.66992,0.4298,72.36
194.66,0.4477,0.42229,0.0039216,0.66992,0.43473,72.164
194.66,0.44379,0.42033,0.0039216,0.66992,0.43966,72.164
194.67,0.43988,0.41838,0.0078431,0.66992,0.44458,71.773
194.68,0.43597,0.4174,0.0078431,0.66992,0.44951,71.578
194.69,0.43109,0.41544,0.017647,0.66992,0.45443,71.186
194.7,0.42717,0.41447,0.017647,0.66406,0.45443,70.795
194.7,0.42326,0.41251,0.023529,0.66992,0.46552,70.404
194.71,0.41838,0.4086,0.023529,0.66992,0.47537,70.013
194.72,0.41349,0.40567,0.033333,0.66992,0.4803,69.818
194.73,0.40958,0.40176,0.039216,0.66992,0.48522,69.426
194.74,0.40567,0.39785,0.04902,0.66992,0.49507,69.231
194.74,0.40176,0.39492,0.052941,0.66992,0.50493,68.84
194.75,0.39883,0.39198,0.058824,0.66992,0.51478,68.449
194.76,0.39589,0.38807,0.068627,0.66992,0.52463,68.057
194.77,0.39296,0.38416,0.078431,0.66406,0.53448,67.666
194.78,0.39101,0.38025,0.094118,0.66992,0.55542,67.666
194.78,0.38807,0.37537,0.1098,0.66992,0.5702,68.449
194.79,0.38514,0.37146,0.12941,0.66992,0.5899,71.186
194.8,0.38319,0.36852,0.14902,0.66406,0.60961,76.662
194.81,0.38123,0.36559,0.17451,0.66406,0.63054,85.463
194.82,0.37928,0.36266,0.18824,0.66406,0.65517,97.784
194.82,0.37732,0.35973,0.2098,0.66406,0.67488,112.84
194.83,0.37537,0.35777,0.22353,0.66016,0.68966,129.27
194.84,0.37341,0.35582,0.23922,0.6543,0.69951,144.72
194.85,0.37146,0.35386,0.23922,0.6543,0.70443,157.43
194.86,0.36852,0.35288,0.22353,0.6543,0.69458,165.65
194.86,0.36657,0.35093,0.2,0.66016,0.67488,168.77
194.87,0.36461,0.34995,0.16863,0.66992,0.64532,167.21
194.88,0.36168,0.348,0.12941,0.67578,0.60468,162.13
194.89,0.35973,0.34506,0.094118,0.67969,0.56034,155.48
194.9,0.35679,0.34311,0.062745,0.67969,0.52463,148.63
194.9,0.35484,0.34213,0.039216,0.67578,0.49015,142.96
194.91,0.35191,0.3392,0.017647,0.66406,0.46059,138.85
194.92,0.34995,0.33627,0.0078431,0.6543,0.43473,136.31
194.93,0.34604,0.33431,-0.0019608,0.64453,0.41995,134.75
194.94,0.34213,0.33236,-0.0058823,0.64062,0.4101,134.16
194.94,0.33822,0.3304,-0.011765,0.64062,0.40517,133.57
194.95,0.33333,0.32942,-0.0058823,0.63477,0.40025,132.99
194.96,0.3304,0.32845,-0.0058823,0.63477,0.40517,132.2
194.97,0.32649,0.32747,-0.0019608,0.63477,0.40517,131.23
194.98,0.32356,0.32551,-0.0019608,0.63477,0.4101,130.25
194.98,0.32063,0.32258,-0.0019608,0.64062,0.4101,129.66
194.99,0.31672,0.32063,-0.0019608,0.64062,0.41502,129.07
195,0.31281,0.31965,-0.0019608,0.64062,0.41502,128.88
195.01,0.30792,0.31965,-0.0019608,0.64062,0.41995,128.68
195.02,0.30401,0.3216,-0.0019608,0.64062,0.41995,128.49
195.02,0.29912,0.32942,-0.0019608,0.64453,0.42488,127.9
195.03,0.29521,0.34311,0.0039216,0.64453,0.42488,127.12
195.04,0.2913,0.36657,0.0039216,0.64453,0.4298,125.55
195.05,0.28739,0.39785,0.0039216,0.65039,0.4298,123.6
195.06,0.28446,0.43695,0.0039216,0.64453,0.43473,121.06
195.06,0.28055,0.47898,0.0039216,0.64453,0.4298,118.12
195.07,0.27761,0.52297,0.0039216,0.64453,0.4298,114.8
195.08,0.27468,0.57185,0.0078431,0.64062,0.4298,111.08
195.09,0.27077,0.61193,0.0078431,0.64062,0.4298,106.98
195.1,0.26784,0.63441,0.0078431,0.64062,0.4298,102.28
195.1,0.26491,0.65103,0.0078431,0.64062,0.4298,97.784
195.11,0.26197,0.66764,0.013725,0.64062,0.4298,93.286
195.12,0.26002,0.68035,0.013725,0.64062,0.4298,89.374
195.13,0.25709,0.68622,0.0078431,0.64062,0.4298,86.245
195.14,0.25415,0.68719,0.0078431,0.64062,0.4298,84.289
195.14,0.2522,0.68622,0.013725,0.64062,0.4298,83.312
195.15,0.25024,0.68328,0.017647,0.64062,0.43473,83.312
195.16,0.24829,0.68035,0.023529,0.65039,0.44951,84.289
195.17,0.24633,0.67742,0.029412,0.6543,0.46059,85.463
195.18,0.24536,0.67351,0.029412,0.66406,0.47537,86.832
195.18,0.24438,0.67058,0.033333,0.66992,0.48522,88.201
195.19,0.2434,0.66764,0.04902,0.67969,0.5,89.179
195.2,0.24242,0.66373,0.058824,0.66992,0.51478,89.765
195.21,0.24145,0.66178,0.068627,0.65039,0.5197,89.961
195.22,0.24145,0.65885,0.07451,0.64062,0.50985,89.765
195.22,0.24047,0.65689,0.062745,0.63477,0.49507,89.374
195.23,0.24047,0.65396,0.052941,0.625,0.47537,88.983
195.24,0.23949,0.65103,0.039216,0.61914,0.45443,88.396
195.25,0.23949,0.64809,0.023529,0.61914,0.4298,87.81
195.26,0.23949,0.64516,0.0078431,0.61914,0.41502,87.223
195.26,0.23949,0.64125,0.0078431,0.61523,0.4101,86.441
195.27,0.23949,0.63539,0.0078431,0.61523,0.40517,85.658
195.28,0.23949,0.62952,0.0078431,0.60938,0.40517,84.681
195.29,0.23949,0.6217,0.0078431,0.61523,0.40517,83.703
195.3,0.23949,0.6129,0.0078431,0.61523,0.4101,82.529
195.3,0.23949,0.60411,0.0039216,0.61914,0.4101,81.552
195.31,0.23949,0.59335,0.0039216,0.62891,0.41995,80.378
195.32,0.23949,0.58065,0.039216,0.63477,0.45443,79.4
195.33,0.23949,0.56598,0.15882,0.58984,0.52956,78.422
195.34,0.23949,0.54643,0.36471,0.51562,0.68473,77.445
195.34,0.23851,0.52884,0.59608,0.375,0.84975,76.662
195.35,0.23851,0.51222,0.66471,0.24609,0.86946,76.076
195.36,0.23754,0.49658,0.46078,0.24023,0.65517,75.293
195.37,0.23754,0.48583,0.18431,0.4043,0.48522,74.707
195.38,0.23656,0.47605,0.043137,0.53516,0.41502,74.316
195.38,0.23558,0.46628,0.0078431,0.60547,0.4101,73.729
195.39,0.23558,0.45846,-0.0019608,0.64062,0.41502,73.142
195.4,0.2346,0.45161,-0.011765,0.6543,0.41995,72.751
195.41,0.2346,0.44673,-0.011765,0.66016,0.41995,72.36
195.42,0.23363,0.44282,-0.011765,0.66016,0.41995,72.164
195.42,0.23265,0.43988,-0.011765,0.66016,0.42488,71.773
195.43,0.23167,0.43695,-0.011765,0.66406,0.4298,71.578
195.44,0.23069,0.435,-0.0058823,0.66406,0.4298,71.382
195.45,0.22972,0.43206,-0.0058823,0.66406,0.4298,71.186
195.46,0.22972,0.42913,-0.0019608,0.66992,0.43473,70.991
195.46,0.22874,0.42424,-0.0019608,0.66992,0.43966,70.795
195.47,0.22874,0.42033,0.0039216,0.66992,0.44458,70.404
195.48,0.22874,0.41544,0.0078431,0.66406,0.44951,70.209
195.49,0.22874,0.41153,0.013725,0.66406,0.45443,69.818
195.5,0.22874,0.4086,0.017647,0.66406,0.46059,69.622
195.5,0.22874,0.40567,0.023529,0.66406,0.46552,69.231
195.51,0.22972,0.40274,0.029412,0.66406,0.4803,69.231
195.52,0.23069,0.39883,0.033333,0.66406,0.48522,69.035
195.53,0.23167,0.39394,0.043137,0.66406,0.49507,68.84
195.54,0.23265,0.39003,0.04902,0.66406,0.50493,68.449
195.54,0.2346,0.38612,0.062745,0.66406,0.51478,68.057
195.55,0.23558,0.38025,0.07451,0.66406,0.52463,67.666
195.56,0.23754,0.37537,0.084314,0.66406,0.53941,67.471
195.57,0.23851,0.37146,0.098039,0.66406,0.56034,67.862
195.58,0.24047,0.36755,0.11961,0.66992,0.58005,69.622
195.58,0.24145,0.36364,0.13922,0.66992,0.59975,73.729
195.59,0.24242,0.3607,0.16471,0.66406,0.62438,81.16
195.6,0.2434,0.35875,0.18824,0.66406,0.64532,91.917
195.61,0.24438,0.35777,0.20392,0.66016,0.66502,105.61
195.62,0.24633,0.35582,0.21961,0.66016,0.6798,121.45
195.62,0.24731,0.35484,0.23333,0.6543,0.68966,137.29
195.63,0.24829,0.35288,0.2451,0.6543,0.69951,150.98
195.64,0.25024,0.35093,0.23333,0.6543,0.69951,160.76
195.65,0.25024,0.348,0.21373,0.66016,0.6798,166.04
195.66,0.25122,0.34604,0.18431,0.66406,0.65517,166.43
195.66,0.2522,0.34409,0.14314,0.66992,0.61946,162.71
195.67,0.25318,0.34213,0.10392,0.67578,0.58005,157.04
195.68,0.25318,0.34018,0.068627,0.67969,0.53941,150.39
195.69,0.25318,0.34018,0.039216,0.67578,0.50985,144.52
195.7,0.25318,0.3392,0.017647,0.66406,0.47537,139.83
195.7,0.25318,0.33822,0.0039216,0.66016,0.44951,136.7
195.71,0.2522,0.33724,-0.0058823,0.6543,0.43473,134.94
195.72,0.2522,0.33529,-0.011765,0.64453,0.42488,133.96
195.73,0.25122,0.33431,-0.011765,0.64062,0.41502,133.57
195.74,0.25122,0.33236,-0.015686,0.64062,0.4101,132.99
195.74,0.25024,0.3304,-0.015686,0.64062,0.4101,132.01
195.75,0.25024,0.32747,-0.011765,0.64062,0.4101,131.03
195.76,0.24927,0.32454,-0.011765,0.64062,0.4101,129.86
195.77,0.24829,0.3216,-0.011765,0.64062,0.41502,128.68
195.78,0.24731,0.31965,-0.0058823,0.64062,0.41995,127.71
195.78,0.24633,0.31867,-0.0019608,0.64062,0.41995,126.92
195.79,0.24438,0.32063,-0.0019608,0.64062,0.42488,126.53
195.8,0.2434,0.32551,-0.0019608,0.64062,0.4298,126.14
195.81,0.24242,0.33724,0.0039216,0.64453,0.4298,125.75
195.82,0.24047,0.35582,0.0039216,0.64453,0.43473,125.36
