Time [s], ABP, RESP, PLETH, V, II, AVR, CVP
193.2,84.876,1,0.40274,0.5,0.6047,0.41487,25.195
193.21,90.352,1,0.39589,0.50489,0.61057,0.41977,24.805
193.22,95.632,1,0.39003,0.50489,0.61546,0.41977,24.416
193.22,100.72,1,0.38319,0.5,0.61546,0.42466,24.026
193.23,105.02,1,0.37732,0.49511,0.62035,0.42466,23.766
193.24,108.15,1,0.37146,0.49022,0.62524,0.42466,23.766
193.25,109.91,1,0.36755,0.48532,0.62524,0.42466,23.766
193.26,110.1,1,0.36461,0.48043,0.62524,0.42466,24.026
193.26,108.74,1,0.3607,0.48043,0.63014,0.42466,24.286
193.27,106.39,1,0.35679,0.48532,0.63503,0.42466,24.675
193.28,103.06,1,0.35288,0.49022,0.63503,0.41977,25.065
193.29,99.153,1,0.348,0.48532,0.63992,0.41977,25.455
193.3,94.85,1,0.34409,0.48532,0.63992,0.41977,25.584
193.3,90.352,1,0.3392,0.48532,0.64481,0.41487,25.584
193.31,85.854,1,0.33529,0.48532,0.64481,0.40998,25.584
193.32,81.552,1,0.3304,0.48532,0.64971,0.40509,25.325
193.33,77.249,1,0.32747,0.48532,0.64971,0.40509,25.195
193.34,73.338,1,0.32454,0.48532,0.64971,0.40509,24.935
193.34,69.622,1,0.32258,0.49022,0.64971,0.40509,24.675
193.35,66.688,1,0.32258,0.49511,0.64481,0.40998,24.416
193.36,64.342,1,0.32258,0.5,0.63992,0.40998,24.156
193.37,62.777,1,0.32454,0.50489,0.63992,0.40998,23.636
193.38,61.604,1,0.32942,0.50489,0.63503,0.41487,22.987
193.38,61.213,1,0.33724,0.50978,0.63503,0.41977,22.078
193.39,61.213,1,0.34995,0.5,0.63014,0.41977,21.039
193.4,61.995,1,0.36559,0.5,0.63014,0.41977,20.13
193.41,63.168,1,0.38514,0.5,0.63503,0.41977,19.221
193.42,64.733,1,0.40762,0.5,0.63503,0.41487,18.442
193.42,66.688,1,0.43109,0.5,0.63992,0.41487,17.792
193.43,68.84,1,0.45357,0.5,0.63992,0.41487,17.532
193.44,70.991,1,0.4741,0.49511,0.63992,0.41487,17.403
193.45,73.142,1,0.49071,0.49022,0.63992,0.41487,17.403
193.46,74.902,1,0.50342,0.48532,0.63992,0.41487,17.532
193.46,76.662,1,0.51613,0.48532,0.63992,0.41487,17.662
193.47,77.836,1,0.5259,0.48532,0.63992,0.40509,17.792
193.48,78.814,1,0.53372,0.48532,0.63992,0.4002,17.792
193.49,79.205,1,0.53861,0.48532,0.64481,0.4002,17.662
193.5,79.4,1,0.54057,0.49022,0.64481,0.4002,17.662
193.5,79.205,1,0.53959,0.49511,0.64481,0.3953,17.403
193.51,78.814,1,0.53568,0.5,0.64971,0.3953,17.273
193.52,78.227,1,0.52884,0.50489,0.64971,0.3953,17.143
193.53,77.445,1,0.51906,0.50489,0.64971,0.4002,17.143
193.54,76.467,1,0.50831,0.5,0.64971,0.4002,17.273
193.54,75.489,1,0.49658,0.5,0.64971,0.4002,17.532
193.55,74.511,1,0.48583,0.49511,0.64971,0.4002,17.922
193.56,73.533,1,0.47312,0.48532,0.64481,0.38943,18.571
193.57,72.36,1,0.46041,0.45499,0.68004,0.35029,19.221
193.58,71.186,1,0.44966,0.40509,0.77495,0.28963,19.87
193.58,70.209,1,0.43988,0.35029,0.94521,0.24951,20.519
193.59,69.035,1,0.43304,0.29941,1.001,0.23973,20.909
193.6,68.057,1,0.42815,0.28474,1.001,0.29941,21.169
193.61,67.275,1,0.42522,0.36008,0.82485,0.44031,21.299
193.62,66.297,0.99902,0.42326,0.44031,0.51957,0.58023,21.169
193.62,65.515,0.98436,0.42229,0.48043,0.36497,0.63014,20.909
193.63,64.733,0.97067,0.42131,0.49022,0.4002,0.58513,20.519
193.64,64.146,0.95699,0.42131,0.49511,0.50489,0.50489,20.26
193.65,63.755,0.94233,0.42033,0.50489,0.58513,0.44521,20
193.66,63.168,0.9306,0.42033,0.50978,0.62035,0.41487,19.87
193.66,62.973,0.91789,0.41935,0.51957,0.63503,0.4002,20
193.67,62.582,0.90714,0.4174,0.51957,0.63992,0.38943,20.26
193.68,62.386,0.89638,0.41642,0.51957,0.64481,0.38454,20.649
193.69,62.19,0.88465,0.41544,0.52544,0.63992,0.38454,21.039
193.7,62.19,0.8739,0.41349,0.52544,0.63992,0.38454,21.429
193.7,61.995,0.86217,0.41153,0.52544,0.63992,0.38454,21.688
193.71,61.995,0.85044,0.40958,0.51957,0.63992,0.38454,21.948
193.72,62.19,0.83969,0.40665,0.51957,0.63503,0.38943,22.078
193.73,62.19,0.82893,0.40371,0.50978,0.63014,0.3953,21.948
193.74,62.386,0.81916,0.40078,0.50489,0.63503,0.38943,21.818
193.74,62.386,0.80938,0.39883,0.5,0.63992,0.37965,21.818
193.75,62.582,0.79961,0.3998,0.5,0.64481,0.37476,21.948
193.76,62.777,0.78886,0.40176,0.5,0.64971,0.36986,22.338
193.77,62.777,0.7781,0.40078,0.49511,0.65558,0.36008,22.987
193.78,62.973,0.76637,0.3998,0.49022,0.66536,0.35519,23.896
193.78,62.973,0.75464,0.39785,0.48043,0.68004,0.33953,24.935
193.79,62.973,0.74194,0.39589,0.47456,0.70059,0.32485,25.844
193.8,62.973,0.72923,0.39296,0.47456,0.71526,0.31018,26.623
193.81,62.973,0.7175,0.39101,0.46477,0.72994,0.29941,27.273
193.82,62.777,0.70577,0.38807,0.45988,0.73483,0.29452,27.792
193.82,62.777,0.69404,0.38612,0.45988,0.7407,0.29452,28.052
193.83,62.582,0.68426,0.38416,0.46477,0.73483,0.29941,28.052
193.84,62.582,0.67449,0.38221,0.46477,0.72994,0.31507,27.922
193.85,62.777,0.66373,0.38123,0.46477,0.71526,0.32485,27.662
193.86,62.973,0.65396,0.38123,0.46967,0.70548,0.34442,27.143
193.86,63.755,0.64321,0.38025,0.46967,0.68982,0.35519,26.364
193.87,65.319,0.63343,0.37928,0.46967,0.68004,0.36986,25.325
193.88,67.862,0.62366,0.37928,0.46967,0.66536,0.37965,24.026
193.89,71.969,0.61388,0.3783,0.46967,0.65558,0.38943,22.857
193.9,77.249,0.60411,0.3783,0.46967,0.64971,0.3953,21.818
193.9,84.094,0.59531,0.37732,0.46967,0.64481,0.4002,21.039
193.91,91.525,0.58553,0.37634,0.47456,0.63992,0.4002,20.649
193.92,99.544,0.57576,0.37537,0.47456,0.63992,0.40509,20.519
193.93,107.37,0.56598,0.37439,0.48043,0.63992,0.40509,20.909
193.94,114.6,0.55621,0.37243,0.48043,0.63992,0.40509,21.429
193.94,120.08,0.54545,0.37243,0.48532,0.63992,0.4002,22.208
193.95,123.79,0.5347,0.37146,0.48532,0.63992,0.4002,22.987
193.96,125.36,0.52395,0.37146,0.48532,0.63992,0.4002,23.766
193.97,124.97,0.5132,0.37146,0.49022,0.63992,0.4002,24.286
193.98,122.82,0.50244,0.37048,0.49511,0.63992,0.3953,24.545
193.98,119.49,0.49267,0.37048,0.49511,0.63992,0.3953,24.416
193.99,115.38,0.48289,0.37048,0.49511,0.63503,0.4002,24.026
194,110.89,0.47312,0.3695,0.49511,0.63503,0.4002,23.636
194.01,106.58,0.46334,0.3695,0.49511,0.63014,0.40509,23.247
194.02,102.48,0.45357,0.3695,0.49022,0.63014,0.40509,23.117
194.02,98.566,0.44379,0.3695,0.48532,0.63014,0.40998,23.117
194.03,94.85,0.43402,0.37048,0.48043,0.62524,0.40998,23.247
194.04,91.134,0.42424,0.37048,0.48043,0.62524,0.41487,23.636
194.05,87.419,0.41447,0.37243,0.48043,0.62524,0.41487,24.026
194.06,83.898,0.40567,0.37439,0.48043,0.62035,0.40998,24.286
194.06,80.378,0.39687,0.37732,0.48532,0.62035,0.40509,24.286
194.07,77.054,0.38807,0.38123,0.48532,0.62524,0.40509,24.026
194.08,73.924,0.37928,0.38807,0.48532,0.62524,0.40509,23.506
194.09,71.382,0.37146,0.39785,0.48532,0.62524,0.40509,22.857
194.1,69.231,0.36266,0.41153,0.48532,0.63014,0.40509,22.338
194.1,67.862,0.35484,0.43011,0.48532,0.63503,0.4002,21.688
194.11,67.275,0.348,0.45259,0.48532,0.63014,0.4002,21.169
194.12,67.08,0.34018,0.47801,0.48532,0.63014,0.4002,20.649
194.13,67.666,0.33333,0.50538,0.49022,0.62524,0.40509,20.26
194.14,69.035,0.32747,0.53372,0.49511,0.62524,0.40509,19.74
194.14,70.795,0.3216,0.55718,0.49511,0.63014,0.40509,19.351
194.15,72.947,0.31672,0.57771,0.49511,0.63503,0.40509,19.091
194.16,75.489,0.31183,0.59922,0.49511,0.63503,0.40998,18.701
194.17,78.031,0.30694,0.61877,0.49022,0.63503,0.40998,18.312
194.18,80.378,0.30205,0.63539,0.48043,0.63503,0.41487,18.052
194.18,82.529,0.29814,0.64809,0.47456,0.63503,0.40998,17.792
194.19,84.289,0.29423,0.65885,0.46477,0.63503,0.40509,17.662
194.2,85.463,0.2913,0.66667,0.46477,0.63503,0.40509,17.403
194.21,86.05,0.28837,0.67155,0.46477,0.63503,0.40509,17.273
194.22,86.245,0.28543,0.67449,0.46477,0.63992,0.40509,17.143
194.22,85.854,0.28348,0.67546,0.46477,0.63992,0.4002,17.013
194.23,85.072,0.28055,0.67449,0.46967,0.63992,0.4002,16.883
194.24,83.898,0.27859,0.67058,0.47456,0.64481,0.38454,16.753
194.25,82.725,0.27566,0.66569,0.4501,0.68004,0.34442,16.623
194.26,81.356,0.2737,0.65982,0.40509,0.77006,0.27984,16.364
194.26,79.791,0.27077,0.652,0.35029,0.93053,0.23483,16.234
194.27,78.422,0.26882,0.64223,0.30528,1.001,0.22016,16.104
194.28,77.054,0.26588,0.6305,0.29452,1.001,0.27006,16.234
194.29,75.88,0.26393,0.61877,0.35519,0.86008,0.4002,16.494
194.3,74.511,0.26197,0.60508,0.44031,0.55479,0.5499,16.753
194.3,73.533,0.26002,0.59238,0.49022,0.37965,0.61546,17.143
194.31,72.36,0.25904,0.57967,0.5,0.36986,0.58023,17.662
194.32,71.382,0.25709,0.56989,0.50978,0.50489,0.50489,18.182
194.33,70.404,0.25611,0.56207,0.51468,0.59002,0.44031,18.701
194.34,69.426,0.25513,0.55718,0.51957,0.63014,0.40998,19.221
194.34,68.644,0.25415,0.55327,0.50978,0.63992,0.3953,19.61
194.35,67.862,0.25415,0.55132,0.50489,0.64481,0.38943,20
194.36,67.275,0.25318,0.55034,0.5,0.64481,0.38943,20.13
194.37,66.493,0.2522,0.54936,0.49511,0.64481,0.38454,20.13
194.38,66.102,0.2522,0.54839,0.49022,0.65558,0.37965,20
194.38,65.711,0.2522,0.54741,0.48532,0.65558,0.37965,19.87
194.39,65.319,0.2522,0.54448,0.48043,0.66047,0.37476,19.61
194.4,65.124,0.2522,0.54252,0.48043,0.66047,0.37965,19.481
194.41,64.928,0.2522,0.54057,0.48043,0.66047,0.37965,19.351
194.42,64.928,0.25318,0.53861,0.47456,0.66047,0.37476,19.481
194.42,64.928,0.25318,0.5347,0.47456,0.66536,0.36497,19.87
194.43,64.928,0.25318,0.53177,0.47456,0.67515,0.35519,20.649
194.44,65.124,0.2522,0.52786,0.46967,0.68493,0.35029,21.558
194.45,65.319,0.2522,0.52395,0.46967,0.68982,0.33464,22.857
194.46,65.515,0.25122,0.52004,0.47456,0.70548,0.32485,24.286
194.46,65.711,0.25122,0.51613,0.47456,0.72016,0.31507,25.844
194.47,65.711,0.25024,0.51222,0.46967,0.72994,0.31018,27.143
194.48,65.906,0.25024,0.50733,0.46967,0.7407,0.29941,28.052
194.49,66.102,0.24927,0.50244,0.46477,0.75538,0.29452,28.571
194.5,66.102,0.24829,0.49756,0.45988,0.75538,0.28963,28.831
194.5,66.297,0.24536,0.49267,0.45499,0.75538,0.29452,28.961
194.51,66.493,0.2434,0.48778,0.45499,0.7456,0.29941,28.831
194.52,66.493,0.24145,0.48289,0.45499,0.73483,0.31507,28.312
194.53,66.688,0.23949,0.47801,0.45499,0.72016,0.32485,27.662
194.54,66.884,0.23754,0.47312,0.45988,0.70548,0.33953,27.013
194.54,67.275,0.23558,0.46823,0.45988,0.68982,0.35519,26.364
194.55,67.666,0.23265,0.4653,0.46477,0.67515,0.36497,25.844
194.56,68.449,0.22874,0.46139,0.46477,0.66047,0.37476,25.325
194.57,69.818,0.22483,0.45748,0.46477,0.65558,0.37965,24.675
194.58,72.164,0.22092,0.45357,0.46477,0.64971,0.38454,24.026
194.58,75.489,0.21701,0.45064,0.46477,0.64481,0.38943,23.377
194.59,79.791,0.21212,0.44673,0.46477,0.64481,0.38943,22.727
194.6,85.267,0.20821,0.44282,0.46967,0.64481,0.38943,22.338
194.61,91.134,0.20332,0.43793,0.47456,0.64481,0.38454,21.948
194.62,97.001,0.19844,0.43402,0.47456,0.64481,0.38454,21.688
194.62,102.87,0.19453,0.43011,0.48043,0.64481,0.38454,21.688
194.63,108.15,0.18964,0.42717,0.48532,0.63992,0.38454,21.948
194.64,112.26,0.18573,0.42424,0.48532,0.63992,0.38943,22.208
194.65,115.19,0.18084,0.42131,0.49022,0.63503,0.3953,22.597
194.66,116.36,0.17595,0.42033,0.48043,0.63503,0.4002,23.117
194.66,116.17,0.17204,0.41838,0.46967,0.63992,0.4002,23.506
194.67,114.41,0.16716,0.4174,0.46477,0.63503,0.4002,23.766
194.68,111.67,0.16325,0.41544,0.46477,0.62524,0.40509,23.896
194.69,108.34,0.15934,0.41447,0.46967,0.62035,0.40998,24.026
194.7,104.43,0.1564,0.41349,0.46967,0.62035,0.41487,24.026
194.7,100.52,0.15347,0.41251,0.46967,0.62035,0.41487,24.156
194.71,96.61,0.14956,0.41153,0.46967,0.62035,0.41487,24.156
194.72,92.503,0.14663,0.41153,0.46967,0.62035,0.40998,24.156
194.73,88.592,0.14272,0.41153,0.46967,0.62524,0.40509,24.286
194.74,84.485,0.13881,0.41153,0.46967,0.62524,0.4002,24.286
194.74,80.769,0.1349,0.41153,0.46967,0.63014,0.4002,24.156
194.75,76.858,0.13099,0.41153,0.47456,0.63503,0.3953,23.766
194.76,73.533,0.12805,0.41251,0.47456,0.63503,0.3953,23.117
194.77,70.404,0.12512,0.41349,0.48043,0.63992,0.38454,22.468
194.78,68.057,0.12317,0.4174,0.48532,0.64481,0.38454,21.948
194.78,66.102,0.12121,0.42229,0.49511,0.64481,0.38454,21.558
194.79,64.928,0.11926,0.43206,0.49511,0.63992,0.38454,21.039
194.8,64.537,0.11828,0.44477,0.48532,0.63992,0.38943,20.649
194.81,64.537,0.11828,0.46139,0.48043,0.63503,0.3953,20.26
194.82,65.124,0.1173,0.47996,0.47456,0.63503,0.3953,19.87
194.82,66.297,0.11632,0.50147,0.46477,0.63503,0.4002,19.481
194.83,68.057,0.11632,0.52395,0.45988,0.63503,0.4002,19.091
194.84,70.209,0.11632,0.5435,0.45988,0.63503,0.40509,18.701
194.85,72.36,0.11632,0.55914,0.45988,0.63503,0.40509,18.312
194.86,74.707,0.11632,0.57576,0.45988,0.63503,0.40509,17.922
194.86,76.858,0.1173,0.5914,0.45988,0.63503,0.40509,17.662
194.87,78.814,0.11828,0.60411,0.45988,0.63503,0.40509,17.532
194.88,80.378,0.11926,0.61388,0.46477,0.63503,0.40509,17.403
194.89,81.552,0.12023,0.6217,0.46967,0.63503,0.40509,17.273
194.9,82.334,0.12121,0.62659,0.47456,0.63992,0.4002,17.143
194.9,82.725,0.12219,0.62952,0.47456,0.63992,0.4002,17.143
194.91,82.529,0.12414,0.6305,0.48043,0.63992,0.4002,17.013
194.92,81.943,0.12512,0.62854,0.48043,0.64481,0.38943,16.883
194.93,81.16,0.12708,0.62366,0.48043,0.65558,0.36986,16.753
194.94,80.378,0.12805,0.61681,0.4501,0.69472,0.32485,16.753
194.94,79.205,0.13001,0.60899,0.4002,0.80528,0.26517,16.623
194.95,78.227,0.13099,0.6002,0.34442,0.98043,0.22994,16.753
194.96,76.858,0.13294,0.58847,0.30528,1.001,0.22505,16.883
194.97,75.685,0.13392,0.57576,0.29941,1.001,0.30528,17.143
194.98,74.511,0.13587,0.56305,0.37476,0.77495,0.45499,17.532
194.98,73.338,0.13783,0.55132,0.45499,0.48043,0.59002,17.922
194.99,72.164,0.13978,0.54057,0.48532,0.35519,0.62524,18.571
195,71.186,0.14174,0.53275,0.49511,0.40509,0.57045,19.221
195.01,70.013,0.1437,0.5259,0.49511,0.51468,0.49511,20
195.02,69.035,0.14565,0.52102,0.49022,0.59002,0.43542,20.649
195.02,68.057,0.14858,0.51808,0.48532,0.62035,0.40998,20.909
195.03,67.08,0.15152,0.51613,0.48043,0.63014,0.4002,21.169
195.04,66.297,0.15445,0.51613,0.48043,0.63503,0.4002,21.039
195.05,65.711,0.15738,0.51515,0.48043,0.63014,0.4002,20.779
195.06,65.124,0.16031,0.51417,0.48043,0.63014,0.4002,20.39
195.06,64.537,0.16325,0.5132,0.48043,0.63503,0.3953,20
195.07,64.342,0.16618,0.51222,0.48043,0.63503,0.3953,19.61
195.08,63.95,0.16911,0.51124,0.48043,0.63503,0.3953,19.351
195.09,63.559,0.17302,0.50929,0.48532,0.63992,0.38943,19.481
195.1,63.364,0.17498,0.50733,0.49022,0.63992,0.38454,19.87
195.1,63.364,0.17791,0.50538,0.49511,0.63992,0.37965,20.39
195.11,63.364,0.17986,0.50244,0.49511,0.64481,0.37965,21.169
195.12,63.364,0.1828,0.49951,0.49022,0.65558,0.37476,22.078
195.13,63.364,0.18377,0.49658,0.48532,0.66047,0.36497,23.117
195.14,63.364,0.18573,0.49365,0.48043,0.66536,0.36008,24.156
195.14,63.364,0.18768,0.49071,0.46967,0.67515,0.35029,25.195
195.15,63.559,0.18964,0.48876,0.46477,0.68982,0.33464,25.974
195.16,63.559,0.19062,0.48583,0.45988,0.70059,0.31996,26.494
195.17,63.755,0.19257,0.48289,0.4501,0.72016,0.31018,26.753
195.18,63.755,0.19355,0.47996,0.44031,0.72994,0.29452,26.883
195.18,63.95,0.19453,0.47605,0.43542,0.72994,0.29452,26.883
195.19,63.95,0.19648,0.47312,0.43542,0.72994,0.29452,26.883
195.2,64.146,0.19746,0.46823,0.43542,0.72994,0.29452,26.623
195.21,64.146,0.19844,0.46432,0.43542,0.71526,0.31018,26.234
195.22,64.342,0.19941,0.46041,0.44031,0.70059,0.32485,25.844
195.22,64.342,0.20039,0.4565,0.4501,0.68004,0.34442,25.325
195.23,64.537,0.20137,0.45259,0.45499,0.66536,0.36008,24.675
195.24,65.124,0.20235,0.44966,0.45988,0.64971,0.37476,24.026
195.25,65.906,0.20332,0.44673,0.46477,0.63503,0.38943,23.377
195.26,67.666,0.2043,0.44379,0.46967,0.62524,0.4002,22.857
195.26,70.404,0.2043,0.43988,0.47456,0.61546,0.40509,22.338
195.27,74.316,0.20528,0.43597,0.48043,0.61057,0.40998,21.948
195.28,79.205,0.20626,0.43304,0.48043,0.5998,0.41487,21.818
195.29,85.072,0.20723,0.42913,0.48043,0.5998,0.41977,21.818
195.3,91.525,0.20821,0.42522,0.47456,0.5998,0.41977,21.948
195.3,97.979,0.20821,0.42229,0.47456,0.59491,0.42466,22.078
195.31,104.04,0.20919,0.42033,0.47456,0.5998,0.41977,22.338
195.32,109.52,0.21017,0.4174,0.46967,0.5998,0.41977,22.597
195.33,113.62,0.21114,0.41447,0.47456,0.6047,0.41487,22.987
195.34,116.17,0.21114,0.41251,0.47456,0.61057,0.41487,23.117
195.34,116.75,0.21212,0.41056,0.46967,0.61057,0.41487,23.247
195.35,115.97,0.2131,0.4086,0.46967,0.61546,0.40998,23.117
195.36,113.62,0.21408,0.40567,0.46477,0.62035,0.40509,22.987
195.37,110.3,0.21603,0.40371,0.45988,0.62524,0.40509,22.857
195.38,106.58,0.21799,0.40078,0.45988,0.63014,0.4002,22.857
195.38,102.28,0.21994,0.39883,0.45988,0.63992,0.3953,23.117
195.39,98.175,0.2219,0.39589,0.46477,0.63992,0.3953,23.377
195.4,94.068,0.22483,0.39394,0.46477,0.63503,0.3953,23.636
195.41,89.961,0.22776,0.39198,0.46967,0.63503,0.4002,23.766
195.42,85.854,0.23069,0.39003,0.47456,0.63992,0.4002,23.636
195.42,81.943,0.23363,0.3871,0.47456,0.64481,0.3953,23.247
195.43,78.031,0.23656,0.38514,0.47456,0.63992,0.3953,22.597
195.44,74.316,0.23949,0.38416,0.45499,0.63503,0.37476,21.818
195.45,70.795,0.2434,0.38416,0.41487,0.68982,0.31507,20.779
195.46,67.862,0.24829,0.38514,0.36008,0.81507,0.2593,19.87
195.46,65.515,0.25415,0.39003,0.31018,0.99511,0.23973,19.221
195.47,63.755,0.25904,0.39785,0.28474,1.001,0.27495,18.571
195.48,62.582,0.26491,0.40958,0.32485,0.94031,0.3953,18.052
195.49,62.19,0.27175,0.42522,0.40998,0.64971,0.5499,17.792
195.5,62.19,0.27761,0.44477,0.48043,0.40509,0.64971,17.532
195.5,62.777,0.28446,0.46628,0.5,0.34442,0.66047,17.403
195.51,64.146,0.29326,0.48876,0.49022,0.42466,0.55479,17.273
195.52,65.906,0.30108,0.51026,0.48532,0.52544,0.46967,17.013
195.53,67.862,0.31085,0.53177,0.48532,0.59002,0.41487,16.753
195.54,70.209,0.32063,0.55034,0.48532,0.61057,0.38943,16.494
195.54,72.36,0.33333,0.565,0.48532,0.61546,0.37965,15.974
195.55,74.707,0.34506,0.57674,0.48532,0.62035,0.37476,15.584
195.56,76.662,0.35875,0.58749,0.48532,0.62524,0.37476,15.065
195.57,78.422,0.37146,0.59726,0.49022,0.62524,0.37476,14.545
195.58,79.791,0.38416,0.60411,0.49511,0.63014,0.37476,14.156
195.58,80.769,0.39785,0.60899,0.5,0.62524,0.37965,13.896
195.59,81.356,0.40958,0.61193,0.49511,0.62524,0.37965,13.636
195.6,81.356,0.42229,0.6129,0.48532,0.62524,0.37965,13.636
195.61,81.16,0.43695,0.61193,0.48043,0.62524,0.37965,13.766
195.62,80.574,0.45161,0.60802,0.47456,0.63503,0.37476,14.156
195.62,79.791,0.46823,0.60117,0.47456,0.63503,0.37476,15.065
195.63,78.618,0.48485,0.59238,0.47456,0.63503,0.37476,16.494
195.64,77.445,0.50147,0.58358,0.47456,0.64481,0.36008,18.701
195.65,76.076,0.51711,0.5738,0.46967,0.66047,0.35029,21.299
195.66,74.707,0.53275,0.56207,0.46477,0.67025,0.33953,23.766
195.66,73.338,0.54741,0.55034,0.45499,0.68004,0.32975,25.455
195.67,71.969,0.565,0.53763,0.4501,0.69472,0.31507,26.234
195.68,70.795,0.5826,0.52688,0.4501,0.71037,0.30528,26.234
195.69,69.622,0.60215,0.51613,0.4501,0.72016,0.29452,25.714
195.7,68.449,0.6217,0.50831,0.4501,0.72505,0.29452,25.065
195.7,67.471,0.64321,0.50342,0.4501,0.72016,0.29452,24.545
195.71,66.688,0.66373,0.49951,0.45499,0.71037,0.31018,24.675
195.72,65.906,0.68622,0.49756,0.45988,0.68982,0.32485,25.325
195.73,65.319,0.70772,0.49658,0.46967,0.67515,0.34442,26.364
195.74,64.733,0.72825,0.4956,0.48043,0.65558,0.36008,27.403
195.74,64.146,0.7478,0.4956,0.48532,0.63503,0.37476,27.792
195.75,63.755,0.7654,0.4956,0.48532,0.62035,0.38943,27.403
195.76,63.364,0.78397,0.49462,0.48532,0.61057,0.40509,26.494
195.77,63.364,0.80156,0.49365,0.48532,0.5998,0.41487,25.195
195.78,63.755,0.81916,0.49267,0.48043,0.59491,0.41977,23.896
195.78,64.733,0.83675,0.48974,0.48043,0.59002,0.42466,22.987
195.79,66.493,0.85533,0.48778,0.47456,0.59002,0.42466,22.468
195.8,69.035,0.86999,0.47898,0.47456,0.59002,0.42466,22.468
195.81,72.36,0.88563,0.46823,0.47456,0.59491,0.42466,22.727
195.82,76.467,0.89834,0.46139,0.47456,0.59491,0.42466,23.377
195.82,81.16,0.91202,0.4565,0.47456,0.5998,0.42466,24.026
195.83,86.05,0.92375,0.45161,0.47456,0.61057,0.41977,24.675
195.84,91.134,0.93548,0.44673,0.47456,0.61546,0.41977,24.935
195.85,95.828,0.94624,0.44282,0.48043,0.62035,0.41977,24.805
195.86,99.544,0.95797,0.43891,0.48043,0.62524,0.41487,24.675
195.86,102.28,0.96774,0.43402,0.48532,0.63014,0.41487,24.286
195.87,103.65,0.97752,0.42815,0.48532,0.63503,0.41487,24.026
195.88,103.65,0.98631,0.42229,0.49022,0.63992,0.40998,23.766
195.89,102.28,0.99511,0.4174,0.49511,0.63992,0.40998,23.636
195.9,99.739,0.99804,0.41251,0.5,0.63992,0.40509,23.636
195.9,96.219,1,0.40762,0.49511,0.63992,0.40509,23.506
195.91,91.917,1,0.40371,0.49511,0.63992,0.40509,23.377
195.92,87.419,1,0.39883,0.49022,0.63992,0.40998,23.117
195.93,82.725,1,0.39492,0.49022,0.63503,0.41487,22.727
195.94,78.031,1,0.39003,0.49511,0.63014,0.41977,22.468
195.94,73.533,1,0.38612,0.49511,0.63014,0.42466,21.818
195.95,69.426,1,0.38221,0.49511,0.63503,0.41977,21.299
195.96,66.102,1,0.3783,0.49511,0.63503,0.41487,20.909
195.97,63.364,1,0.37439,0.49511,0.63014,0.41487,20.39
195.98,61.408,1,0.37048,0.49511,0.63014,0.41977,19.87
195.98,60.039,1,0.36755,0.49511,0.63014,0.41977,19.481
195.99,59.257,1,0.36657,0.49022,0.63503,0.41487,19.221
196,59.061,1,0.36852,0.48532,0.63992,0.41487,18.961
196.01,59.648,1,0.37341,0.48532,0.63992,0.40998,18.701
196.02,60.43,1,0.38123,0.48532,0.63992,0.40509,18.442
196.02,61.799,1,0.39198,0.48532,0.63992,0.40509,18.312
196.03,63.559,1,0.40371,0.49511,0.63992,0.40509,18.182
196.04,65.515,1,0.41642,0.5,0.63992,0.40509,18.052
196.05,67.471,1,0.42815,0.50489,0.63503,0.40998,17.922
196.06,69.426,1,0.44184,0.50978,0.63503,0.41487,17.792
196.06,71.186,1,0.45552,0.50489,0.63992,0.41487,17.662
196.07,72.947,1,0.46823,0.5,0.63992,0.41487,17.662
196.08,74.316,1,0.47898,0.49511,0.63992,0.41487,17.532
196.09,75.489,1,0.48778,0.49022,0.63503,0.41977,17.403
196.1,76.271,1,0.49365,0.49022,0.63503,0.41487,17.403
196.1,76.662,1,0.49658,0.49022,0.63503,0.40509,17.403
196.11,76.662,1,0.49658,0.46967,0.66047,0.36497,17.403
196.12,76.467,1,0.49365,0.42466,0.75049,0.30528,17.403
196.13,76.076,1,0.48778,0.36986,0.90998,0.2593,17.532
196.14,75.489,1,0.47898,0.31996,1.001,0.24462,17.662
196.14,74.707,1,0.47019,0.31018,1.001,0.28963,18.182
196.15,73.729,1,0.46041,0.36986,0.86497,0.41977,18.961
196.16,72.751,1,0.44868,0.45499,0.55479,0.57045,19.87
196.17,71.773,1,0.43695,0.5,0.36986,0.63503,20.909
196.18,70.795,1,0.42522,0.51957,0.35519,0.5998,21.558
196.18,70.013,1,0.41544,0.52544,0.48043,0.51957,22.078
196.19,69.035,1,0.40665,0.52544,0.57045,0.45499,22.338
196.2,68.253,1,0.40176,0.53033,0.61057,0.41977,22.208
196.21,67.275,1,0.39785,0.53033,0.62524,0.40509,21.818
196.22,66.493,1,0.39687,0.52544,0.63014,0.4002,21.169
196.22,65.906,1,0.39687,0.51957,0.63014,0.4002,20.519
196.23,65.124,1,0.39785,0.50978,0.63503,0.4002,20
196.24,64.537,1,0.39785,0.50489,0.63503,0.3953,19.74
196.25,63.95,1,0.39785,0.5,0.63503,0.3953,19.74
196.26,63.364,1,0.39785,0.5,0.63992,0.3953,20.13
196.26,62.973,1,0.39785,0.5,0.63992,0.38943,20.649
196.27,62.582,1,0.39785,0.5,0.64481,0.38454,21.299
196.28,61.995,0.98925,0.39785,0.5,0.64481,0.37965,22.078
196.29,61.799,0.97849,0.39785,0.5,0.64481,0.37965,22.727
