Time [s], RESP, PLETH, II, V, AVR, ART, CVP
245.91,0.42033,0.4086,0.62438,0.67969,0.5902,51.63,14.508
245.92,0.41349,0.40274,0.60468,0.67578,0.6,56.128,13.782
245.93,0.40665,0.39785,0.58005,0.66406,0.61961,63.755,13.161
245.94,0.3998,0.39394,0.54557,0.66016,0.6451,73.533,12.642
245.94,0.39296,0.39101,0.51478,0.6543,0.67059,84.094,12.435
245.95,0.38612,0.3871,0.48522,0.6543,0.6902,93.677,12.435
245.96,0.37928,0.38514,0.46059,0.65039,0.70588,102.48,12.591
245.97,0.37341,0.38319,0.44458,0.64453,0.71569,110.1,12.85
245.98,0.36755,0.38025,0.43473,0.64062,0.72157,116.17,13.005
245.98,0.3607,0.37732,0.4298,0.64062,0.73137,119.88,13.005
245.99,0.35484,0.37341,0.42488,0.63477,0.73529,121.25,12.85
246,0.34897,0.3695,0.42488,0.63477,0.73529,121.06,12.591
246.01,0.34311,0.36559,0.42488,0.62891,0.73137,119.69,12.332
246.02,0.33724,0.3607,0.4298,0.62891,0.73137,117.73,12.073
246.02,0.3304,0.35582,0.43473,0.625,0.72549,115.38,11.969
246.03,0.32356,0.35093,0.43966,0.625,0.72157,112.84,11.813
246.04,0.31867,0.34604,0.44458,0.62891,0.71569,110.1,11.762
246.05,0.31281,0.34018,0.44951,0.62891,0.7098,106.98,11.762
246.06,0.30792,0.33627,0.45443,0.63477,0.7098,104.04,11.762
246.06,0.30303,0.33236,0.45443,0.63477,0.7098,101.11,11.813
246.07,0.29814,0.32747,0.45443,0.63477,0.7098,98.175,11.865
246.08,0.29326,0.32258,0.45443,0.63477,0.71569,95.632,12.021
246.09,0.28837,0.31672,0.45443,0.63477,0.71569,93.09,12.124
246.1,0.28348,0.31183,0.44951,0.63477,0.71569,90.352,12.28
246.1,0.27859,0.30596,0.44951,0.63477,0.71569,87.81,12.435
246.11,0.27468,0.30108,0.45443,0.63477,0.7098,85.072,12.487
246.12,0.27077,0.29521,0.46552,0.64453,0.7,82.334,12.642
246.13,0.26686,0.29032,0.4803,0.6543,0.6902,79.596,12.746
246.14,0.26295,0.28446,0.49507,0.66016,0.68627,76.662,12.902
246.14,0.25904,0.27761,0.51478,0.66992,0.67059,73.729,12.953
246.15,0.25415,0.27175,0.53941,0.67578,0.65098,70.991,13.057
246.16,0.25024,0.26686,0.55542,0.66016,0.6451,68.644,13.264
246.17,0.24536,0.26588,0.55049,0.63477,0.6451,66.493,13.627
246.18,0.24047,0.26686,0.53941,0.625,0.65098,64.733,13.99
246.18,0.23558,0.27468,0.5197,0.61914,0.6549,62.973,14.301
246.19,0.23069,0.29032,0.49507,0.61523,0.67059,61.604,14.508
246.2,0.22678,0.31672,0.46059,0.61914,0.7,60.43,14.456
246.21,0.2219,0.35191,0.4298,0.61914,0.72549,59.648,14.197
246.22,0.21896,0.39492,0.41502,0.625,0.73529,58.866,13.938
246.22,0.21505,0.44379,0.4101,0.61914,0.74118,58.475,13.679
246.23,0.21212,0.49462,0.40517,0.61914,0.7451,58.279,13.523
246.24,0.20919,0.5435,0.40025,0.61523,0.75098,58.083,13.368
246.25,0.20626,0.58944,0.40025,0.61523,0.75098,58.083,13.368
246.26,0.2043,0.62561,0.40025,0.61523,0.75098,58.279,13.472
246.26,0.20235,0.65396,0.40025,0.61914,0.75098,58.475,13.627
246.27,0.20039,0.68133,0.42488,0.625,0.73137,58.67,13.886
246.28,0.19941,0.70381,0.49015,0.58984,0.66471,58.866,14.145
246.29,0.19844,0.72141,0.6601,0.51953,0.51569,59.061,14.56
246.3,0.19746,0.73509,0.9101,0.39453,0.3,59.257,15.078
246.3,0.19648,0.74389,1.0443,0.2207,0.16863,59.257,15.699
246.31,0.19648,0.74878,0.85961,0.16016,0.2902,59.257,16.269
246.32,0.19648,0.75073,0.55542,0.27539,0.56078,59.257,16.788
246.33,0.19648,0.74878,0.38547,0.46484,0.73137,59.257,17.098
246.34,0.19746,0.74389,0.35468,0.58984,0.77647,59.061,17.202
246.34,0.19844,0.73803,0.36453,0.65039,0.78039,58.67,17.15
246.35,0.19941,0.72923,0.36946,0.67578,0.77647,58.279,16.891
246.36,0.20039,0.71945,0.37562,0.68555,0.77647,58.083,16.425
246.37,0.20235,0.7087,0.38547,0.68555,0.77059,57.692,15.959
246.38,0.2043,0.69599,0.39039,0.68555,0.76667,57.106,15.492
246.38,0.20626,0.68133,0.39532,0.68555,0.76078,56.715,15.285
246.39,0.20723,0.66471,0.40517,0.68945,0.7549,56.323,15.078
246.4,0.20919,0.64712,0.4101,0.68555,0.75098,55.737,14.974
246.41,0.21017,0.62757,0.41995,0.68555,0.74118,55.346,14.819
246.42,0.21212,0.60704,0.4298,0.68555,0.73529,54.759,14.663
246.42,0.2131,0.58456,0.43966,0.68945,0.73137,54.172,14.404
246.43,0.21408,0.56207,0.44951,0.68945,0.72157,53.781,14.197
246.44,0.21505,0.53959,0.46059,0.68945,0.71569,53.194,14.145
246.45,0.21603,0.51711,0.47537,0.68945,0.70588,52.803,14.197
246.46,0.21701,0.49756,0.49507,0.69531,0.6902,52.216,14.404
246.46,0.21896,0.47996,0.5197,0.69922,0.67059,51.825,14.663
246.47,0.21994,0.46334,0.55049,0.69922,0.65098,51.434,14.974
246.48,0.2219,0.44673,0.58498,0.69922,0.62549,50.847,15.285
246.49,0.22385,0.43109,0.60961,0.69922,0.6,50.456,15.492
246.5,0.22581,0.41838,0.63054,0.69531,0.58431,50.065,15.44
246.5,0.22776,0.40665,0.63547,0.68555,0.58431,49.87,15.026
246.51,0.22972,0.39785,0.63054,0.67969,0.58431,50.847,14.093
246.52,0.23167,0.39003,0.61453,0.67578,0.59608,53.781,12.902
246.53,0.23265,0.38416,0.5899,0.66992,0.61569,59.844,11.865
246.54,0.2346,0.37928,0.56034,0.66992,0.63529,68.644,11.14
246.54,0.23558,0.37537,0.52463,0.66406,0.66078,78.618,10.829
246.55,0.23754,0.37146,0.49507,0.66016,0.68039,88.396,10.881
246.56,0.23851,0.36852,0.47044,0.6543,0.7,97.393,11.244
246.57,0.24047,0.36657,0.45443,0.64453,0.71569,105.61,11.865
246.58,0.24242,0.36364,0.43966,0.64453,0.73137,112.45,12.435
246.58,0.2434,0.3607,0.4298,0.64062,0.73137,117.54,12.694
246.59,0.24438,0.35777,0.42488,0.64062,0.73529,120.27,12.591
246.6,0.24536,0.35386,0.42488,0.63477,0.73529,121.06,12.176
246.61,0.24633,0.34995,0.42488,0.63477,0.73529,120.27,11.71
246.62,0.24633,0.34506,0.42488,0.62891,0.73529,118.71,11.244
246.62,0.24536,0.34018,0.4298,0.63477,0.73137,116.75,10.933
246.63,0.24438,0.33529,0.43473,0.63477,0.73137,114.21,10.829
246.64,0.24242,0.3304,0.43473,0.63477,0.72549,111.47,10.881
246.65,0.24047,0.32551,0.43966,0.63477,0.72157,108.34,11.088
246.66,0.23851,0.3216,0.44458,0.63477,0.72157,105.41,11.347
246.66,0.23558,0.31769,0.44458,0.63477,0.71569,102.48,11.658
246.67,0.23363,0.31378,0.44458,0.63477,0.71569,99.544,11.969
246.68,0.23069,0.3089,0.44458,0.64062,0.72157,96.806,12.176
246.69,0.22874,0.30303,0.44951,0.64062,0.72157,94.068,12.332
246.7,0.22581,0.29814,0.44951,0.64062,0.72157,91.525,12.435
246.7,0.22385,0.29326,0.44951,0.64062,0.72157,88.788,12.642
246.71,0.2219,0.28739,0.45443,0.64062,0.7098,86.05,12.85
246.72,0.21994,0.2825,0.46552,0.65039,0.7,83.312,13.005
246.73,0.21799,0.27761,0.48522,0.66016,0.6902,80.574,13.212
246.74,0.21603,0.27175,0.49507,0.66992,0.68039,77.64,13.472
246.74,0.21408,0.26588,0.51478,0.67969,0.66471,74.707,13.782
246.75,0.2131,0.26197,0.53941,0.67969,0.65098,71.969,14.093
246.76,0.21212,0.25806,0.55542,0.66406,0.6451,69.426,14.508
246.77,0.21114,0.25513,0.55049,0.64062,0.6451,67.275,14.974
246.78,0.21017,0.25513,0.53941,0.625,0.65098,65.124,15.181
246.78,0.20919,0.26002,0.5197,0.625,0.6549,63.364,15.285
246.79,0.20821,0.27273,0.49507,0.61914,0.67647,61.995,14.974
246.8,0.20723,0.29423,0.46059,0.61914,0.7,60.821,14.508
246.81,0.20626,0.32551,0.43473,0.625,0.72549,59.844,13.938
246.82,0.20528,0.36657,0.41995,0.625,0.73529,59.061,13.472
246.82,0.2043,0.41251,0.4101,0.625,0.74118,58.67,13.057
246.83,0.2043,0.46237,0.4101,0.61914,0.7451,58.279,12.953
246.84,0.2043,0.5132,0.40517,0.61914,0.75098,58.279,12.902
246.85,0.2043,0.56012,0.40517,0.61914,0.75098,58.279,13.057
246.86,0.2043,0.59922,0.40517,0.61914,0.75098,58.475,13.316
246.86,0.2043,0.62952,0.4101,0.625,0.75098,58.67,13.627
246.87,0.20528,0.65885,0.42488,0.62891,0.73137,58.866,13.938
246.88,0.20626,0.68426,0.49015,0.59961,0.67059,59.061,14.301
246.89,0.20723,0.70479,0.65517,0.5293,0.52549,59.452,14.767
246.9,0.20821,0.72043,0.89532,0.4043,0.3098,59.648,15.337
246.9,0.20919,0.73216,1.0246,0.23047,0.17451,59.648,15.907
246.91,0.21114,0.739,0.85468,0.16016,0.29412,59.844,16.321
246.92,0.21212,0.74291,0.56034,0.26953,0.55098,59.648,16.632
246.93,0.2131,0.74291,0.39532,0.46094,0.73137,59.452,16.839
246.94,0.21408,0.73998,0.35468,0.59961,0.78039,59.257,16.839
246.94,0.21505,0.73509,0.36453,0.66016,0.78627,58.866,16.632
246.95,0.21701,0.72825,0.36946,0.67969,0.78627,58.67,16.425
246.96,0.21896,0.71945,0.37562,0.68555,0.78039,58.279,16.062
246.97,0.22092,0.70968,0.38054,0.68945,0.77647,57.888,15.699
246.98,0.22287,0.69795,0.39039,0.68945,0.77059,57.497,15.44
246.98,0.22483,0.68426,0.39532,0.68945,0.76667,56.91,15.285
246.99,0.22678,0.66862,0.40517,0.68945,0.7549,56.519,15.13
247,0.22874,0.652,0.41502,0.68945,0.75098,55.932,15.078
247.01,0.22972,0.63245,0.42488,0.68945,0.74118,55.346,14.974
247.02,0.23167,0.61193,0.43473,0.68945,0.73529,54.954,14.767
247.02,0.23265,0.59042,0.44458,0.68945,0.73137,54.368,14.508
247.03,0.2346,0.56794,0.45443,0.69531,0.73137,53.977,14.249
247.04,0.23656,0.54448,0.46552,0.69531,0.72157,53.585,14.093
247.05,0.23754,0.52102,0.47537,0.69922,0.7098,52.999,14.145
247.06,0.23949,0.50147,0.49507,0.69922,0.69608,52.608,14.404
247.06,0.24047,0.48387,0.52463,0.70508,0.67647,52.021,14.819
247.07,0.24242,0.46628,0.55542,0.70508,0.65098,51.63,15.181
247.08,0.2434,0.44868,0.58498,0.70508,0.62549,51.043,15.492
247.09,0.24438,0.43206,0.60961,0.69922,0.6,50.456,15.699
247.1,0.24536,0.41838,0.63054,0.68945,0.5902,50.065,15.492
247.1,0.24731,0.40665,0.63547,0.68555,0.58431,50.065,14.87
247.11,0.24829,0.39589,0.63547,0.67969,0.58431,50.847,13.886
247.12,0.25024,0.38807,0.61453,0.67578,0.59608,53.781,12.694
247.13,0.2522,0.38221,0.5899,0.66992,0.61569,59.648,11.658
247.14,0.25318,0.37634,0.56527,0.66992,0.64118,68.057,10.933
247.14,0.25513,0.37243,0.52956,0.66406,0.66078,78.031,10.622
247.15,0.25709,0.3695,0.49507,0.66016,0.68627,87.614,10.777
247.16,0.25904,0.36755,0.47044,0.6543,0.70588,96.61,11.192
247.17,0.26002,0.36559,0.45443,0.64453,0.72157,104.63,11.762
247.18,0.261,0.36364,0.43966,0.64062,0.73137,111.67,12.28
247.18,0.26197,0.3607,0.4298,0.64062,0.73529,116.56,12.435
247.19,0.26295,0.35777,0.42488,0.63477,0.74118,119.3,12.332
247.2,0.26393,0.35386,0.42488,0.63477,0.74118,119.88,11.969
247.21,0.26491,0.35093,0.4298,0.63477,0.73529,119.3,11.451
247.22,0.26491,0.34702,0.4298,0.63477,0.73137,117.73,11.088
247.22,0.26491,0.34213,0.4298,0.63477,0.73137,115.78,10.933
247.23,0.26491,0.33822,0.43966,0.63477,0.73137,113.43,10.933
247.24,0.26393,0.33333,0.44458,0.63477,0.72157,110.89,11.14
247.25,0.26393,0.32845,0.44951,0.63477,0.72157,108.15,11.347
247.26,0.26197,0.32454,0.44951,0.63477,0.71569,105.22,11.451
247.26,0.26002,0.3216,0.45443,0.64062,0.71569,102.48,11.658
247.27,0.25806,0.31672,0.45443,0.64062,0.71569,99.544,11.762
247.28,0.25513,0.31183,0.46059,0.64062,0.71569,96.806,11.969
247.29,0.25318,0.30596,0.46059,0.64062,0.71569,94.068,12.124
247.3,0.25024,0.30108,0.46059,0.63477,0.71569,91.33,12.28
247.3,0.24829,0.29521,0.46059,0.63477,0.7098,88.788,12.435
247.31,0.24633,0.29032,0.46059,0.64062,0.7098,86.05,12.591
247.32,0.24438,0.28543,0.47537,0.64453,0.69608,83.312,12.746
247.33,0.24145,0.28055,0.49507,0.6543,0.6902,80.574,13.005
247.34,0.23949,0.27468,0.50493,0.66016,0.68039,77.64,13.264
247.34,0.23754,0.26882,0.5197,0.66992,0.67059,74.902,13.627
247.35,0.23558,0.26491,0.54557,0.67969,0.6549,72.164,13.99
247.36,0.23265,0.261,0.56034,0.66406,0.65098,69.426,14.456
247.37,0.23069,0.25806,0.54557,0.64062,0.65098,67.275,14.87
247.38,0.22874,0.25709,0.53941,0.62891,0.65098,65.319,15.13
247.38,0.22776,0.261,0.5197,0.625,0.66078,63.559,15.181
247.39,0.22678,0.27273,0.49507,0.625,0.67647,62.19,14.974
247.4,0.22581,0.29326,0.47044,0.625,0.7,61.017,14.508
247.41,0.22483,0.32454,0.43966,0.625,0.72157,60.039,13.938
247.42,0.22385,0.36364,0.42488,0.625,0.73529,59.257,13.472
247.42,0.22287,0.40958,0.41502,0.625,0.74118,58.866,13.161
247.43,0.22287,0.45846,0.4101,0.61914,0.7451,58.475,13.005
247.44,0.22287,0.50831,0.4101,0.61914,0.75098,58.279,13.005
247.45,0.2219,0.55523,0.40025,0.61914,0.75098,58.279,13.212
247.46,0.2219,0.59335,0.40025,0.61914,0.7549,58.475,13.523
247.46,0.2219,0.62463,0.4101,0.625,0.75098,58.67,13.834
247.47,0.2219,0.65494,0.42488,0.62891,0.73529,58.866,14.145
247.48,0.22287,0.68035,0.48522,0.59961,0.68039,59.061,14.456
247.49,0.22385,0.70186,0.62438,0.53906,0.5451,59.257,14.767
247.5,0.22483,0.7175,0.86453,0.41992,0.32941,59.452,15.13
247.5,0.22581,0.72923,1.0099,0.25586,0.17843,59.648,15.492
247.51,0.22678,0.73607,0.85961,0.17578,0.28431,59.648,15.803
247.52,0.22874,0.73998,0.56527,0.26953,0.5451,59.648,16.01
247.53,0.23069,0.73998,0.39532,0.44922,0.72549,59.452,16.062
247.54,0.23167,0.73705,0.35961,0.58398,0.78039,59.257,16.062
247.54,0.23363,0.73216,0.36453,0.65039,0.78627,58.866,15.907
247.55,0.2346,0.7263,0.37562,0.67578,0.78039,58.475,15.648
247.56,0.23558,0.7175,0.37562,0.68555,0.78039,58.279,15.285
247.57,0.23754,0.70772,0.38547,0.68555,0.78039,57.692,14.819
247.58,0.23851,0.69599,0.39039,0.68555,0.77647,57.301,14.508
247.58,0.24047,0.68328,0.39532,0.68945,0.76667,56.715,14.301
247.59,0.2434,0.66764,0.40025,0.68945,0.76667,56.128,14.249
247.6,0.24536,0.65103,0.40517,0.68945,0.76078,55.541,14.145
247.61,0.24829,0.63245,0.41502,0.68945,0.75098,54.954,13.886
247.62,0.25024,0.61193,0.42488,0.68945,0.74118,54.368,13.523
247.62,0.25318,0.58944,0.43473,0.68945,0.73529,53.781,13.057
247.63,0.25513,0.56696,0.43966,0.68945,0.73137,53.194,12.694
247.64,0.25806,0.5435,0.45443,0.68945,0.72157,52.608,12.591
247.65,0.26002,0.52102,0.47044,0.69531,0.71569,52.021,12.694
247.66,0.26295,0.50147,0.49015,0.69922,0.69608,51.434,13.005
247.66,0.26588,0.48387,0.51478,0.69922,0.68039,51.043,13.472
247.67,0.26882,0.4653,0.53941,0.70508,0.66078,50.456,13.938
247.68,0.27175,0.44868,0.5702,0.70508,0.63529,49.87,14.301
247.69,0.27468,0.43304,0.59483,0.70508,0.61569,49.283,14.456
247.7,0.27859,0.41935,0.61453,0.69922,0.6,48.696,14.093
247.7,0.28152,0.40762,0.62438,0.68945,0.5902,48.501,13.161
247.71,0.28446,0.39785,0.63054,0.68555,0.5902,48.892,11.813
247.72,0.28837,0.39003,0.61453,0.67969,0.6,50.847,10.518
247.73,0.2913,0.38416,0.5899,0.67969,0.61569,55.346,9.5855
247.74,0.29521,0.37928,0.56034,0.67578,0.63529,62.973,9.1192
247.74,0.3001,0.37537,0.52956,0.66992,0.66078,72.751,9.1192
247.75,0.30596,0.37243,0.5,0.66992,0.68627,82.725,9.5855
247.76,0.31183,0.37048,0.47537,0.66406,0.7,92.112,10.207
247.77,0.31769,0.36852,0.45443,0.66016,0.71569,100.72,10.829
247.78,0.32454,0.36559,0.43966,0.66016,0.72549,108.34,11.192
247.78,0.33138,0.36266,0.43473,0.6543,0.73137,114.41,11.14
247.79,0.3392,0.35973,0.4298,0.64453,0.73529,118.32,10.725
247.8,0.34506,0.35679,0.4298,0.64453,0.73529,119.88,10.052
247.81,0.35093,0.35288,0.4298,0.64453,0.73529,119.49,9.4301
247.82,0.35679,0.34897,0.4298,0.64062,0.73137,118.32,9.0155
247.82,0.36168,0.34506,0.43473,0.63477,0.73137,116.36,8.7565
247.83,0.36755,0.34018,0.43966,0.63477,0.72549,114.21,8.6528
247.84,0.37341,0.33431,0.43966,0.63477,0.72157,111.47,8.7047
247.85,0.37928,0.32942,0.44951,0.64062,0.72157,108.54,9.0155
247.86,0.38514,0.32454,0.44951,0.64062,0.72157,105.61,9.4301
247.86,0.39003,0.32063,0.45443,0.64453,0.71569,102.67,10.052
247.87,0.39492,0.31574,0.45443,0.64453,0.71569,99.935,10.881
247.88,0.3998,0.3089,0.46059,0.64453,0.7098,97.197,11.762
247.89,0.40469,0.30303,0.46059,0.64453,0.7098,94.459,12.746
247.9,0.40958,0.29619,0.46059,0.64453,0.7098,91.917,13.679
247.9,0.41544,0.29032,0.46552,0.64453,0.70588,89.179,14.456
247.91,0.42229,0.28348,0.47537,0.6543,0.69608,86.441,15.13
247.92,0.42815,0.27761,0.49015,0.66016,0.6902,83.703,15.648
247.93,0.43597,0.27175,0.5,0.66992,0.68627,80.965,16.062
247.94,0.44282,0.26588,0.50985,0.67969,0.67647,78.031,16.218
247.94,0.45064,0.26002,0.53941,0.68555,0.6549,74.902,15.907
247.95,0.45846,0.25415,0.56034,0.67578,0.6451,71.969,15.285
247.96,0.4653,0.25024,0.56034,0.6543,0.6451,69.231,14.56
247.97,0.47214,0.24633,0.55049,0.64062,0.6451,66.688,14.093
247.98,0.47801,0.2434,0.53941,0.63477,0.65098,64.342,13.834
247.98,0.48485,0.24633,0.5197,0.625,0.66078,62.582,13.627
247.99,0.49267,0.25513,0.49015,0.625,0.68039,60.821,13.472
248,0.50049,0.2737,0.46552,0.625,0.7,59.452,13.264
248.01,0.50831,0.30303,0.44951,0.625,0.71569,58.279,13.161
248.02,0.51711,0.34115,0.43966,0.62891,0.72157,57.497,13.264
248.02,0.52395,0.38612,0.4298,0.625,0.72157,56.91,13.368
248.03,0.53177,0.43597,0.4298,0.625,0.72549,56.715,13.575
248.04,0.53861,0.4868,0.4298,0.625,0.72549,56.519,13.679
248.05,0.54545,0.5347,0.4298,0.625,0.73137,56.715,13.834
248.06,0.5523,0.57478,0.4298,0.625,0.73137,56.91,14.093
248.06,0.55914,0.60704,0.44458,0.63477,0.71569,57.497,14.301
248.07,0.56598,0.63832,0.5,0.61523,0.66471,57.888,14.663
248.08,0.57283,0.66471,0.63547,0.56055,0.55098,58.279,15.026
248.09,0.58065,0.68719,0.88054,0.46484,0.3549,58.866,15.596
248.1,0.58749,0.70479,1.085,0.31055,0.18431,59.257,16.114
248.1,0.59531,0.7175,0.99015,0.19531,0.17451,59.648,16.632
248.11,0.60215,0.72532,0.6798,0.25586,0.48039,59.844,17.098
248.12,0.60899,0.73021,0.45443,0.41992,0.68627,60.039,17.306
248.13,0.61486,0.73216,0.38547,0.57031,0.7549,60.039,17.409
248.14,0.62072,0.73021,0.38547,0.64453,0.76078,60.039,17.461
248.14,0.62561,0.7263,0.39532,0.66992,0.7549,59.844,17.513
248.15,0.63148,0.72043,0.40025,0.67969,0.7549,59.452,17.565
248.16,0.63734,0.71261,0.40517,0.68555,0.75098,59.257,17.565
248.17,0.64223,0.70381,0.4101,0.68555,0.75098,58.866,17.565
248.18,0.64809,0.69306,0.41995,0.68555,0.74118,58.475,17.513
248.18,0.65298,0.68035,0.4298,0.68555,0.73529,58.083,17.306
248.19,0.65787,0.66569,0.43473,0.68555,0.73137,57.692,17.202
248.2,0.66178,0.64907,0.43966,0.68555,0.73137,57.106,17.098
248.21,0.66569,0.63148,0.44951,0.68555,0.72157,56.715,16.891
248.22,0.66862,0.61095,0.45443,0.68555,0.71569,56.323,16.788
248.22,0.67253,0.58944,0.46552,0.68555,0.7098,55.737,16.632
248.23,0.67546,0.56598,0.4803,0.68555,0.7,55.346,16.58
248.24,0.6784,0.54252,0.49015,0.68945,0.6902,54.954,16.632
248.25,0.67937,0.51906,0.50985,0.68945,0.67647,54.563,16.839
248.26,0.68133,0.49756,0.53941,0.69531,0.66078,53.977,17.15
248.26,0.68133,0.47996,0.56527,0.69922,0.64118,53.585,17.409
248.27,0.68231,0.46041,0.59975,0.69922,0.61569,52.999,17.565
248.28,0.68231,0.44184,0.63054,0.69922,0.59608,52.216,17.617
248.29,0.68231,0.4262,0.64532,0.68945,0.58039,51.825,17.565
248.3,0.68231,0.41153,0.6601,0.68555,0.57059,51.434,17.254
248.3,0.68133,0.3998,0.6601,0.68555,0.57059,52.021,16.788
248.31,0.68035,0.39101,0.65025,0.67969,0.58039,54.563,16.114
248.32,0.6784,0.38416,0.62438,0.66992,0.59608,60.039,15.44
248.33,0.67644,0.38025,0.59483,0.66406,0.61569,68.644,14.87
248.34,0.67449,0.37732,0.56034,0.66016,0.64118,78.814,14.456
248.34,0.67155,0.37537,0.52463,0.66016,0.66078,88.983,14.197
248.35,0.66862,0.37439,0.49507,0.6543,0.68039,98.175,14.093
248.36,0.66569,0.37439,0.47537,0.6543,0.7,106.19,14.093
248.37,0.66276,0.37439,0.45443,0.65039,0.7098,113.23,14.145
248.38,0.65885,0.37341,0.44458,0.64453,0.72157,118.12,14.197
248.38,0.65494,0.37243,0.43966,0.64062,0.72549,120.86,14.145
248.39,0.65005,0.37146,0.43966,0.64062,0.72549,121.25,13.938
248.4,0.64516,0.3695,0.43966,0.64062,0.72157,120.27,13.627
248.41,0.6393,0.36657,0.43966,0.64062,0.71569,118.51,13.368
248.42,0.63343,0.36364,0.44951,0.64062,0.71569,116.56,13.161
248.42,0.62659,0.35973,0.45443,0.64062,0.71569,114.02,12.902
248.43,0.62072,0.35582,0.46059,0.64062,0.7098,111.28,12.746
248.44,0.61388,0.35191,0.46059,0.64062,0.7098,108.54,12.642
248.45,0.60704,0.34702,0.46552,0.64062,0.70588,105.61,12.591
248.46,0.6002,0.34409,0.46552,0.63477,0.70588,102.67,12.591
248.46,0.59335,0.34115,0.47044,0.63477,0.70588,99.935,12.591
248.47,0.58553,0.33724,0.46552,0.63477,0.70588,97.197,12.642
248.48,0.57771,0.33236,0.46552,0.63477,0.70588,94.459,12.642
248.49,0.56891,0.32845,0.46552,0.63477,0.70588,91.917,12.642
248.5,0.56109,0.32454,0.46552,0.63477,0.70588,89.179,12.694
248.5,0.55327,0.31965,0.46552,0.63477,0.7098,86.636,12.85
248.51,0.54545,0.31574,0.47537,0.64062,0.7,83.898,12.902
248.52,0.53763,0.31085,0.48522,0.65039,0.6902,80.965,12.953
248.53,0.52981,0.30596,0.5,0.66016,0.68627,78.227,12.953
248.54,0.52102,0.30108,0.50985,0.66406,0.67647,75.293,12.953
248.54,0.51222,0.29521,0.52463,0.67969,0.66471,72.555,12.953
248.55,0.50147,0.2913,0.55542,0.67969,0.65098,70.013,13.005
248.56,0.49071,0.28837,0.56034,0.66016,0.6451,67.471,13.057
248.57,0.47898,0.28739,0.55542,0.63477,0.6451,65.515,13.212
248.58,0.46725,0.29032,0.54557,0.625,0.6451,63.755,13.472
248.58,0.45552,0.3001,0.52956,0.625,0.65098,62.386,13.679
248.59,0.44282,0.31867,0.50493,0.625,0.66471,61.017,13.99
248.6,0.43109,0.34702,0.47537,0.625,0.6902,60.039,14.197
248.61,0.42033,0.38416,0.44951,0.625,0.7098,59.452,14.249
248.62,0.40958,0.42815,0.43473,0.625,0.72157,58.866,14.197
248.62,0.39883,0.47605,0.4298,0.625,0.73137,58.67,14.145
248.63,0.38807,0.52493,0.41995,0.625,0.73137,58.475,13.99
248.64,0.37732,0.57185,0.41995,0.61914,0.73529,58.475,13.886
248.65,0.36559,0.60899,0.41995,0.625,0.73529,58.67,13.834
248.66,0.35484,0.6393,0.41995,0.625,0.73529,58.866,13.782
248.66,0.34506,0.66862,0.42488,0.63477,0.73137,59.061,13.834
248.67,0.33529,0.69404,0.45443,0.62891,0.7098,59.257,13.938
248.68,0.32649,0.71359,0.53941,0.5957,0.63529,59.257,14.197
248.69,0.31769,0.72825,0.7303,0.51562,0.47059,59.452,14.56
248.7,0.31085,0.739,0.99015,0.37109,0.2549,59.648,14.974
248.7,0.30303,0.74487,1.0702,0.20117,0.15882,59.648,15.389
248.71,0.29717,0.7478,0.84483,0.16016,0.31373,59.452,15.803
248.72,0.2913,0.74682,0.54557,0.30078,0.57451,59.257,16.269
248.73,0.28739,0.74291,0.40025,0.49023,0.72549,59.061,16.684
248.74,0.2825,0.73803,0.37562,0.60938,0.76078,58.67,16.995
248.74,0.28055,0.73021,0.38054,0.66406,0.76667,58.279,17.202
248.75,0.27761,0.72141,0.38547,0.67969,0.76667,57.888,17.098
248.76,0.27566,0.71065,0.38547,0.68945,0.76667,57.497,16.788
248.77,0.2737,0.69892,0.39039,0.68945,0.76667,57.106,16.269
248.78,0.27175,0.68524,0.40025,0.68945,0.76078,56.715,15.751
248.78,0.26979,0.6696,0.40517,0.68945,0.7549,56.323,15.337
248.79,0.26979,0.652,0.41502,0.69531,0.75098,55.737,15.026
248.8,0.26882,0.63343,0.41995,0.68945,0.74118,55.346,14.819
248.81,0.26882,0.6129,0.43473,0.68945,0.73529,54.954,14.663
248.82,0.26882,0.59042,0.43966,0.68945,0.73137,54.368,14.456
248.82,0.26784,0.56794,0.44951,0.68945,0.72157,53.977,14.249
248.83,0.26784,0.54448,0.46059,0.68945,0.71569,53.585,14.145
248.84,0.26686,0.52102,0.47537,0.69531,0.70588,52.999,13.99
248.85,0.26588,0.50049,0.49015,0.69922,0.69608,52.608,13.99
248.86,0.26491,0.48289,0.50985,0.70508,0.68039,52.216,14.197
248.86,0.26393,0.46432,0.53448,0.70508,0.66078,51.825,14.404
248.87,0.26295,0.44673,0.56527,0.70898,0.64118,51.239,14.663
248.88,0.26295,0.43109,0.59483,0.70898,0.61569,50.847,14.974
248.89,0.261,0.4174,0.62438,0.70508,0.59608,50.261,15.181
248.9,0.26002,0.40567,0.64039,0.69922,0.58039,49.87,15.181
248.9,0.25904,0.39589,0.64532,0.68945,0.57451,49.87,14.819
248.91,0.25806,0.38807,0.64039,0.68555,0.57451,51.239,13.99
248.92,0.25709,0.38123,0.62438,0.67969,0.58431,54.954,13.005
248.93,0.25611,0.37634,0.59483,0.67578,0.60588,61.604,12.073
248.94,0.25513,0.37243,0.56527,0.66992,0.63529,70.991,11.451
