Time [s], RESP, ABP, CVP, PLETH, II, V, AVR
167.85,1,66.884,17.836,0.35093,0.46471,0.60547,0.69608
167.86,1,65.515,17.875,0.38807,0.47059,0.60547,0.69608
167.86,1,64.537,18.149,0.43402,0.47059,0.60938,0.7
167.87,1,63.559,18.462,0.48485,0.48431,0.61914,0.68627
167.88,1,62.973,18.579,0.53861,0.50588,0.62891,0.68039
167.89,1,62.386,18.814,0.59042,0.51569,0.63477,0.67647
167.9,1,62.19,19.087,0.63734,0.5098,0.64062,0.67647
167.9,1,61.995,19.283,0.67644,0.53922,0.6543,0.6549
167.91,1,61.995,19.126,0.70772,0.57059,0.69531,0.64118
167.92,1,62.19,18.814,0.72825,0.57451,0.68945,0.62941
167.93,1,62.386,18.774,0.73998,0.56078,0.67969,0.6451
167.94,1,62.582,19.009,0.7478,0.5549,0.67969,0.64118
167.94,1,62.777,19.4,0.75171,0.53922,0.67578,0.6549
167.95,1,62.973,19.518,0.74976,0.51569,0.66016,0.66471
167.96,1,63.168,19.283,0.74389,0.48039,0.63477,0.68627
167.97,1,63.364,19.009,0.73607,0.46078,0.60547,0.70588
167.98,1,63.364,18.774,0.72532,0.4451,0.59961,0.71569
167.98,1,63.364,18.657,0.71359,0.43922,0.58984,0.72157
167.99,1,63.168,18.657,0.70088,0.43529,0.58398,0.71569
168,1,62.973,18.657,0.68719,0.42941,0.58398,0.72549
168.01,1,62.582,18.657,0.67351,0.43529,0.58398,0.71569
168.02,1,61.995,18.579,0.65982,0.42549,0.58984,0.72549
168.02,1,61.604,18.462,0.64614,0.42941,0.58984,0.72157
168.03,1,61.017,18.383,0.63343,0.42549,0.5957,0.72549
168.04,1,60.43,18.188,0.61975,0.43922,0.5957,0.72157
168.05,1,60.039,18.031,0.60508,0.4451,0.61523,0.7098
168.06,1,59.452,18.07,0.59042,0.4451,0.66992,0.68627
168.06,1,58.866,18.266,0.57478,0.5,0.81055,0.60588
168.07,1,58.279,18.383,0.55816,0.5902,0.99414,0.5
168.08,1,57.888,18.266,0.54057,0.66078,1.1348,0.41961
168.09,1,57.301,17.953,0.52199,0.55098,0.92969,0.50588
168.1,1,56.715,17.757,0.50342,0.46471,0.70898,0.6451
168.1,1,56.323,18.07,0.48485,0.42941,0.58398,0.7098
168.11,1,55.737,18.696,0.46628,0.42549,0.55469,0.72157
168.12,0.98534,55.346,19.439,0.45064,0.43922,0.56055,0.71569
168.13,0.9697,54.954,19.83,0.43695,0.4451,0.56445,0.72157
168.14,0.95503,54.563,19.713,0.42229,0.4451,0.56445,0.72157
168.14,0.94037,54.172,19.205,0.4086,0.4451,0.57031,0.72157
168.15,0.92669,53.781,18.814,0.39589,0.44902,0.57031,0.71569
168.16,0.91202,53.585,18.97,0.38416,0.4451,0.57031,0.72549
168.17,0.89834,53.39,19.635,0.37439,0.44902,0.57422,0.71569
168.18,0.88368,52.999,20.339,0.36657,0.44902,0.58008,0.72157
168.18,0.87195,52.608,20.535,0.35973,0.4549,0.58398,0.70588
168.19,0.85924,52.412,20.026,0.35484,0.46471,0.58008,0.7098
168.2,0.84848,52.216,19.205,0.35093,0.47059,0.58008,0.7
168.21,0.83773,51.825,18.657,0.348,0.47451,0.58398,0.7
168.22,0.82796,51.63,18.696,0.34506,0.47451,0.5957,0.69608
168.22,0.81818,51.434,19.283,0.34409,0.47451,0.5957,0.6902
168.23,0.80938,51.043,19.909,0.34213,0.48039,0.60547,0.69608
168.24,0.80059,50.847,20.143,0.34115,0.48431,0.60547,0.68627
168.25,0.79179,50.652,19.752,0.3392,0.4902,0.61523,0.6902
168.26,0.78397,50.261,19.205,0.33724,0.49412,0.61914,0.68039
168.26,0.77517,49.87,18.696,0.33529,0.5,0.62891,0.67647
168.27,0.76637,49.479,18.579,0.33236,0.5,0.65039,0.66471
168.28,0.75953,49.087,18.774,0.32942,0.5098,0.66406,0.6549
168.29,0.75171,49.087,18.97,0.32649,0.51961,0.67969,0.65098
168.3,0.74585,49.674,18.892,0.32356,0.52549,0.69922,0.64118
168.3,0.739,52.021,18.814,0.31965,0.53922,0.71484,0.62941
168.31,0.73314,57.301,18.814,0.31672,0.53529,0.72461,0.62549
168.32,0.7263,65.515,19.009,0.31378,0.5451,0.73438,0.61569
168.33,0.72043,74.902,19.126,0.31085,0.5451,0.73047,0.62549
168.34,0.71359,83.507,18.97,0.30792,0.53922,0.71484,0.61961
168.34,0.70772,90.939,18.579,0.30401,0.51961,0.69922,0.63529
168.35,0.70186,97.588,18.188,0.29912,0.51569,0.66992,0.6451
168.36,0.69501,103.06,18.344,0.29521,0.49412,0.65039,0.66078
168.37,0.68915,106.98,18.774,0.2913,0.48431,0.61914,0.67647
168.38,0.68133,108.93,19.205,0.28641,0.47059,0.59961,0.6902
168.38,0.67351,109.13,19.087,0.2825,0.46078,0.58008,0.69608
168.39,0.66471,107.95,18.462,0.27859,0.44902,0.57031,0.70588
168.4,0.65591,105.61,17.562,0.27566,0.43922,0.56055,0.70588
168.41,0.64516,103.06,16.936,0.27175,0.43529,0.55469,0.7098
168.42,0.63539,100.33,16.897,0.26882,0.43922,0.56055,0.71569
168.42,0.62366,97.784,17.132,0.26686,0.43529,0.55469,0.7098
168.43,0.61193,95.241,17.445,0.26588,0.43529,0.56055,0.72157
168.44,0.6002,92.894,17.405,0.26491,0.42941,0.55469,0.71569
168.45,0.58944,90.548,16.936,0.26295,0.43922,0.56055,0.7098
168.46,0.57771,88.788,16.31,0.26197,0.43922,0.56055,0.7098
168.46,0.56598,87.027,16.076,0.261,0.43922,0.56445,0.71569
168.47,0.55327,85.267,16.271,0.26002,0.4451,0.56445,0.70588
168.48,0.54057,83.898,16.623,0.25904,0.43529,0.57031,0.71569
168.49,0.52688,82.529,16.819,0.25806,0.4451,0.56445,0.7098
168.5,0.5132,81.16,16.78,0.25806,0.43922,0.56445,0.71569
168.5,0.50147,79.987,16.584,0.25709,0.4451,0.56445,0.7098
168.51,0.48974,78.618,16.506,0.25611,0.4451,0.57031,0.7098
168.52,0.47898,77.249,16.623,0.25513,0.44902,0.57031,0.70588
168.53,0.46823,75.685,16.819,0.25415,0.43922,0.57422,0.7098
168.54,0.45748,73.924,16.936,0.25318,0.4451,0.57422,0.7098
168.54,0.44673,72.164,16.936,0.25318,0.43922,0.58008,0.71569
168.55,0.435,70.209,17.132,0.25611,0.44902,0.58008,0.70588
168.56,0.42424,68.449,17.523,0.26588,0.44902,0.58398,0.7098
168.57,0.41349,66.493,17.953,0.28543,0.44902,0.58984,0.7098
168.58,0.40176,64.928,18.031,0.31476,0.44902,0.5957,0.7098
168.58,0.39198,63.559,17.757,0.35484,0.4549,0.59961,0.70588
168.59,0.38123,62.386,17.445,0.40274,0.46078,0.5957,0.70588
168.6,0.37243,61.604,17.445,0.45552,0.48431,0.61523,0.68627
168.61,0.36364,61.017,17.836,0.51026,0.5,0.62891,0.68039
168.62,0.35582,60.43,18.149,0.56207,0.5098,0.63477,0.67059
168.62,0.348,60.235,18.188,0.60313,0.5098,0.62891,0.67059
168.63,0.34213,60.039,17.953,0.63636,0.55098,0.66406,0.6451
168.64,0.33529,60.235,17.757,0.66569,0.58039,0.69922,0.62941
168.65,0.3304,60.43,17.875,0.68915,0.57059,0.68945,0.62941
168.66,0.32454,60.626,18.188,0.70577,0.56471,0.67969,0.63529
168.66,0.31965,61.017,18.344,0.71554,0.5549,0.67969,0.6451
168.67,0.31574,61.213,18.149,0.71945,0.53529,0.66992,0.65098
168.68,0.31085,61.604,17.836,0.71848,0.5,0.6543,0.67059
168.69,0.30694,61.799,17.64,0.71359,0.47059,0.62891,0.68627
168.7,0.30205,62.19,17.718,0.70479,0.44902,0.60547,0.7098
168.7,0.29814,62.386,17.836,0.69501,0.44902,0.5957,0.7098
168.71,0.29326,62.386,17.836,0.68328,0.43922,0.58398,0.71569
168.72,0.28935,62.386,17.64,0.67155,0.4451,0.58398,0.71569
168.73,0.28543,62.19,17.327,0.65885,0.43529,0.58398,0.72157
168.74,0.28152,61.995,17.093,0.64614,0.43922,0.58398,0.72157
168.74,0.27761,61.604,17.014,0.63245,0.43529,0.58398,0.72157
168.75,0.2737,61.213,16.936,0.61779,0.43922,0.58984,0.7098
168.76,0.27077,60.821,17.014,0.60411,0.43922,0.5957,0.71569
168.77,0.26686,60.235,17.132,0.58944,0.44902,0.59961,0.70588
168.78,0.26393,59.844,17.405,0.57478,0.44902,0.625,0.70588
168.78,0.261,59.257,17.523,0.55914,0.4549,0.68555,0.66078
168.79,0.25806,58.67,17.405,0.54252,0.51569,0.82422,0.58039
168.8,0.25513,58.279,17.21,0.5259,0.6098,1.0039,0.47059
168.81,0.2522,57.692,17.132,0.50733,0.65098,1.0996,0.4098
168.82,0.24927,57.106,17.405,0.49169,0.52549,0.86914,0.52549
168.82,0.24633,56.519,17.757,0.47605,0.47059,0.67578,0.66471
168.83,0.24438,56.128,17.953,0.45846,0.4451,0.57422,0.7098
168.84,0.24145,55.541,18.07,0.44086,0.43922,0.56055,0.71569
168.85,0.23949,55.15,18.149,0.42326,0.4451,0.57031,0.70588
168.86,0.23754,54.563,18.383,0.40665,0.44902,0.57031,0.71569
168.86,0.23558,54.172,18.774,0.39003,0.44902,0.58008,0.72157
168.87,0.2346,53.781,18.97,0.37634,0.4549,0.58008,0.71569
168.88,0.23363,53.39,18.814,0.36364,0.4549,0.58008,0.72157
168.89,0.23265,52.999,18.501,0.35288,0.46471,0.58008,0.71569
168.9,0.23167,52.608,18.344,0.34409,0.46471,0.58398,0.71569
168.9,0.23069,52.216,18.501,0.33724,0.47451,0.58398,0.70588
168.91,0.23069,52.021,18.97,0.33236,0.47059,0.5957,0.70588
168.92,0.22972,51.825,19.4,0.32845,0.47451,0.5957,0.7
168.93,0.22972,51.434,19.518,0.32747,0.47451,0.60547,0.70588
168.94,0.22972,51.239,19.205,0.32551,0.47451,0.60547,0.7
168.94,0.22972,50.847,18.696,0.32454,0.47451,0.60938,0.7
168.95,0.22972,50.652,18.462,0.32454,0.48039,0.61523,0.69608
168.96,0.23069,50.456,18.579,0.32454,0.48039,0.625,0.6902
168.97,0.23167,50.065,18.97,0.32454,0.4902,0.625,0.68627
168.98,0.23265,49.674,19.4,0.32454,0.49412,0.62891,0.68039
168.98,0.23363,49.479,19.596,0.32454,0.5,0.64062,0.67647
168.99,0.2346,49.087,19.596,0.32356,0.5,0.65039,0.67059
169,0.23656,48.696,19.283,0.32258,0.51569,0.66406,0.6549
169.01,0.23754,48.501,18.892,0.32063,0.52549,0.67578,0.65098
169.02,0.23949,48.501,18.696,0.31965,0.53529,0.69531,0.63529
169.02,0.24047,49.087,18.774,0.31867,0.5451,0.70508,0.62941
169.03,0.24145,51.825,19.009,0.31574,0.5549,0.7207,0.61569
169.04,0.24242,57.301,19.009,0.31281,0.56078,0.7207,0.6098
169.05,0.2434,65.515,18.696,0.30987,0.56078,0.72461,0.61569
169.06,0.24438,74.902,18.266,0.30596,0.56471,0.72461,0.6098
169.06,0.24438,83.507,17.953,0.30205,0.56078,0.7207,0.6098
169.07,0.24536,90.743,17.953,0.29814,0.5451,0.69531,0.62549
169.08,0.24536,97.393,18.149,0.29326,0.52941,0.66992,0.64118
169.09,0.24633,102.67,18.149,0.28935,0.51569,0.64453,0.6549
169.1,0.24633,106.58,17.875,0.28446,0.5,0.625,0.67059
169.1,0.24633,108.54,17.445,0.28055,0.4902,0.59961,0.68039
169.11,0.24438,108.74,17.014,0.27664,0.47451,0.58008,0.69608
169.12,0.2434,107.56,16.936,0.2737,0.46471,0.57031,0.69608
169.13,0.24047,105.61,17.014,0.27175,0.4549,0.56055,0.70588
169.14,0.23851,103.06,17.093,0.26882,0.44902,0.56055,0.70588
169.14,0.2346,100.52,16.936,0.26588,0.44902,0.56055,0.71569
169.15,0.23069,97.784,16.623,0.26295,0.44902,0.55469,0.7098
169.16,0.22678,95.241,16.31,0.26002,0.43922,0.56055,0.71569
169.17,0.2219,92.894,16.154,0.25709,0.4451,0.56055,0.70588
169.18,0.21603,90.548,15.958,0.25513,0.43922,0.56055,0.7098
169.18,0.21114,88.592,15.841,0.25415,0.44902,0.56445,0.70588
169.19,0.20332,86.636,15.763,0.25318,0.43922,0.56445,0.7098
169.2,0.19648,84.876,15.841,0.2522,0.4451,0.56445,0.71569
169.21,0.18964,83.507,15.958,0.2522,0.43529,0.57031,0.7098
169.22,0.1828,81.943,16.076,0.25318,0.43922,0.57422,0.71569
169.22,0.17498,80.574,16.154,0.25415,0.4451,0.58008,0.7098
169.23,0.16813,79.205,16.154,0.25415,0.43922,0.58008,0.71569
169.24,0.16227,77.836,16.154,0.25415,0.44902,0.58008,0.70588
169.25,0.15543,76.271,16.154,0.25318,0.4451,0.58008,0.7098
169.26,0.15054,74.707,16.193,0.25122,0.4549,0.58008,0.70588
169.26,0.14467,72.947,16.271,0.24927,0.44902,0.58008,0.7098
169.27,0.13978,71.186,16.389,0.25024,0.46078,0.58398,0.70588
169.28,0.1349,69.231,16.506,0.25611,0.44902,0.58984,0.7098
169.29,0.13001,67.471,16.701,0.26882,0.46078,0.58398,0.70588
169.3,0.12512,65.906,16.819,0.2913,0.46471,0.58984,0.7
169.3,0.12121,64.537,17.014,0.32356,0.47059,0.5957,0.69608
169.31,0.11828,63.168,17.21,0.36657,0.47059,0.60547,0.7
169.32,0.11632,62.19,17.405,0.4086,0.48039,0.60547,0.6902
169.33,0.11437,61.408,17.445,0.45259,0.5,0.61914,0.68039
169.34,0.11241,60.821,17.445,0.50342,0.51569,0.62891,0.67647
169.34,0.11046,60.43,17.405,0.55523,0.5098,0.62891,0.68039
169.35,0.10948,60.235,17.327,0.60411,0.52549,0.64062,0.66078
169.36,0.1085,60.235,17.327,0.64516,0.56078,0.67969,0.6451
169.37,0.1085,60.43,17.327,0.67937,0.58431,0.69531,0.62941
169.38,0.10753,60.626,17.445,0.70479,0.57451,0.67969,0.63529
169.38,0.1085,60.821,17.562,0.72141,0.57059,0.67969,0.63529
169.39,0.1085,61.017,17.64,0.73021,0.5451,0.67969,0.65098
169.4,0.10948,61.408,17.562,0.73314,0.53529,0.66992,0.6549
169.41,0.11046,61.604,17.327,0.73118,0.50588,0.65039,0.67647
169.42,0.11144,61.799,17.014,0.72434,0.47451,0.61914,0.69608
169.42,0.11241,61.995,16.78,0.71359,0.4549,0.59961,0.70588
169.43,0.11339,61.995,16.506,0.70186,0.44902,0.5957,0.7098
169.44,0.11535,61.995,16.467,0.68915,0.43922,0.58984,0.71569
169.45,0.11632,61.995,16.389,0.67546,0.43529,0.58984,0.72157
169.46,0.11828,61.799,16.31,0.66178,0.43529,0.58398,0.71569
169.46,0.11926,61.408,16.193,0.64712,0.43922,0.5957,0.72549
169.47,0.12121,61.017,15.958,0.63245,0.43529,0.58984,0.72157
169.48,0.12219,60.626,15.684,0.61779,0.42941,0.58984,0.72549
169.49,0.12414,60.235,15.567,0.60313,0.43922,0.5957,0.72157
169.5,0.12512,59.648,15.645,0.58847,0.4451,0.60547,0.71569
169.5,0.1261,59.257,15.684,0.57283,0.44902,0.63477,0.69608
169.51,0.12708,58.67,15.88,0.55718,0.46471,0.7207,0.6451
169.52,0.12805,58.279,15.997,0.54154,0.5451,0.86914,0.55098
169.53,0.12903,57.692,16.076,0.52688,0.62941,1.0547,0.4451
169.54,0.12903,57.106,16.154,0.51026,0.66078,1.1035,0.4098
169.54,0.12903,56.715,16.193,0.49267,0.4902,0.79883,0.5902
169.55,0.13001,56.128,16.271,0.47507,0.46078,0.64062,0.6902
169.56,0.13099,55.737,16.271,0.4565,0.42941,0.56445,0.72549
169.57,0.13196,55.15,16.31,0.43891,0.42549,0.56055,0.71569
169.58,0.13392,54.759,16.31,0.42131,0.43922,0.57422,0.72157
169.58,0.13587,54.368,16.31,0.40567,0.44902,0.58008,0.72157
169.59,0.13783,53.781,16.389,0.39003,0.44902,0.57422,0.72549
169.6,0.14076,53.585,16.506,0.37732,0.4549,0.58008,0.72157
169.61,0.1437,53.194,16.623,0.36559,0.44902,0.58008,0.72549
169.62,0.14565,52.803,16.701,0.35679,0.46078,0.58008,0.7098
169.62,0.14858,52.412,16.78,0.34995,0.46471,0.58008,0.70588
169.63,0.15054,52.021,16.819,0.34409,0.47059,0.58398,0.70588
169.64,0.15249,51.825,16.819,0.3392,0.47059,0.58984,0.70588
169.65,0.15543,51.434,16.897,0.33529,0.47451,0.59961,0.7
169.66,0.15836,51.239,16.897,0.33333,0.47451,0.59961,0.7
169.66,0.16129,51.043,16.897,0.33236,0.47451,0.60547,0.70588
169.67,0.1652,50.652,16.897,0.33138,0.48431,0.59961,0.69608
169.68,0.16911,50.456,16.819,0.33236,0.4902,0.60938,0.6902
169.69,0.17302,50.261,16.819,0.33236,0.5,0.61914,0.68627
169.7,0.17693,49.87,16.819,0.33236,0.5,0.62891,0.68039
169.7,0.18084,49.674,16.897,0.33333,0.5098,0.62891,0.67647
169.71,0.18573,49.283,16.897,0.33236,0.50588,0.64062,0.67059
169.72,0.18866,49.087,16.819,0.33236,0.51961,0.64453,0.66078
169.73,0.19257,48.696,16.701,0.33236,0.51961,0.66016,0.6549
169.74,0.1955,48.501,16.584,0.33138,0.53922,0.67578,0.63529
169.74,0.19844,48.501,16.467,0.3304,0.5451,0.69531,0.62941
169.75,0.20137,49.674,16.584,0.32845,0.5549,0.70898,0.61961
169.76,0.2043,52.999,17.014,0.32551,0.55098,0.72461,0.61569
169.77,0.20723,59.452,17.718,0.32258,0.56471,0.73047,0.6098
169.78,0.21017,68.253,18.149,0.31867,0.56078,0.73438,0.6098
169.78,0.21212,77.249,18.149,0.31476,0.56471,0.73047,0.6098
169.79,0.21505,85.463,17.757,0.31085,0.5451,0.7207,0.61961
169.8,0.21603,92.503,17.249,0.30596,0.53922,0.69531,0.62941
169.81,0.21799,98.957,16.897,0.30108,0.51961,0.66406,0.65098
169.82,0.21896,104.04,16.623,0.29717,0.50588,0.64453,0.66078
169.82,0.21994,107.37,16.506,0.29423,0.4902,0.61914,0.68039
169.83,0.21994,108.74,16.467,0.29032,0.48039,0.5957,0.68627
169.84,0.21994,108.74,16.467,0.28641,0.47059,0.58008,0.7
169.85,0.21799,107.17,16.467,0.28152,0.4549,0.57422,0.70588
169.86,0.21603,104.82,16.506,0.27761,0.44902,0.56445,0.70588
169.86,0.2131,102.28,16.506,0.2737,0.4451,0.56445,0.71569
169.87,0.20919,99.544,16.31,0.26979,0.43922,0.56445,0.7098
169.88,0.20626,97.001,16.076,0.26686,0.43529,0.56445,0.71569
169.89,0.20235,94.459,15.88,0.26393,0.4451,0.56445,0.70588
169.9,0.19844,92.112,15.684,0.261,0.43922,0.57031,0.71569
169.9,0.19453,90.157,15.645,0.25904,0.44902,0.56445,0.70588
169.91,0.18964,88.201,15.567,0.25709,0.43922,0.57031,0.71569
169.92,0.18573,86.441,15.567,0.25611,0.4451,0.57031,0.7098
169.93,0.17986,84.876,15.645,0.25709,0.43922,0.57422,0.71569
169.94,0.17498,83.312,15.684,0.25709,0.44902,0.57422,0.7098
169.94,0.17009,81.943,15.841,0.25709,0.44902,0.57422,0.7098
169.95,0.16618,80.574,15.88,0.25709,0.44902,0.58008,0.70588
169.96,0.16227,79.205,15.958,0.25611,0.44902,0.58008,0.7098
169.97,0.15934,77.64,15.958,0.25513,0.44902,0.58008,0.70588
169.98,0.15543,76.271,15.958,0.25318,0.44902,0.58008,0.71569
169.98,0.15249,74.511,16.154,0.25122,0.44902,0.58008,0.7098
169.99,0.14956,72.751,16.467,0.25024,0.44902,0.58398,0.7098
170,0.14663,70.991,16.701,0.2522,0.4549,0.58984,0.7098
170.01,0.14272,69.231,16.936,0.26002,0.46471,0.5957,0.70588
170.02,0.13978,67.471,16.936,0.27175,0.47451,0.59961,0.7
170.02,0.13685,65.711,17.014,0.29032,0.47059,0.59961,0.70588
170.03,0.1349,64.342,17.093,0.31965,0.47451,0.60547,0.7
170.04,0.13196,63.168,17.21,0.35973,0.47451,0.60547,0.70588
170.05,0.13001,62.19,17.405,0.4086,0.4902,0.60938,0.6902
170.06,0.12805,61.408,17.562,0.46139,0.50588,0.62891,0.68039
170.06,0.1261,60.821,17.718,0.51613,0.51961,0.64062,0.67647
170.07,0.12512,60.43,17.718,0.56891,0.51569,0.64062,0.67647
170.08,0.12414,60.235,17.562,0.61584,0.52941,0.6543,0.66471
170.09,0.12414,60.235,17.523,0.65494,0.57451,0.68945,0.63529
170.1,0.12414,60.235,17.445,0.68622,0.5902,0.70508,0.62941
170.1,0.12512,60.43,17.523,0.7087,0.58039,0.69531,0.62941
170.11,0.12512,60.821,17.523,0.72336,0.57059,0.69531,0.64118
170.12,0.12708,61.213,17.562,0.73021,0.56078,0.68555,0.64118
170.13,0.12903,61.604,17.562,0.73021,0.53529,0.67578,0.6549
170.14,0.13196,61.799,17.445,0.72727,0.5,0.6543,0.67059
170.14,0.13392,62.19,17.21,0.72141,0.47059,0.62891,0.69608
170.15,0.13783,62.386,16.936,0.71261,0.46078,0.60938,0.70588
170.16,0.14174,62.582,16.623,0.70186,0.44902,0.60547,0.7098
170.17,0.14663,62.582,16.271,0.68915,0.44902,0.60547,0.70588
170.18,0.15054,62.582,15.841,0.67546,0.4451,0.60547,0.7098
170.18,0.1564,62.386,15.45,0.66178,0.4451,0.60547,0.7098
170.19,0.16227,61.995,15.059,0.64809,0.43529,0.60547,0.71569
170.2,0.16716,61.604,14.746,0.63343,0.43922,0.60938,0.70588
170.21,0.17302,61.213,14.589,0.61877,0.43922,0.60547,0.7098
170.22,0.17889,60.821,14.433,0.60508,0.4451,0.60938,0.7098
170.22,0.18475,60.43,14.315,0.59238,0.44902,0.61914,0.7098
170.23,0.19159,59.844,14.276,0.57771,0.44902,0.6543,0.6902
170.24,0.19844,59.257,14.198,0.56305,0.47451,0.75391,0.64118
170.25,0.20626,58.866,14.198,0.54643,0.5549,0.92969,0.5451
170.26,0.21505,58.279,14.198,0.52981,0.6451,1.1152,0.43529
170.26,0.22287,57.692,14.276,0.51124,0.66078,1.1484,0.41569
170.27,0.23069,57.301,14.315,0.49365,0.49412,0.82031,0.5902
170.28,0.23949,56.715,14.433,0.47507,0.4549,0.65039,0.68627
170.29,0.24731,56.323,14.628,0.4565,0.43529,0.57422,0.71569
170.3,0.25806,55.737,14.824,0.43891,0.42941,0.57422,0.7098
170.3,0.26882,55.346,15.059,0.42131,0.44902,0.58008,0.7098
170.31,0.28152,54.954,15.254,0.40567,0.44902,0.58398,0.72157
170.32,0.29423,54.563,15.45,0.39296,0.4549,0.58398,0.7098
170.33,0.30792,54.172,15.684,0.38221,0.44902,0.58984,0.72157
170.34,0.32258,53.781,15.88,0.37243,0.4549,0.58984,0.71569
170.34,0.33822,53.585,16.076,0.36266,0.46078,0.59961,0.7098
170.35,0.35386,53.194,16.271,0.35484,0.47059,0.59961,0.70588
170.36,0.36852,52.803,16.467,0.34897,0.46471,0.60547,0.70588
170.37,0.38319,52.608,16.584,0.34506,0.47451,0.60938,0.7
170.38,0.39687,52.412,16.78,0.34213,0.47059,0.61523,0.7
170.38,0.41153,52.216,16.897,0.34018,0.47451,0.61914,0.6902
170.39,0.42913,52.021,17.014,0.34018,0.47451,0.625,0.69608
170.4,0.44575,51.825,17.132,0.34018,0.47451,0.62891,0.68627
170.41,0.46432,51.63,17.21,0.34115,0.47451,0.62891,0.6902
170.42,0.48387,51.434,17.327,0.34213,0.49412,0.64453,0.68039
170.42,0.50049,51.043,17.445,0.34311,0.5,0.64453,0.67647
170.43,0.51808,50.847,17.562,0.34311,0.5,0.6543,0.66471
170.44,0.5347,50.456,17.562,0.34409,0.5098,0.66406,0.66078
170.45,0.55132,50.261,17.562,0.34311,0.51961,0.67969,0.65098
170.46,0.56989,50.065,17.523,0.34213,0.52941,0.68945,0.65098
170.46,0.58847,49.87,17.445,0.34115,0.53529,0.70898,0.63529
170.47,0.60899,50.261,17.405,0.3392,0.5451,0.72461,0.62549
170.48,0.62952,52.021,17.327,0.33627,0.56078,0.74023,0.61569
170.49,0.65005,56.323,17.249,0.33333,0.56471,0.75391,0.61569
170.5,0.67155,63.559,17.21,0.3304,0.57059,0.76953,0.6098
170.5,0.69306,72.751,17.093,0.32649,0.57451,0.76953,0.60588
170.51,0.71457,81.747,16.936,0.32258,0.57059,0.76562,0.6098
170.52,0.73412,89.374,16.78,0.31965,0.56471,0.74414,0.61569
170.53,0.75269,96.219,16.584,0.31672,0.5451,0.72461,0.62941
170.54,0.77028,102.28,16.467,0.31281,0.52549,0.69531,0.64118
170.54,0.78788,106.58,16.271,0.30792,0.50588,0.66406,0.66078
170.55,0.80547,109.13,16.076,0.30401,0.49412,0.63477,0.67647
170.56,0.82209,109.91,15.88,0.3001,0.47451,0.61523,0.6902
170.57,0.83871,109.13,15.763,0.29521,0.46471,0.59961,0.69608
170.58,0.85533,107.17,15.567,0.2913,0.44902,0.5957,0.70588
170.58,0.86901,104.82,15.528,0.28837,0.44902,0.58398,0.70588
170.59,0.88368,102.28,15.372,0.28446,0.4451,0.58008,0.70588
170.6,0.89638,99.544,15.332,0.28152,0.4451,0.57422,0.70588
170.61,0.90909,97.001,15.215,0.27957,0.43529,0.57031,0.7098
170.62,0.92082,94.655,15.059,0.27859,0.4451,0.58008,0.70588
170.62,0.93255,92.503,15.02,0.27761,0.44902,0.58008,0.70588
170.63,0.94428,90.548,14.902,0.27664,0.4451,0.58008,0.7098
170.64,0.95601,88.788,14.824,0.27664,0.44902,0.58398,0.70588
170.65,0.96676,87.027,14.707,0.27664,0.4451,0.58984,0.7098
170.66,0.97752,85.658,14.589,0.27664,0.44902,0.58008,0.70588
170.66,0.98827,84.094,14.511,0.27761,0.4451,0.58398,0.70588
170.67,0.99804,82.725,14.433,0.27859,0.44902,0.58008,0.70588
170.68,0.99902,81.356,14.394,0.28055,0.44902,0.58984,0.70588
170.69,1,79.987,14.315,0.28152,0.4549,0.58984,0.70588
170.7,1,78.618,14.276,0.2825,0.46078,0.5957,0.7
170.7,1,77.249,14.315,0.28152,0.47059,0.5957,0.69608
170.71,1,75.685,14.315,0.28152,0.46471,0.59961,0.7
170.72,1,73.924,14.394,0.2825,0.47059,0.60547,0.69608
170.73,1,72.164,14.511,0.28543,0.47059,0.60547,0.7
170.74,1,70.6,14.628,0.29326,0.47451,0.60547,0.69608
170.74,1,68.84,14.707,0.30792,0.47451,0.60938,0.7
170.75,1,67.275,14.824,0.33138,0.47451,0.60938,0.69608
170.76,1,65.906,14.902,0.36461,0.47451,0.61523,0.7
170.77,1,64.733,14.941,0.40665,0.48039,0.60938,0.6902
170.78,1,63.95,15.059,0.4565,0.4902,0.61914,0.6902
170.78,1,63.168,15.215,0.50831,0.51569,0.63477,0.67647
170.79,1,62.777,15.332,0.56012,0.52549,0.64453,0.67059
170.8,1,62.582,15.45,0.60802,0.52549,0.65039,0.67059
170.81,1,62.582,15.567,0.65005,0.53922,0.66016,0.66078
170.82,1,62.582,15.645,0.68035,0.58039,0.69531,0.62941
170.82,1,62.777,15.684,0.70186,0.5902,0.70508,0.62941
170.83,1,62.973,15.763,0.71945,0.57059,0.68945,0.64118
170.84,1,63.168,15.841,0.73118,0.57059,0.68555,0.64118
170.85,1,63.559,15.841,0.73705,0.56078,0.67969,0.6451
170.86,1,63.755,15.763,0.73803,0.53529,0.66992,0.6549
170.86,1,63.755,15.763,0.73509,0.50588,0.65039,0.67059
170.87,1,63.755,15.684,0.72825,0.47059,0.61914,0.69608
170.88,1,63.755,15.645,0.71848,0.4549,0.60547,0.70588
170.89,1,63.559,15.567,0.70772,0.44902,0.5957,0.70588
170.9,1,63.364,15.45,0.69501,0.4451,0.58984,0.71569
170.9,1,62.973,15.372,0.68231,0.4451,0.58008,0.7098
170.91,1,62.582,15.254,0.6696,0.43922,0.58398,0.71569
